id,name,sort_name,district,mandate_start,mandate_end,party,term,source,image,phone,email,end_date,start_date
ffurlan,Francisco Abel Furlan,"Furlan, Francisco Abel",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ffurlan/,"","","",,2015-12-10
fgarreton,Facundo Garreton,"Garreton, Facundo",Tucuman,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/fgarreton/,"","","",,2015-12-10
fmasso,Federico Augusto Masso,"Masso, Federico Augusto",Tucuman,2013-12-10,2017-12-09,LIBRES DEL SUR,133,http://www.hcdn.gob.ar/diputados/fmasso/,"","","",,
fmoyano,Juan Facundo Moyano,"Moyano, Juan Facundo",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/fmoyano/,"","","",,2015-12-10
fperalta,FABIAN FRANCISCO PERALTA,"PERALTA, FABIAN FRANCISCO",SANTA FE,2011-12-10,2015-12-09,GEN,133,http://www.hcdn.gob.ar/diputados/fperalta/,http://www4.hcdn.gob.ar/fotos/fperalta.jpg,4127-7100,fperalta@diputados.gob.ar,2015-12-09,
fpinedo,FEDERICO PINEDO,"PINEDO, FEDERICO",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/fpinedo/,http://www4.hcdn.gob.ar/fotos/fpinedo.jpg,4127-7100,fpinedo@diputados.gob.ar,2015-12-09,
fraverta,Maria Fernanda Raverta,"Raverta, Maria Fernanda",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/fraverta/,"","","",,2015-12-10
frogel,FABIAN DULIO ROGEL,"ROGEL, FABIAN DULIO",ENTRE RIOS,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/frogel/,http://www4.hcdn.gob.ar/fotos/frogel.jpg,4127-7100,frogel@diputados.gob.ar,2015-12-09,
fsalino,FERNANDO ALDO SALINO,"SALINO, FERNANDO ALDO",SAN LUIS,2013-12-10,2017-12-09,COMPROMISO FEDERAL,133,http://www.hcdn.gob.ar/diputados/fsalino/,http://www4.hcdn.gob.ar/fotos/fsalino.jpg,4127-7100,fsalino@diputados.gob.ar,,
fsanchez,Fernando Sanchez,"Sanchez, Fernando",Ciudad De Buenos Aires,2013-12-10,2017-12-09,COALICION CIVICA,133,http://www.hcdn.gob.ar/diputados/fsanchez/,"","","",,
fsola,Felipe Carlos Sola,"Sola, Felipe Carlos",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/fsola/,"","","",,
fsturzenegger,FEDERICO ADOLFO STURZENEGGER,"STURZENEGGER, FEDERICO ADOLFO",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/fsturzenegger/,http://www4.hcdn.gob.ar/fotos/fsturzenegger.jpg,4127-7100,fsturzenegger@diputados.gob.ar,,
ftorroba,Francisco Javier Torroba,"Torroba, Francisco Javier",La Pampa,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/ftorroba/,"","","",,
galbornoz,Gabriela Romina Albornoz,"Albornoz, Gabriela Romina",Jujuy,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/galbornoz/,"","","",,
galegre,Gilberto Oscar Alegre,"Alegre, Gilberto Oscar",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/galegre/,"","","",,
garrieta,Gustavo Hector Arrieta,"Arrieta, Gustavo Hector",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/garrieta/,"","","",,
gbellocq,GERARDO ALBERTO BELLOCQ,"BELLOCQ, GERARDO ALBERTO",CORDOBA,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/gbellocq/,http://www4.hcdn.gob.ar/fotos/gbellocq.jpg,4127-7100,gbellocq@diputados.gob.ar,,
gbevilacqua,Gustavo Bevilacqua,"Bevilacqua, Gustavo",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/gbevilacqua/,"","","",,2015-12-10
gbidegain,GLORIA MERCEDES BIDEGAIN,"BIDEGAIN, GLORIA MERCEDES",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gbidegain/,http://www4.hcdn.gob.ar/fotos/gbidegain.jpg,4127-7100,gbidegain@diputados.gob.ar,2015-12-09,
gboyadjian,GRACIELA EUNICE BOYADJIAN,"BOYADJIAN, GRACIELA EUNICE",TIERRA DEL FUEGO,2011-12-10,2015-12-09,MOV POP FUEGUINO,133,http://www.hcdn.gob.ar/diputados/gboyadjian/,http://www4.hcdn.gob.ar/fotos/gboyadjian.jpg,4127-7100,gboyadjian@diputados.gob.ar,2015-12-09,
gcamano,Graciela Camaño,"Camaño, Graciela",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/gcamano/,"","","",,2015-12-10
gcarmona,Guillermo Ramon Carmona,"Carmona, Guillermo Ramon",Mendoza,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gcarmona/,"","","",,2015-12-10
gcaselles,Graciela Maria Caselles,"Caselles, Graciela Maria",San Juan,2015-12-10,2019-12-09,PARTIDO BLOQUISTA DE SAN JUAN,133,http://www.hcdn.gob.ar/diputados/gcaselles/,"","","",,2015-12-10
gcousinet,Graciela Cousinet,"Cousinet, Graciela",Mendoza,2013-12-10,2017-12-09,LIBRES DEL SUR,133,http://www.hcdn.gob.ar/diputados/gcousinet/,"","","",,
gdurandc,Guillermo Mario Durand Cornejo,"Durand Cornejo, Guillermo Mario",Salta,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/gdurandc/,"","","",,
gestevez,Gabriela Beatriz Estevez,"Estevez, Gabriela Beatriz",Cordoba,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gestevez/,"","","",,2015-12-10
gfernandezm,Gustavo Rodolfo Fernandez Mendia,"Fernandez Mendia, Gustavo Rodolfo",La Pampa,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/gfernandezm/,"","","",,
ggiannettasio,GRACIELA MARIA GIANNETTASIO,"GIANNETTASIO, GRACIELA MARIA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ggiannettasio/,http://www4.hcdn.gob.ar/fotos/ggiannettasio.jpg,4127-7100,ggiannettasio@diputados.gob.ar,2015-12-09,
ggonzalez,Gladys Esther Gonzalez,"Gonzalez, Gladys Esther",Buenos Aires,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/ggonzalez/,"","","",,
gharispe,GASTON HARISPE,"HARISPE, GASTON",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gharispe/,http://www4.hcdn.gob.ar/fotos/gharispe.jpg,4127-7100,gharispe@diputados.gob.ar,2015-12-09,
gherrera,GRISELDA NOEMI HERRERA,"HERRERA, GRISELDA NOEMI",LA RIOJA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gherrera/,http://www4.hcdn.gob.ar/fotos/gherrera.jpg,4127-7100,gherrera@diputados.gob.ar,2015-12-09,
gmartinezc,Gustavo Jose Martinez Campos,"Martinez Campos, Gustavo Jose",Chaco,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/gmartinezc/,"","","",,
gnavarro,Graciela Navarro,"Navarro, Graciela",Santiago Del Estero,2015-12-10,2019-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/gnavarro/,"","","",,2015-12-10
gscaglia,Gisela Scaglia,"Scaglia, Gisela",Santa Fe,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/gscaglia/,"","","",,
gsnopek,Guillermo Snopek,"Snopek, Guillermo",Jujuy,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/gsnopek/,"","","",,2015-12-10
gsoto,GLADYS BEATRIZ SOTO,"SOTO, GLADYS BEATRIZ",CHACO,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gsoto/,http://www4.hcdn.gob.ar/fotos/gsoto.jpg,4127-7100,gsoto@diputados.gob.ar,2015-12-09,
gtroiano,Gabriela Alejandra Troiano,"Troiano, Gabriela Alejandra",Buenos Aires,2013-12-10,2017-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/gtroiano/,"","","",,
gvaldes,Gustavo Adolfo Valdes,"Valdes, Gustavo Adolfo",Corrientes,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/gvaldes/,"","","",,
gvillata,GRACIELA SUSANA VILLATA,"VILLATA, GRACIELA SUSANA",CORDOBA,2011-12-10,2015-12-09,FRENTE CIVICO - CORDOBA,133,http://www.hcdn.gob.ar/diputados/gvillata/,http://www4.hcdn.gob.ar/fotos/gvillata.jpg,4127-7100,gvillata@diputados.gob.ar,2015-12-09,
halonso,Horacio Fernando Alonso,"Alonso, Horacio Fernando",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/halonso/,"","","",,
havoscan,HERMAN HORACIO AVOSCAN,"AVOSCAN, HERMAN HORACIO",RIO NEGRO,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/havoscan/,http://www4.hcdn.gob.ar/fotos/havoscan.jpg,4127-7100,havoscan@diputados.gob.ar,2015-12-09,
hbaldassi,Hector Baldassi,"Baldassi, Hector",Cordoba,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/hbaldassi/,"","","",,
hbinner,Hermes Juan Binner,"Binner, Hermes Juan",Santa Fe,2013-12-10,2017-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/hbinner/,"","","",,
hdaer,Hector Ricardo Daer,"Daer, Hector Ricardo",Buenos Aires,2013-12-10,2017-12-09,BLOQUE DE LOS TRABAJADORES,133,http://www.hcdn.gob.ar/diputados/hdaer/,"","","",,
hgoicoechea,Horacio Goicoechea,"Goicoechea, Horacio",Chaco,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/hgoicoechea/,"","","",,2015-12-10
hgutierrez,Hector Maria Gutierrez,"Gutierrez, Hector Maria",Buenos Aires,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/hgutierrez/,"","","",,
hmarcucci,Hugo Maria Marcucci,"Marcucci, Hugo Maria",Santa Fe,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/hmarcucci/,"","","",,2015-12-10
holivares,Hector Enrique Olivares,"Olivares, Hector Enrique",La Rioja,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/holivares/,"","","",,2015-12-10
hpietragallac,HORACIO PIETRAGALLA CORTI,"PIETRAGALLA CORTI, HORACIO",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/hpietragallac/,http://www4.hcdn.gob.ar/fotos/hpietragallac.jpg,4127-7100,hpietragallac@diputados.gob.ar,2015-12-09,
hrecalde,Hector Pedro Recalde,"Recalde, Hector Pedro",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/hrecalde/,"","","",,
hroquel,Hector Alberto Roquel,"Roquel, Hector Alberto",Santa Cruz,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/hroquel/,"","","",,2015-12-10
htentor,Hector Olindo Tentor,"Tentor, Hector Olindo",Jujuy,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/htentor/,"","","",,
htomas,Hector Daniel Tomas,"Tomas, Hector Daniel",San Juan,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/htomas/,"","","",,
ibianchi,Ivana Maria Bianchi,"Bianchi, Ivana Maria",San Luis,2015-12-10,2019-12-09,COMPROMISO FEDERAL,133,http://www.hcdn.gob.ar/diputados/ibianchi/,"","","",,2015-12-10
ibromberg,ISAAC BENJAMIN BROMBERG,"BROMBERG, ISAAC BENJAMIN",TUCUMAN,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ibromberg/,http://www4.hcdn.gob.ar/fotos/ibromberg.jpg,4127-7100,ibromberg@diputados.gob.ar,2015-12-09,
ilotto,Ines Beatriz Lotto,"Lotto, Ines Beatriz",Formosa,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ilotto/,"","","",,2015-12-10
jbarreto,Jorge Ruben Barreto,"Barreto, Jorge Ruben",Entre Rios,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jbarreto/,"","","",,
jbrugge,Juan Fernando Brügge,"Brügge, Juan Fernando",Cordoba,2015-12-10,2019-12-09,UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/jbrugge/,"","","",,2015-12-10
jcabandie,Juan Cabandie,"Cabandie, Juan",Ciudad De Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jcabandie/,"","","",,
jcano,JOSE MANUEL CANO,"CANO, JOSE MANUEL",TUCUMAN,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jcano/,http://www4.hcdn.gob.ar/fotos/jcano.jpg,4127-7100,jcano@diputados.gob.ar,,
jcasanas,Juan Francisco Casañas,"Casañas, Juan Francisco",Tucuman,2013-12-10,2017-12-09,DEL BICENTENARIO,133,http://www.hcdn.gob.ar/diputados/jcasanas/,"","","",,
jcejas,JORGE ALBERTO CEJAS,"CEJAS, JORGE ALBERTO",RIO NEGRO,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jcejas/,http://www4.hcdn.gob.ar/fotos/jcejas.jpg,4127-7100,jcejas@diputados.gob.ar,2015-12-09,
jcjunio,JUAN CARLOS ISAAC JUNIO,"JUNIO, JUAN CARLOS ISAAC",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,SOLIDARIO SI,133,http://www.hcdn.gob.ar/diputados/jcjunio/,http://www4.hcdn.gob.ar/fotos/jcjunio.jpg,4127-7100,jcjunio@diputados.gob.ar,2015-12-09,
jcobos,JULIO CESAR CLETO COBOS,"COBOS, JULIO CESAR CLETO",MENDOZA,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jcobos/,http://www4.hcdn.gob.ar/fotos/jcobos.jpg,4127-7100,jcobos@diputados.gob.ar,,
jdagostino,Jorge Marcelo D'agostino,"D'agostino, Jorge Marcelo",Entre Rios,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jdagostino/,"","","",,
jdavid,Nestor Javier David,"David, Nestor Javier",Salta,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/jdavid/,"","","",,2015-12-10
jdemendiguren,Jose Ignacio De Mendiguren,"De Mendiguren, Jose Ignacio",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/jdemendiguren/,"","","",,
jdevido,Julio De Vido,"De Vido, Julio",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jdevido/,"","","",,2015-12-10
jdiaz,JOSE MARIA DIAZ BANCALARI,"DIAZ BANCALARI, JOSE MARIA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jdiaz/,http://www4.hcdn.gob.ar/fotos/jdiaz.jpg,4127-7100,jdiaz@diputados.gob.ar,2015-12-09,
jdiazr,Juan Carlos Diaz Roig,"Diaz Roig, Juan Carlos",Formosa,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jdiazr/,"","","",,
jdindart,Julian Dindart,"Dindart, Julian",Corrientes,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jdindart/,"","","",,2015-12-10
jditullio,Juliana Di Tullio,"Di Tullio, Juliana",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jditullio/,"","","",,
jdominguez,JULIAN ANDRES DOMINGUEZ,"DOMINGUEZ, JULIAN ANDRES",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jdominguez/,http://www4.hcdn.gob.ar/fotos/jdominguez.jpg,4127-7100,jdominguez@diputados.gob.ar,2015-12-09,
jforellana,Jose Fernando Orellana,"Orellana, Jose Fernando",Tucuman,2015-12-10,2019-12-09,PRIMERO TUCUMAN,133,http://www.hcdn.gob.ar/diputados/jforellana/,"","","",,2015-12-10
jfranco,Jorge Daniel Franco,"Franco, Jorge Daniel",Misiones,2015-12-10,2019-12-09,FRENTE DE LA CONCORDIA MISIONERO,133,http://www.hcdn.gob.ar/diputados/jfranco/,"","","",,2015-12-10
jgagliardi,JOSUE GAGLIARDI,"GAGLIARDI, JOSUE",RIO NEGRO,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jgagliardi/,http://www4.hcdn.gob.ar/fotos/jgagliardi.jpg,4127-7100,jgagliardi@diputados.gob.ar,2015-12-09,
jgioja,Jose Luis Gioja,"Gioja, Jose Luis",San Juan,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jgioja/,"","","",,2015-12-10
jgiordano,Juan Carlos Giordano,"Giordano, Juan Carlos",Buenos Aires,2013-12-10,2017-12-09,IZQUIERDA SOCIALISTA - FRENTE DE IZQUIERDA,133,http://www.hcdn.gob.ar/diputados/jgiordano/,"","","",,
jgonzalez,JUAN DANTE GONZALEZ,"GONZALEZ, JUAN DANTE",MENDOZA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jgonzalez/,http://www4.hcdn.gob.ar/fotos/jgonzalez.jpg,4127-7100,jgonzalez@diputados.gob.ar,2015-12-09,
jguccione,JOSE DANIEL GUCCIONE,"GUCCIONE, JOSE DANIEL",MISIONES,2011-12-10,2015-12-09,FRENTE RENOVADOR DE LA CONCORDIA MISIONES - FPV-PJ,133,http://www.hcdn.gob.ar/diputados/jguccione/,http://www4.hcdn.gob.ar/fotos/jguccione.jpg,4127-7100,jguccione@diputados.gob.ar,2015-12-09,
jherrera,Jose Alberto Herrera,"Herrera, Jose Alberto",Santiago Del Estero,2015-12-10,2019-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/jherrera/,"","","",,2015-12-10
jhuss,Juan Manuel Huss,"Huss, Juan Manuel",Entre Rios,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jhuss/,"","","",,2015-12-10
jlandau,JORGE ALBERTO LANDAU,"LANDAU, JORGE ALBERTO",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jlandau/,http://www4.hcdn.gob.ar/fotos/jlandau.jpg,4127-7100,jlandau@diputados.gob.ar,2015-12-09,
jmarcopulos,JUAN FERNANDO MARCOPULOS,"MARCOPULOS, JUAN FERNANDO",CORRIENTES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jmarcopulos/,http://www4.hcdn.gob.ar/fotos/jmarcopulos.jpg,4127-7100,jmarcopulos@diputados.gob.ar,2015-12-09,
jmartinez,JULIO CESAR MARTINEZ,"MARTINEZ, JULIO CESAR",LA RIOJA,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jmartinez/,http://www4.hcdn.gob.ar/fotos/jmartinez.jpg,4127-7100,jmartinez@diputados.gob.ar,,
jmongelo,JOSE RICARDO MONGELO,"MONGELO, JOSE RICARDO",CHACO,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jmongelo/,http://www4.hcdn.gob.ar/fotos/jmongelo.jpg,4127-7100,jmongelo@diputados.gob.ar,2015-12-09,
jnunez,Jose Carlos Nuñez,"Nuñez, Jose Carlos",Santa Fe,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/jnunez/,"","","",,2015-12-10
jpais,JUAN MARIO PAIS,"PAIS, JUAN MARIO",CHUBUT,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jpais/,http://www4.hcdn.gob.ar/fotos/jpais.jpg,4127-7100,jpais@diputados.gob.ar,2015-12-09,
jpatino,Jose Luis Patiño,"Patiño, Jose Luis",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/jpatino/,"","","",,
jpedrini,Juan Manuel Pedrini,"Pedrini, Juan Manuel",Chaco,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jpedrini/,"","","",,
jpereyra,Juan Manuel Pereyra,"Pereyra, Juan Manuel",Cordoba,2015-12-10,2019-12-09,CONCERTACION FORJA,133,http://www.hcdn.gob.ar/diputados/jpereyra/,"","","",,2015-12-10
jperie,JULIA ARGENTINA PERIE,"PERIE, JULIA ARGENTINA",MISIONES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jperie/,http://www4.hcdn.gob.ar/fotos/jperie.jpg,4127-7100,jperie@diputados.gob.ar,2015-12-09,
jpretto,Pedro Javier Pretto,"Pretto, Pedro Javier",Cordoba,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/jpretto/,"","","",,2015-12-10
jraffo,Julio Raffo,"Raffo, Julio",Ciudad De Buenos Aires,2013-12-10,2017-12-09,DIALOGO Y TRABAJO,133,http://www.hcdn.gob.ar/diputados/jraffo/,"","","",,
jriccardo,Jose Luis Riccardo,"Riccardo, Jose Luis",San Luis,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jriccardo/,"","","",,
jrivas,JORGE RIVAS,"RIVAS, JORGE",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jrivas/,http://www4.hcdn.gob.ar/fotos/jrivas.jpg,4127-7100,jrivas@diputados.gob.ar,2015-12-09,
jruiza,Jose Arnaldo Ruiz Aragon,"Ruiz Aragon, Jose Arnaldo",Corrientes,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jruiza/,"","","",,2015-12-10
jschiaretti,JUAN SCHIARETTI,"SCHIARETTI, JUAN",CORDOBA,2013-12-10,2017-12-09,UNION POR CORDOBA,133,http://www.hcdn.gob.ar/diputados/jschiaretti/,http://www4.hcdn.gob.ar/fotos/jschiaretti.jpg,4127-7100,jschiaretti@diputados.gob.ar,,
jsolanas,Julio Rodolfo Solanas,"Solanas, Julio Rodolfo",Entre Rios,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jsolanas/,"","","",,2015-12-10
jtaboada,Jorge Taboada,"Taboada, Jorge",Chubut,2015-12-10,2019-12-09,CHUBUT SOMOS TODOS,133,http://www.hcdn.gob.ar/diputados/jtaboada/,"","","",,2015-12-10
jtineo,JAVIER HECTOR TINEO,"TINEO, JAVIER HECTOR",LA RIOJA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jtineo/,http://www4.hcdn.gob.ar/fotos/jtineo.jpg,4127-7100,jtineo@diputados.gob.ar,2015-12-09,
junac,JOSE RUBEN UÑAC,"UÑAC, JOSE RUBEN",SAN JUAN,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/junac/,http://www4.hcdn.gob.ar/fotos/junac.jpg,4127-7100,junac@diputados.gob.ar,2015-12-09,
jvalinotto,JORGE ANSELMO VALINOTTO,"VALINOTTO, JORGE ANSELMO",CORDOBA,2011-12-10,2015-12-09,FRENTE CIVICO - CORDOBA,133,http://www.hcdn.gob.ar/diputados/jvalinotto/,http://www4.hcdn.gob.ar/fotos/jvalinotto.jpg,4127-7100,jvalinotto@diputados.gob.ar,2015-12-09,
jvgonzalez,Josefina Victoria Gonzalez,"Gonzalez, Josefina Victoria",Santa Fe,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jvgonzalez/,"","","",,
jvilarino,JOSE ANTONIO VILARIÑO,"VILARIÑO, JOSE ANTONIO",SALTA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jvilarino/,http://www4.hcdn.gob.ar/fotos/jvilarino.jpg,4127-7100,jvilarino@diputados.gob.ar,2015-12-09,
jvilla,JOSE ANTONIO VILLA,"VILLA, JOSE ANTONIO",SAN JUAN,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jvilla/,http://www4.hcdn.gob.ar/fotos/jvilla.jpg,4127-7100,jvilla@diputados.gob.ar,2015-12-09,
jvillalonga,Juan Carlos Villalonga,"Villalonga, Juan Carlos",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/jvillalonga/,"","","",,2015-12-10
jzabalza,JUAN CARLOS ZABALZA,"ZABALZA, JUAN CARLOS",SANTA FE,2011-12-10,2015-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/jzabalza/,http://www4.hcdn.gob.ar/fotos/jzabalza.jpg,4127-7100,jzabalza@diputados.gob.ar,2015-12-09,
kbanfi,Karina Banfi,"Banfi, Karina",Buenos Aires,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/kbanfi/,"","","",,2015-12-10
