id,name__nl,name__en,name__es,name__fr,name__de,name__hu,name,wikipedia__commons,wikipedia__en,wikipedia__es,wikipedia__nl,image,gender,occupation,identifier__VIAF,birth_date,identifier__parlement,twitter,original_wikiname,name__en_ca,name__en_gb,given_name,name__li,name__sv,name__nb,name__da,name__nn,name__oc,name__id,name__it,name__pl,name__af,wikipedia__af,wikipedia__de,wikipedia__fr,wikipedia__id,wikipedia__li,wikipedia__nlwikiquote,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__sv,identifier__GND,identifier__LCAuth,identifier__IMDB,identifier__freebase,website,identifier__NTA,identifier__GTAA,identifier__ISNI,name__fy,name__bar,wikipedia__fy,wikipedia__no,wikipedia__simple,identifier__DBNL,name__mg,wikipedia__mg,name__ar,wikipedia__ar,wikipedia__da,wikipedia__it,facebook,linkedin,family_name,identifier__BNF,identifier__SUDOC,identifier__senate_nl,name__fi,name__ru,name__ca,name__he,wikipedia__ca,wikipedia__fi,email,name__eo,name__nds_nl,name__ja,wikipedia__eo,wikipedia__nds_nl,wikipedia__ru,identifier__PACE,name__zh_hant,name__zh_cn,name__an,name__ast,name__br,name__co,name__cs,name__cy,name__de_at,name__de_ch,name__et,name__eu,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__is,name__kg,name__lb,name__lij,name__min,name__ms,name__nap,name__nds,name__nrm,name__pcd,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__tr,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__EuroparlMEP,name__ty,name__fo,wikipedia__fo,name__fa,name__zh,name__uk,wikipedia__uk,name__bg,name__zea,wikipedia__bg,wikipedia__itwikiquote,wikipedia__pt,wikipedia__zea,noble_title,identifier__google_plus,name__sh,wikipedia__sh,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__be,name__ko,name__el,name__be_tarask,name__ka,name__tl,name__mk,name__lmo,name__sr,wikipedia__be_x_old,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__cswikiquote,wikipedia__dewikinews,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fawikiquote,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__ie,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__lmo,wikipedia__mk,wikipedia__ms,wikipedia__nds,wikipedia__ro,wikipedia__sco,wikipedia__sr,wikipedia__tl,wikipedia__tr,wikipedia__trwikinews,wikipedia__trwikiquote,wikipedia__vi,wikipedia__zh,pseudonym,identifier__NLI,identifier__NUKAT,identifier__NNDB,identifier__Munzinger,identifier__FAST,identifier__nyt_topic,identifier__quora,name__arc,wikipedia__arc,identifier__google_knowledge,name__la,wikipedia__la,name__bm,name__frc,name__jam,name__kab,name__lt,name__lv,name__pap,name__prg,name__rgn,name__vmf,wikipedia__lb,wikipedia__sk,name__ksh,name__frr,name__hrx,name__lfn,name__pdc,name__pdt,name__pfl,name__sli,name__stq,name__ckb,name__so,name__yo,name__vep,name__mr,name__qu,name__pa,name__az,name__nan,name__hy,name__th,name__hak,name__yue,name__hsb,name__mn,name__kl,wikipedia__ast,wikipedia__az,wikipedia__bewikiquote,wikipedia__ckb,wikipedia__gd,wikipedia__gl,wikipedia__hak,wikipedia__hsb,wikipedia__hy,wikipedia__io,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__nn,wikipedia__pa,wikipedia__qu,wikipedia__ruwikinews,wikipedia__so,wikipedia__srwikinews,wikipedia__sw,wikipedia__th,wikipedia__ukwikiquote,wikipedia__vep,wikipedia__vls,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__Britannica,name__ace,name__bcl,name__bs,name__cbk_zam,name__ceb,name__csb,name__diq,name__dsb,name__eml,name__ext,name__gag,name__gv,name__ha,name__haw,name__hif,name__ht,name__ig,name__ilo,name__jv,name__kaa,name__ku,name__kw,name__lad,name__mt,name__mwl,name__na,name__nah,name__nov,name__pam,name__su,name__tet,name__war,identifier__ssrn,wikipedia__nlwikinews,identifier__MGP
Q251781,Arnold Merkies,Arnold Merkies,Arnold Merkies,Arnold Merkies,Arnold Merkies,Arnold Merkies,Arnold Merkies,,Arnold Merkies,,Arnold Merkies,https://upload.wikimedia.org/wikipedia/commons/a/aa/Arnold_Merkies1.jpg,male,politician,,1968-12-06,vj04b3vw96z0,amerkies,Arnold Merkies,,,Arnold,,,,,,,,,,,,,,,,,,,,,,,,/m/0nhjg2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2523712,Bart de Liefde,Bart de Liefde,Bart de Liefde,Bart de Liefde,Bart de Liefde,Bart de Liefde,Bart de Liefde,,Bart de Liefde,,Bart de Liefde,,male,politician,,1976-09-18,vifj19sxx8x2,,Bart de Liefde,,,Bart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25250252,Kirsten van den Hul,Kirsten van den Hul,Kirsten van den Hul,Kirsten van den Hul,Kirsten van den Hul,,Kirsten van den Hul,Category:Kirsten van den Hul,Kirsten van den Hul,,Kirsten van den Hul,https://upload.wikimedia.org/wikipedia/commons/8/83/08._Kirsten_van_den_Hul_(31800236655).jpg,female,columnist,283181441,1976-08-18,vka9bffbivxk,,,,,Kirsten,,,,,,,,Kirsten van den Hul,,,,,Kirsten van den Hul,,,,,,,,,n2014077131,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/kirstenvandenhul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2529375,Pierre Heijnen,Pierre Heijnen,Pierre Heijnen,Pierre Heijnen,Pierre Heijnen,Pierre Heijnen,Pierre Heijnen,,Pierre Heijnen,,Pierre Heijnen,https://upload.wikimedia.org/wikipedia/commons/c/c9/25._Pierre_Heijnen.jpg,male,politician,,1953-10-05,vhekc59my600,,Pierre Heijnen,,,Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,105902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2537216,Mark Verheijen,Mark Verheijen,Mark Verheijen,Mark Verheijen,Mark Verheijen,Mark Verheijen,Mark Verheijen,,Mark Verheijen,,Mark Verheijen,https://upload.wikimedia.org/wikipedia/commons/7/7d/Mark_Verheijen.jpg,male,politician,,1976-08-14,vizxb45yf1w4,,Mark Verheijen,,,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2552589,Brigitte van der Burg,Brigitte van der Burg,Brigitte van der Burg,Brigitte van der Burg,Brigitte van der Burg,Brigitte van der Burg,Brigitte van der Burg,,Brigitte van der Burg,Brigitte van der Burg,Brigitte van der Burg,,female,politician,261355052,1961-04-07,vhdl1erfcuw4,BrigittevdB,Brigitte van der Burg,,,Brigitte,,,,,,,,,,,,,,,,,,,,,,,,/m/0cc6vgj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2578260,Liesbeth van Tongeren,Liesbeth van Tongeren,Liesbeth van Tongeren,Liesbeth van Tongeren,Liesbeth van Tongeren,,Liesbeth van Tongeren,,Liesbeth van Tongeren,Liesbeth van Tongeren,Liesbeth van Tongeren,https://upload.wikimedia.org/wikipedia/commons/2/29/Liesbeth_van_Tongeren.jpg,female,politician,,1958-03-31,viehdjhfdez8,GroenLiesbeth,Liesbeth van Tongeren,,,Liesbeth,,,,,,,,,,,,Liesbeth van Tongeren,,,,,,,,,,,,/m/0gy151c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2595414,Wouter Koolmees,Wouter Koolmees,Wouter Koolmees,Wouter Koolmees,Wouter Koolmees,Wouter Koolmees,Wouter Koolmees,,Wouter Koolmees,,Wouter Koolmees,https://upload.wikimedia.org/wikipedia/commons/5/52/Wouter-koolmees-1307974459.jpg,male,economist,290887085,1977-03-20,vie119neh0vc,wkoolmees,Wouter Koolmees,,,Wouter,,,,,,,,,,,,,,,,,,,,,,,,/m/0gwyrth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2608700,Jetta Klijnsma,Jetta Klijnsma,Jetta Klijnsma,Jetta Klijnsma,Jetta Klijnsma,Jetta Klijnsma,Jetta Klijnsma,,Jetta Klijnsma,,Jetta Klijnsma,https://upload.wikimedia.org/wikipedia/commons/f/fe/Jetta_Klijnsma_2012_(highres).jpg,female,politician,280172389,1957-03-18,vhy1h3cc38zq,Jetta_Klijnsma,Jetta Klijnsma,,,Jetta,,,,,,,,,,,,Jetta Klijnsma,,,,,,,,,,,,/m/04zwbyh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2612472,Machiel de Graaf,Machiel de Graaf,Machiel de Graaf,Machiel de Graaf,Machiel de Graaf,Machiel de Graaf,Machiel de Graaf,,Machiel de Graaf,,Machiel de Graaf,https://upload.wikimedia.org/wikipedia/commons/5/5a/Machiel-de-graaf-1350654432.jpg,male,politician,,1969-06-26,vimrfzbm85yl,,Machiel de Graaf,,,Machiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de Graaf,,,m_de_graaf_pvv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2625041,Carola Schouten,Carola Schouten,Carola Schouten,Carola Schouten,Carola Schouten,Carola Schouten,Carola Schouten,,Carola Schouten,Carola Schouten,Carola Schouten,https://upload.wikimedia.org/wikipedia/commons/8/82/Carola_Schouten.jpg,female,politician,,1977-10-06,vif4b83nbxyq,carolaschouten,Carola Schouten,,,Carola,,,,,,,,,,Carola Schouten,Carola Schouten,,,,,,,,,,,,,/m/0gtwyct,,,,,,,,,,,,,,,,,,,Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2629616,Attje Kuiken,Attje Kuiken,Attje Kuiken,Attje Kuiken,Attje Kuiken,,Attje Kuiken,Category:Attje Kuiken,Attje Kuiken,Attje Kuiken,Attje Kuiken,https://upload.wikimedia.org/wikipedia/commons/c/ca/Attje_Kuiken_(26093154620).jpg,female,politician,,1977-10-27,vhekc59k3bzi,attjekuiken,Attje Kuiken,,,Attje,,,,,,,,,,,,,,,,,,,,,,,,/m/0gx_zm0,,,,,Attje Kuiken,,Attje Kuiken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2680236,Sietse Fritsma,Sietse Fritsma,Sietse Fritsma,Sietse Fritsma,Sietse Fritsma,Sietse Fritsma,Sietse Fritsma,,Sietse Fritsma,,Sietse Fritsma,https://upload.wikimedia.org/wikipedia/commons/3/39/PVV-Sietse-Fritsma-DSC_0145.jpg,male,politician,281463305,1972-03-31,vhfz2w3qq4vw,,Sietse Fritsma,,,Sietse,,,,,,,,,,,,,,,,,,,,,,,,,,,100346,,Sietse Fritsma,,Sietse Fritsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26833712,Daniel van der Ree,Daniël van der Ree,,,,,Daniel van der Ree,,Daniël van der Ree,,Daniël van der Ree,,male,politician,,1972-01-08,vk71dux0xatq,danielvanderree,Daniël van der Ree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cs0rw9yh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26836974,Amma Asante,Amma Asante,,Amma Asante,,,Amma Asante,Category:Amma Asante,Amma Asante (politician),,Amma Asante (politica),https://upload.wikimedia.org/wikipedia/commons/5/5a/50._Amma_Asante.jpg,female,politician,,1972-05-14,vk6ugepnyuv8,,Amma Asante (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78450,,,,,,,,,,,,,,,https://www.linkedin.com/in/ammaasante,Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2712913,Jan de Wit,Jan de Wit,Jan de Wit,Jan de Wit,Jan de Wit,Jan de Wit,Jan de Wit,Jan de Wit,Jan de Wit,,Jan de Wit,https://upload.wikimedia.org/wikipedia/commons/4/4a/Jan_de_Wit1.jpg,male,politician,,1945-05-10,vg09llq698zs,,Jan de Wit,,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جان دي ويت,,,,,,De Wit,,,mr_j_m_a_m_de_wit_sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27646569,Peter Kwint,Peter Kwint,,,,,Peter Kwint,,,,Peter Kwint,https://upload.wikimedia.org/wikipedia/commons/2/26/Peter_Kwint1.jpg,male,politician,,1984-12-19,vj0ieox7k0ww,peterkwint,,,,Peter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mailto:p.kwint@raad.amsterdam.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27660804,Maarten Groothuizen,Maarten Groothuizen,Maarten Groothuizen,Maarten Groothuizen,Maarten Groothuizen,,Maarten Groothuizen,,,,Maarten Groothuizen,https://upload.wikimedia.org/wikipedia/commons/5/52/Maarten-Groothuizen.jpg,male,politician,,1976-09-14,vj0pb9e3qzbd,,,,,Maarten,,Maarten Groothuizen,,Maarten Groothuizen,,,Maarten Groothuizen,Maarten Groothuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maarten Groothuizen,Maarten Groothuizen,,,,,,,,,,,,,,,,,,,,,,,,Maarten Groothuizen,,,,Maarten Groothuizen,,,Maarten Groothuizen,,,,,,,,,,,,,,,,,Maarten Groothuizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2779827,Madeleine van Toorenburg,Madeleine van Toorenburg,Madeleine van Toorenburg,Madeleine van Toorenburg,Madeleine van Toorenburg,Madeleine van Toorenburg,Madeleine van Toorenburg,Category:Madeleine van Toorenburg,Madeleine van Toorenburg,Madeleine van Toorenburg,Madeleine van Toorenburg,https://upload.wikimedia.org/wikipedia/commons/7/7b/MadeleineVanToorenburg2015.jpg,female,politician,,1968-05-10,vhdf1dj506z8,,Madeleine van Toorenburg,,,Madeleine,,,,,,,,,,,,,,,,,,,,,,,,,,,161411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27824303,Rien van der Velde,Rien van der Velde,,Rien van der Velde,Rien van der Velde,,Rien van der Velde,,Rien van der Velde,,Rien van der Velde,https://upload.wikimedia.org/wikipedia/commons/f/f0/Rien_van_de_Velde_(31049593252).jpg,male,politician,,1957-02-21,,RienvdVelde,Rien van der Velde,,,Rien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11c1xnx57z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2783559,Linda Voortman,Linda Voortman,Linda Voortman,Linda Voortman,Linda Voortman,,Linda Voortman,,Linda Voortman,Linda Voortman,Linda Voortman,https://upload.wikimedia.org/wikipedia/commons/7/7e/Linda_Voortman.jpg,female,politician,,1979-06-27,viehdastnexy,lindavoortman,Linda Voortman,,,Linda,,,,,,,,,,,,Linda Voortman,,,,,,,,,,,,/m/0gy17h2,,,223565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2784118,Klaas Dijkhoff,Klaas Dijkhoff,Klaas Dijkhoff,Klaas Dijkhoff,Klaas Dijkhoff,Klaas Dijkhoff,Klaas Dijkhoff,Category:Klaas Dijkhoff,Klaas Dijkhoff,,Klaas Dijkhoff,https://upload.wikimedia.org/wikipedia/commons/4/43/Persfoto_Klaas_Dijkhoff.jpg,male,politician,288797690,1981-01-13,viem19iceaz8,dijkhoff,Klaas Dijkhoff,,,Klaas,,,,,,,,,,,,Klaas Dijkhoff,,,,Klaas Dijkhoff,,,,,,,,/m/0gg6f4d,,331201364,,0000 0003 9436 3840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27941488,Jock Geselschap,Jock Geselschap,Jock Geselschap,Jock Geselschap,Jock Geselschap,,Jock Geselschap,,Jock Geselschap,,Jock Geselschap,,male,politician,,1969-07-28,,jockgeselschap,Jock Geselschap,,,,,Jock Geselschap,,Jock Geselschap,,,Jock Geselschap,Jock Geselschap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jock Geselschap,Jock Geselschap,,,,,,,,,,,,,,,,,,,,,,,,Jock Geselschap,,,,Jock Geselschap,,,Jock Geselschap,,,,,,,,,,,,,,,,,Jock Geselschap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11c5ssc20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2797379,Teun van Dijck,Teun van Dijck,Teun van Dijck,Teun van Dijck,Teun van Dijck,Teun van Dijck,Teun van Dijck,,Teun van Dijck,,Teun van Dijck,https://upload.wikimedia.org/wikipedia/commons/6/6e/TeunVanDijck2015.jpg,male,politician,,1963-09-13,vhfz2w3qpzq7,,Teun van Dijck,,,Teun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teun van Dijck,Teun van Dijck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
