id,name__en,name__zh,name__es,name__yue,name__de,name__fr,name,wikipedia__en,wikipedia__zh_yue,wikipedia__zh,image,gender,birth_date,given_name,name__en_ca,name__en_gb,name__ja,name__zh_hant,name__zh_hans,name__nl,name__zh_hk,name__zh_cn,name__zh_tw,name__vi,name__zh_mo,name__zh_my,name__zh_sg,wikipedia__ja,wikipedia__zhwikiquote,identifier__freebase,family_name,name__hak,wikipedia__hak,name__ca,name__oc,name__it,name__id,name__pl,wikipedia__fr,wikipedia__id,wikipedia__plwikiquote,identifier__VIAF,identifier__LCAuth,name__nb,wikipedia__commons,wikipedia__no,name__tr,name__ko,wikipedia__es,wikipedia__ko,wikipedia__tr,name__ar,wikipedia__ar,name__ru,facebook,wikipedia__enwikiquote,wikipedia__fa,name__fa,original_wikiname,identifier__OLID,identifier__FAST,wikipedia__ru,name__hu,last_seen,wikipedia__mg,name__mg,name__pt,website,occupation,identifier__google_knowledge,twitter,name__th,wikipedia__de,wikipedia__oc,wikipedia__th,wikipedia__ceb,name__ceb,identifier__ISNI,identifier__quora,name__an,name__ast,name__ext,name__gl,name__he,wikipedia__simple,death_date,name__sco,wikipedia__sco,wikipedia__uk,name__uk
Q50835,Regina Ip,葉劉淑儀,Regina Ip,葉劉淑儀,Regina Ip,Regina Ip,Regina Ip,Regina Ip,葉劉淑儀,葉劉淑儀,https://upload.wikimedia.org/wikipedia/commons/d/d5/Regina_Ip_Lau_Suk-yee.jpg,female,1950-08-24,Regina,Regina Ip,Regina Ip,,葉劉淑儀,叶刘淑仪,Regina Ip,葉劉淑儀,叶刘淑仪,葉劉淑儀,,葉劉淑儀,叶刘淑仪,叶刘淑仪,,葉劉淑儀,/m/01xx7_,Liu,,,,,Regina Ip,Regina Ip,,,Regina Ip,,31769504,no2007031666,,,,,,,,,ريجينا ليو,,,,,,رجینا ایپ,Regina Ip,,,,Regina Ip,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q5094254,Cheung Kwok-che,張國柱,Cheung Kwok-che,張國柱,,Cheung Kwok-che,Cheung Kwok-che,Cheung Kwok-che,張國柱,張國柱 (香港),https://upload.wikimedia.org/wikipedia/commons/e/ed/Cheungkwokche.jpg,male,1951-11-08,,,,,,,Cheung Kwok-che,,,,,,,,,,,Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheung Kwok-che,,,,Cheung Kwok-che,,,,,,politician,,,,,,,,,,,,,,,צ'אונג קווק צ'ה,,,,,,
Q5112099,Christopher Cheung,張華峯,Christopher Cheung,張華峯,Christopher Cheung,Christopher Cheung,Christopher Cheung,Christopher Cheung,張華峰,張華峰,https://upload.wikimedia.org/wikipedia/commons/c/ca/Christopher_Cheung_2015.jpg,male,1952-05,Christopher,,,,,,Christopher Cheung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christopher Cheung,,,,,,,,,,Justice of the Peace,,,,,,,,,,,,,,,,,,,,,
Q5112105,Christopher Chung,鍾樹根,Christopher Chung,鍾樹根,Christopher Chung,Christopher Chung,Christopher Chung,Christopher Chung,鍾樹根,鍾樹根,https://upload.wikimedia.org/wikipedia/commons/b/b6/Christopher_Chung_Shu_Kun.jpg,male,1957,Christopher,,,,鍾樹根,钟树根,Christopher Chung,鍾樹根,钟树根,鍾樹根,,鍾樹根,钟树根,钟树根,,,,Zhong,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christopher Chung,,,,,,,,,,Justice of the Peace,,,,,,,,,,,,,,,,,,,,,
Q5129223,Claudia Mo,毛孟靜,Claudia Mo,毛孟靜,Claudia Mo,Claudia Mo,Claudia Mo,Claudia Mo,毛孟靜,毛孟靜,https://upload.wikimedia.org/wikipedia/commons/e/ed/Claudia_Mo_in_2011_Hong_Kong_Book_Fair.jpg,female,1957-01-18,Claudia,,,クラウディア・モー,毛孟靜,毛孟静,Claudia Mo,毛孟靜,毛孟静,毛孟靜,,毛孟靜,毛孟静,毛孟静,,,/m/04lf5_7,Mao,,,,,,,,,,,,,,,,,,,,,كلوديا ماو,,,,,,,Claudia Mo,OL5015962A,,,Claudia Mo,,,,,http://www.claudiamo.com,politician,,,,,,,,,,,,,,,,,,,,,
Q5258620,Dennis Kwok,郭榮鏗,Dennis Kwok,郭榮鏗,Dennis Kwok,Dennis Kwok,Dennis Kwok,Dennis Kwok,郭榮鏗,郭榮鏗,https://upload.wikimedia.org/wikipedia/commons/9/98/Dennis_Kwok_Wing_Hang.jpg,male,1978-04-15,Dennis,,,,郭榮鏗,郭荣铿,Dennis Kwok,郭榮鏗,郭荣铿,郭榮鏗,,郭榮鏗,郭荣铿,郭荣铿,,,,Guo,,,,,,,,,,,,,,Category:Dennis Kwok,,,,,,,,,,,,,,Dennis Kwok,,,,Dennis Kwok,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q5363394,Elizabeth Quat,葛珮帆,Elizabeth Quat,葛珮帆,Elizabeth Quat,Elizabeth Quat,Elizabeth Quat,Elizabeth Quat,葛珮帆,葛珮帆,https://upload.wikimedia.org/wikipedia/commons/2/24/Elizabeth_Quat.JPG,female,1967-12-23,Elizabeth,,,,,,Elizabeth Quat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Quat,,,,Elizabeth Quat,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q5444657,Fernando Cheung,張超雄,Fernando Cheung,張超雄,Fernando Cheung,Fernando Cheung,Fernando Cheung,Fernando Cheung,張超雄,張超雄,https://upload.wikimedia.org/wikipedia/commons/3/3f/Fernando_Cheung_Chiu_Hung.jpg,male,1957-02-23,Fernando,,,,,,Fernando Cheung,,,,,,,,,,,Zhang,,,,,,,,,,,,,,,,,,,,,فرناندو تشانغ,,,,,,,Fernando Cheung,,,,Fernando Cheung,,,,Fernando Cheung Chiu Hung,,politician,,,,,,,,,,,,,,,,,,,,,
Q5491095,Frankie Yick,易志明,,易志明,Frankie Yick,Frankie Yick,Frankie Yick,Frankie Yick,易志明,易志明,https://upload.wikimedia.org/wikipedia/commons/5/5b/Frankie_Yick_2015.jpg,male,1953,Frankie,,,,,,Frankie Yick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankie Yick,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q5524836,Gary Chan,陳克勤,Gary Chan,陳克勤,Gary Chan,Gary Chan,Gary Chan,Gary Chan,陳克勤,陳克勤,https://upload.wikimedia.org/wikipedia/commons/d/d0/Gary_Chan_Hak-kan.JPG,male,1976-07-13,Gary,,,,,,Gary Chan,,,,,,,,,陳克勤,,Chen,,,,,Gary Chen,,,,,,,,,,,,,,,,غاري تشن,,,,,,,Chan Hak-kan,,,,,,,,,,Justice of the Peace,,,,,,,Gary Chan,Gary Chan,,,,,,,,,,,,,
Q5541244,Tony Tse,謝偉銓,,謝偉銓,Tony Tse,Tony Tse,Tony Tse,Tony Tse,謝偉銓,謝偉銓,,male,1954-10-27,Tony,Tony Tse,Tony Tse,,謝偉銓,,Tony Tse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TonyTseWaiChuen,,,,Tony Tse,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q6064839,Ip Kin-yuen,葉建源,Ip Kin-yuen,葉建源,,Ip Kin-yuen,Ip Kin-yuen,Ip Kin-yuen,葉建源,葉建源,https://upload.wikimedia.org/wikipedia/commons/b/b2/Ip_Kin-yuen.jpg,male,1961,,,,,,,Ip Kin-yuen,,,,,,,,,,,Ye,,,,,,,,,,,,,,Category:Ip Kin-yuen,,,,,,,,,,,,,,Ip Kin-yuen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6144316,James To,涂謹申,James To,涂謹申,James To,James To,James To,James To,涂謹申,涂謹申,https://upload.wikimedia.org/wikipedia/commons/0/0c/James_TO_Kun-sun_201201.JPG,male,1963-03-11,James,,,,涂謹申,涂谨申,James To,涂謹申,涂谨申,涂謹申,,涂謹申,涂谨申,涂谨申,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6176119,Jeffrey Lam,林健鋒,Jeffrey Lam,林健鋒,Jeffrey Lam,Jeffrey Lam,Jeffrey Lam,Jeffrey Lam,林健鋒,林健鋒,https://upload.wikimedia.org/wikipedia/commons/0/01/Lam_Kin-fung_Jeffrey.JPG,male,1951-10-23,Jeffrey,,,,,,Jeffrey Lam,,,,,,,,,,,Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeffrey Lam,,,,Jeffrey Lam,,,,,,politician,,,,,,,Jeffrey Lam,Jeffrey Lam,,,,,,,,,,,,,
Q6284882,Joseph Lee,李國麟,Joseph Lee,李國麟,Joseph Lee,Joseph Lee,Joseph Lee,Joseph Lee (Hong Kong politician),李國麟 (議員),李國麟 (議員),https://upload.wikimedia.org/wikipedia/commons/8/81/HK_Sai_Ying_Pun_Centre_Street_pink_banner_Joseph_Lee_Kok-long_Aug-2012.JPG,male,1959-08-14,Joseph,,,,,,Joseph Lee,,,,,,,,,,,Li,,,,,Joseph Li,,,,,,,,,,,,,,,,جوزيف لي,,Джозеф Ли,,,,,Joseph Lee (Hong Kong politician),,,,,,,,,,nurse,,,,,,,,,,,,,,,,,,,,,
Q6313725,Junius Ho,何君堯,Junius Ho,何君堯,Junius Ho,,Junius Ho,Junius Ho,何君堯,何君堯,https://upload.wikimedia.org/wikipedia/commons/3/34/Junius_Ho_Kwan-yiu.jpg,male,1962-06-04,,,,,,,Junius Ho,,,,,,,,,,,He,,,,,,,,,,,,,,,,,,,,,,,,,,,,Junius Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6389965,Kenneth Chan,陳家洛,Kenneth Chan,陳家洛,Kenneth Chan,Kenneth Chan,Kenneth Chan,Kenneth Chan Ka-lok,陳家洛,陳家洛 (香港),https://upload.wikimedia.org/wikipedia/commons/e/ed/Kenneth_Chan_Ka-lok.jpg,male,1968-06-12,Kenneth,,,ケネス・チャン,,,Kenneth Chan,,,,,,,,,,,Chen,,,,,Kenneth Chen,,,,,,,,,"Category:Chan Ka Lok, Kenneth",,,,,,,كينيث تشن,,Кеннет Чан,,,,,Kenneth Chan (politician),,,,Kenneth Chan,,,,,,politician,,,,,,,Kenneth Chan Ka-lok,Kenneth Chan Ka-lok,,,,,,,,,,,,,
Q6390376,Kenneth Leung,梁繼昌,Kenneth Leung,梁繼昌,Kenneth Leung,,Kenneth Leung,Kenneth Leung,梁繼昌,梁繼昌,https://upload.wikimedia.org/wikipedia/commons/9/9b/KKCL2012.jpg,male,1962,Kenneth,,,,,,Kenneth Leung,,,,,,,,,,,Liang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth Leung,,,,,,,,,,tax advisor,,,,,,,,,,,,,,,,,,,,,
Q6465949,Sin Chung-kai,單仲偕,Sin Chung-kai,單仲偕,,Sin Chung-kai,Sin Chung-kai,Sin Chung-kai,單仲偕,單仲偕,https://upload.wikimedia.org/wikipedia/commons/3/38/Sin_Chung_Kai.JPG,male,1960-06-15,,Sin Chung-kai,Sin Chung-kai,,單仲偕,单仲偕,Sin Chung-kai,單仲偕,单仲偕,單仲偕,,單仲偕,单仲偕,单仲偕,,,,,,,,,,Sin Chung-kai,,,Sin Chung-kai,,,,,,,,,,,,,,,,,,,Sin Chung-kai,,,,Sin Chung-kai,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q6497659,Lau Wong-fat,劉皇發,Lau Wong-fat,劉皇發,,Lau Wong-fat,Lau Wong-fat,Lau Wong-fat,劉皇發,劉皇發,https://upload.wikimedia.org/wikipedia/commons/1/1b/Lau_Wong-fat_at_Victoria_Park_20100619.jpg,male,1936-10-15,,,,,劉皇發,刘皇发,Lau Wong-fat,劉皇發,刘皇发,劉皇發,,劉皇發,刘皇发,刘皇发,,,,Liu,,,,,,,,,,,,,,Category:Lau Wong Fat,,,,,,,,,,,,,,Lau Wong-fat,,,,,,,,,,Justice of the Peace,,,,,,,,,,,,,,,,Lau Wong-fat,2017-07-23,,,,
Q6534559,Leung Che-cheung,梁志祥,Leung Che-cheung,梁志祥,,Leung Che-cheung,Leung Che-cheung,Leung Che-cheung,梁志祥,梁志祥,https://upload.wikimedia.org/wikipedia/commons/8/82/Leung_Che-cheung_2015.jpg,male,1957-12-03,,,,,,,Leung Che-cheung,,,,,,,,,,,Liang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leung Che-cheung,,,,,,,,,,Justice of the Peace,,,,,,,,,,,,,,,,,,,,,
Q6534575,Leung Ka-lau,梁家騮,Leung Ka-lau,梁家騮,,Leung Ka-lau,Leung Ka-lau,Leung Ka-lau,梁家騮,梁家騮,,male,1962,,,,,,,Leung Ka-lau,,,,,,,,,,,Liang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leung Ka-lau,,,,Leung Ka-lau,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q6534595,Leung Yiu-chung,梁耀忠,Leung Yiu-chung,梁耀忠,,Leung Yiu-chung,Leung Yiu-chung,Leung Yiu-chung,梁耀忠,梁耀忠,https://upload.wikimedia.org/wikipedia/commons/6/65/Leung_Yiu_Chung.jpg,male,1953-05-19,,,,,梁耀忠,梁耀忠,Leung Yiu-chung,梁耀忠,梁耀忠,梁耀忠,,梁耀忠,梁耀忠,梁耀忠,,,/m/093tk7,Liang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leung Yiu-chung,,,,Leung Yiu-chung,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q6588095,Tanya Chan,陳淑莊,Tanya Chan,陳淑莊,Tanya Chan,Tanya Chan,Tanya Chan,Tanya Chan,陳淑莊,陳淑莊,https://upload.wikimedia.org/wikipedia/commons/f/fd/Tanya_Chan_at_HK_book_fair_2008.jpg,female,1971-09-14,Tanya,,,タンヤ・チャン,陳淑莊,陈淑庄,Tanya Chan,陳淑莊,陈淑庄,陳淑莊,,陳淑莊,陈淑庄,陈淑庄,,,/m/03d1xqp,Chen,,,,,Tanya Chen,,,,,,,,,,,,,,,,,,,,,تانیا چان,تانیا چان,Tanya Chan,,,,Tanya Chan,,,,,http://www.civicparty.hk/?q=en/node/3201,politician,,tanyachan2010,,,,,,,,,,,,,,,,,,,
Q6720732,Ma Fung-kwok,馬逢國,Ma Fung-kwok,馬逢國,,Ma Fung-kwok,Ma Fung-kwok,Ma Fung-kwok,馬逢國,馬逢國,,male,1955-07-22,,,,,馬逢國,马逢国,,馬逢國,马逢国,馬逢國,,馬逢國,马逢国,马逢国,,,,Ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ma Fung-kwok,,,,,,,,,,Justice of the Peace,,,,,,,,,,,,,,,,,,,,,
Q698557,Emily Lau,劉慧卿,Emily Lau,劉慧卿,Emily Lau,Emily Lau,Emily Lau,Emily Lau,劉慧卿,劉慧卿,https://upload.wikimedia.org/wikipedia/commons/b/b7/Emily_Lau_Wai_Hing_2010.jpg,female,1952-01-21,Emily,,,エミリー・ラウ,劉慧卿,刘慧卿,Emily Lau,劉慧卿,刘慧卿,劉慧卿,,劉慧卿,刘慧卿,刘慧卿,,,/m/026r1s,Liu,,,,,Emily Liu,,,,,,101574874,no2009173343,Emily Lau,Category:Emily Lau,Emily Lau,,,,,,إميلي ليو,إميلي ليو,,,,,,Emily Lau,,1914951,,Emily Lau,,,,,http://www.emilylau.org.hk/,politician,,,,,,,,,,,,,,,,,,,,,
Q701670,Albert Chan,陳偉業,Albert Chan,陳偉業,Albert Chan,Albert Chan,Albert Chan,Albert Chan,陳偉業,陳偉業,https://upload.wikimedia.org/wikipedia/commons/b/bd/Chan_Wai_Yip_Chopped.jpg,male,1955-03-03,Albert,,,,陳偉業,陈伟业,Albert Chan,陳偉業,陈伟业,陳偉業,,陳偉業,陈伟业,陈伟业,,,/m/093tj5,Chen,Tshṳ̀n Ví-ngia̍p,Tshṳ̀n Ví-ngia̍p,,,Albert Chen,,,,,,,,,"Category:Chan Wai Yip, Albert",,,,,,,ألبرت تشن,,,,,,,Albert Chan,,,,Albert Chan,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q701707,Wong Yuk-man,黃毓民,Raymond Wong,黃毓民,Raymond Wong,Raymond Wong,Wong Yuk-man,Wong Yuk-man,黃毓民,黃毓民,https://upload.wikimedia.org/wikipedia/commons/a/a8/Wong_Yuk_Man.jpg,male,1951-10-01,Raymond,,,,黃毓民,黄毓民,Raymond Wong,黃毓民,黄毓民,黃毓民,,黃毓民,黄毓民,黄毓民,,,/m/079zkz,,Vòng Ngiuk-mìn,Vòng Ngiuk-mìn,,,,Raymond Wong Yuk-man,,,Raymond Wong Yuk-man,,,,,Category:Raymond Wong,,,,,,,,,Рэймонд Вонг,,,,,Wong Yuk-man,,,,Raymond Wong,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q704032,Lam Tai-fai,林大輝,Lam Tai-fai,林大輝,,Lam Tai-fai,Lam Tai-fai,Lam Tai-fai,林大輝,林大輝,,male,1959,,,,林大輝,林大輝,林大辉,Lam Tai-fai,林大輝,,,,,,,林大輝,,/m/04gt958,Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lam Tai-fai,,,,Lam Tai-fai,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q712854,Leung Kwok-hung,梁國雄,Leung Kwok-hung,梁國雄,,Leung Kwok-Hung,Leung Kwok-hung,Leung Kwok-hung,梁國雄,梁國雄,https://upload.wikimedia.org/wikipedia/commons/4/42/長毛梁國雄.JPG,male,1956-03-27,,Leung Kwok-hung,Leung Kwok-hung,レオン・クオックホン,梁國雄,梁国雄,Leung Kwok-hung,梁國雄,梁国雄,梁國雄,,梁國雄,梁国雄,梁国雄,,梁國雄,/m/03v68s,Liang,Liòng Kuet-hiùng,Liòng Koet-hiùng,,,,,,Leung Kwok-Hung,,,170748208,,,Leung Kwok-hung,,Leung Kwok-hung,양국웅,Leung Kwok-hung,양국웅,Leung Kwok-hung,,,Лён Квок-хун,,,,,Leung Kwok-hung,,,Лён Квок-хун,Leung Kwok-hung,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q7227847,Eddie Chu Hoi-dick,朱凱迪,,朱凱迪,,,Eddie Chu Hoi-dick,Eddie Chu,朱凱廸,朱凱廸,https://upload.wikimedia.org/wikipedia/commons/d/d6/ChuHoiDik.jpg,male,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Eddie Chu,,,,,,,,,,,,,,Eddie Chu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7228682,Poon Siu-ping,潘兆平,Poon Siu-ping,潘兆平,,Poon Siu-ping,Poon Siu-ping,Poon Siu-ping,潘兆平,潘兆平,,male,1957,,,,,,,,,,,,,,,,,/m/0m0nlzg,,,,,,,,,,,,,,,Category:Poon Siu-ping,,,,,,,,,,,,,,Poon Siu-ping,,,,Poon Siu-ping,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q7237065,Horace Cheung,張國鈞,,張國鈞,,Horace Cheung,Horace Cheung,Horace Cheung,張國鈞,張國鈞,https://upload.wikimedia.org/wikipedia/commons/7/72/Horace_Cheung.jpg,male,1974,Horace,,,,,,,,,,,,,,,,,Zhang,,,,,,,,,,,,,,,,,,,,,هوراس تشانغ,,,,,,,Cheung Kwok-kwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7245609,Priscilla Leung,梁美芬,Priscilla Leung,梁美芬,Priscilla Leung,Priscilla Leung,Priscilla Leung,Priscilla Leung,梁美芬,梁美芬,https://upload.wikimedia.org/wikipedia/commons/6/6b/Priscilla_Leung_Mei_Fun.jpg,female,1961-11-18,Priscilla,,,,梁美芬,梁美芬,,梁美芬,梁美芬,梁美芬,,梁美芬,梁美芬,梁美芬,,,,Liang,,,,,,Priscilla Leung,,,Priscilla Leung,,,,,"Category:LEUNG Mei-fun, Priscilla",,,,,,,,,,,,,,Priscilla Leung,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,
Q7614821,Steven Ho,何俊賢,Steven Ho,何俊賢,,Steven Ho,Steven Ho,Steven Ho (politician),何俊賢,何俊賢,https://upload.wikimedia.org/wikipedia/commons/0/07/Steven_Ho_2015.jpg,male,1979,Steven,,,,何俊賢,,,,,,,,,,,,,He,,,,,,,,,,,,,,,,,,,,,,,Стивен Хо,,,,,Steven Ho Chun-yin,,,,Steven Ho,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q7680491,Tam Yiu-chung,譚耀宗,Tam Yiu-chung,譚耀宗,,Tam Yiu-chung,Tam Yiu-chung,Tam Yiu-chung,譚耀宗,譚耀宗,https://upload.wikimedia.org/wikipedia/commons/6/6f/Tam_Yau_Chung.jpg,male,1949-12-15,,,,,譚耀宗,谭耀宗,,譚耀宗,谭耀宗,譚耀宗,,譚耀宗,谭耀宗,谭耀宗,,,/m/093thf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tam Yiu-chung,,,,Tam Yiu-chung,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q7819303,Tommy Cheung,張宇人,Tommy Cheung,張宇人,Tommy Cheung,Tommy Cheung,Tommy Cheung,Tommy Cheung,張宇人,張宇人,https://upload.wikimedia.org/wikipedia/commons/a/aa/Tommy_Cheung_2015.jpg,male,1949-09-30,Tommy,,,,張宇人,张宇人,Tommy Cheung,張宇人,张宇人,張宇人,,張宇人,张宇人,张宇人,,,,Zhang,,,,,Tommy Zhang,,,,,,,,,,,,,,,,تومي تشانغ,تومي تشانغ,,,,,,Tommy Cheung,,,,Tommy Cheung,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q7930020,Ronny Tong,湯家驊,Ronny Tong,湯家驊,Ronny Tong,Ronny Tong,Ronny Tong,Ronny Tong,湯家驊,湯家驊,https://upload.wikimedia.org/wikipedia/commons/c/c6/Ronny_Tong_Enlarged.jpg,male,1950-08-28,Ronny,,,,湯家驊,汤家骅,Ronny Tong,湯家驊,汤家骅,湯家驊,,湯家驊,汤家骅,汤家骅,,,,Tang,,,,,Ronny Tang,,,,,,,,,Category:Ronny Tong,,,,,,,,,,,,,,Ronny Tong,,,,Ronny Tong,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q7930030,Kwok Ka-ki,郭家麒,Kwok Ka-ki,郭家麒,,Kwok Ka-ki,Kwok Ka-ki,Kwok Ka-ki,郭家麒,郭家麒,https://upload.wikimedia.org/wikipedia/commons/0/0a/Kwok_Ka-ki_(2).jpg,male,1961-07-20,,,,クオック・カキィー,郭家麒,郭家麒,Kwok Ka-ki,郭家麒,郭家麒,郭家麒,,郭家麒,郭家麒,郭家麒,,,,Guo,,,,,,,,,,,,,,Category:Kwok Ka-ki,,,,,,,,,,,,,,Kwok Ka-ki,,,,Kwok Ka-ki,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q7931787,Vincent Fang,方剛,Vincent Fang,方剛,Vincent Fang,Vincent Fang,Vincent Fang,Vincent Fang (entrepreneur),方剛 (議員),方剛,https://upload.wikimedia.org/wikipedia/commons/f/ff/Vincent_Fang_2015.jpg,male,1943-05-07,Vincent,,,,,,Vincent Fang,,,,,,,,,,,Fang,,,,,,,,,,,,,,Category:Vincent Fang Kang,,,,,,,,,,,,,,Vincent Fang Kang,,,,,,,,,,Justice of the Peace,,,,,,,,,,,,,,,,,,,,,
Q8032000,Wong Kwok-hing,王國興,Wong Kwok-hing,王國興,,Wong Kwok-hing,Wong Kwok-hing,Wong Kwok-hing,王國興,王國興 (工聯會),https://upload.wikimedia.org/wikipedia/commons/2/2a/Wong_Kwok_Hing.jpg,male,1949-03-29,,,,,,,,,,,,,,,,,/m/04cx39r,Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wong Kwok-hing,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,
Q8032004,Wong Kwok-kin,黃國健,Wong Kwok-kin,黃國健,,Wong Kwok-kin,Wong Kwok-kin,Wong Kwok-kin,黃國健,黃國健,https://upload.wikimedia.org/wikipedia/commons/f/f5/Wong_Kwok-kin_2015.jpg,male,1952-05,,,,,黃國健,黄国健,,黃國健,黄国健,黃國健,,黃國健,黄国健,黄国健,,,/m/04lf10f,Huang,,,,,,,,,,,,,,Category:Wong Kwok-kin,,,,,,,,,,,,,,Wong Kwok-kin,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,
Q8032036,Wong Ting-kwong,黃定光,Wong Ting-kwong,黃定光,,Wong Ting-kwong,Wong Ting-kwong,Wong Ting-kwong,黃定光,黃定光,https://upload.wikimedia.org/wikipedia/commons/f/fc/Wong_Ting-kwong.JPG,male,1949-09-12,,,,,,,,,,,,,,,,,,Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wong Ting-kwong,,,,Wong Ting-kwong,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q80332,Michael Tien,田北辰,Michael Tien,田北辰,Michael Tien Puk-sun,Michael Tien,Michael Tien,Michael Tien,田北辰,田北辰,https://upload.wikimedia.org/wikipedia/commons/1/15/田北辰扮海盜.jpg,male,1950,Michael,,,,田北辰,田北辰,Michael Tien,田北辰,田北辰,田北辰,,田北辰,田北辰,田北辰,,,/m/03wmxj,,,,,,,,,,,,,,,"Category:TIEN Puk-Sun, Michael",,,,,,,,,,,,,,Michael Tien,,,,Michael Tien,,,,,http://www.michaeltien.hk,politician,,,,,,,,,,,,,,,,,,,,,
Q8038881,Wu Chi-wai,胡志偉,Wu Chi-wai,胡志偉,,Wu Chi-wai,Wu Chi-wai,Wu Chi-wai,胡志偉,胡志偉 (政治人物),https://upload.wikimedia.org/wikipedia/commons/c/c9/Wu_Chi_Wai.jpg,male,1962-10-18,,,,,胡志偉,胡志伟,,胡志偉,胡志伟,胡志偉,,胡志偉,胡志伟,胡志伟,,,,Hu,,,,,,,,,,,,,,Category:Wu Chi-wai,,,,,,,,,,,,,,Wu Chi-wai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8053940,Yiu Si-wing,姚思榮,,姚思榮,,,Yiu Si-wing,Yiu Si-wing,姚思榮,姚思榮,,male,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yiusiwing,,,,Yiu Si-wing,,,,,,,,,,,,,,,,,Yiu Si-wing,Yiu Si-wing,,,,,,,,,,,,,
Q8425912,Helena Wong,黃碧雲,Helena Wong,黃碧雲,Helena Wong,Helena Wong,Helena Wong,Helena Wong (politician),黃碧雲,黃碧雲 (學者),https://upload.wikimedia.org/wikipedia/commons/4/44/黃碧雲喺維園度.jpg,female,1959,Helena,,,,黃碧雲,黄碧云,,黃碧雲,,,,,,,,,,,,,,,,Helena Wong,,,Helena Wong (politikus),,,,,Category:Helena Wong,,,,,,,,,,,,,,Wong Pik-wan,,,,Helena Wong,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q9112403,Edward Lau Kwok-fan,劉國勳,,劉國勳,,,Edward Lau Kwok-fan,Lau Kwok-fan,劉國勳,劉國勳,https://upload.wikimedia.org/wikipedia/commons/c/ce/LAU_Kwok-fan_2012.jpg,male,1981-06-28,Edward,,,,,,Lau Kwok-fan,,,,,,,,,,,Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau Kwok-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9295550,Wilson Or,柯創盛,,柯創盛,,,Wilson Or,Wilson Or,柯創盛,柯創盛,,male,1973-07-09,,,,,,,Wilson Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilson Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
