id,name__nn,name__en,name__se,name__es,name__de,name__fr,name__nb,name__eo,name__nl,name__da,name__sv,name__hu,name,wikipedia__da,wikipedia__en,wikipedia__nn,wikipedia__no,wikipedia__se,image,gender,birth_date,identifier__freebase,given_name,identifier__storting,original_wikiname,death_date,wikipedia__de,wikipedia__sv,name__lb,name__zh,name__eu,name__pl,name__qu,name__ta,name__af,name__oc,name__ms,name__sw,name__et,name__el,name__bcl,name__ga,name__ar,name__pt,name__is,name__ru,name__sr,name__tr,name__fi,name__uk,name__be_tarask,name__io,name__kk,name__an,name__ko,name__he,name__be,name__yo,name__lv,name__it,name__gl,name__id,name__ja,name__vi,name__sh,name__ku,name__ro,name__ca,name__la,name__fo,name__cs,name__mr,name__bg,name__fa,name__lt,name__pt_br,name__lmo,name__en_gb,name__ka,name__sco,name__ml,name__hi,name__az,name__br,name__ie,name__hy,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fawikiquote,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__ga,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__ku,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nowikiquote,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sw,wikipedia__ta,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__BIBSYS,identifier__NNDB,identifier__Munzinger,identifier__GTAA,identifier__parlement,twitter,facebook,identifier__FAST,name__bs,wikipedia__bswikiquote,name__nds,name__cy,identifier__OLID,identifier__polsys,name__ceb,name__hr,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__vec,name__wa,name__gsw,website,identifier__wikitree,identifier__N6I,wikipedia__nowikisource,identifier__NTA,family_name,name__mg,wikipedia__mg,noble_title,identifier__bigenc_ru,identifier__PACE,identifier__CERL,name__ast,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__en_ca,name__frc,name__frp,name__fur,name__gd,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sr_el,name__vls,name__vmf,name__vo,name__wo,name__zu,name__bn,name__mk,name__pdc,wikipedia__ast,wikipedia__bn,wikipedia__sk,identifier__NSK,name__ur,wikipedia__nnwikiquote,wikipedia__ur,identifier__NLAtrove,name__zh_hant,name__zh_cn,identifier__GNC,wikipedia__enwikisource,name__ty,name__sr_ec,name__diq,identifier__MusicBrainz,identifier__NKC,identifier__AlloCine,identifier__SFDb,identifier__kinopoisk,identifier__TED,identifier__Gutenberg,wikipedia__species,wikipedia__hy,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,identifier__Britannica,name__war,name__new,name__sa,wikipedia__new,wikipedia__ptwikiquote,wikipedia__sa,wikipedia__war,identifier__NLI,identifier__NPG,name__vep,wikipedia__vep,name__tl,name__ku_arab,name__ku_latn,name__ne,wikipedia__cy,wikipedia__eswikiquote,wikipedia__frwikiquote,wikipedia__hr,wikipedia__ia,wikipedia__sl,wikipedia__slwikiquote,wikipedia__tl,identifier__NDL,identifier__NLA,name__szl,wikipedia__szl,name__fit,name__kl,wikipedia__nds,wikipedia__sq,identifier__NUKAT,name__ch,name__jv,name__my,name__te,name__zh_mo,name__zh_my,name__th,name__arz,name__pa,wikipedia__arz,wikipedia__bs,wikipedia__jv,wikipedia__my,wikipedia__ne,wikipedia__pa,wikipedia__te,wikipedia__th,identifier__SELIBR,wikipedia__bar,name__frr,name__fy,name__hsb,name__dsb,name__eml,name__as,name__lad,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__bi,name__bjn,name__brh,name__cbk_zam,name__cdo,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__dtp,name__ee,name__ext,name__ff,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_cans,name__ike_latn,name__ilo,name__iu,name__jbo,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_kz,name__kk_tr,name__kr,name__krj,name__ksh,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mt,name__mus,name__mwl,name__na,name__nah,name__ng,name__nl_informal,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdt,name__pfl,name__pih,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__srn,name__st,name__stq,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tokipona,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ug_latn,name__uz,name__ve,name__vot,name__xh,name__za,name__zea,occupation,wikipedia__hsb,identifier__ne_se,name__tt,identifier__snac,name__sje,name__smj,wikipedia__zh_min_nan,name__ace,name__egl,name__gv,name__hil,name__su,name__nan,identifier__quora,identifier__persee,wikipedia__itwikiquote,wikipedia__dewikinews,wikipedia__mai,electoral_district,name__mai,identifier__google_knowledge,wikipedia__hrwikiquote,weblog,identifier__NLP,identifier__zbMATH,identifier__CONOR,wikipedia__zh_yue,wikipedia__mk,wikipedia__uz,name__lfn,name__yue,married_name,wikipedia__wuu,name__wuu,instagram,email,identifier__BNE,wikipedia__azb,identifier__LNB,identifier__MGP,name__ps,name__lzh,identifier__nlg,name__azb,name__no,identifier__DBNL,identifier__SBN_it,identifier__elonet,identifier__DNF,identifier__PORT,identifier__allmovie
Q5361570,Elisabeth Walaas,Elisabeth Walaas,Elisabeth Walaas,,Elisabeth Walaas,Elisabeth Walaas,Elisabeth Walaas,,Elisabeth Walaas,Elisabeth Walaas,Elisabeth Walaas,,Elisabeth Walaas,,Elisabeth Walaas,,Elisabeth Walaas,,,female,1956-04-27,,Elisabeth,ELWA,,,,,,,,,,,,,,Elisabeth Walaas,,,,,,,Elisabeth Walaas,,,,,,,,,,,אליזבת וואלאס,,,,,,,,,,,,,,Elisabeth Walaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אליזבת וואלאס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30197,,,,,,Elisabeth Walaas,,,,,,,,,,Walaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elisabeth Walaas,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Elisabeth Walaas,Elisabeth Walaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5364756,Ellen Bergli,Ellen Bergli,Ellen Bergli,,Ellen Bergli,Ellen Bergli,Ellen Bergli,,Ellen Bergli,Ellen Bergli,Ellen Bergli,,Ellen Bergli,,Ellen Bergli,,,,,female,1945-10-27,,Ellen,ELB,,,,,,,,,,,,,,Ellen Bergli,,,,,,,Ellen Bergli,,,,,,,,,,,,,,,Ellen Bergli,,,,,,,,,,Ellen Bergli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26653,,,,,,Ellen Bergli,,,,,,,,,,Bergli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellen Bergli,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ellen Bergli,Ellen Bergli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5364784,Ellen Christine Christiansen,Ellen Christine Christiansen,Ellen Christine Christiansen,Ellen Christine Christiansen,Ellen Christine Christiansen,Ellen Christine Christiansen,Ellen Christine Christiansen,,Ellen Christine Christiansen,Ellen Christine Christiansen,Ellen Christine Christiansen,Ellen Christine Christiansen,Ellen Christine Christiansen,,Ellen Christine Christiansen,Ellen Chr. Christiansen,Ellen Chr. Christiansen,,,female,1964-12-10,,Ellen,ECC,,,,,,,,,,,,,,Ellen Christine Christiansen,,,,,,,Ellen Christine Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,Ellen Christine Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2116,,,,,,Ellen Christine Christiansen,,,,,,,,,,Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellen Christine Christiansen,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ellen Christine Christiansen,Ellen Christine Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5367433,Elsa Rastad Bråten,Elsa Rastad Bråten,Elsa Rastad Bråten,,Elsa Rastad Bråten,Elsa Rastad Bråten,Elsa Rastad Bråten,,Elsa Rastad Bråten,Elsa Rastad Bråten,Elsa Rastad Bråten,,Elsa Rastad Bråten,,Elsa Rastad Bråten,,Elsa Rastad Bråten,,,female,1918-02-01,,Elsa,ELBÅ,,1999-12-21,,,,,,,,,,,,Elsa Rastad Bråten,,,,,,,Elsa Rastad Bråten,,,,,,,,,,,,,,,,,,,,,,,,,Elsa Rastad Bråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,Elsa Rastad Bråten,,,,,,,,,,Bråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elsa Rastad Bråten,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Elsa Rastad Bråten,Elsa Rastad Bråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5367503,Else Repål,Else Repål,Else Repål,,Else Repål,Else Repål,Else Repål,,Else Repål,Else Repål,Else Repål,,Else Repål,,Else Repål,Else Repål,Else Repål,,,female,1930-02-20,,Else,ELRE,,2015-04-19,,,,,,,,,,,,Else Repål,,,,,,,Else Repål,,,,,,,,,,,,,,,,,,,,,,,,,Else Repål,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Else Repål,,649,,,,,,Else Repål,,,,,,,,,,Repål,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Else Repål,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Else Repål,Else Repål,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5376612,Endre Skjørestad,Endre Skjørestad,Endre Skjørestad,Endre Skjørestad,Endre Skjørestad,Endre Skjørestad,Endre Skjørestad,,Endre Skjørestad,Endre Skjørestad,Endre Skjørestad,Endre Skjørestad,Endre Skjørestad,,Endre Skjørestad,,Endre Skjørestad,,https://upload.wikimedia.org/wikipedia/commons/2/24/Endre_Skjørestad_på_sentralbanksjefens_årstale_2017_Norges_Bank_(191957).jpg,male,1953-05-02,,Endre,ENDS,,,,,,,,,,,,,,Endre Skjørestad,,,,,,,Endre Skjørestad,,,,,,,,,,,,,,,,,,,,,,,,,Endre Skjørestad,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Endre Skjørestad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4109,,,,,,Endre Skjørestad,,,,,,,,,,Skjørestad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endre Skjørestad,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Endre Skjørestad,Endre Skjørestad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5378717,Engly Lie,Engly Lie,Engly Lie,,Engly Lie,Engly Lie,Engly Lie,,Engly Lie,Engly Lie,Engly Lie,,Engly Lie,,Engly Lie,Engly Lie,Engly Lie,,,male,1919-08-04,,Engly,ENLI,,2001-11-01,,,,,,,,,,,,Engly Lie,,,,,,,Engly Lie,,,,,,,,,,,,,,,,,,,,,,,,,Engly Lie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,,,,,,Engly Lie,,,,,,,,,,Lie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engly Lie,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Engly Lie,Engly Lie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5388457,Erik Andersen,Erik Andersen,Erik Andersen,Erik Andersen,Erik Andersen,Erik Andersen,Erik Andersen,,Erik Andersen,Erik Andersen,Erik Andersen,Erik Andersen,Erik Andersen,,Erik Andersen (politician),,,,,male,1937-07-28,,Erik,ERIA,,,,,,,,,,,,,,Erik Andersen,,,,,,,Erik Andersen,Эрик Андерсен,,,,,,,,,,,,,,,,,,,,,,,,Erik Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166,,,,,,Erik Andersen,,,,,,,,,,Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erik Andersen,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Erik Andersen,Erik Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5388548,Erik Dalheim,Erik Dalheim,Erik Dalheim,,Erik Dalheim,Erik Dalheim,Erik Dalheim,,Erik Dalheim,Erik Dalheim,Erik Dalheim,,Erik Dalheim,,Erik Dalheim,Erik Dalheim,Erik Dalheim,,,male,1940-10-04,,Erik,ED,,,,,,,,,,,,,,Erik Dalheim,,,,,,,Erik Dalheim,,,,,,,,,,,,,,,,,,,,,,,,,Erik Dalheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,Erik Dalheim,,,,,,,,,,Dalheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erik Dalheim,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Erik Dalheim,Erik Dalheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5388626,Erik Himle,Erik Himle,,Erik Himle,Erik Himle,Erik Himle,Erik Himle,,Erik Himle,Erik Himle,Erik Himle,Erik Himle,Erik Himle,,Erik Himle,,Erik Himle,,https://upload.wikimedia.org/wikipedia/commons/9/92/Erik_Himle.jpg,male,1924-04-10,,Erik,ERHI,,2008-07-30,Erik Himle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109893,,,,,,,,,,327,,,,,,Erik Himle,,,,,,,,,,Himle,,,,,,,,Erik Himle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5389790,Erling Brandsnes,Erling Brandsnes,Erling Brandsnes,,Erling Brandsnes,Erling Brandsnes,Erling Brandsnes,,Erling Brandsnes,Erling Brandsnes,Erling Brandsnes,,Erling Brandsnes,,Erling Brandsnes,,,,,male,1945-03-20,,Erling,ERLB,,,,,,,,,,எர்லிங் பிராண்ட்நெஸ்,,,,Erling Brandsnes,,,,,,,Erling Brandsnes,,,,,,,,,,,,,,,Erling Brandsnes,,,,,,,,,,Erling Brandsnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,எர்லிங் பிராண்ட்நெஸ்,,,,,,0000 0004 0868 6211,301347131,,,,,,13011229,,,,,,,,,,,,,2167,,,,,,Erling Brandsnes,,,,,,,,,,Brandsnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erling Brandsnes,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Erling Brandsnes,Erling Brandsnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5389797,Erling Danielsen,Erling Danielsen,Erling Danielsen,,Erling Danielsen,Erling Danielsen,Erling Danielsen,,Erling Danielsen,Erling Danielsen,Erling Danielsen,,Erling Danielsen,,Erling Danielsen,,,,,male,1922-06-10,,Erling,ERDN,,2010-03-15,,,,,,,,,,,,Erling Danielsen,,,,,,,Erling Danielsen,,,,,,,,,,,,,,,Erling Danielsen,,,,,,,,,,Erling Danielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26069,,,,,,Erling Danielsen,,,,,,,,,,Danielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erling Danielsen,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Erling Danielsen,Erling Danielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5389803,Erling Erland,Erling Erland,Erling Erland,Erling Erland,Erling Erland,Erling Erland,Erling Erland,,Erling Erland,Erling Erland,Erling Erland,Erling Erland,Erling Erland,,Erling Erland,,Erling Erland,,,male,1917-07-12,,Erling,ERER,,1988-01-13,,,,,,,,,,,,Erling Erland,,,,,,,Erling Erland,,,,,,,,,,,,,,,,,,,,,,,,,Erling Erland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,Erling Erland,,,,,,,,,,Erland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erling Erland,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Erling Erland,Erling Erland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5389813,Erling Johannes Norvik,Erling Johannes Norvik,Erling Johannes Norvik,,Erling Johannes Norvik,Erling Johannes Norvik,Erling Johannes Norvik,,Erling Johannes Norvik,Erling Johannes Norvik,Erling Johannes Norvik,,Erling Johannes Norvik,,Erling Johannes Norvik,Erling J. Norvik,Erling Johannes Norvik,,,male,1899-04-27,,Erling,ERNO,,1964-11-27,,,,,,,,,,,,Erling Johannes Norvik,,,,,,,Erling Johannes Norvik,,,,,,,,,,,,,,,,,,,,,,,,,Erling Johannes Norvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erling Johannes Norvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,,,,,,Erling Johannes Norvik,,,,,,,,,,Norvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erling Johannes Norvik,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Erling Johannes Norvik,Erling Johannes Norvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5415069,Eva Heir,Eva Heir,Eva Heir,,Eva Heir,Eva Heir,Eva Heir,,Eva Heir,Eva Heir,Eva Heir,,Eva Heir,,Eva Heir,,,,,female,1943-01-27,,Eva,EVAH,,,,,,,,,,,,,,Eva Heir,,,,,,,Eva Heir,,,,,,,,,,,,,,,Eva Heir,,,,,,,,,,Eva Heir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307,,,,,,Eva Heir,,,,,,,,,,Heir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Heir,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Eva Heir,Eva Heir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
