id,name__nn,name__en,name__se,name__es,name__de,name__fr,name__nb,name__eo,name__nl,name__da,name__sv,name__hu,name,wikipedia__da,wikipedia__en,wikipedia__nn,wikipedia__no,wikipedia__se,image,gender,birth_date,identifier__freebase,given_name,identifier__storting,original_wikiname,death_date,wikipedia__de,wikipedia__sv,name__lb,name__zh,name__eu,name__pl,name__qu,name__ta,name__af,name__oc,name__ms,name__sw,name__et,name__el,name__bcl,name__ga,name__ar,name__pt,name__is,name__ru,name__sr,name__tr,name__fi,name__uk,name__be_tarask,name__io,name__kk,name__an,name__ko,name__he,name__be,name__yo,name__lv,name__it,name__gl,name__id,name__ja,name__vi,name__sh,name__ku,name__ro,name__ca,name__la,name__fo,name__cs,name__mr,name__bg,name__fa,name__lt,name__pt_br,name__lmo,name__en_gb,name__ka,name__sco,name__ml,name__hi,name__az,name__br,name__ie,name__hy,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fawikiquote,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__ga,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__ku,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nowikiquote,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sw,wikipedia__ta,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__BIBSYS,identifier__NNDB,identifier__Munzinger,identifier__GTAA,identifier__parlement,twitter,facebook,identifier__FAST,name__bs,wikipedia__bswikiquote,name__nds,name__cy,identifier__OLID,identifier__polsys,name__ceb,name__hr,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__vec,name__wa,name__gsw,website,identifier__wikitree,identifier__N6I,wikipedia__nowikisource,identifier__NTA,family_name,name__mg,wikipedia__mg,noble_title,identifier__bigenc_ru,identifier__PACE,identifier__CERL,name__ast,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__en_ca,name__frc,name__frp,name__fur,name__gd,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sr_el,name__vls,name__vmf,name__vo,name__wo,name__zu,name__bn,name__mk,name__pdc,wikipedia__ast,wikipedia__bn,wikipedia__sk,identifier__NSK,name__ur,wikipedia__nnwikiquote,wikipedia__ur,identifier__NLAtrove,name__zh_hant,name__zh_cn,identifier__GNC,wikipedia__enwikisource,name__ty,name__sr_ec,name__diq,identifier__MusicBrainz,identifier__NKC,identifier__AlloCine,identifier__SFDb,identifier__kinopoisk,identifier__TED,identifier__Gutenberg,wikipedia__species,wikipedia__hy,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,identifier__Britannica,name__war,name__new,name__sa,wikipedia__new,wikipedia__ptwikiquote,wikipedia__sa,wikipedia__war,identifier__NLI,identifier__NPG,name__vep,wikipedia__vep,name__tl,name__ku_arab,name__ku_latn,name__ne,wikipedia__cy,wikipedia__eswikiquote,wikipedia__frwikiquote,wikipedia__hr,wikipedia__ia,wikipedia__sl,wikipedia__slwikiquote,wikipedia__tl,identifier__NDL,identifier__NLA,name__szl,wikipedia__szl,name__fit,name__kl,wikipedia__nds,wikipedia__sq,identifier__NUKAT,name__ch,name__jv,name__my,name__te,name__zh_mo,name__zh_my,name__th,name__arz,name__pa,wikipedia__arz,wikipedia__bs,wikipedia__jv,wikipedia__my,wikipedia__ne,wikipedia__pa,wikipedia__te,wikipedia__th,identifier__SELIBR,wikipedia__bar,name__frr,name__fy,name__hsb,name__dsb,name__eml,name__as,name__lad,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__bi,name__bjn,name__brh,name__cbk_zam,name__cdo,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__dtp,name__ee,name__ext,name__ff,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_cans,name__ike_latn,name__ilo,name__iu,name__jbo,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_kz,name__kk_tr,name__kr,name__krj,name__ksh,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mt,name__mus,name__mwl,name__na,name__nah,name__ng,name__nl_informal,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdt,name__pfl,name__pih,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__srn,name__st,name__stq,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tokipona,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ug_latn,name__uz,name__ve,name__vot,name__xh,name__za,name__zea,occupation,wikipedia__hsb,identifier__ne_se,name__tt,identifier__snac,name__sje,name__smj,wikipedia__zh_min_nan,name__ace,name__egl,name__gv,name__hil,name__su,name__nan,identifier__quora,identifier__persee,wikipedia__itwikiquote,wikipedia__dewikinews,wikipedia__mai,electoral_district,name__mai,identifier__google_knowledge
Q4571488,Olov Grøtting,Olov Grøtting,Olov Grøtting,Olov Grøtting,,Olov Grøtting,Olov Grøtting,,Olov Grøtting,Olov Grøtting,Olov Grøtting,Olov Grøtting,Olov Grøtting,,Olov Grøtting,Olov Grøtting,Olov Grøtting,,,female,1960-09-14,,Olov,OLOG,Olov Grøtting,,,,,,,,,,,,,Olov Grøtting,,,,,,,Olov Grøtting,,,,,,,,,,,,,,,,,,,,,,,,,Olov Grøtting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grøtting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olov Grøtting,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Olov Grøtting,Olov Grøtting,,,,,,,,,,,,,,,
Q4571572,Laila Gustavsen,Laila Gustavsen,Laila Gustavsen,Laila Gustavsen,Laila Gustavsen,Laila Gustavsen,Laila Gustavsen,,Laila Gustavsen,Laila Gustavsen,Laila Gustavsen,Laila Gustavsen,Laila Gustavsen,,Laila Gustavsen,Laila Gustavsen,Laila Gustavsen,,,female,1973-10-24,,Laila,LAG,Laila Gustavsen,,,,,,,,,,,,,Laila Gustavsen,,,,,,,Laila Gustavsen,,,,,,,,,,,,,,,,,,,,,,,,,Laila Gustavsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustavsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laila Gustavsen,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Laila Gustavsen,Laila Gustavsen,,,,,,,,,,,,,,,
Q4571742,Sven Oftedal,Sven Oftedal,Sven Oftedal,Sven Oftedal,Sven Oftedal,Sven Oftedal,Sven Oftedal,,Sven Oftedal,Sven Oftedal,Sven Oftedal,Sven Oftedal,Sven Oftedal,,Sven Oftedal (politician),Sven Oftedal,Sven Oftedal,,https://upload.wikimedia.org/wikipedia/commons/c/c1/26043_Sven_Oftedal_(cropped).jpg,male,1905,,Sven,,Sven Oftedal (politician),1948,Sven Oftedal,Sven Oftedal,,,,,,,,,,Sven Oftedal,,,,,,,Sven Oftedal,,,,,,,,,,,,,,,,,,,,,,,,,Sven Oftedal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oftedal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sven Oftedal,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Sven Oftedal,Sven Oftedal,,,,,,,,,,,,,,,
Q4571806,Trond Lode,Trond Lode,Trond Lode,,Trond Lode,Trond Lode,Trond Lode,,Trond Lode,Trond Lode,Trond Lode,,Trond Lode,,Trond Lode,Trond Lode,Trond Lode,,,male,1974-11-19,,Trond,TLOD,Trond Lode,,,,,,,,,,,,,Trond Lode,,,,,,,Trond Lode,,,,,,,,,,,,,,,,,,,,,,,,,Trond Lode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lode,,,,,6252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trond Lode,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Trond Lode,Trond Lode,,,,,,,,,,,,,,,
Q4571889,Bjarne Lyngstad,Bjarne Lyngstad,Bjarne Lyngstad,Bjarne Lyngstad,Bjarne Lyngstad,Bjarne Lyngstad,Bjarne Lyngstad,,Bjarne Lyngstad,Bjarne Lyngstad,Bjarne Lyngstad,Bjarne Lyngstad,Bjarne Lyngstad,,Bjarne Lyngstad,Bjarne Lyngstad,Bjarne Lyngstad,,,male,1901-01-09,,Bjarne,BJLY,Bjarne Lyngstad,1971-09-04,Bjarne Lyngstad,,,,,,,,,,,Bjarne Lyngstad,,,,,,,Bjarne Lyngstad,,,,,,,,,,,,,,,,,,,,,,,,,Bjarne Lyngstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44029236,,no2005038617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyngstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjarne Lyngstad,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Bjarne Lyngstad,Bjarne Lyngstad,,,,,,,,,,,,,,,
Q4572009,Hallvard Eika,Hallvard Eika,Hallvard Eika,Hallvard Eika,Hallvard Eika,Hallvard Eika,Hallvard Eika,,Hallvard Eika,Hallvard Eika,Hallvard Eika,Hallvard Eika,Hallvard Eika,,Hallvard Eika,Hallvard Eika,Hallvard Eika,,,male,1920-12-05,,Hallvard,HAEK,Hallvard Eika,1989-05-17,Hallvard Eika,,,,,,,,,,,Hallvard Eika,,,,,,,Hallvard Eika,,,,,,,,,,,,,,,,,,,,,,,,,Hallvard Eika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49148995744459750507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hallvard Eika,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Hallvard Eika,Hallvard Eika,,,,,,,,,,,,,,,
Q457244,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,Peder Kolstad,,https://upload.wikimedia.org/wikipedia/commons/d/dc/Peder_Kolstad.jpg,male,1878-11-28,/m/03jc_4,Peder,,Peder Kolstad,1932-03-05,Peder Kolstad,Peder Kolstad,,彼得·柯斯塔德,,Peder Kolstad,,,,Peder Kolstad,,Peder Kolstad,,,,,,Peder Kolstad,Peder Kolstad,,,,Peder Kolstad,,,Peder Kolstad,,Peder Kolstad,,,,,,Peder Kolstad,,,ペダー・コルスタッド,,,,,Peder Kolstad,,Peder Kolstad,,,,پیدر کالستاد,,,,,,,,,,,,,,Peder Kolstad,,,,,,,,Peder Kolstad,Category:Peder Kolstad,,,,,,Peder Kolstad,Peder Kolstad,,,پیدر کالستاد,,Peder Kolstad,,Peder Kolstad,,,,,,,,Peder Kolstad,,Peder Kolstad,,,,,,,,,,,,,,Peder Kolstad,,Peder Kolstad,Peder Kolstad,,Peder Kolstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peder Kolstad,,,,,,,,,,,,,,,,,,,,,,,,politician,,peder-kolstad,,,Peder Kolstad,Peder Kolstad,,,,,,,,,,,,,,,
Q4572925,Svein Harberg,Svein Harberg,Svein Harberg,Svein Harberg,Svein Harberg,Svein Harberg,Svein Harberg,,Svein Harberg,Svein Harberg,Svein Harberg,Svein Harberg,Svein Harberg,,Svein Harberg,Svein Harberg,Svein Harberg,,"https://upload.wikimedia.org/wikipedia/commons/d/d0/Svein_Harberg,_the_Chairman_of_the_Norwegian_Government’s_Cultural_Committee_(18691275716).jpg",male,1958-07-30,,Svein,SHAR,Svein Harberg,,,,,,,,,,,,,Svein Harberg,,,,,,,Svein Harberg,,,,,,,,,,,,,,,,,,,,,,,,,Svein Harberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svein Harberg,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Svein Harberg,Svein Harberg,,,,,,,,,,,,,,,
Q4572976,Ole Hannibal Sommerfeldt,Ole Hannibal Sommerfeldt,Ole Hannibal Sommerfeldt,,Ole Hannibal Sommerfelt,Ole Hannibal Sommerfeldt,Ole Hannibal Sommerfeldt,,Ole Hannibal Sommerfelt,Ole Hannibal Sommerfeldt,Ole Hannibal Sommerfeldt,,Ole Hannibal Sommerfeldt,,Ole Hannibal Sommerfelt,Ole Hannibal Sommerfelt,Ole Hannibal Sommerfeldt,,,male,1753-03-03,,Ole,,Ole Hannibal Sommerfelt,1821-04-06,,,,,,,,,,,,,,,,,,,Ole Hannibal Sommerfeldt,,,,,,,,,,,,,,,,,,,,,,,,,Ole Hannibal Sommerfeldt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0004 0894 4049,301898291,,,,,,13013593,,,,,,,,,,,,,12726,,,,,,,,,,,,,,,,Sommerfeldt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Hannibal Sommerfeldt,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ole Hannibal Sommerfeldt,,,,,,,,,,,,,,,,
Q4572995,Geir Pollestad,Geir Pollestad,Geir Pollestad,Geir Pollestad,Geir Pollestad,Geir Pollestad,Geir Pollestad,,Geir Pollestad,Geir Pollestad,Geir Pollestad,Geir Pollestad,Geir Pollestad,,Geir Pollestad,Geir Pollestad,Geir Pollestad,,https://upload.wikimedia.org/wikipedia/commons/1/1c/Geir_Pollestad_(2017-03-23_bilde02).jpg,male,1978-08-13,/m/04cqxdn,Geir,GP,Geir Pollestad,,,,,,,,,,,,,Geir Pollestad,,,,,,,Geir Pollestad,,,,,,,,,,,,,,,,,,,,,,,,,Geir Pollestad,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Geir Pollestad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geirpo,,,,,,,,,,,,,,,,,,,,,,,,Pollestad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geir Pollestad,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Geir Pollestad,Geir Pollestad,,,,,,,,,,,,,,,
Q4573115,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,,https://upload.wikimedia.org/wikipedia/commons/9/91/Kjell_Ingolf_Ropstad_(cropped).JPG,male,1985-06-01,,Kjell,KJR,Kjell Ingolf Ropstad,,,,,,,,,,,,,Kjell Ingolf Ropstad,,,,,,,Kjell Ingolf Ropstad,,,,,,,,,,,,,,,,,,,,,,,,,Kjell Ingolf Ropstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ropstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kjell Ingolf Ropstad,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Kjell Ingolf Ropstad,Kjell Ingolf Ropstad,,,,,,,,,,,,,,,
Q4573854,Jens Landmark,Jens Landmark,Jens Landmark,,Jens Landmark,Jens Landmark,Jens Landmark,,Jens Landmark,Jens Landmark,Jens Landmark,,Jens Landmark,,Jens Landmark,Jens Landmark,Jens Landmark,,,male,1811-12-17,,Jens,,Jens Landmark,1880-07-09,,,,,,,,,,,,Jens Landmark,,,,,,,Jens Landmark,,,,,,,,,,,,,,,,,,,,,,,,,Jens Landmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Landmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Landmark,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Jens Landmark,Jens Landmark,,,,,,,,,,,,,,,
Q4574214,Henning Warloe,Henning Warloe,Henning Warloe,Henning Warloe,Henning Warloe,Henning Warloe,Henning Warloe,,Henning Warloe,Henning Warloe,Henning Warloe,Henning Warloe,Henning Warloe,,Henning Warloe,Henning Warloe,Henning Warloe,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Henning_Warloe1.jpg,male,1961-03-24,/m/080kr92,Henning,HEW,Henning Warloe,,,,,,,,,,,,,Henning Warloe,,,,,,,Henning Warloe,,,,,,,,,,,,,,,,,,,,,,,,,Henning Warloe,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Henning Warloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HWarloe,,,,,,,,,,,,,,,,,,,,,,,,Warloe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henning Warloe,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Henning Warloe,Henning Warloe,,,,,,,,,,,,,,,
Q4574366,Lars Evensen,Lars Evensen,Lars Evensen,Lars Evensen,Lars Evensen,Lars Evensen,Lars Evensen,,Lars Evensen,Lars Evensen,Lars Evensen,Lars Evensen,Lars Evensen,,Lars Evensen,Lars Evensen,Lars Evensen,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Lars_Evensen_1952.jpeg,male,1896-11-12,,Lars,LAEV,Lars Evensen,1969-01-19,Lars Evensen,,,,,,,,,,,Lars Evensen,,,,,,,Lars Evensen,,,,,,,,,,,,,,,,,,,,,,,,,Lars Evensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0004 3233 5606,214238764,,,,088870588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars Evensen,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Lars Evensen,Lars Evensen,,,,,,,,,,,,,,,
Q4574648,Johan C. Heuch,Johan Christian Heuch,,,Johan Christian Heuch,Johan Christian Heuch d.e.,Johan Christian Heuch d.e.,,"Johan Christian Heuch, Sr.",,,,Johan Christian Heuch,,"Johan Christian Heuch, Sr.",Johan C. Heuch,Johan Christian Heuch d.e.,,,male,1794-11-12,,Johan,,"Johan Christian Heuch, Sr.",1843-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heuch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
