id,name,full_name,photo,email,website,wikipedia,twitter,source,term,party,area
bruno-vitorino,Bruno Vitorino,Bruno Jorge Viegas Vitorino,http://demo.cratica.org/media/img/deputados/1713.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1713,"","",http://demo.cratica.org/deputados/bruno-vitorino/,8,PSD,Setúbal
carina-oliveira,Carina Oliveira,Carina João Reis Oliveira,http://demo.cratica.org/media/img/deputados/4169.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4169,"","",http://demo.cratica.org/deputados/carina-oliveira/,12,PSD,Santarém
carina-oliveira,Carina Oliveira,Carina João Reis Oliveira,http://demo.cratica.org/media/img/deputados/4169.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4169,"","",http://demo.cratica.org/deputados/carina-oliveira/,11,PSD,Santarém
carla-cruz,Carla Cruz,Carla Maria da Costa e Cruz,http://demo.cratica.org/media/img/deputados/4297.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4297,"","",http://demo.cratica.org/deputados/carla-cruz/,12,PCP,Braga
carla-rodrigues,Carla Rodrigues,Carla Maria de Pinho Rodrigues,http://demo.cratica.org/media/img/deputados/3920.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=3920,"","",http://demo.cratica.org/deputados/carla-rodrigues/,12,PSD,Aveiro
carla-rodrigues,Carla Rodrigues,Carla Maria de Pinho Rodrigues,http://demo.cratica.org/media/img/deputados/3920.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=3920,"","",http://demo.cratica.org/deputados/carla-rodrigues/,11,PSD,Aveiro
carlos-abreu-amorim,Carlos Abreu Amorim,Carlos Eduardo Almeida de Abreu Amorim,http://demo.cratica.org/media/img/deputados/4327.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4327,"","",http://demo.cratica.org/deputados/carlos-abreu-amorim/,12,PSD,Viana do Castelo
carlos-alberto-goncalves,Carlos Alberto Gonçalves,Carlos Alberto Silva Gonçalves,http://demo.cratica.org/media/img/deputados/1458.jpg,carlosgoncalves@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1458,"","",http://demo.cratica.org/deputados/carlos-alberto-goncalves/,12,PSD,Europa
carlos-alberto-goncalves,Carlos Alberto Gonçalves,Carlos Alberto Silva Gonçalves,http://demo.cratica.org/media/img/deputados/1458.jpg,carlosgoncalves@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1458,"","",http://demo.cratica.org/deputados/carlos-alberto-goncalves/,11,PSD,Europa
carlos-alberto-goncalves,Carlos Alberto Gonçalves,Carlos Alberto Silva Gonçalves,http://demo.cratica.org/media/img/deputados/1458.jpg,carlosgoncalves@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1458,"","",http://demo.cratica.org/deputados/carlos-alberto-goncalves/,10,PSD,Europa
carlos-alberto-goncalves,Carlos Alberto Gonçalves,Carlos Alberto Silva Gonçalves,http://demo.cratica.org/media/img/deputados/1458.jpg,carlosgoncalves@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1458,"","",http://demo.cratica.org/deputados/carlos-alberto-goncalves/,9,PSD,Europa
carlos-costa-neves,Carlos Costa Neves,Carlos Henrique da Costa Neves,http://demo.cratica.org/media/img/deputados/3963.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=3963,"","",http://demo.cratica.org/deputados/carlos-costa-neves/,12,PSD,Castelo Branco
carlos-costa-neves,Carlos Costa Neves,Carlos Henrique da Costa Neves,http://demo.cratica.org/media/img/deputados/3963.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=3963,"","",http://demo.cratica.org/deputados/carlos-costa-neves/,11,PSD,Castelo Branco
carlos-enes,Carlos Enes,Carlos Manuel Pimentel Enes,http://demo.cratica.org/media/img/deputados/4375.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4375,"","",http://demo.cratica.org/deputados/carlos-enes/,12,PS,Açores
carlos-peixoto,Carlos Peixoto,António Carlos Sousa Gomes da Silva Peixoto,http://demo.cratica.org/media/img/deputados/4030.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4030,"","",http://demo.cratica.org/deputados/carlos-peixoto/,12,PSD,Guarda
carlos-peixoto,Carlos Peixoto,António Carlos Sousa Gomes da Silva Peixoto,http://demo.cratica.org/media/img/deputados/4030.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4030,"","",http://demo.cratica.org/deputados/carlos-peixoto/,11,PSD,Guarda
carlos-pascoa-goncalves,Carlos Páscoa Gonçalves,Carlos António Páscoa Gonçalves,http://demo.cratica.org/media/img/deputados/2104.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2104,"","",http://demo.cratica.org/deputados/carlos-pascoa-goncalves/,12,PSD,Fora da Europa
carlos-pascoa-goncalves,Carlos Páscoa Gonçalves,Carlos António Páscoa Gonçalves,http://demo.cratica.org/media/img/deputados/2104.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2104,"","",http://demo.cratica.org/deputados/carlos-pascoa-goncalves/,11,PSD,Fora da Europa
carlos-pascoa-goncalves,Carlos Páscoa Gonçalves,Carlos António Páscoa Gonçalves,http://demo.cratica.org/media/img/deputados/2104.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2104,"","",http://demo.cratica.org/deputados/carlos-pascoa-goncalves/,10,PSD,Fora da Europa
carlos-santos-silva,Carlos Santos Silva,Carlos Manuel dos Santos Batista da Silva,http://demo.cratica.org/media/img/deputados/4437.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4437,"","",http://demo.cratica.org/deputados/carlos-santos-silva/,12,PSD,Lisboa
carlos-sao-martinho,Carlos São Martinho,Carlos Manuel Faia São Martinho Gomes,http://demo.cratica.org/media/img/deputados/3964.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=3964,"","",http://demo.cratica.org/deputados/carlos-sao-martinho/,12,PSD,Castelo Branco
carlos-sao-martinho,Carlos São Martinho,Carlos Manuel Faia São Martinho Gomes,http://demo.cratica.org/media/img/deputados/3964.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=3964,"","",http://demo.cratica.org/deputados/carlos-sao-martinho/,11,PSD,Castelo Branco
catarina-marcelino,Catarina Marcelino,Catarina Marcelino Rosa da Silva,http://demo.cratica.org/media/img/deputados/2522.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2522,"","",http://demo.cratica.org/deputados/catarina-marcelino/,12,PS,Setúbal
catarina-marcelino,Catarina Marcelino,Catarina Marcelino Rosa da Silva,http://demo.cratica.org/media/img/deputados/2522.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2522,"","",http://demo.cratica.org/deputados/catarina-marcelino/,11,PS,Setúbal
catarina-martins,Catarina Martins,Catarina Soares Martins,http://demo.cratica.org/media/img/deputados/4161.jpg,catarina.martins@be.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4161,"",http://twitter.com/catarina_mart,http://demo.cratica.org/deputados/catarina-martins/,12,BE,Porto
catarina-martins,Catarina Martins,Catarina Soares Martins,http://demo.cratica.org/media/img/deputados/4161.jpg,catarina.martins@be.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4161,"",http://twitter.com/catarina_mart,http://demo.cratica.org/deputados/catarina-martins/,11,BE,Porto
cecilia-honorio,Cecília Honório,Maria Cecília Vicente Duarte Honório,http://demo.cratica.org/media/img/deputados/2194.jpg,cecilia.honorio@be.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2194,"","",http://demo.cratica.org/deputados/cecilia-honorio/,12,BE,Faro
cecilia-honorio,Cecília Honório,Maria Cecília Vicente Duarte Honório,http://demo.cratica.org/media/img/deputados/2194.jpg,cecilia.honorio@be.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2194,"","",http://demo.cratica.org/deputados/cecilia-honorio/,11,BE,Faro
cecilia-honorio,Cecília Honório,Maria Cecília Vicente Duarte Honório,http://demo.cratica.org/media/img/deputados/2194.jpg,cecilia.honorio@be.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2194,"","",http://demo.cratica.org/deputados/cecilia-honorio/,10,BE,Lisboa
cecilia-meireles,Cecília Meireles,Cecília Felgueiras de Meireles Graça,http://demo.cratica.org/media/img/deputados/2419.jpg,cmeireles@cds.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2419,"","",http://demo.cratica.org/deputados/cecilia-meireles/,12,CDS-PP,Porto
cecilia-meireles,Cecília Meireles,Cecília Felgueiras de Meireles Graça,http://demo.cratica.org/media/img/deputados/2419.jpg,cmeireles@cds.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2419,"","",http://demo.cratica.org/deputados/cecilia-meireles/,11,CDS-PP,Porto
celeste-correia,Celeste Correia,Maria Celeste Lopes da Silva Correia,http://demo.cratica.org/media/img/deputados/614.jpg,ccorreia@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=614,"","",http://demo.cratica.org/deputados/celeste-correia/,12,PS,Porto
celeste-correia,Celeste Correia,Maria Celeste Lopes da Silva Correia,http://demo.cratica.org/media/img/deputados/614.jpg,ccorreia@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=614,"","",http://demo.cratica.org/deputados/celeste-correia/,11,PS,Lisboa
celeste-correia,Celeste Correia,Maria Celeste Lopes da Silva Correia,http://demo.cratica.org/media/img/deputados/614.jpg,ccorreia@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=614,"","",http://demo.cratica.org/deputados/celeste-correia/,10,PS,Lisboa
celeste-correia,Celeste Correia,Maria Celeste Lopes da Silva Correia,http://demo.cratica.org/media/img/deputados/614.jpg,ccorreia@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=614,"","",http://demo.cratica.org/deputados/celeste-correia/,9,PS,Lisboa
celeste-correia,Celeste Correia,Maria Celeste Lopes da Silva Correia,http://demo.cratica.org/media/img/deputados/614.jpg,ccorreia@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=614,"","",http://demo.cratica.org/deputados/celeste-correia/,8,PS,Lisboa
celeste-correia,Celeste Correia,Maria Celeste Lopes da Silva Correia,http://demo.cratica.org/media/img/deputados/614.jpg,ccorreia@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=614,"","",http://demo.cratica.org/deputados/celeste-correia/,7,PS,Lisboa
celeste-correia,Celeste Correia,Maria Celeste Lopes da Silva Correia,http://demo.cratica.org/media/img/deputados/614.jpg,ccorreia@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=614,"","",http://demo.cratica.org/deputados/celeste-correia/,6,PS,Lisboa
clara-marques-mendes,Clara Marques Mendes,Maria Clara Gonçalves Marques Mendes,http://demo.cratica.org/media/img/deputados/4299.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4299,"","",http://demo.cratica.org/deputados/clara-marques-mendes/,12,PSD,Braga
conceicao-bessa-ruao,Conceição Bessa Ruão,Maria da Conceição Alves dos Santos Bessa Ruão Pinto,http://demo.cratica.org/media/img/deputados/4391.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4391,"","",http://demo.cratica.org/deputados/conceicao-bessa-ruao/,12,PSD,Porto
correia-de-jesus,Correia de Jesus,Manuel Filipe Correia de Jesus,http://demo.cratica.org/media/img/deputados/397.jpg,cjesus@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=397,"","",http://demo.cratica.org/deputados/correia-de-jesus/,12,PSD,Madeira
correia-de-jesus,Correia de Jesus,Manuel Filipe Correia de Jesus,http://demo.cratica.org/media/img/deputados/397.jpg,cjesus@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=397,"","",http://demo.cratica.org/deputados/correia-de-jesus/,11,PSD,Madeira
correia-de-jesus,Correia de Jesus,Manuel Filipe Correia de Jesus,http://demo.cratica.org/media/img/deputados/397.jpg,cjesus@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=397,"","",http://demo.cratica.org/deputados/correia-de-jesus/,10,PSD,Madeira
correia-de-jesus,Correia de Jesus,Manuel Filipe Correia de Jesus,http://demo.cratica.org/media/img/deputados/397.jpg,cjesus@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=397,"","",http://demo.cratica.org/deputados/correia-de-jesus/,9,PSD,Madeira
correia-de-jesus,Correia de Jesus,Manuel Filipe Correia de Jesus,http://demo.cratica.org/media/img/deputados/397.jpg,cjesus@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=397,"","",http://demo.cratica.org/deputados/correia-de-jesus/,8,PSD,Madeira
correia-de-jesus,Correia de Jesus,Manuel Filipe Correia de Jesus,http://demo.cratica.org/media/img/deputados/397.jpg,cjesus@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=397,"","",http://demo.cratica.org/deputados/correia-de-jesus/,7,PSD,Madeira
correia-de-jesus,Correia de Jesus,Manuel Filipe Correia de Jesus,http://demo.cratica.org/media/img/deputados/397.jpg,cjesus@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=397,"","",http://demo.cratica.org/deputados/correia-de-jesus/,6,PSD,Madeira
couto-dos-santos,Couto dos Santos,António Fernando Couto dos Santos,http://demo.cratica.org/media/img/deputados/356.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=356,http://pt.wikipedia.org/wiki/Couto_dos_Santos,"",http://demo.cratica.org/deputados/couto-dos-santos/,12,PSD,Aveiro
couto-dos-santos,Couto dos Santos,António Fernando Couto dos Santos,http://demo.cratica.org/media/img/deputados/356.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=356,http://pt.wikipedia.org/wiki/Couto_dos_Santos,"",http://demo.cratica.org/deputados/couto-dos-santos/,11,PSD,Aveiro
couto-dos-santos,Couto dos Santos,António Fernando Couto dos Santos,http://demo.cratica.org/media/img/deputados/356.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=356,http://pt.wikipedia.org/wiki/Couto_dos_Santos,"",http://demo.cratica.org/deputados/couto-dos-santos/,6,PSD,Setúbal
cristovao-crespo,Cristóvão Crespo,Cristóvão da Conceição Ventura Crespo,http://demo.cratica.org/media/img/deputados/4129.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4129,"","",http://demo.cratica.org/deputados/cristovao-crespo/,12,PSD,Portalegre
cristovao-crespo,Cristóvão Crespo,Cristóvão da Conceição Ventura Crespo,http://demo.cratica.org/media/img/deputados/4129.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4129,"","",http://demo.cratica.org/deputados/cristovao-crespo/,11,PSD,Portalegre
cristovao-norte,Cristóvão Norte,Cristóvão Duarte Nunes Guerreiro Norte,http://demo.cratica.org/media/img/deputados/2297.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2297,"","",http://demo.cratica.org/deputados/cristovao-norte/,12,PSD,Faro
cristovao-simao-ribeiro,Cristóvão Simão Ribeiro,Cristóvão Simão Oliveira de Ribeiro,http://demo.cratica.org/media/img/deputados/4393.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4393,"","",http://demo.cratica.org/deputados/cristovao-simao-ribeiro/,12,PSD,Porto
david-costa,David Costa,David Jorge Ribas da Costa,http://demo.cratica.org/media/img/deputados/4447.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4447,"","",http://demo.cratica.org/deputados/david-costa/,12,PCP,Lisboa
diana-ferreira,Diana Ferreira,Diana Jorge Martins Ferreira,http://demo.cratica.org/media/img/deputados/4623.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4623,"","",http://demo.cratica.org/deputados/diana-ferreira/,12,PCP,Porto
duarte-filipe-marques,Duarte Filipe Marques,Duarte Filipe Batista de Matos Marques,http://demo.cratica.org/media/img/deputados/4170.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4170,"","",http://demo.cratica.org/deputados/duarte-filipe-marques/,12,PSD,Santarém
duarte-pacheco,Duarte Pacheco,Duarte Rogério Matos Ventura Pacheco,http://demo.cratica.org/media/img/deputados/42.jpg,dpacheco@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=42,"",http://twitter.com/duartepacheco,http://demo.cratica.org/deputados/duarte-pacheco/,12,PSD,Lisboa
duarte-pacheco,Duarte Pacheco,Duarte Rogério Matos Ventura Pacheco,http://demo.cratica.org/media/img/deputados/42.jpg,dpacheco@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=42,"",http://twitter.com/duartepacheco,http://demo.cratica.org/deputados/duarte-pacheco/,11,PSD,Lisboa
duarte-pacheco,Duarte Pacheco,Duarte Rogério Matos Ventura Pacheco,http://demo.cratica.org/media/img/deputados/42.jpg,dpacheco@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=42,"",http://twitter.com/duartepacheco,http://demo.cratica.org/deputados/duarte-pacheco/,10,PSD,Lisboa
duarte-pacheco,Duarte Pacheco,Duarte Rogério Matos Ventura Pacheco,http://demo.cratica.org/media/img/deputados/42.jpg,dpacheco@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=42,"",http://twitter.com/duartepacheco,http://demo.cratica.org/deputados/duarte-pacheco/,9,PSD,Lisboa
duarte-pacheco,Duarte Pacheco,Duarte Rogério Matos Ventura Pacheco,http://demo.cratica.org/media/img/deputados/42.jpg,dpacheco@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=42,"",http://twitter.com/duartepacheco,http://demo.cratica.org/deputados/duarte-pacheco/,8,PSD,Lisboa
duarte-pacheco,Duarte Pacheco,Duarte Rogério Matos Ventura Pacheco,http://demo.cratica.org/media/img/deputados/42.jpg,dpacheco@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=42,"",http://twitter.com/duartepacheco,http://demo.cratica.org/deputados/duarte-pacheco/,7,PSD,Lisboa
duarte-pacheco,Duarte Pacheco,Duarte Rogério Matos Ventura Pacheco,http://demo.cratica.org/media/img/deputados/42.jpg,dpacheco@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=42,"",http://twitter.com/duartepacheco,http://demo.cratica.org/deputados/duarte-pacheco/,6,PSD,Lisboa
eduardo-cabrita,Eduardo Cabrita,Eduardo Arménio do Nascimento Cabrita,http://demo.cratica.org/media/img/deputados/1987.jpg,gp_ps@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1987,"","",http://demo.cratica.org/deputados/eduardo-cabrita/,12,PS,Setúbal
eduardo-cabrita,Eduardo Cabrita,Eduardo Arménio do Nascimento Cabrita,http://demo.cratica.org/media/img/deputados/1987.jpg,gp_ps@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1987,"","",http://demo.cratica.org/deputados/eduardo-cabrita/,11,PS,Setúbal
eduardo-cabrita,Eduardo Cabrita,Eduardo Arménio do Nascimento Cabrita,http://demo.cratica.org/media/img/deputados/1987.jpg,gp_ps@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1987,"","",http://demo.cratica.org/deputados/eduardo-cabrita/,10,PS,Setúbal
eduardo-cabrita,Eduardo Cabrita,Eduardo Arménio do Nascimento Cabrita,http://demo.cratica.org/media/img/deputados/1987.jpg,gp_ps@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1987,"","",http://demo.cratica.org/deputados/eduardo-cabrita/,9,PS,Setúbal
eduardo-teixeira,Eduardo Teixeira,Eduardo Alexandre Ribeiro Gonçalves Teixeira,http://demo.cratica.org/media/img/deputados/2576.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2576,"","",http://demo.cratica.org/deputados/eduardo-teixeira/,12,PSD,Viana do Castelo
elsa-cordeiro,Elsa Cordeiro,Elsa Maria Simas Cordeiro,http://demo.cratica.org/media/img/deputados/4336.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4336,"","",http://demo.cratica.org/deputados/elsa-cordeiro/,12,PSD,Faro
elza-pais,Elza Pais,Elza Maria Henriques Deus Pais,http://demo.cratica.org/media/img/deputados/4209.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4209,"","",http://demo.cratica.org/deputados/elza-pais/,12,PS,Viseu
elza-pais,Elza Pais,Elza Maria Henriques Deus Pais,http://demo.cratica.org/media/img/deputados/4209.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4209,"","",http://demo.cratica.org/deputados/elza-pais/,11,PS,Viseu
emilia-santos,Emília Santos,Emília de Fátima Moreira dos Santos,http://demo.cratica.org/media/img/deputados/4394.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4394,"","",http://demo.cratica.org/deputados/emilia-santos/,12,PSD,Porto
euridice-pereira,Eurídice Pereira,Eurídice Maria de Sousa Pereira,http://demo.cratica.org/media/img/deputados/4186.jpg,gp_ps@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4186,"","",http://demo.cratica.org/deputados/euridice-pereira/,12,PS,Setúbal
euridice-pereira,Eurídice Pereira,Eurídice Maria de Sousa Pereira,http://demo.cratica.org/media/img/deputados/4186.jpg,gp_ps@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4186,"","",http://demo.cratica.org/deputados/euridice-pereira/,11,PS,Setúbal
feliciano-barreiras-duarte,Feliciano Barreiras Duarte,Feliciano José Barreiras Duarte,http://demo.cratica.org/media/img/deputados/1619.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1619,"","",http://demo.cratica.org/deputados/feliciano-barreiras-duarte/,12,PSD,Leiria
feliciano-barreiras-duarte,Feliciano Barreiras Duarte,Feliciano José Barreiras Duarte,http://demo.cratica.org/media/img/deputados/1619.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1619,"","",http://demo.cratica.org/deputados/feliciano-barreiras-duarte/,10,PSD,Leiria
feliciano-barreiras-duarte,Feliciano Barreiras Duarte,Feliciano José Barreiras Duarte,http://demo.cratica.org/media/img/deputados/1619.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1619,"","",http://demo.cratica.org/deputados/feliciano-barreiras-duarte/,9,PSD,Leiria
feliciano-barreiras-duarte,Feliciano Barreiras Duarte,Feliciano José Barreiras Duarte,http://demo.cratica.org/media/img/deputados/1619.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1619,"","",http://demo.cratica.org/deputados/feliciano-barreiras-duarte/,8,PSD,Leiria
fernando-jesus,Fernando Jesus,Fernando Manuel de Jesus,http://demo.cratica.org/media/img/deputados/487.jpg,fernandojesus@ps.parlamento,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,"","",http://demo.cratica.org/deputados/fernando-jesus/,12,PS,Porto
fernando-jesus,Fernando Jesus,Fernando Manuel de Jesus,http://demo.cratica.org/media/img/deputados/487.jpg,fernandojesus@ps.parlamento,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,"","",http://demo.cratica.org/deputados/fernando-jesus/,11,PS,Porto
fernando-jesus,Fernando Jesus,Fernando Manuel de Jesus,http://demo.cratica.org/media/img/deputados/487.jpg,fernandojesus@ps.parlamento,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,"","",http://demo.cratica.org/deputados/fernando-jesus/,10,PS,Porto
fernando-jesus,Fernando Jesus,Fernando Manuel de Jesus,http://demo.cratica.org/media/img/deputados/487.jpg,fernandojesus@ps.parlamento,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,"","",http://demo.cratica.org/deputados/fernando-jesus/,9,PS,Porto
fernando-jesus,Fernando Jesus,Fernando Manuel de Jesus,http://demo.cratica.org/media/img/deputados/487.jpg,fernandojesus@ps.parlamento,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,"","",http://demo.cratica.org/deputados/fernando-jesus/,8,PS,Porto
fernando-jesus,Fernando Jesus,Fernando Manuel de Jesus,http://demo.cratica.org/media/img/deputados/487.jpg,fernandojesus@ps.parlamento,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,"","",http://demo.cratica.org/deputados/fernando-jesus/,7,PS,Porto
fernando-marques,Fernando Marques,Fernando Ribeiro Marques,http://demo.cratica.org/media/img/deputados/4050.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4050,"","",http://demo.cratica.org/deputados/fernando-marques/,12,PSD,Leiria
fernando-marques,Fernando Marques,Fernando Ribeiro Marques,http://demo.cratica.org/media/img/deputados/4050.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4050,"","",http://demo.cratica.org/deputados/fernando-marques/,11,PSD,Leiria
fernando-negrao,Fernando Negrão,Fernando Mimoso Negrão,http://demo.cratica.org/media/img/deputados/1905.jpg,f.negrao@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1905,http://pt.wikipedia.org/wiki/Fernando_Negr%C3%A3o,"",http://demo.cratica.org/deputados/fernando-negrao/,12,PSD,Braga
fernando-negrao,Fernando Negrão,Fernando Mimoso Negrão,http://demo.cratica.org/media/img/deputados/1905.jpg,f.negrao@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1905,http://pt.wikipedia.org/wiki/Fernando_Negr%C3%A3o,"",http://demo.cratica.org/deputados/fernando-negrao/,11,PSD,Setúbal
