id,name,constituency,photo,party_id,house,aph_id,full_name,electorate,party,profile_page,contact_page,photo_url,email,facebook,twitter,website
8T4,Mr Laurie Ferguson MP,"Werriwa, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8T4/upload_ref_binary/8T4.jpg,australian_labor_party,representatives,8T4,Mr Laurie Ferguson MP,"Werriwa, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=8T4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=8T4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8T4/upload_ref_binary/8T4.jpg,,https://www.facebook.com/LaurieFergusonMP,https://twitter.com/FergusonLMP,http://www.laurieferguson.com.au
8K6,Hon Joel Fitzgibbon MP,"Hunter, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8K6/upload_ref_binary/8K6.jpg,australian_labor_party,representatives,8K6,Hon Joel Fitzgibbon MP,"Hunter, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=8K6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=8K6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8K6/upload_ref_binary/8K6.jpg,Joel.fitzgibbon.MP@aph.gov.au,https://www.facebook.com/JoelFitzgibbonMP,http://twitter.com/fitzhunter,http://www.joelfitzgibbon.com/
L6B,Hon Paul Fletcher MP,"Bradfield, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/L6B/upload_ref_binary/l6b.jpg,liberal_party_of_australia,representatives,L6B,Hon Paul Fletcher MP,"Bradfield, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=L6B,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=L6B,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/L6B/upload_ref_binary/l6b.jpg,Paul.Fletcher.MP@aph.gov.au,https://www.facebook.com/paulfletchermp,https://twitter.com/PaulFletcherMP,http://www.paulfletcher.com.au/
FKL,Hon Josh Frydenberg MP,"Kooyong, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/FKL/upload_ref_binary/FKL.jpg,liberal_party_of_australia,representatives,FKL,Hon Josh Frydenberg MP,"Kooyong, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=FKL,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=FKL,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/FKL/upload_ref_binary/FKL.jpg,josh.frydenberg.mp@aph.gov.au,http://www.facebook.com/JoshFrydenbergMP,http://twitter.com/JoshFrydenberg,http://www.joshfrydenberg.com.au/
9K6,Hon Teresa Gambaro MP,"Brisbane, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/9K6/upload_ref_binary/9K6.jpg,liberal_party_of_australia,representatives,9K6,Hon Teresa Gambaro MP,"Brisbane, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=9K6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=9K6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/9K6/upload_ref_binary/9K6.jpg,,https://www.facebook.com/TeresaGambaroMP,http://twitter.com/TeresaGambaroMP,http://www.teresagambaro.com/
243609,Mr Andrew Giles MP,"Scullin, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/243609/upload_ref_binary/243609.jpg,australian_labor_party,representatives,243609,Mr Andrew Giles MP,"Scullin, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=243609,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=243609,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/243609/upload_ref_binary/243609.jpg,,https://www.facebook.com/AndrewGilesScullin,https://twitter.com/andrewjgiles,
72184,Dr David Gillespie MP,"Lyne, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/72184/upload_ref_binary/72184.jpg,the_nationals,representatives,72184,Dr David Gillespie MP,"Lyne, New South Wales",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=72184,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=72184,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/72184/upload_ref_binary/72184.jpg,,https://www.facebook.com/DavidGillespieMP,https://twitter.com/DaveGillespieMP,http://www.davidgillespie.com.au/
74046,Mr Ian Goodenough MP,"Moore, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/74046/upload_ref_binary/74046.jpg,liberal_party_of_australia,representatives,74046,Mr Ian Goodenough MP,"Moore, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=74046,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=74046,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/74046/upload_ref_binary/74046.jpg,,,,http://www.wa.liberal.org.au/representative-intro/983
8W5,"Hon Gary Gray AO, MP","Brand, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8W5/upload_ref_binary/8W5.jpg,australian_labor_party,representatives,8W5,"Hon Gary Gray AO, MP","Brand, Western Australia",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=8W5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=8W5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8W5/upload_ref_binary/8W5.jpg,Gary.Gray.MP@aph.gov.au,https://www.facebook.com/garygraymp,,http://www.garygray.com.au/
VU5,Hon Alan Griffin MP,"Bruce, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/VU5/upload_ref_binary/VU5.jpg,australian_labor_party,representatives,VU5,Hon Alan Griffin MP,"Bruce, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=VU5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=VU5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/VU5/upload_ref_binary/VU5.jpg,Alan.Griffin.MP@aph.gov.au,https://www.facebook.com/griffin.alan,,http://www.griffinmp.com/
220370,Mrs Natasha Griggs MP,"Solomon, Northern Territory",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/220370/upload_ref_binary/220370.jpg,country_liberal_party,representatives,220370,Mrs Natasha Griggs MP,"Solomon, Northern Territory",Country Liberal Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=220370,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=220370,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/220370/upload_ref_binary/220370.jpg,,http://www.facebook.com/natashagriggsmp,http://twitter.com/natashagriggsmp,http://www.natashagriggs.com.au/
83N,Ms Jill Hall MP,"Shortland, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83N/upload_ref_binary/83N.jpg,australian_labor_party,representatives,83N,Ms Jill Hall MP,"Shortland, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=83N,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=83N,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83N/upload_ref_binary/83N.jpg,Jill.Hall.MP@aph.gov.au,https://www.facebook.com/Jill.Hall.Shortland,https://twitter.com/JillHallMP,http://www.jillhall.com/home
00AMM,Hon Luke Hartsuyker MP,"Cowper, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMM/upload_ref_binary/00AMM.JPG,the_nationals,representatives,00AMM,Hon Luke Hartsuyker MP,"Cowper, New South Wales",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AMM,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AMM,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMM/upload_ref_binary/00AMM.JPG,Luke.Hartsuyker.MP@aph.gov.au,,,http://www.lukehartsuyker.com.au/
HWO,Mr Alex Hawke MP,"Mitchell, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWO/upload_ref_binary/HWO.jpg,liberal_party_of_australia,representatives,HWO,Mr Alex Hawke MP,"Mitchell, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWO,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWO,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWO/upload_ref_binary/HWO.jpg,,http://www.facebook.com/alex.hawke.mp,http://twitter.com/alexhawkemp,http://www.alexhawke.com.au/
ECV,Mr Chris Hayes MP,"Fowler, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/ECV/upload_ref_binary/ECV.JPG,australian_labor_party,representatives,ECV,Mr Chris Hayes MP,"Fowler, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=ECV,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=ECV,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/ECV/upload_ref_binary/ECV.JPG,Chris.Hayes.MP@aph.gov.au,http://www.facebook.com/ChrisHayesMP,,http://www.chrishayesmp.com/
ZN4,Ms Sarah Henderson MP,"Corangamite, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/ZN4/upload_ref_binary/ZN4.jpg,liberal_party_of_australia,representatives,ZN4,Ms Sarah Henderson MP,"Corangamite, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=ZN4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=ZN4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/ZN4/upload_ref_binary/ZN4.jpg,,https://www.facebook.com/SarahHendersonMP,https://twitter.com/SHendersonMP,http://sarahhenderson.com.au/
00BCM,Dr Peter Hendy MP,"Eden-Monaro, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00BCM/upload_ref_binary/00BCM.jpg,liberal_party_of_australia,representatives,00BCM,Dr Peter Hendy MP,"Eden-Monaro, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00BCM,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00BCM,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00BCM/upload_ref_binary/00BCM.jpg,,https://www.facebook.com/peterhendy4edenmonaro,,http://www.peterhendy.com.au/
DK6,Hon Joe Hockey MP,"North Sydney, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DK6/upload_ref_binary/DK6.JPG,liberal_party_of_australia,representatives,DK6,Hon Joe Hockey MP,"North Sydney, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DK6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=DK6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DK6/upload_ref_binary/DK6.JPG,J.Hockey.MP@aph.gov.au,https://www.facebook.com/JoeHockeyMP,http://twitter.com/JoeHockey,http://www.joehockey.com
218019,Mr Kevin Hogan MP,"Page, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/218019/upload_ref_binary/218019.jpg,the_nationals,representatives,218019,Mr Kevin Hogan MP,"Page, New South Wales",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=218019,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=218019,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/218019/upload_ref_binary/218019.jpg,,https://www.facebook.com/KevinHoganMP,https://twitter.com/KevinHoganMP,http://kevinhogan.com.au/
247742,Mr Luke Howarth MP,"Petrie, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247742/upload_ref_binary/247742.jpg,liberal_party_of_australia,representatives,247742,Mr Luke Howarth MP,"Petrie, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=247742,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=247742,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247742/upload_ref_binary/247742.jpg,,https://www.facebook.com/LukeHowarthLNP,,http://lukehowarth.com.au/
00AMV,Hon Greg Hunt MP,"Flinders, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMV/upload_ref_binary/00AMV.jpg,liberal_party_of_australia,representatives,00AMV,Hon Greg Hunt MP,"Flinders, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AMV,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AMV,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMV/upload_ref_binary/00AMV.jpg,Greg.Hunt.MP@aph.gov.au,http://www.facebook.com/greg.hunt.mp,http://www.twitter.com/greghuntmp,http://www.greghunt.com.au/
91219,Hon Ed Husic MP,"Chifley, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/91219/upload_ref_binary/91219.jpg,australian_labor_party,representatives,91219,Hon Ed Husic MP,"Chifley, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=91219,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=91219,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/91219/upload_ref_binary/91219.jpg,,http://www.facebook.com/ehusic,http://twitter.com/edhusicmp,http://www.edhusic.com/
212585,Mr Eric Hutchinson MP,"Lyons, Tasmania",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/212585/upload_ref_binary/212585.jpg,liberal_party_of_australia,representatives,212585,Mr Eric Hutchinson MP,"Lyons, Tasmania",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=212585,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=212585,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/212585/upload_ref_binary/212585.jpg,,https://www.facebook.com/erichutchinsonmp,https://twitter.com/hutchinson_eric,http://www.erichutchinson.com.au
HYM,Mr Steve Irons MP,"Swan, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HYM/upload_ref_binary/HYM.jpg,liberal_party_of_australia,representatives,HYM,Mr Steve Irons MP,"Swan, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HYM,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HYM,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HYM/upload_ref_binary/HYM.jpg,,https://www.facebook.com/pages/Steve-Irons-MP-Federal-Member-for-Swan/162172533830403,http://twitter.com/SteveIronsMP,http://www.steveirons.com.au/
DYN,Dr Dennis Jensen MP,"Tangney, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DYN/upload_ref_binary/DYN.jpg,liberal_party_of_australia,representatives,DYN,Dr Dennis Jensen MP,"Tangney, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DYN,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=DYN,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DYN/upload_ref_binary/DYN.jpg,Dennis.Jensen.MP@aph.gov.au,http://www.facebook.com/dennisjensenmp,http://twitter.com/DennisJensenMP,http://www.dennisjensen.com.au/
96430,Mr Ewen Jones MP,"Herbert, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/96430/upload_ref_binary/96430.jpg,liberal_party_of_australia,representatives,96430,Mr Ewen Jones MP,"Herbert, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=96430,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=96430,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/96430/upload_ref_binary/96430.jpg,,http://www.facebook.com/ewenjonesmp,http://twitter.com/EwenJonesMP,http://www.ewenjones.com.au/
A9B,Mr Stephen Jones MP,"Throsby, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/A9B/upload_ref_binary/a9b.jpg,australian_labor_party,representatives,A9B,Mr Stephen Jones MP,"Throsby, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=A9B,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=A9B,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/A9B/upload_ref_binary/a9b.jpg,,http://www.facebook.com/pages/Stephen-Jones-for-Throsby/324823886818,http://twitter.com/stephenjonesalp,http://www.stephenjones.org.au/
E5D,Hon Barnaby Joyce MP,"New England, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5D/upload_ref_binary/E5D.JPG,the_nationals,representatives,E5D,Hon Barnaby Joyce MP,"New England, New South Wales",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E5D,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E5D,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E5D/upload_ref_binary/E5D.JPG,,https://www.facebook.com/BarnabyJoyceMP,https://twitter.com/Barnaby_Joyce,http://www.barnabyjoyce.com.au/
HX4,Hon Bob Katter MP,"Kennedy, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HX4/upload_ref_binary/HX4.jpg,katter's_australian_party,representatives,HX4,Hon Bob Katter MP,"Kennedy, Queensland",Katter's Australian Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HX4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HX4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HX4/upload_ref_binary/HX4.jpg,Bob.Katter.MP@aph.gov.au,http://www.facebook.com/bobkattermp,http://twitter.com/RealBobKatter,http://www.bobkatter.com.au/
E0J,Hon Michael Keenan MP,"Stirling, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0J/upload_ref_binary/E0J.JPG,liberal_party_of_australia,representatives,E0J,Hon Michael Keenan MP,"Stirling, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E0J,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E0J,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0J/upload_ref_binary/E0J.JPG,,http://www.facebook.com/MichaelKeeenanMP,,http://www.keenan.net.au
99931,Mr Craig Kelly MP,"Hughes, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/99931/upload_ref_binary/99931.jpg,liberal_party_of_australia,representatives,99931,Mr Craig Kelly MP,"Hughes, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=99931,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=99931,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/99931/upload_ref_binary/99931.jpg,,http://www.facebook.com/CraigKellyMP,http://twitter.com/CraigKellyMP,http://craigkelly.com.au/
00AMR,Hon Catherine King MP,"Ballarat, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMR/upload_ref_binary/00AMR.JPG,australian_labor_party,representatives,00AMR,Hon Catherine King MP,"Ballarat, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AMR,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AMR,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMR/upload_ref_binary/00AMR.JPG,Catherine.King.MP@aph.gov.au,http://www.facebook.com/CatherineKingMP,http://twitter.com/CatherineKingMP,http://www.catherineking.com.au/
E0H,Mr Andrew Laming MP,"Bowman, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0H/upload_ref_binary/E0H.jpg,liberal_party_of_australia,representatives,E0H,Mr Andrew Laming MP,"Bowman, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E0H,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E0H,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0H/upload_ref_binary/E0H.jpg,,http://www.facebook.com/profile.php?id=100000494042921,http://twitter.com/AndrewLamingMP,http://www.andrewlaming.com.au/
249764,Ms Michelle Landry MP,"Capricornia, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249764/upload_ref_binary/249764.jpg,the_nationals,representatives,249764,Ms Michelle Landry MP,"Capricornia, Queensland",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249764,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=249764,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249764/upload_ref_binary/249764.jpg,,https://www.facebook.com/Michelle4Capricornia,,
247130,Mr Craig Laundy MP,"Reid, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247130/upload_ref_binary/247130.jpg,liberal_party_of_australia,representatives,247130,Mr Craig Laundy MP,"Reid, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=247130,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=247130,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/247130/upload_ref_binary/247130.jpg,Craig.Laundy.MP@aph.gov.au,https://www.facebook.com/CraigLaundyMP,,http://www.craiglaundy.com.au/
BU8,Hon Dr Andrew Leigh MP,"Fraser, Australian Capital Territory",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/BU8/upload_ref_binary/bu8.jpg,australian_labor_party,representatives,BU8,Hon Dr Andrew Leigh MP,"Fraser, Australian Capital Territory",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=BU8,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=BU8,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/BU8/upload_ref_binary/bu8.jpg,andrew.leigh.mp@aph.gov.au,http://www.facebook.com/pages/Andrew-Leigh-MP/129819533748295,https://twitter.com/ALEIGHMP,http://www.andrewleigh.com/
00AMN,Hon Sussan Ley MP,"Farrer, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMN/upload_ref_binary/00AMN.JPG,liberal_party_of_australia,representatives,00AMN,Hon Sussan Ley MP,"Farrer, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AMN,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AMN,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMN/upload_ref_binary/00AMN.JPG,Farrer@aph.gov.au,http://www.facebook.com/pages/Sussan-Ley-MP/198830586850988,http://twitter.com/sussanley,http://www.sussanley.com/
WN6,Hon Ian Macfarlane MP,"Groom, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/WN6/upload_ref_binary/WN6.JPG,liberal_party_of_australia,representatives,WN6,Hon Ian Macfarlane MP,"Groom, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=WN6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=WN6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/WN6/upload_ref_binary/WN6.JPG,Ian.Macfarlane.MP@aph.gov.au,,,http://www.ianmacfarlanemp.com/
PG6,Hon Jenny Macklin MP,"Jagajaga, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/PG6/upload_ref_binary/PG6.jpg,australian_labor_party,representatives,PG6,Hon Jenny Macklin MP,"Jagajaga, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=PG6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=PG6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/PG6/upload_ref_binary/PG6.jpg,,,,http://www.jennymacklin.net.au
L6P,Hon Alannah MacTiernan MP,"Perth, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/L6P/upload_ref_binary/L6P.jpg,australian_labor_party,representatives,L6P,Hon Alannah MacTiernan MP,"Perth, Western Australia",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=L6P,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=L6P,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/L6P/upload_ref_binary/L6P.jpg,,https://www.facebook.com/AMacTiernan,https://twitter.com/AlannahMac,http://www.alannahmactiernan.com.au/
HWP,Ms Nola Marino MP,"Forrest, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWP/upload_ref_binary/HWP.jpg,liberal_party_of_australia,representatives,HWP,Ms Nola Marino MP,"Forrest, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWP,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWP,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWP/upload_ref_binary/HWP.jpg,Nola.Marino.MP@aph.gov.au,http://www.facebook.com/nola.marino.mp,http://twitter.com/#!/NolaMarinoMP,http://nolamarino.com.au/
E07,Mrs Louise Markus MP,"Macquarie, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E07/upload_ref_binary/E07.JPG,liberal_party_of_australia,representatives,E07,Mrs Louise Markus MP,"Macquarie, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E07,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E07,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E07/upload_ref_binary/E07.JPG,,http://www.facebook.com/louise.markus.mp,,http://www.louisemarkus.com.au
HWQ,Hon Richard Marles MP,"Corio, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWQ/upload_ref_binary/HWQ.JPG,australian_labor_party,representatives,HWQ,Hon Richard Marles MP,"Corio, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWQ,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWQ,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWQ/upload_ref_binary/HWQ.JPG,,https://www.facebook.com/richardmarlesmp,https://twitter.com/RichardMarlesMP,http://www.richardmarles.com.au/
