id,name__en,name__it,name,wikipedia__en,gender,given_name,original_wikiname,name__de,name__es,name__ru,name__fr,name__nl,name__cy,name__hu,wikipedia__de,wikipedia__ru,birth_date,death_date,name__nb,name__da,name__nn,name__sv,name__uk,wikipedia__uk,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__he,name__ko,name__ta,name__af,name__yo,name__oc,name__ms,name__gl,name__sw,name__et,name__id,name__ja,name__el,name__pt,name__eo,name__is,name__mn,name__ro,name__fi,name__cs,name__io,name__ka,name__hr,name__sr,name__ca,name__zh,name__fa,name__ar,name__tr,name__de_ch,name__en_ca,name__en_gb,name__pt_br,wikipedia__af,wikipedia__ar,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__mn,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__sw,wikipedia__ta,wikipedia__tr,wikipedia__yo,wikipedia__zh,image,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__freebase,identifier__NNDB,identifier__Munzinger,noble_title,name__br,name__vi,name__la,name__be,name__bn,name__lb,name__sh,name__vo,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__cy,wikipedia__la,wikipedia__lb,wikipedia__sh,wikipedia__vi,wikipedia__vo,facebook,name__bg,wikipedia__bg,identifier__ISNI,name__fy,wikipedia__fy,family_name,wikipedia__plwikiquote,occupation,identifier__quora,identifier__ne_se,identifier__Britannica,twitter,name__sl,name__mr,name__hi,name__ast,wikipedia__ast,wikipedia__hi,wikipedia__mr,website,identifier__BIBSYS,identifier__Oxforddnb,identifier__SUDOC,identifier__FAST,identifier__BNF,name__vec,name__eu,name__am,name__my,name__sr_el,name__sr_ec,name__nds,name__hy,name__qu,name__bar,name__de_at,wikipedia__am,wikipedia__enwikiquote,wikipedia__eu,wikipedia__hy,wikipedia__my,wikipedia__nds,wikipedia__qu,wikipedia__vec,identifier__NTA,identifier__NLA,identifier__SELIBR,identifier__IMDB,identifier__britishmuseum,identifier__GNC,identifier__NPG,identifier__bigenc_ru,identifier__snac,identifier__NUKAT,identifier__EGAXA,name__an,name__bm,name__co,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__vls,name__vmf,name__wa,name__wo,name__zu,name__mk,wikipedia__mk,name__new,wikipedia__new,identifier__BNE,identifier__OLID,identifier__google_knowledge,identifier__GTAA
Q212058,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,male,Levy,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,"Мванаваса, Леви",Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,"Мванаваса, Леви",1948-09-03,2008-08-19,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Леві Мванаваса,Леві Мванаваса,利维·姆瓦纳瓦萨,利維·姆瓦納瓦薩,利維·姆瓦納瓦薩,利维·姆瓦纳瓦萨,利维·姆瓦纳瓦萨,利維·姆瓦納瓦薩,Levy Mwanawasa,לוי מוואנוואסה,레비 음와나와사,லெவி முவனவாசா,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,レヴィー・ムワナワサ,Λέβι Μουαναγουάσα,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Леви Мванаваса,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,ლევი მვანავასა,Levy Mwanawasa,Леви Мванаваса,Levy Mwanawasa,利维·姆瓦纳瓦萨,لوی موناوازا,ليفي موناوازا,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,ليفي موناوازا,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Λέβι Μουαναγουάσα,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,لوی موناوازا,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,לוי מוואנוואסה,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,レヴィー・ムワナワサ,ლევი მვანავასა,레비 음와나와사,Леви Мванаваса,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Levy Mwanawasa,Леви Мванаваса,Levy Mwanawasa,Levy Mwanawasa,லெவி முவனவாசா,Levy Mwanawasa,Levy Mwanawasa,利维·姆瓦纳瓦萨,https://upload.wikimedia.org/wikipedia/commons/3/37/Levy_Mwanawasa.jpg,73389059,143874381,nb2009000286,/m/01q0l5,697/000162211,00000024000,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,levy-mwanawasa,biography/Levy-Mwanawasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2146535,Reuben Kamanga,,Reuben Kamanga,Reuben Kamanga,male,Reuben,Reuben Kamanga,Reuben Kamanga,Reuben Kamanga,,Reuben Kamanga,Reuben Kamanga,,Reuben Kamanga,Reuben Kamanga,,1929-08-26,1996-09-20,Reuben Kamanga,Reuben Kamanga,Reuben Kamanga,Reuben Kamanga,,,,,,,,,,,,,,Reuben Kamanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reuben Kamanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q217500,Rupiah Banda,Rupiah Banda,Rupiah Banda,Rupiah Banda,male,,Rupiah Banda,Rupiah Banda,Rupiah Banda,Рупия Банда,Rupiah Banda,Rupiah Banda,,Rupiah Banda,Rupiah Banda,"Банда, Рупия",1937-02-13,,Rupiah Banda,Rupiah Banda,Rupiah Banda,Rupiah Banda,Рупія Банда,Рупія Банда,鲁皮亚·班达,魯皮亞·班達,魯皮亞·班達,鲁皮亚·班达,鲁皮亚·班达,魯皮亞·班達,Rupiah Banda,רופיה בנדה,루피아 반다,ரூப்பையா பண்டா,Rupiah Banda,Rupiah Banda,Rupiah Banda,Rupiah Banda,,,Rupiah Banda,Rupiah Banda,ルピヤ・バンダ,Ρουπία Μπάντα,Rupiah Banda,,,,Rupiah Banda,Rupiah Banda,Rupiah Banda,Rupiah Banda,რუპია ბანდა,,,,鲁皮亚·班达,روپیا باندا,روبيا باندا,Rupiah Banda,,,,,Rupiah Banda,روبيا باندا,,Category:Rupiah Bwezani Banda,Rupiah Banda,Rupiah Banda,Ρουπία Μπάντα,,Rupiah Banda,Rupiah Banda,روپیا باندا,Rupiah Banda,Rupiah Banda,,רופיה בנדה,,Rupiah Banda,Rupiah Banda,,Rupiah Banda,ルピヤ・バンダ,რუპია ბანდა,루피아 반다,,Rupiah Banda,Rupiah Banda,Rupiah Banda,Rupiah Banda,Rupiah Banda,Rupiah Banda,Rupiah Banda,Rupiah Banda,,Rupiah Banda,,ரூப்பையா பண்டா,Rupiah Banda,Rupiah Banda,鲁皮亚·班达,https://upload.wikimedia.org/wikipedia/commons/2/21/Rupia_Banda_-_World_Economic_Forum_on_Africa_2010.jpg,220900632,,n2011212079,/m/0262nzv,,,,Rupiah Banda,,Rupiah Banda,,,,,,,,Rupiah Banda,,Rupiah Banda,,,,,,Рупия Банда,Рупия Банда,0000 0003 6115 0187,,,,,diplomat,,,biography/Rupiah-Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0516999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21997858,Chifita Matafwali,,Chifita Matafwali,Chifita Matafwali,male,,Chifita Matafwali,,,,,Chifita Matafwali,,,,,1959-11-28,2015-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21997866,Humphrey Mwanza,,Humphrey Mwanza,Humphrey Mwanza,male,,Humphrey Mwanza,,,,,Humphrey Mwanza,,,,,1949-04-22,2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2287615,Simon Kapwepwe,,Simon Kapwepwe,Simon Kapwepwe,male,Simon,Simon Kapwepwe,Simon Kapwepwe,Simon Kapwepwe,,Simon Kapwepwe,Simon Kapwepwe,,Simon Kapwepwe,Simon Kapwepwe,,1922-04-12,1980-01-26,Simon Kapwepwe,Simon Kapwepwe,Simon Kapwepwe,Simon Kapwepwe,,,,,,,,,,,,,,Simon Kapwepwe,,,,,,,シモン・カプウェプウェ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon Kapwepwe,,,,,,,Simon Kapwepwe,,,,Simon Kapwepwe,,,25400880,118894579,n88137401,,,00000011242,,,,,,,,,,,,,,,,,,,,,,0000 0000 3068 4934,,,,,politician,,,,,,,,,,,,,,75925,061118745,232080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL380501A,,
Q23541019,Chishimba Kambwili,,Chishimba Kambwili,Chishimba Kambwili,male,,Chishimba Kambwili,,,,,Chishimba Kambwili,,,,,1969-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2374229,Sylvia Masebo,,Sylvia Masebo,Sylvia Masebo,female,Sylvia,Sylvia Masebo,Sylvia Masebo,,,Sylvia Masebo,Sylvia Masebo,,,Sylvia Masebo,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2517357,Vernon Mwaanga,,Vernon Mwaanga,Vernon Mwaanga,male,Vernon,Vernon Mwaanga,Vernon Mwaanga,Vernon Mwaanga,,Vernon Mwaanga,Vernon Mwaanga,,Vernon Mwaanga,Vernon Mwaanga,,1944-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72775559,138970971,n83193468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,90861553,,,,,,,,,,,,,,,,,,,,,,,,355550113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q257156,Inonge Mbikusita-Lewanika,,Inonge Mbikusita-Lewanika,Inonge Mbikusita-Lewanika,female,,Inonge Mbikusita-Lewanika,Inonge Mbikusita-Lewanika,Inonge Mbikusita-Lewanika,,Inonge Mbikusita-Lewanika,Inonge Mbikusita-Lewanika,,Inonge Mbikusita-Lewanika,Inonge Mbikusita-Lewanika,,1943-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/7/77/Inonge_Mbikusita-Lewanika_detail,_ABr_60047.jpg",25960434,,n82160222,/m/07d8y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q262053,Mainza Chona,,Mainza Chona,Mainza Chona,male,,Mainza Chona,Mainza Chona,Mainza Chona,,Mainza Chona,Mainza Chona,Mainza Chona,,Mainza Chona,,1930-01-21,2001-12-11,Mainza Chona,,,,Маїнза Чона,Маїнза Чона,,,,,,,Mainza Chona,,,,,Mainza Chona,,,,,,,,,,,,,,Mainza Chona,,,,,,,,,,,,,,,,,,,,,,,,,,Mainza Chona,,,,,,,,,,,,,,,,,Mainza Chona,,,,,,,,,Mainza Chona,,,72735263,,n82057215,/m/0bz_0s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,76554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89330
Q26721408,Edith Nawakwi,,Edith Nawakwi,Edith Nawakwi,female,Edith,Edith Nawakwi,,,,Edith Nawakwi,Edith Nawakwi,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,ENawakwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26923348,Vera Tembo,,Vera Tembo,Vera Tembo,female,,Vera Tembo,,,,,Vera Tembo,,,,,1953-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vera Tembo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27063131,Joyce Nonde-Simukoko,,Joyce Nonde-Simukoko,Joyce Nonde-Simukoko,female,Joyce,Joyce Nonde-Simukoko,Joyce Nonde-Simukoko,,,,Joyce Nonde-Simukoko,,,,,1957-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27063175,Davies Chama,,Davies Chama,Davies Chama,male,Davies,Davies Chama,Chama Davies,,,,Davies Chama,,,Chama Davies,,1964-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27063490,Chitalu Chilufya,,Chitalu Chilufya,Chitalu Chilufya,male,,Chitalu Chilufya,Chitalu Chilufya,,,,Chitalu Chilufya,,,Chitalu Chilufya,,1972-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27063683,Steven Kampyongo,,Steven Kampyongo,Stephen Kampyongo,male,Steven,,Stephen Kampyongo,,,,Steven Kampyongo,,,Stephen Kampyongo,,1972-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27063686,Godfridah Sumaili,,Godfridah Sumaili,Godfridah Sumaili,female,,Godfridah Sumaili,Godfridah Nsenduluka Sumaili,,,,Godfridah Sumaili,,,Godfridah Nsenduluka Sumaili,,1957-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27517522,Micheal Katambo,,Micheal Katambo,Micheal Zondani Katambo,male,Micheal,Micheal Zondani Katambo,Micheal Zondani Jay Katambo,,,,Micheal Zondani Katambo,,,Micheal Zondani Jay Katambo,,1969-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27662555,Brian Mushimba,,Brian Mushimba,Brian Mushimba,male,Brian,Brian Mushimba,Brian Mushimba,,,,Brian Mushimba,,,Brian Mushimba,,1974-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hon-Brian-Mushimba-MP-Minister-of-Transport-Communications-1618265671834669,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27891778,Nkandu Luo,,Nkandu Luo,Nkandu Luo,female,,Nkandu Luo,Nkandu Luo,,,Nkandu Luo,Nkandu Luo,,,Nkandu Luo,"Луо, Нканду",1951-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nkandu Luo,,,,,,,,,,,,,,,,,,,,,,,,,,,,274147869652974982474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27899009,Victoria Kalima,,Victoria Kalima,Victoria Kalima,female,Victoria,Victoria Kalima,Victoria Kalima,,,,Victoria Kalima,,,Victoria Kalima,,1972-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27947831,Jean Kapata,,Jean Kapata,Jean Kapata,female,Jean,Jean Kapata,Jean Kapata,,,,Jean Kapata,,,Jean Kapata,,1960-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28223205,Daniel Munkombwe,,Daniel Munkombwe,Daniel Munkombwe,,,Daniel Munkombwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539929,Emerine Kabanshi,,Emerine Kabanshi,,female,,,Emerine Kabanshi,,,,Emerine Kabanshi,,,Emerine Kabanshi,,1964-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539935,Kampamba Chilumba,,Kampamba Chilumba,,female,,,Kampamba Chilumba,,,,Kampamba Chilumba,,,Kampamba Chilumba,,1976-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539941,Sylvia Chalikosa,,Sylvia Chalikosa,,female,Sylvia,,Sylvia Bambala Chalikosa,,,,Sylvia Bambala Chalikosa,,,Sylvia Bambala Chalikosa,,1964-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539945,Lloyd Kaziya,,Lloyd Kaziya,,male,Lloyd,,Lloyd Mulenga Kaziya,,,,Lloyd Mulenga Kaziya,,,Lloyd Mulenga Kaziya,,1969-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539950,Chomba Sikazwe,,Chomba Sikazwe,,male,,,Chomba Freedom Sikazwe,,,,Chomba Freedom Sikazwe,,,Chomba Freedom Sikazwe,,1961-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539957,Ronald Chitotela,,Ronald Chitotela,,male,Ronald,,Ronald Kaoma Chitotela,,,,Ronald Kaoma Chitotela,,,Ronald Kaoma Chitotela,,1972-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539961,Mathew Nkhuwa,,Mathew Nkhuwa,,male,Mathew,,Mathew Nkhuwa,,,,Mathew Nkhuwa,,,Mathew Nkhuwa,,1954-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539966,Lucky Mulusa,,Lucky Mulusa,,male,,,Lucky Mulusa,,,,Lucky Mulusa,,,Lucky Mulusa,,1965-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
