id,name,photo,constituency,party,party_id,source,email,birth_date,term
5432,Mbololwa Subulwa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Mbololwa%20Subulwa.JPG?itok=1jvWdVl-,Sioma,Independent,Independent,http://www.parliament.gov.zm/node/5432,"",1981-05-29,2016
5438,Frank Simona Kufakwandi,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kufakwandi%252C_frank_s.jpg?itok=qPOx2JBZ,Sesheke,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5438,"",1951-08-08,2016
5440,Kapelwa Astley Mbangweta,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/HON%20MB.jpg?itok=Aoh2GeW7,Nkeyema,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5440,"",1955-10-16,2016
5445,George Muhali Imbuwa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/imbuwa%252C_george_m.jpg?itok=ZyQeX_kq,Nalolo,Independent,Independent,http://www.parliament.gov.zm/node/5445,"",1961-04-15,2016
5446,Sililo Mutaba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mutaba%25252C_sililo_o.jpg?itok=A4FMdh0I,Mwandi,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5446,"",1982-05-30,2016
5447,Alfred Mandumbwa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mandumbwa%252C_alfred.jpg?itok=XyG02qY3,Mulobezi,Independent,Independent,http://www.parliament.gov.zm/node/5447,"",1955-08-03,2016
5449,Mwilola Imakando,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/imakando%252C_mwilola.jpg?itok=OZ9PE8BZ,Mongu Central,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5449,"",1960-03-21,2016
5450,David Mulonda Kundoti,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kundoti%252C_david_m.jpg?itok=f1Wc4O-_,Luena,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5450,"",1959-09-20,2016
5451,Naluwa Mwene,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mwene%25252C_naluwa.jpg?itok=kehaz0RF,Mangango,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5451,"",1974-11-25,2016
5452,Fred Chibulo Chaatila,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/chaatila%252C_fred_c.jpg?itok=vRdNJF3h,Moomba,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5452,"",1974-03-06,2016
5453,Kasautu Saiti Michelo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/michelo%2Ckasauta%2Cupnd.jpg?itok=s5l7Rvwg,Bweengwa,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5453,"",1974-08-07,2016
5455,Mathews Jere,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/jere%252C_mathews.jpg?itok=9M3SUXId,Livingstone,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5455,"",1976-05-08,2016
5459,Harry Kamboni,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kamboni%252C_harry_ks.jpg?itok=ivisUOCr,Kalomo Central,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5459,"",1966-02-15,2016
5462,Attractor Malungo Chisangano,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/chisangano%252C_attractor_m_0.jpg?itok=sS1zXAkX,Gwembe,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5462,"",1968-01-29,2016
5463,Kabwe Chrispin Mwiinga,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mwiinga%25252C_kabwe_c.jpg?itok=MX3sCLDz,Chikankata,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5463,"",1976-04-12,2016
5465,Prisca Kucheka,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kucheka%252C_prisca_c.jpg?itok=ZarDQQbk,Zambezi West,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5465,"",1965-11-01,2016
5466,Brian Kambita,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Brian%20Kambita.JPG?itok=v0YZlA12,Zambezi East,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5466,"",1971-02-04,2016
5467,Leaky Kintu,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kintu%252C_leaky.jpg?itok=dpern4rl,Solwezi East,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5467,"",1963-07-15,2016
5468,Stafford Mulusa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20S%20Mulusa.JPG?itok=ECJa6eMU,Solwezi Central,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5468,"",1975-02-05,2016
5469,Newton Samakayi,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/samakayi%25252C_newton.jpg?itok=bvWICYYg,Mwinilunga,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5469,"",1963-08-08,2016
5471,Elliot Kamondo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kamondo%252C_eliot.jpg?itok=4s-1udWC,Mufumbwe,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5471,"",1966-08-30,2016
5480,Masautso K Tembo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/tembo%25252C_masauso_k.jpg?itok=LIc-HtWA,Sinda,Independent,Independent,http://www.parliament.gov.zm/node/5480,"",1987-03-29,2016
5485,Sebastian C. Kopulande,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/KOPULANDE%202016.jpg?itok=vohP-4ak,Chembe,Patriotic Front,PF,http://www.parliament.gov.zm/node/5485,skopulande@parliament.gov.zm,1959-04-22,2016
5488,Given Katuta,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Given%20Katuta.JPG?itok=w-C9Cq6G,Chiengi,Forum for Democracy and Development,FDD,http://www.parliament.gov.zm/node/5488,"",1969-03-06,2016
5491,Jewis Chabi,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Chabi%20Jewis.JPG?itok=GQGmAfc5,Chipili,Independent,Independent,http://www.parliament.gov.zm/node/5491,"",1979-11-25,2016
5508,Dennis Musuku Wanchinga,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/wanchinga%252C_dennis_m.jpg?itok=IQgzJ6rI,Mambilima,Patriotic Front,PF,http://www.parliament.gov.zm/node/5508,"",1947-11-10,2016
5513,Anthony Bwalya Malama,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20A%20Malama.JPG?itok=lws-Auaa,Nchelenge,Patriotic Front,PF,http://www.parliament.gov.zm/node/5513,"",1972-10-29,2016
5518,Ponde Chunga Mecha,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/DSC_2637.JPG?itok=6s2_4dxQ,Chifunabuli,Patriotic Front,PF,http://www.parliament.gov.zm/node/5518,"",1969-09-07,2016
5525,Japhen Mwakalombe,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20J%20Mwakalombe.JPG?itok=EMUg9S6l,Chongwe,Patriotic Front,PF,http://www.parliament.gov.zm/node/5525,"",1970-07-11,2016
5528,Mirriam Chinyama Chonya,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20M%20Chonya%20Chinyama.JPG?itok=Zmk2MGGu,Kafue,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5528,"",1971-01-25,2016
5531,Stephen Miti,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/miti%252C_stephen.jpg?itok=bTwOXQO1,Feira,Independent,Independent,http://www.parliament.gov.zm/node/5531,"",1973-03-18,2016
5539,Elizabeth Phiri,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/phiri%25252C_elizabeth.jpg?itok=5RskVs2Z,Kanyama,Patriotic Front,PF,http://www.parliament.gov.zm/node/5539,"",1960-10-26,2016
5549,Mukumbuta Mulowa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mulowa%252C_mukumbuta.jpg?itok=4KbhrzZv,Senanga,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5549,"",1971-11-25,2016
5572,Sitwala Morgan Sitwala,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20M%20Sitwala.JPG?itok=tLdpJNJF,Kaoma,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5572,"",1958-11-26,2016
5578,Lloyd Mulenga Kaziya,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kaziya%252C_lloyd_m.jpg?itok=erP8_rKJ,Matero,Patriotic Front,PF,http://www.parliament.gov.zm/node/5578,"",1969-07-27,2016
5587,Robert Lihefu,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/lihefu%2Crobert%2Cupnd.jpg?itok=JPWLPpba,Manyinga,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5587,"",1975-01-01,2016
5591,Brenda Mwika Tambatamba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/tambatamba%25252C_brenda_m.jpg?itok=ClEkm1Ff,Kasempa,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5591,"",1961-04-29,2016
5596,Gift Sialubalo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/sialubalo%25252C_gift_s.jpg?itok=eHos1zPB,Sinazongwe,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5596,"",1969-08-25,2016
5602,Darius Mulunda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mulunda%252C_darius.jpg?itok=6Tult_Ii,Siavonga,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5602,"",1969-01-07,2016
5604,Victor Lumayi,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/lumayi%252C_victor.jpg?itok=U__B4BIo,Chavuma,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5604,"",1978-03-28,2016
5615,Brian Muntayalwa Mundubile,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Brian%20Munpubile.JPG?itok=tDkEqst2,Mporokoso,Patriotic Front,PF,http://www.parliament.gov.zm/node/5615,"",1971-01-05,2016
5621,Mutotwe L Kafwaya,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/kafwaya%252C_mutotwe_l.jpg?itok=jaCuYIOK,Lunte,Patriotic Front,PF,http://www.parliament.gov.zm/node/5621,"",1976-08-28,2016
5639,Emmerson Machila,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/machila%252C_emmerson.jpg?itok=5RCn3iXk,Magoye,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5639,"",1952-12-26,2016
5657,Sheal S Mulyata,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mulyata%252C_sheal_s.jpg?itok=7-fbOxxz,Rufunsa,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5657,"",1960-06-25,2016
5665,Machila Jamba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/jamba%252C_machila.jpg?itok=hsJ2mdDb,Mwembeshi,Independent,Independent,http://www.parliament.gov.zm/node/5665,"",1972-05-09,2016
5677,Davison Mung`andu,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mung%252527andu%25252C_davison.jpg?itok=NTO6PKCP,Chama South,Patriotic Front,PF,http://www.parliament.gov.zm/node/5677,"",1981-06-19,2016
5683,George Kingsley Mwamba,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/mwamba%25252C_george_k.jpg?itok=-Igbl6FI,Lubansenshi,Patriotic Front,PF,http://www.parliament.gov.zm/node/5683,"",1955-11-22,2016
5687,Mwenya C Munkonge,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/munkonge%25252C_mwenya_c.jpg?itok=fCr_vSvr,Lukashya,Independent,Independent,http://www.parliament.gov.zm/node/5687,"",1968-03-16,2016
5696,Kalalwe Andrew Mukosa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Screen%20Shot%202016-10-20%20at%202.43.53%20PM.png?itok=zwrSRzNX,Chinsali,Patriotic Front,PF,http://www.parliament.gov.zm/node/5696,"",1984-06-09,2016
5697,Jacob Siwale,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Jacob%20Siwale.JPG?itok=qXsMovCx,Mafinga,Patriotic Front,PF,http://www.parliament.gov.zm/node/5697,"",1972-03-30,2016
5698,Martin Malama,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Martin-Malama.jpg?itok=lqTFxuE4,Kanchibiya,Patriotic Front,PF,http://www.parliament.gov.zm/node/5698,mmalama@parliament.gov.zm,1966-06-19,2016
5699,Sylvia Bambala Chalikosa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/chalikosa%252C_sylvia_b.jpg?itok=tLEa2eBi,Mpika Central,Patriotic Front,PF,http://www.parliament.gov.zm/node/5699,"",1964-03-29,2016
5700,Yizukanji Siwanzi,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/siwanzi%25252C_yizukanji.jpg?itok=xQS5flYX,Nakonde,Patriotic Front,PF,http://www.parliament.gov.zm/node/5700,"",1979-12-22,2016
5701,Rosaria C Fundanga,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20R%20Fundanga.JPG?itok=JBar6_zt,Chilubi,Patriotic Front,PF,http://www.parliament.gov.zm/node/5701,"",,2016
5703,Kelvin M Sampa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/sampa%25252C_kelvin_m.jpg?itok=jw33dkMn,Kasama,Patriotic Front,PF,http://www.parliament.gov.zm/node/5703,"",1972-05-25,2016
5722,Makozo Chikote,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Chikote%20Makozo.JPG?itok=R82f_sQ1,Luampa,United Party for National Development,UPND,http://www.parliament.gov.zm/node/5722,"",1975-05-25,2016
5748,Edify Mukambala Hamukale,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hamukale.gif?itok=Vqa4HEAY,Nominated,Patriotic Front,PF,http://www.parliament.gov.zm/node/5748,"",1971-04-15,2016
5751,Godfridah Nsenduluka Sumaili,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20G%20N%20Sumaili.JPG?itok=ZXDX-ORI,Nominated,Patriotic Front,PF,http://www.parliament.gov.zm/node/5751,"",1957-05-26,2016
5754,Chama Davies,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/DSC_2598.jpg?itok=EclZTQms,Nominated,Patriotic Front,PF,http://www.parliament.gov.zm/node/5754,"",1964-08-21,2016
5767,Joyce Nonde Simukoko,"",Nominated,Patriotic Front,PF,http://www.parliament.gov.zm/node/5767,"",1957-12-10,2016
5776,Lucky Mulusa,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Lucky%20Mulusa.JPG?itok=QJQhL6VR,Nominated,Patriotic Front,PF,http://www.parliament.gov.zm/node/5776,"",1965-03-30,2016
82,Gary G Nkombo,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/nkombo%25252C_gary_g.jpg?itok=BebQPNda,Mazabuka Central,United Party for National Development,UPND,http://www.parliament.gov.zm/node/82,gnkombo@parliament.gov.zm,1965-03-01,2016
9,Charles Romel Banda,http://www.parliament.gov.zm/sites/default/files/styles/mp_details/public/images/mp/Hon%20Charles%20Banda.JPG?itok=LJOkG7U-,Kapoche,Patriotic Front,PF,http://www.parliament.gov.zm/node/9,crbanda@parliament.gov.zm,1956-11-22,2016
