id,name__en,name__ga,name__de,name__nl,name__fr,name,wikipedia__en,wikipedia__ga,gender,given_name,website,original_wikiname,name__ru,birth_date,name__es,name__nb,name__da,name__nn,name__sv,name__hu,wikipedia__de,identifier__VIAF,identifier__ISNI,identifier__BNF,identifier__SUDOC,death_date,identifier__BNE,image,wikipedia__nl,identifier__freebase,name__pl,wikipedia__fr,wikipedia__pl,family_name,identifier__EuroparlMEP,name__sco,wikipedia__sco,name__fi,name__ca,wikipedia__ca,wikipedia__fi,wikipedia__commons,name__ro,wikipedia__ro,wikipedia__sv,name__it,name__gv,name__tr,name__ie,name__zh,wikipedia__gv,wikipedia__ie,wikipedia__it,wikipedia__tr,wikipedia__zh,identifier__LCAuth,name__cy,wikipedia__plwikiquote,identifier__Britannica,name__lb,name__eu,name__qu,name__gd,name__ko,name__be,name__yo,name__ms,name__gl,name__et,name__ja,name__sh,name__pt,name__sr,name__uk,name__la,name__cs,name__bg,name__pt_br,name__ta,name__el,name__eo,name__war,name__lmo,name__oc,name__lt,name__fa,name__he,name__hy,name__ar,wikipedia__ar,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hy,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__ms,wikipedia__no,wikipedia__pt,wikipedia__qu,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__uk,wikipedia__war,wikipedia__yo,identifier__NNDB,identifier__parlement,identifier__IMDB,identifier__FAST,identifier__N6I,name__br,wikipedia__br,name__id,name__bn,name__be_tarask,name__ckb,name__az,name__af,name__hi,wikipedia__af,wikipedia__az,wikipedia__be_x_old,wikipedia__bn,wikipedia__ckb,wikipedia__hiwikiquote,wikipedia__id,wikipedia__nn,identifier__GND,identifier__NTA,identifier__Munzinger,identifier__journalisted,identifier__hansard,identifier__TWFY,identifier__parliamentary_record,identifier__bbc_democracy_live,twitter,wikipedia__itwikiquote,identifier__OpenPlaques,wikipedia__vi,name__vi,name__bar,name__zh_hant,name__zh_cn,identifier__PACE,identifier__parliamentDOTuk,name__hsb,wikipedia__hsb,identifier__google_knowledge,identifier__guardian_topic,occupation,identifier__GTAA,identifier__snac,wikipedia__enwikinews,facebook,identifier__quora,identifier__BBC_things,name__en_gb,wikipedia__hi,wikipedia__is,name__is,name__mr,wikipedia__hu,wikipedia__mr,wikipedia__ta,name__hr,name__sk,name__tt,wikipedia__tt,name__fo,name__kl,name__kana,identifier__BIBSYS,name__en_ca,identifier__SELIBR,name__sl,wikipedia__lrc,identifier__bigenc_ru,name__an,name__ast,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__gsw,name__ia,name__io,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__NUKAT,name__lv,identifier__rush,name__lrc,honorific_suffix,identifier__oireachtas,identifier__Oxforddnb,identifier__national_archives,identifier__OLID,identifier__wikitree,noble_title,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__hr,identifier__NLI,identifier__ne_se,identifier__GNC,identifier__NLAtrove,wikipedia__oc,name__kk,wikipedia__kk,identifier__DoUB,identifier__CTHS,name__sr_el,name__fy,wikipedia__ast,wikipedia__fy,identifier__CLARA,name__tl,identifier__persee,identifier__BAV,identifier__NLA,name__ka,wikipedia__io,wikipedia__ka,identifier__CONOR,identifier__nlg,identifier__Gutenberg,name__th,wikipedia__th,name__sr_ec,wikipedia__svwikiquote,name__mk,name__lzh,name__yue,name__kn,name__szl,name__nan,wikipedia__frwikiquote,wikipedia__kn,wikipedia__mk,wikipedia__nnwikiquote,wikipedia__sk,wikipedia__szl,wikipedia__ur,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__NPG,identifier__CANTIC,wikipedia__pms,wikipedia__slwikiquote,wikipedia__ukwikiquote,wikipedia__itwikisource,wikipedia__lv,wikipedia__simplewikiquote,identifier__NKC,identifier__NLP,identifier__LNB,name__bs,wikipedia__bs,name__pnb,name__ku,name__ur,wikipedia__ku,wikipedia__pnb,wikipedia__sl,identifier__nobel_prize,name__ext,wikipedia__mg,identifier__britishmuseum,wikipedia__cswikiquote,identifier__CSPAN,identifier__NDL,identifier__LAC,identifier__BVMC,wikipedia__dewikiquote,identifier__filmportal_de,identifier__kinopoisk,identifier__allmovie,name__ml,name__uz,wikipedia__ml,wikipedia__uz,identifier__ricorso,identifier__ainm
Q5052040,Cathal O'Shannon,Cathal O'Shannon,Cathal O'Shannon,Cathal O'Shannon,,Cathal O'Shannon,Cathal O'Shannon,Cathal O'Shannon,male,Cathal,,,,1893,,,,,,,,315944606,0000 0004 4881 2999,16942219t,,1969-10-04,,,,,,,,O'Shannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,65857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5052070,Cathal Ó Murchadha,Cathal Ó Murchadha,Cathal Ó Murchadha,Cathal Ó Murchadha,,Cathal Ó Murchadha,Cathal Ó Murchadha,Cathal Ó Murchadha,male,Cathal,,,,1880-02-16,Cathal Ó Murchadha,,,,,Cathal Ó Murchadha,,315945495,,,,1958-04-28,,,,,,,,Ó Murchadha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5052598,Catherine Connolly,Catherine Connolly,Catherine Connolly,Catherine Connolly,,Catherine Connolly,Catherine Connolly,Catherine Connolly,female,Catherine,,,,1957-07-12,,,,,,,,,,,,,,,,,,,,Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Catherine Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5052836,Catherine Murphy,Catherine Murphy,Catherine Murphy,Catherine Murphy,Catherine Murphy,Catherine Murphy,Catherine Murphy (politician),Catherine Murphy,female,Catherine,http://www.catherinemurphy.ie/,,Кэтрин Мёрфи,1953-09-01,Catherine Murphy,,,,,Catherine Murphy,,315945515,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a6/Catherine_Murphy_politician_frameless_photo.jpg,,/m/07ygwt,,,,Murphy,,,,,,,,,,,,,,,,凱瑟琳·墨菲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كاثرين ميرفي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Catherine Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5056187,Cecil Lavery,Cecil Lavery,Cecil Lavery,Cecil Lavery,Cecil Lavery,Cecil Lavery,Cecil Lavery,Cecil Lavery,male,Cecil,,,,1894-10-06,,,,,,,,,,,,1967-12-16,,,,,,,,Lavery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,Cecil Lavery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,,F54177,,,,,,,,,,,,,,,,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5058008,Celia Lynch,Celia Lynch,Celia Lynch,Celia Lynch,Celia Lynch,Celia Lynch,Celia Lynch,Celia Lynch,female,Celia,,,,1908-05-06,,,,,,,,,,,,1989-06-16,,,,,,,,Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Celia Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5077579,Charles Fagan,Charles Fagan,Charles Fagan,Charles Fagan,Charles Fagan,Charles Fagan,Charles Fagan,Charles Fagan,male,Charles,,,,1881-10-01,,,,,,,,,,,,1974-05-08,,,,,,,,Fagan,,,,,,,,,,,,Charles Fagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Charles Fagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5085220,Charlie McConalogue,Charlie McConalogue,Charlie McConalogue,Charlie McConalogue,Charlie McConalogue,Charlie McConalogue,Charlie McConalogue,Charlie McConalogue,male,Charlie,,,,1977-10-04,Charlie McConalogue,,,,,Charlie McConalogue,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Charlie_McConalogue_2011.jpg,,,,,,McConalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Charlie McConalogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5085319,Charlie O'Connor,,Charlie O'Connor,Charlie O'Connor,Charlie O'Connor,Charlie O'Connor,Charlie O'Connor,,male,Charlie,,,Чарли О’Коннор,1946-04-09,Charlie O'Connor,Charlie O'Connor,Charlie O'Connor,Charlie O'Connor,Charlie O'Connor,Charlie O'Connor,,,,,,,,,,,,,,O'Connor,,Charlie O'Connor,Charlie O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Charlie O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5105734,Chris Andrews,,Chris Andrews,Chris Andrews,Chris Andrews,Chris Andrews,Chris Andrews (politician),,male,Chris,,,Крис Эндрюс,1964-05-25,Chris Andrews,,,,,Chris Andrews,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/df/Chris_Andrews_2014.jpg,,,,,,Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كريس اندروز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Chris Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5106553,Chris Flood,,Chris Flood,Chris Flood,Chris Flood,Chris Flood,Chris Flood,,male,Chris,,,,1947-05-01,Chris Flood,,,,,Chris Flood,,,,,,,,,,,,,,Flood,,,,,,,,,,,,Chris Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Chris Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5112026,Christopher Byrne,Christopher Byrne,Christopher Byrne,Christopher Byrne,Christopher Byrne,Christopher Byrne,Christopher Byrne (politician),Christopher Byrne,male,Christopher,,,Кристофер Бирн,1886,Christopher Byrne,,,,,Christopher Byrne,,315692290,,,,1957-09-05,,,,,,,,Byrne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Christopher Byrne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5113670,Christy O'Sullivan,,Christy O'Sullivan,Christy O'Sullivan,Christy O'Sullivan,Christy O'Sullivan,Christy O'Sullivan,,male,Christy,,,,1948-11-27,,,,,,,,,,,,,,,,,,,,O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Christy O'Sullivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5119115,Ciara Conway,Ciara Conway,Ciara Conway,Ciara Conway,Ciara Conway,Ciara Conway,Ciara Conway (politician),Ciara Conway,female,Ciara,,,,1980-08-13,Ciara Conway,,,,,Ciara Conway,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2d/Ciara_Conway_2014.jpg,,,,,,Conway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Ciara Conway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5119177,Ciarán Lynch,Ciarán Lynch,Ciarán Lynch,Ciarán Lynch,Ciarán Lynch,Ciarán Lynch,Ciarán Lynch,Ciarán Lynch,male,Ciarán,http://www.ciaranlynch.ie,,Киаран Линч,1964-06-13,Ciarán Lynch,,,,,Ciarán Lynch,,,,,,,,,,,,,,Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Ciarán Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5119184,Ciarán Murphy,Ciarán Murphy,Ciarán Murphy,Ciarán Murphy,Ciarán Murphy,Ciarán Murphy,Ciarán Murphy,Ciarán Murphy,male,Ciarán,,,,1940-05-30,,,,,,,,,,,,,,,,,,,,Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Ciarán Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5131303,Clement Coughlan,Clement Coughlan,Clement Coughlan,Clement Coughlan,Clement Coughlan,Clement Coughlan,Clement Coughlan,Clement Coughlan,male,Clement,,,,1942-08-14,Clement Coughlan,,,,,Clement Coughlan,,,,,,1983-02-01,,,,,,,,Coughlan,,,,,,,,,,,,Clement Coughlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaelic football player,,,,,,,,,,,,,,,,,,,,,,,,,Clement Coughlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5147673,Colm Gallagher,Colm Gallagher,Colm Gallagher,Colm Gallagher,Colm Gallagher,Colm Gallagher,Colm Gallagher,Colm Gallagher,male,Colm,,,,,Colm Gallagher,,,,,Colm Gallagher,,315945374,,,,1957-06-26,,,,,,,,Gallagher,,,,,,,,,,,,Colm Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Colm Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5147676,Colm Hilliard,,Colm Hilliard,Colm Hilliard,Colm Hilliard,Colm Hilliard,Colm Hilliard,,male,Colm,,,,1936-05-01,,,,,,,,,,,,2002-01-14,,,,,,,,Hilliard,,,,,,,,,,,,Colm Hilliard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaelic football player,,,,,,,,,,,,,,,,,,,,,,,,,Colm Hilliard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5147686,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,male,Colm,http://www.colmkeaveney.ie,,,1971-01-11,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,,,,,,,,,,/m/02rlghs,Colm Keaveney,,,Keaveney,,Colm Keaveney,,Colm Keaveney,Colm Keaveney,,,,Colm Keaveney,,,Colm Keaveney,,Colm Keaveney,Colm Keaveney,,,,,,,,Colm Keaveney,,,Colm Keaveney,Colm Keaveney,,Colm Keaveney,,,,Colm Keaveney,Colm Keaveney,Colm Keaveney,,,Colm Keaveney,,,,Colm Keaveney,,Colm Keaveney,,,Colm Keaveney,,,Colm Keaveney,Colm Keaveney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colm Keaveney,,Colm Keaveney,,,,,Colm Keaveney,,,,,,,,,,,,,,,,,,,,,,Colm Keaveney,Colm Keaveney,,,,,,,,,politician,,,,,,,Colm Keaveney,,,,,,,,Colm Keaveney,Colm Keaveney,,,,,,,Colm Keaveney,,Colm Keaveney,,,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,Colm Keaveney,,,,,,2312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5157932,Con Collins,Conchubhar Ó Coileáin,Con Collins,Con Collins,Con Collins,Con Collins,Con Collins,Conchubhar Ó Coileáin,male,Cornelius,,,,1881-11-13,Con Collins,,,,Con Collins,Con Collins,,315945561,,,,1937-11-23,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Con_Collins.jpg,,,,,,Collins,,,,,,,,,,,,Con Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mr-cornelius-collins,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704
Q5157960,Con Lehane,Con Lehane,Con Lehane,Con Lehane,Con Lehane,Con Lehane,Con Lehane (Irish republican),Con Lehane,male,Con,,,,1911,,,,,,,,,,,,1983-09-18,,,,,,,,Lehane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Con Lehane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5157973,Con Meaney,Con Meaney,Con Meaney,Con Meaney,Con Meaney,Con Meaney,Con Meaney,Con Meaney,male,Con,,,,1890-12-08,,,,,,,,,,,,1970-09-11,,,,,,,,Meaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Con Meaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
