id,name,party,faction,term,image,area,birth_date,phone,email,source
218,Luis José Fernández Chenal,PP,PP,7,http://www.congreso.gob.gt/manager/images/19C4FAD8-6817-7765-A51F-07C2B6D2DFCC.jpg,Distrito Guatemala,1980-11-03,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Lfernandez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=218
220,Laura Alicia Franco Aguirre,UCN,LIDER,7,http://www.congreso.gob.gt/manager/images/0C90EF3A-32CE-326F-1653-07C3835085B9.jpg,Zacapa,1952-12-13,. Ext .,Lfranco@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=220
220,Laura Alicia Franco Aguirre,UCN,FCN,8,http://www.congreso.gob.gt/manager/images/0C90EF3A-32CE-326F-1653-07C3835085B9.jpg,Zacapa,1952-12-13,,Lfranco@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=220
221,Amílcar Aleksander Castillo Roca,PP,PP,7,http://www.congreso.gob.gt/manager/images/5069813A-41A3-287E-78DC-16A626DC8301.jpg,Listado Nacional,2012-01-15,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Acastillo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=221
222,Pedro Gálvez Hernández,VIVA,PRI,7,http://www.congreso.gob.gt/manager/images/328B3925-21CD-B00A-CD5C-07C54D4159A8.jpg,Listado Nacional,1981-04-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Phernandez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=222
223,Jorge Adolfo de Jesús García Silva,VIVA,LIDER,7,http://www.congreso.gob.gt/manager/images/78C51711-97C6-755C-3050-07C5AF5EA3A7.jpg,Distrito Guatemala,1976-02-05,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jgarcia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=223
224,Luis Adolfo Chávez Pérez,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/5D2DE85C-215B-CE47-A4D3-07C5F66695D4.jpg,Huehuetenango,1967-06-21,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Lchavez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=224
225,Selvin Boanerges García Velásquez,CREO,CREO,7,http://www.congreso.gob.gt/manager/images/9E328915-882E-E675-B965-07C63AA08F99.jpg,Distrito Central,1975-10-03,(502) 2244-7878 Ext 2180,Sgarcia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=225
225,Selvin Boanerges García Velásquez,CREO,CREO,8,http://www.congreso.gob.gt/manager/images/9E328915-882E-E675-B965-07C63AA08F99.jpg,Distrito Central,1975-10-03,,Sgarcia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=225
226,Juan Manuel Giordano Grajeda,CREO,LIDER,7,http://www.congreso.gob.gt/manager/images/83E7725B-E32A-B416-3585-A5CB61EC6FB0.jpg,San Marcos,1992-01-17,22391033 Ext Aquí debe de ingresar su extensión,Jmgiordano@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=226
226,Juan Manuel Giordano Grajeda,CREO,FCN,8,http://www.congreso.gob.gt/manager/images/83E7725B-E32A-B416-3585-A5CB61EC6FB0.jpg,Listado Nacional,1992-01-17,,jgiordano@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=226
227,Oscar Rolando Corleto Rivera,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/39F1EDF4-C0AB-5F72-5E1E-07C6B0035A14.jpg,Alta Verapaz,2012-01-15,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Ocorleto@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=227
227,Oscar Rolando Corleto Rivera,LIDER,FCN,8,http://www.congreso.gob.gt/manager/images/39F1EDF4-C0AB-5F72-5E1E-07C6B0035A14.jpg,Listado Nacional,2012-01-15,,Ocorleto@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=227
228,Álvaro González Ricci,CREO,CREO,7,http://www.congreso.gob.gt/manager/images/D9B56207-23D7-58AE-C182-AC2A26D4C871.jpg,Distrito Central,1967-02-19,22447878 Ext 2185,alvaro.gonzalez.ricci@gmail.com,http://www.congreso.gob.gt/perfiles.php?id=228
229,Eugenio Moisés González Alvarado,CREO,IND,7,http://www.congreso.gob.gt/manager/images/1374A0A7-5799-77B0-B7EC-07C73504EF6E.jpg,Totonicapán,1960-11-23,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Emgonzalez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=229
229,Eugenio Moisés González Alvarado,CREO,TODOS,8,http://www.congreso.gob.gt/manager/images/1374A0A7-5799-77B0-B7EC-07C73504EF6E.jpg,Totonicapán,1960-11-23,,Emgonzalez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=229
230,Edgar Romeo Cristiani Calderón,PP,PP,7,http://www.congreso.gob.gt/manager/images/C87C9FB7-3D49-B0A3-9DB1-07C763F5A98F.jpg,Listado Nacional,1972-07-25,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Ecristiani@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=230
231,Ana Regina del Rosario Guzmán Sánchez,PP,PP,7,http://www.congreso.gob.gt/manager/images/98BB91F2-5C81-8698-703F-07C7A2C854DC.jpg,Sacatepéquez,1968-10-04,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Aguzman@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=231
232,Flavio José Yojcom García,TODOS,LIDER,7,http://www.congreso.gob.gt/manager/images/32F08104-F1DF-2269-5D4B-07C7DF348562.jpg,Sololá,2012-01-14,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Fyojcom@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=232
234,Mario Gerardo Yanes Guerra,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/95F0D7BE-D678-EE14-D6EA-07C81C76F419.jpg,Petén,1972-08-24,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Myanes@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=234
235,Julio César Xicay Póz,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/CE9EB381-ABEB-5138-AEA5-07C85AE5566E.jpg,Quetzaltenango,1970-01-25,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jxicay@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=235
236,Manuel Alfredo Villacorta Mirón,VIVA,VIVA,7,http://www.congreso.gob.gt/manager/images/16D40391-D343-AB2F-0331-07C898AED855.jpg,Distrito Central,1948-07-25,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mvillacorta@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=236
237,Juan Pablo Urrea Casasola,PP,PP,7,http://www.congreso.gob.gt/manager/images/F7B62063-F713-1A5A-2744-07C8E199FE25.jpg,Distrito Central,1973-02-12,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jurrea@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=237
238,Álvaro Manuel Trujillo Baldizón,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/69DBC2D6-2EE6-3EA7-411F-07C91997560D.jpg,Quetzaltenango,1977-08-01,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Atrujillo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=238
239,Carlos Humberto Herrera Quezada,UCN,IND,7,http://www.congreso.gob.gt/manager/images/95764D6E-F4E6-E210-11DB-07CAECB59EAB.jpg,Distrito Guatemala,1951-08-16,22447116 - 22447117 Ext Aquí debe de ingresar su extensión,Cherrera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=239
240,Mario Rolando Torres Marroquín,UCN,UNE,7,http://www.congreso.gob.gt/manager/images/568A8DC0-D070-0D44-CFCD-07CB5B951567.jpg,Listado Nacional,1955-08-21,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mtorres@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=240
241,Julián Tesucún Tesucún,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/0F7E1C60-C8F7-612A-49F6-07CB932E8D7D.jpg,Petén,2012-11-28,2251-9622 Ext Aquí debe de ingresar su extensión,Jtesucun@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=241
241,Julián Tesucún Tesucún,LIDER,FCN,8,http://www.congreso.gob.gt/manager/images/16266B42-E8FB-522A-5E7A-356C3FD0D71E.jpg,Petén,1961-11-28,,Jtesucun@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=241
242,Francisco Tambríz y Tambríz,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/A997943F-15A5-C91C-B0CB-44B1F6FD3AE0.jpg,Sololá,1970-10-03,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Ftambriz@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=242
242,Francisco Tambríz y Tambríz,LIDER,AC,8,http://www.congreso.gob.gt/manager/images/A997943F-15A5-C91C-B0CB-44B1F6FD3AE0.jpg,Sololá,1970-10-03,,Ftambriz@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=242
243,Floridalma Leiva Hernández,PP,PP,7,http://www.congreso.gob.gt/manager/images/EA9D044C-3B88-0A6E-4C93-07CD716F4E2A.jpg,Escuintla,1972-01-14,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Fleiva@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=243
244,Emmanuel Seidner Aguado,PP,IND,7,http://www.congreso.gob.gt/manager/images/8EEF7107-D9FC-0E51-64F2-07CDC388AF12.jpg,Listado Nacional,1970-12-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Eseidner@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=244
246,Ricardo Arturo Sandoval Sandoval,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/790F8F21-9B25-2C4A-EE7A-07CDF9E5F011.jpg,Jalapa,1962-09-29,22447878 Ext 1549,rsandoval@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=246
247,Fidencio Lima Pop,UCN,PP,7,http://www.congreso.gob.gt/manager/images/1A33DEDC-77BA-B95C-00E7-07CE7B9519A2.jpg,Alta Verapaz,2012-01-14,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Flima@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=247
248,Gloria María Sánchez Abascal,PP,PP,7,http://www.congreso.gob.gt/manager/images/6659869D-D12F-010B-2472-07CEEFDB3BBC.jpg,Suchitepéquez,1971-01-01,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Gsanchez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=248
249,Natán Isaías Rodas Méndez,CREO,LIDER,7,http://www.congreso.gob.gt/manager/images/2B89F39B-2E32-1AE6-EA3E-07D2B675EC74.jpg,Quetzaltenango,1969-04-06,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Nirodas@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=249
250,Héctor Leonel Lira Montenegro,EG,EG,7,http://www.congreso.gob.gt/manager/images/65C9E6C6-010D-4BE9-AD55-07D2E340B47B.jpg,Distrito Guatemala,1972-03-14,22447878 Ext 2419,lliram@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=250
250,Héctor Leonel Lira Montenegro,EG,EG,8,http://www.congreso.gob.gt/manager/images/65C9E6C6-010D-4BE9-AD55-07D2E340B47B.jpg,Distrito Guatemala,1972-03-14,,lliram@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=250
251,Nery Mamfredo Rodas Méndez,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/22A391BF-BC90-679A-DD69-07D3FEC73350.jpg,Listado Nacional,1972-03-03,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Nrodas@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=251
252,Abraham Ermitanio Roblero Roblero,PP,PP,7,http://www.congreso.gob.gt/manager/images/9D4CC793-5941-ABDE-7816-07D5D9425C60.jpg,San Marcos,1965-03-16,22534971 Ext,Aroblero@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=252
253,Delia Karina Rivera Romero de Paniagua,PP,PP,7,http://www.congreso.gob.gt/manager/images/9CBA2F03-E35D-A976-A61E-07D6B5C43B1D.jpg,Quetzaltenango,1969-05-04,Ext,drivera@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=253
254,Fidel Reyes Lee,LIDER,IND,7,http://www.congreso.gob.gt/manager/images/D44BC2C6-BFA9-EB85-5781-07D6FB4C9CC5.jpg,Listado Nacional,1958-01-15,NO CONTAMOS CON OFICINA EN LAS INSTALACIONES DEL CONGRESO DE LA REPUBLICA Ext,Freyes@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=254
254,Fidel Reyes Lee,LIDER,UNE,8,http://www.congreso.gob.gt/manager/images/D44BC2C6-BFA9-EB85-5781-07D6FB4C9CC5.jpg,Distrito Guatemala,1958-01-15,,Freyes@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=254
255,Jimmy Ronald Ren Ixcamparij,PP,PP,7,http://www.congreso.gob.gt/manager/images/A39716F9-10DD-01E4-B5DA-07D7308E65AA.jpg,Quiché,1973-05-22,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jren@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=255
256,Jesús Antonio Ralda Sarg,PP,IND,7,http://www.congreso.gob.gt/manager/images/7284E5CF-624D-13DF-3606-07D76A6ED422.jpg,Retalhuleu,1965-01-02,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jralda@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=256
257,Luis Armando Rabbé Tejada,IND,IND,7,http://www.congreso.gob.gt/manager/images/693A024E-7E19-012B-784D-07D26EC8B4A2.jpg,Listado Nacional,1956-05-26,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Lrabbe@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=257
257,Luis Armando Rabbé Tejada,IND,AC,8,http://www.congreso.gob.gt/manager/images/693A024E-7E19-012B-784D-07D26EC8B4A2.jpg,Listado Nacional,1956-05-26,,Lrabbe@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=257
258,Alfredo Augusto Rabbé Tejada,UCN,IND,7,http://www.congreso.gob.gt/manager/images/A40BB3D9-9A88-9081-18A3-07D22F1B9D29.jpg,Distrito Central,1954-07-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Arabbe@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=258
259,Haroldo Eric Quej Chen,PP,UNE,7,http://www.congreso.gob.gt/manager/images/DEF2E011-2BFA-520C-3575-074220126ED6.jpg,Listado Nacional,1963-08-07,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Hquej@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=259
259,Haroldo Eric Quej Chen,PP,UNE,8,http://www.congreso.gob.gt/manager/images/DEF2E011-2BFA-520C-3575-074220126ED6.jpg,Alta Verapaz,1963-08-07,,Hquej@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=259
260,Juan José Porras Castillo,PP,VIVA,7,http://www.congreso.gob.gt/manager/images/F9718F7D-5528-40B3-0128-07D816C357EB.jpg,Listado Nacional,1965-10-19,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jporras@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=260
260,Juan José Porras Castillo,PP,VIVA,8,http://www.congreso.gob.gt/manager/images/F9718F7D-5528-40B3-0128-07D816C357EB.jpg,Listado Nacional,1965-10-19,,Jporras@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=260
261,Julio César Longo Maldonado,GANA,LIDER,7,http://www.congreso.gob.gt/manager/images/9FCD71E6-55AB-C813-314D-07D8463973B9.jpg,San Marcos,1957-02-17,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jlongo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=261
261,Julio César Longo Maldonado,GANA,FCN,8,http://www.congreso.gob.gt/manager/images/9FCD71E6-55AB-C813-314D-07D8463973B9.jpg,San Marcos,1957-02-17,,Jlongo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=261
262,Amílcar de Jesús Pop Ac,WINAQ,WINAQ,7,http://www.congreso.gob.gt/manager/images/FC997DD2-993E-8FF5-9C5F-92DA8022DC8D.jpg,Listado Nacional,1977-10-03,22447184 Ext 2484-2486,amilcarpopac@gmail.com,http://www.congreso.gob.gt/perfiles.php?id=262
262,Amílcar de Jesús Pop Ac,WINAQ,WINAQ,8,http://www.congreso.gob.gt/manager/images/FC997DD2-993E-8FF5-9C5F-92DA8022DC8D.jpg,Listado Nacional,1977-10-03,,amilcarpopac@gmail.com,http://www.congreso.gob.gt/perfiles.php?id=262
263,Marco Aurelio Pineda Castellanos,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/CCDB7090-C21B-37E4-4EE6-07D91B1D2264.jpg,Santa Rosa,1988-12-16,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mpineda@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=263
263,Marco Aurelio Pineda Castellanos,PP,FCN,8,http://www.congreso.gob.gt/manager/images/CCDB7090-C21B-37E4-4EE6-07D91B1D2264.jpg,Listado Nacional,1988-12-16,,Mpineda@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=263
264,Rubén Rolando Pérez Bethancourt,PP,IND,7,http://www.congreso.gob.gt/manager/images/CA3F3FDB-E8BC-E573-6F7C-07D95B6F015A.jpg,Sacatepéquez,1972-11-27,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Rperez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=264
267,Marvin Rocael Osorio Vásquez,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/5AECDE79-5EB3-3ED3-8A72-07DA2CCF7752.jpg,Distrito Guatemala,2012-01-14,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mosorio@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=267
269,Marco Antonio Orozco Arriola,PP,PP,7,http://www.congreso.gob.gt/manager/images/98102BD6-1541-BEA8-537D-07DA75ED788A.jpg,San Marcos,1960-03-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Morozco@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=269
269,Marco Antonio Orozco Arriola,PP,Reformador,8,http://www.congreso.gob.gt/manager/images/98102BD6-1541-BEA8-537D-07DA75ED788A.jpg,San Marcos,1960-03-08,,Morozco@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=269
270,Gregorio Luciano Nolasco Marcelino,PP,PP,7,http://www.congreso.gob.gt/manager/images/B23F8F86-241E-FE45-B800-07D7E9625985.jpg,Huehuetenango,1965-05-17,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Gnolasco@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=270
272,Hugo Francisco Morán Tobar,PAN,CREO,7,http://www.congreso.gob.gt/manager/images/DD551704-3A51-1A2B-63FC-07DAB6A3213E.jpg,Listado Nacional,1985-05-03,22447878 Ext 1212,Hfmoran@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=272
273,Hernán Morán Mejía,UCN,LIDER,7,http://www.congreso.gob.gt/manager/images/9AA67E5D-D301-EF47-30CC-07DAF7E06770.jpg,Escuintla,1957-05-08,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Hmoran@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=273
273,Hernán Morán Mejía,UCN,FCN,8,http://www.congreso.gob.gt/manager/images/9AA67E5D-D301-EF47-30CC-07DAF7E06770.jpg,Escuintla,1957-05-08,,Hmoran@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=273
275,Francisco Ricardo Mérida Orozco,"",LIDER,7,http://www.congreso.gob.gt/manager/images/BAC689EB-672E-56B6-5013-07DB8BDA577B.jpg,San Marcos,1954-08-10,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Fmerida@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=275
276,Julia Mariné Maldonado Echeverría,LIDER,LIDER,7,http://www.congreso.gob.gt/manager/images/601CB5D6-2820-A3FD-A2E5-C8815824DAF6.jpg,San Marcos,1977-07-26,22533462 Ext,Jmaldonado@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=276
278,Carlos Enrique Mejía Paz,URNG,URNG,7,http://www.congreso.gob.gt/manager/images/7455178F-2C1E-DC32-E938-07D64BC7B9DF.jpg,San Marcos,1963-08-21,2239-1145 / 2239-1160 Ext 1538,Cmejia@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=278
279,Carlos Alberto Martínez Castellanos,UNE,GANA,7,http://www.congreso.gob.gt/manager/images/E6A193C5-3E2E-D070-DA8D-07D1BFF9598A.jpg,Jutiapa,1983-02-06,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Cmartinez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=279
279,Carlos Alberto Martínez Castellanos,UNE,Reformador,8,http://www.congreso.gob.gt/manager/images/E6A193C5-3E2E-D070-DA8D-07D1BFF9598A.jpg,Jutiapa,1983-02-06,,Cmartinez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=279
280,Joaquín Humberto Bracamonte Márquez,PP,PP,7,http://www.congreso.gob.gt/manager/images/C5581536-6AE4-EC1F-8CCE-07D15A7A9AF9.jpg,Distrito Guatemala,1965-07-04,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Jbracamonte@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=280
281,Simón Vinicio Penados Gómez,PP,PP,7,http://www.congreso.gob.gt/manager/images/2AC217A8-E731-DBCD-F1FE-07D0A7B4C48D.jpg,Petén,1971-12-28,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,spenados@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=281
282,Marvin Estuardo Díaz Sagastume,PP,IND,7,http://www.congreso.gob.gt/manager/images/B227404F-9022-04AD-D8DF-07CFD3656F89.jpg,Izabal,1967-09-28,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,mdiaz@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=282
283,Augusto César Sandino Reyes Rosales,UCN,UNE,7,http://www.congreso.gob.gt/manager/images/83D7BC4D-B07D-A69F-71C5-07CF5687F714.jpg,Suchitepéquez,1974-08-15,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,areyes@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=283
283,Augusto César Sandino Reyes Rosales,UCN,UNE,8,http://www.congreso.gob.gt/manager/images/83D7BC4D-B07D-A69F-71C5-07CF5687F714.jpg,Suchitepéquez,1974-08-15,,areyes@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=283
284,Jairo Joaquín Flores Divas,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/13F2F3A9-922A-4F7B-588F-07CF252D530E.jpg,Listado Nacional,1975-05-22,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,jflores@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=284
284,Jairo Joaquín Flores Divas,UNE,UNE,8,http://www.congreso.gob.gt/manager/images/13F2F3A9-922A-4F7B-588F-07CF252D530E.jpg,Distrito Guatemala,1975-05-22,,jflores@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=284
285,Sofia Jeanetth Hernández Herrera,PP,LIDER,7,http://www.congreso.gob.gt/manager/images/64003A4E-948B-5EC9-EFC7-07B758BC37E7.jpg,Huehuetenango,1965-12-17,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Shernandez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=285
285,Sofia Jeanetth Hernández Herrera,PP,AC,8,http://www.congreso.gob.gt/manager/images/64003A4E-948B-5EC9-EFC7-07B758BC37E7.jpg,Huehuetenango,1965-12-17,,Shernandez@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=285
286,Lesli Elisa Buezo Escoto,LIDER,IND,7,http://www.congreso.gob.gt/manager/images/5456FFBA-32E2-2084-2AAD-07B5AC37083C.jpg,Alta Verapaz,2012-01-16,. Ext .,Lbuezo@Congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=286
287,Guillermo Alejandro Sierra Sierra,PP,UNE,7,http://www.congreso.gob.gt/manager/images/22D459CF-0879-256A-8ED6-07DECAF9DA2C.jpg,Alta Verapaz,2012-02-09,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Gsierra@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=287
288,Miriam Lissette Pineda Chinchilla,CREO,LIDER,7,http://www.congreso.gob.gt/manager/resourceAssets/iconSet/userDefault1.jpg,Listado Nacional,2012-06-19,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mlpineda@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=288
289,Marco Antonio Lemus Salguero,PP,PP,7,http://www.congreso.gob.gt/manager/images/043F4BAB-AB41-41CB-F424-63E23BFF6FAC.jpg,Quiché,2013-01-22,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,Mlemus@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=289
289,Marco Antonio Lemus Salguero,PP,UNE,8,http://www.congreso.gob.gt/manager/images/043F4BAB-AB41-41CB-F424-63E23BFF6FAC.jpg,Quiché,1980-09-16,,Mlemus@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=289
29,César Emilio Fajardo Morales,UNE,UNE,7,http://www.congreso.gob.gt/manager/images/C82CCD4F-0015-A25C-23F0-072CA4447C2A.jpg,Listado Nacional,1950-11-20,22204022 Ext,cfajardo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=29
29,César Emilio Fajardo Morales,UNE,IND,8,http://www.congreso.gob.gt/manager/images/C82CCD4F-0015-A25C-23F0-072CA4447C2A.jpg,Listado Nacional,1950-11-20,,cfajardo@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=29
290,Rubén Salvador Mazariegos Vásquez,PP,IND,7,http://www.congreso.gob.gt/manager/resourceAssets/iconSet/userDefault1.jpg,Jalapa,2014-11-03,Aquí debe de ingresar su teléfono Ext Aquí debe de ingresar su extensión,rsmazariegos@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=290
292,Jorge Estuardo Vargas Morales,UNE,UNE,8,http://www.congreso.gob.gt/manager/images/36F45E06-C38E-A53B-1E8D-7992B7A29AD7.jpg,Listado Nacional,1973-08-22,,jvargas@congreso.gob.gt,http://www.congreso.gob.gt/perfiles.php?id=292
