id,type,name__en,name__mr,name__hi,name__ar,name__pa,name__ta,name__as,name__bn,name__nl,identifier__quora,name__mai,name__zh_hant,name__zh_cn,name__it,name__fr,name__zh,start_date,name__te,name__ur,end_date,name__zh_hans,name__pt,name__es,name__de,name__ru,name__ko,name__ja,name__gu,name__kn,name__sa,name__fa,name__ml,identifier__viaf,name__ne,name__ms,name__en_ca,name__en_gb,name__ca,identifier__britannica,name__or,name__vi,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__bho,identifier__geonames,identifier__bnf,identifier__gnd
Q3633148,Lok Sabha constituency,Hajipur Lok Sabha constituency,हाजीपूर,हाजीपुर लोक सभा निर्वाचन क्षेत्र,,,ஹாஜீபூர்,,,,,,,,,,,,హజిపుర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633170,Lok Sabha constituency,Gaya Lok Sabha constituency,गया,गया लोक सभा निर्वाचन क्षेत्र,,,கயா மக்களவைத் தொகுதி,,,,,,,,,,,,గయ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633217,Lok Sabha constituency,Gopalganj Lok Sabha constituency,गोपालगंज,गोपालगंज लोक सभा निर्वाचन क्षेत्र,,,கோபால்கஞ்சு மக்களவைத் தொகுதி,,গোপালগঞ্জ,,,,,,,,,,గోపాల్‍గంజ్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633242,Lok Sabha constituency,Munger Lok Sabha constituency,मोंघिर,मुंगेर लोक सभा निर्वाचन क्षेत्र,,,முங்கேர் மக்களவைத் தொகுதி,,,,,,,,,,,,ముంగేర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633257,Lok Sabha constituency,Bhagalpur Lok Sabha constituency,भागलपूर,भागलपुर लोक सभा निर्वाचन क्षेत्र,,,பாகல்பூர் மக்களவைத் தொகுதி,,,Bhagalpur,,,,,,,,,భాగల్పుర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633289,Lok Sabha constituency,Katihar Lok Sabha constituency,कटिहार,कटिहार लोक सभा निर्वाचन क्षेत्र,,,கடிஹார் மக்களவைத் தொகுதி,,কাটিহার লোকসভা কেন্দ্র,Katihar,,,,,,,,,ఖతిహర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633305,Lok Sabha constituency,Muzaffarpur Lok Sabha constituency,मुझफ्फरपूर,मुजफ्फरपुर लोक सभा निर्वाचन क्षेत्र,,,முசாப்பர்பூர் மக்களவைத் தொகுதி,,,,,,,,,,,,ముజఫర్‍పుర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633316,Lok Sabha constituency,Akbarpur Lok Sabha constituency,अकबरपूर,अकबरपुर लोक सभा निर्वाचन क्षेत्र,,ਅਕਬਰਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,అక్బర్‍పూర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633321,Lok Sabha constituency,Nawada Lok Sabha constituency,नवदा,नवादा लोक सभा निर्वाचन क्षेत्र,,,நவாதா மக்களவைத் தொகுதி,,,,,,,,,,,,నవాడ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633352,Lok Sabha constituency,Baghpat Lok Sabha constituency,बागपत,बागपत लोक सभा निर्वाचन क्षेत्र,,ਬਾਗਪਤ ਲੋਕ ਸਭਾ ਹਲਕਾ,பாகுபத் மக்களவைத் தொகுதி,,,,,,,,,,,,భాగ్‍పట్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633377,Lok Sabha constituency,Sasaram Lok Sabha constituency,सासाराम,सासाराम लोक सभा निर्वाचन क्षेत्र,,,சாசாராம் மக்களவைத் தொகுதி,,,Sasaram,,,,,,,,,ససారాం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633391,Lok Sabha constituency,Bijnor Lok Sabha constituency,बिजनोर,बिजनौर लोक सभा निर्वाचन क्षेत्र,,ਬਿਜਨੌਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,பிஜ்னோர் மக்களவைத் தொகுதி,,,,,,,,,,,,బిజనోర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633418,Lok Sabha constituency,Amroha Lok Sabha constituency,अमरोहा,अमरोहा लोक सभा निर्वाचन क्षेत्र,,ਅਮਰੋਹਾ ਲੋਕ ਸਭਾ ਹਲਕਾ,அம்ரோகா மக்களவைத் தொகுதி,,,,,,,,,,,,అంరోహ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633423,Lok Sabha constituency,Purnia Lok Sabha constituency,पूर्णिया,पूर्णिया लोक सभा निर्वाचन क्षेत्र,,,பூர்ணியா மக்களவைத் தொகுதி,,পূর্ণিয়া লোকসভা কেন্দ্র,,,,,,,,,,పూర్ణియా,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633461,Lok Sabha constituency,Barabanki Lok Sabha constituency,बाराबंकी,बाराबंकी लोक सभा निर्वाचन क्षेत्र,,ਬਾਰਾਬੰਕੀ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,బరబంకి,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3633465,Lok Sabha constituency,Balaghat Lok Sabha constituency,बालाघाट,बालाघाट लोक सभा निर्वाचन क्षेत्र,,,,,,Balaghat,,,,,,,,,బలాఘాట్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634165,Lok Sabha constituency,Gwalior Lok Sabha constituency,ग्वाल्हेर,ग्वालियर लोक सभा निर्वाचन क्षेत्र,,,குவாலியர்,,,,,,,,,,,,గ్వాలియర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634168,Lok Sabha constituency,Guna Lok Sabha constituency,गुणा,गुना लोक सभा निर्वाचन क्षेत्र,,,,,,,,,,,,,,,గున,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634171,Lok Sabha constituency,Jhansi Lok Sabha constituency,झांसी,झांसी लोक सभा निर्वाचन क्षेत्र,,ਝਾਂਸੀ ਲੋਕ ਸਭਾ ਹਲਕਾ,ஜான்சி,,,Jhansi,,,,,,,,,ఝాన్సి,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634176,Lok Sabha constituency,Deoria Lok Sabha constituency,देवरिया,देवरिया लोक सभा निर्वाचन क्षेत्र,,ਦੇਵਰਿਆ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,దియోరియ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634185,Lok Sabha constituency,Dhar Lok Sabha constituency,धर,धार लोक सभा निर्वाचन क्षेत्र,,,,,,,,,,,,,,,ధార్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634190,Lok Sabha constituency,Bulandshahr Lok Sabha constituency,बुलंदशहर,बुलन्दशहर लोक सभा निर्वाचन क्षेत्र,,ਬੁਲੰਦਸ਼ਹਿਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,புலந்தஷகர் மக்களவைத் தொகுதி,,,,,,,,,,,,బులంద్ శహర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634194,Lok Sabha constituency,Indore Lok Sabha constituency,इंदूर,इन्दौर लोक सभा निर्वाचन क्षेत्र,,,இந்தூர்,,,,,,,,,,,,ఇండోర్,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634204,Lok Sabha constituency,Kaiserganj Lok Sabha constituency,कैसरगंज,कैसरगंज लोक सभा निर्वाचन क्षेत्र,,ਕੈਸਰਗੰਜ ਲੋਕ ਸਭਾ ਹਲਕਾ,கைஸேர்கஞ்,,"কাইসারগঞ্জ, কাইসারগঞ্জ",,,,開瑟嘎尼,,,Kaiserganj,,,కైసర్ గంజ్,کایسیرجانج,,开瑟嘎尼,Kaiserganj,Kaiserganj,Kaiserganj,Кайсергандж,카이세르간지,カイザーガンジ,કૈસરગંજ,ಕೈಸರ್ಗಂಜ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634216,Lok Sabha constituency,Khandwa Lok Sabha constituency,खांडवा,खंडवा लोक सभा निर्वाचन क्षेत्र,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634234,Lok Sabha constituency,Mathura Lok Sabha constituency,मथुरा,मथुरा लोक सभा निर्वाचन क्षेत्र,,ਮਥੁਰਾ ਲੋਕ ਸਭਾ ਹਲਕਾ,மதுரா மக்களவைத் தொகுதி,,,Mathura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634240,Lok Sabha constituency,Hoshangabad Lok Sabha constituency,होशंगाबाद,होशंगाबाद लोक सभा निर्वाचन क्षेत्र,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634246,Lok Sabha constituency,Bhind Lok Sabha constituency,भिंड,भिण्ड लोक सभा निर्वाचन क्षेत्र,,,,,,Bhind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634262,Lok Sabha constituency,Etah Lok Sabha constituency,इटाह,एटा लोक सभा निर्वाचन क्षेत्र,,ਇਟਾ ਲੋਕ ਸਭਾ ਹਲਕਾ,ஏடா மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3634359,Lok Sabha constituency,Khajuraho Lok Sabha constituency,खजुराहो,खजुराहो लोक सभा निर्वाचन क्षेत्र,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khajuraho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3635773,Lok Sabha constituency,Moradabad Lok Sabha constituency,मोरादाबाद,मुरादाबाद लोक सभा निर्वाचन क्षेत्र,,ਮੁਰਾਦਾਬਾਦ ਲੋਕ ਸਭਾ ਹਲਕਾ,மொராதாபாத் மக்களவைத் தொகுதி,,,Moradabad,,,,,,,,1947-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3663904,Lok Sabha constituency,Morena Lok Sabha constituency,मोरेना,मुरैना लोक सभा निर्वाचन क्षेत्र,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q371869,Lok Sabha constituency,Aligarh Lok Sabha constituency,अलीगढ,अलीगढ़ लोक सभा निर्वाचन क्षेत्र,الحشاشون,ਅਲੀਗੜ੍ਹ ਲੋਕ ਸਭਾ ਹਲਕਾ,அலிகர் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763762,Lok Sabha constituency,Shirdi Lok Sabha constituency,शिर्डी,शिरडी लोक सभा निर्वाचन क्षेत्र,,,சீரடி மக்களவைத் தொகுதி,,,,,,,,,,,,షిర్డీ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763786,Lok Sabha constituency,Aurangabad Lok Sabha constituency,औरंगाबाद,औरंगाबाद लोक सभा निर्वाचन क्षेत्र,,,அவுரங்காபாத் மக்களவைத் தொகுதி,,,,,,,,,,,,ఔరంగాబాద్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763828,Lok Sabha constituency,Parbhani Lok Sabha constituency,परभणी,परभनी लोक सभा निर्वाचन क्षेत्र,,,பர்பணி மக்களவைத் தொகுதி,,,Parbhani,,,,,,,,,పర్భని లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763840,Lok Sabha constituency,Kurnool Lok Sabha constituency,कुर्नूल,कुरनूल लोक सभा निर्वाचन क्षेत्र,,,கர்நூல்,,,,,,,,,,,,కర్నూలు లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763873,Lok Sabha constituency,Bhadrachalam Lok Sabha constituency,भद्राचलम,,,,,,,,,,,,,,,,భద్రాచలం లోకసభ నియోజకవర్గం,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763879,Lok Sabha constituency,Narsapuram Lok Sabha constituency,नरसपूर,नरसापुरम लोक सभा निर्वाचन क्षेत्र,,,நரசாபுரம்,,,,Narsapuram,,,,,,,,నరసాపురం లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763885,Lok Sabha constituency,Chittoor Lok Sabha constituency,चित्तूर,चित्तूर लोक सभा निर्वाचन क्षेत्र,,,சித்தூர்,,,,,,,,,,,,చిత్తూరు లోక్ సభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763891,Lok Sabha constituency,Satara Lok Sabha constituency,सातारा (लोकसभा मतदारसंघ),सतारा लोक सभा निर्वाचन क्षेत्र,,,சாத்தாரா மக்களவைத் தொகுதி,,,,,,,,,,,,సతారా లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763938,Lok Sabha constituency,Warangal Lok Sabha constituency,वारंगल,वारंगल लोक सभा निर्वाचन क्षेत्र,,,வாரங்கல்,,,,,,,,,,,,వరంగల్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763943,Lok Sabha constituency,Kalyan Lok Sabha constituency,कल्याण,कल्याण लोक सभा निर्वाचन क्षेत्र,,,கல்யாண் மக்களவைத் தொகுதி,,,,,,,,,,,,కళ్యాణ్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763969,Lok Sabha constituency,Nalgonda Lok Sabha constituency,नलगोंडा,नालगौंडा लोक सभा निर्वाचन क्षेत्र,,,நல்கொண்டா,,,,,,,,,,,,నల్గొండ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3763974,Lok Sabha constituency,Visakhapatnam Lok Sabha constituency,विशाखापट्टणम,विशाखापत्तनम लोक सभा निर्वाचन क्षेत्र,,,விசாகப்பட்டினம்,,,,,,,,,,,,విశాఖపట్నం లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764021,Lok Sabha constituency,Nanded Lok Sabha constituency,नांदेड,नांदेड़ लोक सभा निर्वाचन क्षेत्र,,,நாந்தேடு மக்களவைத் தொகுதி,,,Nanded,,,,,,,,,నాందేడ్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764026,Lok Sabha constituency,Ongole Lok Sabha constituency,ओंगोले,ओंगोले लोक सभा निर्वाचन क्षेत्र,,,ஒங்கோல்,,,,,,,,,,,,ఒంగోలు,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764036,Lok Sabha constituency,Medak Lok Sabha constituency,मेदक,मेडक लोक सभा निर्वाचन क्षेत्र,,,மெதக்,,,,,,,,,,,,మెదక్ లోకసభ నియోజకవర్గం,,,,,,,,,,,ಮೇಡಕ್,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764050,Lok Sabha constituency,Kakinada Lok Sabha constituency,काकिंदा,काकीनाड़ा लोक सभा निर्वाचन क्षेत्र,,,காக்கிநாடா,,,,,,,,,,,,కాకినాడ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764062,Lok Sabha constituency,Eluru Lok Sabha constituency,एलुरु,एलूरू लोक सभा निर्वाचन क्षेत्र,,,ஏலூரு,,,,,,,,,,,,ఏలూరు లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764091,Lok Sabha constituency,Khammam Lok Sabha constituency,खम्मम,खम्माम लोक सभा निर्वाचन क्षेत्र,,,கம்மம்,,,,,,,,,,,,ఖమ్మం లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764307,Lok Sabha constituency,Hyderabad Lok Sabha constituency,हैदराबाद,हैदराबाद लोक सभा निर्वाचन क्षेत्र,,,ஐதராபாத்,,,,,,,,,,,,హైదరాబాదు లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764327,Lok Sabha constituency,Secunderabad Lok Sabha constituency,सिकंदराबाद,सिकन्दराबाद लोक सभा निर्वाचन क्षेत्र,,,செகந்தராபாது,,,,,,,,,,,,సికింద్రాబాదు లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764335,Lok Sabha constituency,Nizamabad Lok Sabha constituency,निझामाबाद,निजामाबाद लोक सभा निर्वाचन क्षेत्र,,,நிஜாமாபாது,,,Nizamabad,,,,,,,,,నిజామాబాదు లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764342,Lok Sabha constituency,Rajahmundry Lok Sabha constituency,राजमुंद्री,राजामुन्दरी लोक सभा निर्वाचन क्षेत्र,,,ராஜமுந்திரி,,,,,,,,,,,,రాజమండ్రి లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764353,Lok Sabha constituency,Karimnagar Lok Sabha constituency,करीमनगर,करीमनगर लोक सभा निर्वाचन क्षेत्र,,,கரீம்நகர்,,,Karimnagar,,,,,Karimnagar,Karimnagar,,,కరీంనగర్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,കരീംനഗർ ലോക്സഭാ നിയോജകമണ്ഡലം,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764361,Lok Sabha constituency,Ramtek Lok Sabha constituency,रामटेक,रामटेक लोक सभा निर्वाचन क्षेत्र,,,ராம்டேக் மக்களவைத் தொகுதி,,,,,,,,,,,,రాంటెక్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764367,Lok Sabha constituency,Nandyal Lok Sabha constituency,नंद्याल,नांदयाल लोक सभा निर्वाचन क्षेत्र,,,நந்தியாலா,,,,,,,,,,,,నంద్యాల లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764387,Lok Sabha constituency,Banaskantha Lok Sabha constituency,बनासकांठा,बनासकांठा लोक सभा निर्वाचन क्षेत्र,,,,,,Banaskantha,,,,,,,,,బనస్కంతా లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764391,Lok Sabha constituency,Akola Lok Sabha constituency,अकोला,अकोला (लोक सभा निर्वाचन क्षेत्र),,,அகோலா மக்களவைத் தொகுதி,,,Akola,,,,,,,,,అకోలా లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,Akola,Akola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3764398,Lok Sabha constituency,Baramati Lok Sabha constituency,बारामती,बारामती लोक सभा निर्वाचन क्षेत्र,,,பாராமதி மக்களவைத் தொகுதி,,,,,,,,,,,,బారామతి లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
