id,name__it,name__fr,name__en,name__de,name,wikipedia__it,gender,identifier__VIAF,birth_date,given_name,original_wikiname,name__nl,name__nb,name__da,name__nn,name__sv,name__eo,name__fi,wikipedia__en,identifier__ISNI,identifier__SUDOC,identifier__SBN_it,identifier__freebase,family_name,website,identifier__openpolis,name__pl,name__es,name__hu,name__zh,wikipedia__fr,wikipedia__pl,image,identifier__italian_cod,wikipedia__de,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__NTA,name__la,name__ca,name__vec,name__uk,name__ru,name__eml,wikipedia__ca,wikipedia__commons,wikipedia__eml,wikipedia__es,wikipedia__fi,wikipedia__itwikiquote,wikipedia__la,wikipedia__ru,wikipedia__uk,wikipedia__vec,name__tr,wikipedia__tr,identifier__FAST,name__yi,wikipedia__nl,wikipedia__yi,name__en_ca,name__en_gb,name__pt,name__de_ch,name__pt_br,name__fa,name__lmo,wikipedia__fa,wikipedia__lmo,wikipedia__pt,identifier__PTBNP,name__ro,wikipedia__ro,identifier__EuroparlMEP,twitter,facebook,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__he,name__ko,name__af,name__gl,name__ja,name__vi,name__el,name__ar,name__sk,name__mn,name__sr_el,name__sr_ec,name__ckb,name__th,name__cs,name__bg,name__ka,name__lt,name__sr,name__hr,name__war,name__be,name__is,name__be_tarask,name__az,name__mg,name__kk,name__hy,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__de_at,name__et,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__id,name__ie,name__io,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sl,name__sw,name__vls,name__vo,name__wa,name__wo,name__zu,name__sq,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__eu,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__is,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__lt,wikipedia__mg,wikipedia__mn,wikipedia__no,wikipedia__simple,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__vi,wikipedia__war,wikipedia__zh_min_nan,wikipedia__zh,identifier__ULAN,identifier__CiNii,identifier__NDL,identifier__NLA,identifier__OLID,identifier__NKC,identifier__BNE,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__GNC,death_date,wikipedia__eo,name__bm,name__frc,name__jam,name__kab,name__lv,name__pap,name__prg,name__rgn,name__vmf,identifier__youtube,identifier__NUKAT,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__mk,wikipedia__als,wikipedia__br,wikipedia__cswikiquote,wikipedia__cy,wikipedia__eswikiquote,wikipedia__et,wikipedia__glwikiquote,wikipedia__lb,wikipedia__mk,wikipedia__nn,wikipedia__scn,identifier__IMDB,identifier__MusicBrainz,identifier__BMLO,identifier__SELIBR,identifier__NLI,identifier__senate_nl,identifier__treccani,wikipedia__plwikiquote,wikipedia__slwikiquote,identifier__GTAA,name__bi,name__fy,name__mr,name__roa_tara,name__sh,name__ta,name__uz,name__yo,name__tl,name__lad,name__jv,name__bn,name__mt,name__ml,name__tw,name__sgs,name__mi,name__mwl,name__fo,name__yue,wikipedia__bat_smg,wikipedia__bi,wikipedia__bn,wikipedia__fo,wikipedia__fy,wikipedia__gd,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__itwikisource,wikipedia__jv,wikipedia__lad,wikipedia__lv,wikipedia__mi,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mt,wikipedia__mwl,wikipedia__nap,wikipedia__nds,wikipedia__oc,wikipedia__pms,wikipedia__roa_tara,wikipedia__sco,wikipedia__sh,wikipedia__sq,wikipedia__ta,wikipedia__tl,wikipedia__tw,wikipedia__uz,wikipedia__wa,wikipedia__yo,wikipedia__zh_yue,identifier__CONOR,identifier__Britannica,name__os,wikipedia__os,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__PORT,wikipedia__itwikinews,name__cv,wikipedia__cv,identifier__britishmuseum,identifier__kinopoisk,identifier__BAV,name__pnb,name__hi,name__ht,name__ku_arab,name__ku_latn,name__ku,name__sa,name__new,name__ur,wikipedia__enwikiquote,wikipedia__ga,wikipedia__hi,wikipedia__ht,wikipedia__ku,wikipedia__new,wikipedia__pnb,wikipedia__sa,wikipedia__sw,wikipedia__ur,wikipedia__eswikinews,wikipedia__ruwikinews,wikipedia__srwikinews,identifier__parlement,name__qu,wikipedia__cawikiquote,wikipedia__qu,electoral_district,name__mzn,wikipedia__mzn,name__bcl,name__bs,name__ceb,name__ext,name__kn,name__ky,name__my,name__nov,name__vro,name__csb,name__wuu,wikipedia__an,wikipedia__bcl,wikipedia__bs,wikipedia__ceb,wikipedia__co,wikipedia__csb,wikipedia__eowikiquote,wikipedia__ext,wikipedia__fiu_vro,wikipedia__fiwikiquote,wikipedia__frwikiquote,wikipedia__hewikiquote,wikipedia__idwikiquote,wikipedia__kn,wikipedia__kowikiquote,wikipedia__ky,wikipedia__ltwikiquote,wikipedia__my,wikipedia__nov,wikipedia__nowikiquote,wikipedia__ptwikiquote,wikipedia__rm,wikipedia__ruwikiquote,wikipedia__sc,wikipedia__trwikiquote,wikipedia__ukwikiquote,wikipedia__wuu,wikipedia__zu,identifier__NLAtrove,identifier__elonet,identifier__CSFD,identifier__PACE,identifier__discogs,identifier__bigenc_ru,identifier__BIBSYS,occupation,identifier__nobel_prize,identifier__guardian_topic,identifier__nyt_topic,identifier__ORCID,name__hsb,name__dsb,name__pfl,name__frr,name__als,wikipedia__azb,name__azb,identifier__quora,identifier__snac,wikipedia__dewikinews,wikipedia__enwikinews,wikipedia__frwikinews,wikipedia__svwikinews,wikipedia__trwikinews,name__egl,identifier__wikitree,identifier__persee,wikipedia__tt,name__tt,wikipedia__am,name__am,identifier__google_plus,identifier__ne_se,identifier__songkick,identifier__ioc_athlete,identifier__NLP,identifier__LNB,wikipedia__bewikiquote,wikipedia__hsb,wikipedia__pap,instagram,name__arz,wikipedia__arz,identifier__dialnet,name__lfn,linkedin,identifier__google_knowledge,name__pa,wikipedia__pa,identifier__ssrn,identifier__TED,name__diq,name__ilo,name__tet,wikipedia__bswikiquote,wikipedia__eswikisource,wikipedia__ilo,wikipedia__itwikibooks,wikipedia__lfn,wikipedia__pmswikisource,wikipedia__tet,identifier__KLfG,identifier__DBNL,identifier__BVMC,identifier__BiblioNet,wikipedia__hrwikiquote,identifier__nlg,identifier__bna,identifier__N6I,identifier__CTHS,name__ay,wikipedia__ay,identifier__HDS,pseudonym,identifier__NPG,identifier__ODIS,wikipedia__bgwikiquote,identifier__zbMATH,identifier__MGP,name__zh_mo,name__zh_my,name__chr,name__ba,wikipedia__ba,wikipedia__chr,wikipedia__fawikiquote,identifier__JewishEnc,identifier__LAC,name__szl,name__kw,wikipedia__kw,wikipedia__szl,name__ee,name__kana,identifier__whoswho_france,identifier__italian_senate,name__te,wikipedia__nlwikinews
Q3618921,Antonella Faggi,Antonella Faggi,Antonella Faggi,Antonella Faggi,Antonella Faggi,Antonella Faggi,female,,1961-09-20,Antonella,Antonella Faggi,Antonella Faggi,Antonella Faggi,Antonella Faggi,Antonella Faggi,Antonella Faggi,,Antonella Faggi,,,,,,Faggi,,,Antonella Faggi,Antonella Faggi,,,,,https://upload.wikimedia.org/wikipedia/commons/2/21/Antonella_Faggi_datisenato_2018.jpg,,,,,,,,Antonella Faggi,,,,,,Category:Antonella Faggi,,,,,,,,,,,,,,,Antonella Faggi,Antonella Faggi,Antonella Faggi,Antonella Faggi,Antonella Faggi,,,,,,,Antonella Faggi,,,,,,,,,,,,Antonella Faggi,,,,Antonella Faggi,,,,,Antonella Faggi,,,,,,Antonella Faggi,,,,,,Antonella Faggi,,,,,,,,,Antonella Faggi,,,,,Antonella Faggi,,,,,,,,Antonella Faggi,,,,,,,,,,,,,Antonella Faggi,,,,,,Antonella Faggi,Antonella Faggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonella Faggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonella Faggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3619202,Antonio Azzollini,Antonio Azzollini,Antonio Azzollini,Antonio Azzollini,Antonio Azzollini,Antonio Azzollini,male,,1953-05-30,Antonio,Antonio Azzollini,Antonio Azzollini,Antonio Azzollini,Antonio Azzollini,Antonio Azzollini,Antonio Azzollini,,,,,,,,Azzollini,,,,Antonio Azzollini,,,,,https://upload.wikimedia.org/wikipedia/commons/1/19/Antonio_Azzollini_datisenato_2013.jpg,,,,,,,,Antonio Azzollini,,,,,,Category:Antonio Azzollini,,,,,,,,,,,,,,,,,,,,,Antonio Azzollini,,Antonio Azzollini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Azzollini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Azzollini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=3923,,
Q3619485,Antonio D'Alì,Antonio D'Alì,Antonio D'Alì,Antonio D'Alì,Antonio D'Alì,Antonio D'Alì,male,90219275,1951-12-25,Antonio,Antonio D'Alì,Antonio D'Alì,Antonio D'Alì,Antonio D'Alì,Antonio D'Alì,Antonio D'Alì,,,,,,,,D'Alì,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Antonio_D'Alì_datisenato_2013.jpg,,,,,,,,Antonio D'Alì,,,,,,Category:Antonio D'Alì,,,,Antonio D'Alì,,,,,,,,,,,,,,,,,Antonio D'Alì,,Antonio D'Alì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio D'Alì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio D'Alì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=752,,
Q3619638,Antonio Gentile,Antonio Gentile,Antonio Gentile,Antonio Gentile,Antonio Gentile,Antonio Gentile,male,,1950-04-08,Antonio,Antonio Gentile,Antonio Gentile,Antonio Gentile,Antonio Gentile,Antonio Gentile,Antonio Gentile,,,,,,,,Gentile,,,,Antonio Gentile,,,Antonio Gentile (homme politique),,https://upload.wikimedia.org/wikipedia/commons/d/d3/Antonio_Gentile_datisenato_2013.jpg,,,,,,,,Antonio Gentile,,,,,,Category:Antonio Gentile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Gentile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Gentile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17561,,
Q3619905,Antonio Misiani,Antonio Misiani,Antonio Misiani,Antonio Misiani,Antonio Misiani,Antonio Misiani,male,,1968-09-04,Antonio,Antonio Misiani,Antonio Misiani,Antonio Misiani,Antonio Misiani,Antonio Misiani,Antonio Misiani,,,,,,,,Misiani,,573,,Antonio Misiani,,,,,https://upload.wikimedia.org/wikipedia/commons/d/dd/Antonio_Misiani_datisenato_2018.jpg,301462,,,,,,,Antonio Misiani,,,,,,Category:Antonio Misiani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Misiani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Misiani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q362900,Umberto Zanotti Bianco,Umberto Zanotti Bianco,Umberto Zanotti Bianco,Umberto Zanotti Bianco,Umberto Zanotti Bianco,Umberto Zanotti Bianco,male,49234043,1889-01-22,Umberto,,Umberto Zanotti-Bianco,Umberto Zanotti Bianco,Umberto Zanotti Bianco,Umberto Zanotti Bianco,Umberto Zanotti Bianco,,Umberto Zanotti Bianco,Umberto Zanotti Bianco,0000 0001 0898 4022,,,/m/03wbzm9,,http://www.senato.it/leg/01/BGT/Schede/Attsen/00009473.htm,,Umberto Zanotti Bianco,Umberto Zanotti Bianco,Umberto Zanotti Bianco,,Umberto Zanotti Bianco,Umberto Zanotti Bianco,https://upload.wikimedia.org/wikipedia/commons/9/92/UmbertoZanottiBianco.jpg,300858,Umberto Zanotti Bianco,119208377,n84056925,,074193171,,Umberto Zanotti Bianco,,Умберто Дзанотті Б'янко,,,,Category:Umberto Zanotti Bianco,,,,Umberto Zanotti Bianco,,,Умберто Дзанотті Б'янко,,,,127330,,,,,,Umberto Zanotti Bianco,,Umberto Zanotti Bianco,,,,,,,Umberto Zanotti Bianco,,,,,,,,,,,,,,,,,,,,,Umberto Zanotti Bianco,,,,,,Umberto Zanotti Bianco,,,Umberto Zanotti Bianco,,Umberto Zanotti Bianco,,,,,,,,,,,,,,,,Umberto Zanotti Bianco,,,,,,,,,,,,,,,,,,,,,,,,,,,Umberto Zanotti Bianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthropologist,,,,,,,,,,,,,w6tv9wdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=01&id=9473,,
Q3629671,Augusto Minzolini,Augusto Minzolini,Augusto Minzolini,Augusto Minzolini,Augusto Minzolini,Augusto Minzolini,male,268274578,1958-08-03,Augusto,Augusto Minzolini,Augusto Minzolini,Augusto Minzolini,Augusto Minzolini,Augusto Minzolini,Augusto Minzolini,,,,0000 0003 8333 7700,,,,Minzolini,http://www.senato.it/leg/17/BGT/Schede_v3/Attsen/00029205.htm,,,Augusto Minzolini,,,Augusto Minzolini,,https://upload.wikimedia.org/wikipedia/commons/7/7a/Augusto_Minzolini_-_International_Journalism_Festival_2015_03.JPG,,,,no2011113309,,,,Augusto Minzolini,,,,,,Category:Augusto Minzolini,,,,Augusto Minzolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augusto Minzolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augusto Minzolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3645613,Bruno Alicata,Bruno Alicata,Bruno Alicata,Bruno Alicata,Bruno Alicata,Bruno Alicata,male,,1956-12-19,Bruno,Bruno Alicata,Bruno Alicata,Bruno Alicata,Bruno Alicata,Bruno Alicata,Bruno Alicata,Bruno Alicata,Bruno Alicata,,,,,,Alicata,http://www.senato.it/leg/17/BGT/Schede/Attsen/00025271.htm,332966,,Bruno Alicata,,,,,https://upload.wikimedia.org/wikipedia/commons/0/01/Bruno_Alicata_datisenato_2013.jpg,,,,,,,,Bruno Alicata,,,,,,Category:Bruno Alicata,,,,,,,,,,,,,,,,,,,,,Bruno Alicata,,Bruno Alicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruno Alicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruno Alicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=17&id=25271,,
Q3659707,Carlo Pegorer,Carlo Pegorer,Carlo Pegorer,Carlo Pegorer,Carlo Pegorer,Carlo Pegorer,male,,1955-05-21,Carlo,Carlo Pegorer,Carlo Pegorer,Carlo Pegorer,Carlo Pegorer,Carlo Pegorer,Carlo Pegorer,,,,,,,,Pegorer,,,,Carlo Pegorer,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Carlo_Pegorer_datisenato_2013.jpg,,,,,,,,Carlo Pegorer,,,,,,Category:Carlo Pegorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlo Pegorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlo Pegorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22767,,
Q3714289,Doris Lo Moro,Doris Lo Moro,Doris Lo Moro,Doris Lo Moro,Doris Lo Moro,Doris Lo Moro,female,,1955-08-12,Doris,Doris Lo Moro,Doris Lo Moro,Doris Lo Moro,Doris Lo Moro,Doris Lo Moro,Doris Lo Moro,,,,,,,,Lo Moro,http://www.senato.it/leg/17/BGT/Schede/Attsen/00025477.htm,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/92/Doris_Lo_Moro_datisenato_2013.jpg,302907,,,,,,,Doris Lo Moro,,,,,,Category:Doris Lo Moro,,,,,,,,,,,,,,,,,,,,,Doris lo Moro,,Doris lo Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doris Lo Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doris Lo Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magistrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3724402,Emilio Floris,Emilio Floris,Emilio Floris,Emilio Floris,Emilio Floris,Emilio Floris,male,,1944-09-15,Emilio,Emilio Floris,Emilio Floris,Emilio Floris,Emilio Floris,Emilio Floris,Emilio Floris,,,Emilio Floris,,,,,Floris,,34366,,Emilio Floris,Emilio Floris,,,,https://upload.wikimedia.org/wikipedia/commons/8/81/Emilio_Floris_datisenato_2018.jpg,,,,,,,,Emilio Floris,,,,,,Category:Emilio Floris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emilio Floris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emilio Floris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3725649,Enrico Buemi,Enrico Buemi,Enrico Buemi,Enrico Buemi,Enrico Buemi,Enrico Buemi,male,,1947-07-06,Enrico,Enrico Buemi,Enrico Buemi,Enrico Buemi,Enrico Buemi,Enrico Buemi,Enrico Buemi,,,,,,,,Buemi,http://www.senato.it/leg/17/BGT/Schede/Attsen/00017879.htm,,,Enrico Buemi,,,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Enrico_Buemi_datisenato_2013.jpg,300380,,,,,,,Enrico Buemi,,,,,,Category:Enrico Buemi,,,,Enrico Buemi,,,,,,,,,,,,,,,,,Enrico Buemi,,Enrico Buemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrico Buemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrico Buemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3725929,Enrico Montani,Enrico Montani,Enrico Montani,Enrico Montani,Enrico Montani,Enrico Montani,male,,1967-09-27,Enrico,Enrico Montani,Enrico Montani,Enrico Montani,Enrico Montani,Enrico Montani,Enrico Montani,,,,,,,,Montani,http://www.senato.it/leg/16/BGT/Schede/Attsen/00023015.htm,581,,Enrico Montani,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5e/Enrico_Montani_datisenato_2018.jpg,302148,,,,,,,Enrico Montani,,,,,,Category:Enrico Montani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrico Montani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrico Montani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leg=18&id=23015,,
