id,name,given_name,family_name,sort_name,name__mn,image,email,website,facebook,twitter,source
64,KHURELBAATAR Chimed,KHURELBAATAR,Chimed,Chimed KHURELBAATAR,Чимэдийн Хүрэлбаатар,http://www.parliament.mn/en/files/images/1068-7864481.jpg,khurelbaatar@parliament.mn,http://khurelbaatar.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=64
66,TSOLMON Tserendash,TSOLMON,Tserendash,Tserendash TSOLMON,Цэрэндашийн Цолмон,http://www.parliament.mn/en/files/images/1072-7864481.jpg,tsolmon@parliament.mn,http://tsolmon.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=66
67,CHOIJILSUREN Battogtokh,CHOIJILSUREN,Battogtokh,Battogtokh CHOIJILSUREN,Баттогтохын Чойжилсүрэн,http://www.parliament.mn/en/files/images/1074-7864481.jpg,choijilsuren@parliament.mn,http://choijilsuren.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=67
68,ENKH-AMGALAN Luvsantseren,ENKH-AMGALAN,Luvsantseren,Luvsantseren ENKH-AMGALAN,Лувсанцэрэнгийн Энх-Амгалан,http://www.parliament.mn/en/files/images/1076-7864481.jpg,enkhamgalan@parliament.mn,http://enkhamgalan.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=68
69,ENKHBAYAR Jadamba,ENKHBAYAR,Jadamba,Jadamba ENKHBAYAR,Жадамбын Энхбаяр,http://www.parliament.mn/en/files/images/1078-7864481.jpg,enkhbayar_j@parliament.mn,http://enkhbayar.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=69
70,ENKHBOLD Nyamaa,ENKHBOLD,Nyamaa,Nyamaa ENKHBOLD,Нямаагийн Энхболд,http://www.parliament.mn/en/files/images/1080-7864481.jpg,enkhbold@parliament.mn,http://enkhboldn.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=70
71,ENKHBOLD Miyegombo,ENKHBOLD,Miyegombo,Miyegombo ENKHBOLD,Миеэгомбын Энхболд,http://www.parliament.mn/en/files/images/1082-7864481.jpg,enkhboldm@parliament.mn,http://enkhboldm.parliament.mn,https://www.facebook.com/Enkhbold.Miyegombo/,http://twitter.com/MEnkhbold,http://www.parliament.mn/en/who?type=3&cid=71
72,ERDENE Sodnomzundui,ERDENE,Sodnomzundui,Sodnomzundui ERDENE,Содномзундуйн Эрдэнэ,http://www.parliament.mn/en/files/images/1084-7864481.jpg,erdene@parliament.mn,http://erdene.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=72
73,ERDENEBAT Jargaltulga,ERDENEBAT,Jargaltulga,Jargaltulga ERDENEBAT,Жаргалтулгын Эрдэнэбат,http://www.parliament.mn/en/files/images/1086-7864481.jpg,erdenebat_ja@parliament.mn,http://erdenebatj.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=73
74,ERDENEBAT Dondogdorj,ERDENEBAT,Dondogdorj,Dondogdorj ERDENEBAT,Дондогдоржийн Эрдэнэбат,http://www.parliament.mn/en/files/images/1088-7864481.jpg,erdenebatd@parliament.mn,http://erdenebatd.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=74
75,ERDENECHIMEG Luvsan,ERDENECHIMEG,Luvsan,Luvsan ERDENECHIMEG,Лувсангийн Эрдэнэчимэг,http://www.parliament.mn/en/files/images/1090-7864481.jpg,erdenechimeg@parliament.mn,http://erdenechimeg.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=75
76,BATTULGA Khaltmaa,BATTULGA,Khaltmaa,Khaltmaa BATTULGA,Халтмаагийн Баттулга,http://www.parliament.mn/en/files/images/1096-7864481.jpg,battulga@parliament.mn,http://battulga.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=76
77,BATTSOGT Dogsom,BATTSOGT,Dogsom,Dogsom BATTSOGT,Догсомын Батцогт,http://www.parliament.mn/en/files/images/1098-7864481.jpg,battsogt@parliament.mn,http://battsogt.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=77
78,BATTSEREG Namdag,BATTSEREG,Namdag,Namdag BATTSEREG,Намдагийн Батцэрэг,http://www.parliament.mn/en/files/images/1103-7864481.jpg,battsereg@parliament.mn,http://battsereg.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=78
79,BATCHIMEG Migeddorj,BATCHIMEG,Migeddorj,Migeddorj BATCHIMEG,Мигэддоржийн Батчимэг,http://www.parliament.mn/en/files/images/1106-7864481.jpg,batchimegm@parliament.mn,http://batchimeg.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=79
80,BAYARSAIKHAN Tsevelmaa,BAYARSAIKHAN,Tsevelmaa,Tsevelmaa BAYARSAIKHAN,Цэвэлмаагийн Баярсайхан,http://www.parliament.mn/en/files/images/1108-7864481.jpg,bayarsaikhants@parliament.mn,http://bayarsaikhants.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=80
81,BAYARSAIKHAN Garidkhuu,BAYARSAIKHAN,Garidkhuu,Garidkhuu BAYARSAIKHAN,Гарьдхүүгийн Баярсайхан,http://www.parliament.mn/en/files/images/1111-7864481.jpg,bayarsaikhang@parliament.mn,http://bayarsaikhang.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=81
82,BATSUURI Jamiyansuren,BATSUURI,Jamiyansuren,Jamiyansuren BATSUURI,Жамъянсүрэнгийн Батсуурь,http://www.parliament.mn/en/files/images/1113-7864481.jpg,batsuurij@parliament.mn,http://batsuuri.parliament.mn,,,http://www.parliament.mn/en/who?type=3&cid=82
9,ENKHBOLD Zandaakhuu,ENKHBOLD,Zandaakhuu,Zandaakhuu ENKHBOLD,Зандаахүүгийн Энхболд,http://www.parliament.mn/en/files/images/658-7864481.jpg,enkhboldz@parliament.mn,http://enkhboldz.parliament.mn,http://www.facebook.com/Zandaakhuu.Enkhbold,http://twitter.com/enkhboldz,http://www.parliament.mn/en/who?type=3&cid=9
