id,name,surname,party,area,house
73346,GENOVESE Francantonio,GENOVESE,Partito Democratico,Sicilia 2,Chamber of Deputies
449,GENTILONI SILVERI Paolo,GENTILONI SILVERI,Partito Democratico,Lazio 1,Chamber of Deputies
452,GHIZZONI Manuela,GHIZZONI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
453,GIACHETTI Roberto,GIACHETTI,Partito Democratico,Lazio 1,Chamber of Deputies
686267,Giacobbe Anna,Giacobbe,Partito Democratico,Liguria,Chamber of Deputies
454,GIACOMELLI Antonello,GIACOMELLI,Partito Democratico,Toscana,Chamber of Deputies
455,GIACOMONI Sestino,GIACOMONI,Popolo della Libertà,Lazio 1,Chamber of Deputies
332726,GIAMMANCO Gabriella,GIAMMANCO,Popolo della Libertà,Sicilia 1,Chamber of Deputies
686264,Gigli Gian Luigi,Gigli,Per L'Italia,Friuli-Venezia Giulia,Chamber of Deputies
352306,Ginato Federico,Ginato,Partito Democratico,Veneto 1,Chamber of Deputies
21695,GINEFRA Dario,GINEFRA,Partito Democratico,Puglia,Chamber of Deputies
4922,GINOBLE Tommaso,GINOBLE,Partito Democratico,Abruzzo,Chamber of Deputies
686012,Giordano Silvia,Giordano,Movimento 5 stelle,Campania 2,Chamber of Deputies
20398,GIORDANO Giancarlo,GIORDANO,Sinistra ecologia e libertà,Campania 2,Chamber of Deputies
460,GIORGETTI Giancarlo,GIORGETTI,Lega Nord e autonomie,Lombardia 2,Chamber of Deputies
459,GIORGETTI Alberto,GIORGETTI,Popolo della Libertà,Veneto 1,Chamber of Deputies
319282,Giorgis Andrea,Giorgis,Partito Democratico,Piemonte 1,Chamber of Deputies
686392,Gitti Gregorio,Gitti,Partito Democratico,Lombardia 2,Chamber of Deputies
686308,Giuliani Fabrizia,Giuliani,Partito Democratico,Lombardia 1,Chamber of Deputies
88982,GIULIETTI Giampiero,GIULIETTI,Partito Democratico,Umbria,Chamber of Deputies
6442,GNECCHI Maria Luisa,GNECCHI,Partito Democratico,Trentino-Alto Adige,Chamber of Deputies
468,GOZI Sandro,GOZI,Partito Democratico,Lombardia 2,Chamber of Deputies
687324,Grande Marta,Grande,Movimento 5 stelle,Lazio 1,Chamber of Deputies
469,GRASSI Gero,GRASSI,Partito Democratico,Puglia,Chamber of Deputies
686652,Greco Maria Gaetana,Greco,Partito Democratico,Sicilia 2,Chamber of Deputies
530483,Gregori Monica,Gregori,Gruppo Misto,Lazio 1,Chamber of Deputies
292004,Gribaudo Chiara,Gribaudo,Partito Democratico,Piemonte 2,Chamber of Deputies
686658,Grillo Giulia,Grillo,Movimento 5 stelle,Sicilia 2,Chamber of Deputies
473,GRIMOLDI Paolo,GRIMOLDI,Lega Nord e autonomie,Lombardia 1,Chamber of Deputies
26700,GUERINI Giuseppe,GUERINI,Partito Democratico,Lombardia 2,Chamber of Deputies
183561,GUERINI Lorenzo,GUERINI,Partito Democratico,Lombardia 3,Chamber of Deputies
233459,GUERRA Mauro,GUERRA,Partito Democratico,Lombardia 2,Chamber of Deputies
549877,Guidesi Guido,Guidesi,Lega Nord e autonomie,Lombardia 3,Chamber of Deputies
686656,Gullo Maria Tindara,Gullo,Partito Democratico,Sicilia 2,Chamber of Deputies
686744,Gutgeld Itzhak Yoram,Gutgeld,Partito Democratico,Abruzzo,Chamber of Deputies
561083,IACONO Maria,IACONO,Partito Democratico,Sicilia 1,Chamber of Deputies
478,IANNUZZI Tino,IANNUZZI,Partito Democratico,Campania 2,Chamber of Deputies
687355,Iannuzzi Cristian,Iannuzzi,Gruppo Misto,Lazio 2,Chamber of Deputies
304594,Impegno Leonardo,Impegno,Partito Democratico,Campania 1,Chamber of Deputies
122285,INCERTI Antonella,INCERTI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
415851,Invernizzi Cristian,Invernizzi,Lega Nord e autonomie,Lombardia 2,Chamber of Deputies
686228,Iori Vanna,Iori,Partito Democratico,Emilia-Romagna,Chamber of Deputies
687748,Kronbichler Florian,Kronbichler,Sinistra ecologia e libertà,Trentino-Alto Adige,Chamber of Deputies
686469,L'Abbate Giuseppe,L'Abbate,Movimento 5 stelle,Puglia,Chamber of Deputies
687598,La Marca Francesca,La Marca,Partito Democratico,America settentrionale e centrale,Chamber of Deputies
486,LA RUSSA Ignazio,LA RUSSA,Fratelli d'Italia - Centrodestra Nazionale,Lombardia 1,Chamber of Deputies
686481,Labriola Vincenza,Labriola,Gruppo Misto,Puglia,Chamber of Deputies
685963,Lacquaniti Luigi,Lacquaniti,Partito Democratico,Lombardia 2,Chamber of Deputies
4857,LAFFRANCO Pietro,LAFFRANCO,Popolo della Libertà,Umbria,Chamber of Deputies
686301,Laforgia Francesco,Laforgia,Partito Democratico,Lombardia 1,Chamber of Deputies
488,LAINATI Giorgio,LAINATI,Popolo della Libertà,Liguria,Chamber of Deputies
5139,LATRONICO Cosimo,LATRONICO,Popolo della Libertà,Basilicata,Chamber of Deputies
429053,Lattuca Enzo,Lattuca,Partito Democratico,Emilia-Romagna,Chamber of Deputies
686558,Lauricella Giuseppe,Lauricella,Partito Democratico,Sicilia 2,Chamber of Deputies
14405,LAVAGNO Fabio,LAVAGNO,Partito Democratico,Piemonte 2,Chamber of Deputies
499,LENZI Donata,LENZI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
503,LETTA Enrico,LETTA,Partito Democratico,Marche,Chamber of Deputies
178776,LEVA Danilo,LEVA,Partito Democratico,Molise,Chamber of Deputies
170575,LIBRANDI Gianfranco,LIBRANDI,Scelta civica per l'Italia,Lombardia 1,Chamber of Deputies
685739,Liuzzi Mirella,Liuzzi,Movimento 5 stelle,Basilicata,Chamber of Deputies
510,LO MONTE Carmelo,LO MONTE,Per L'Italia,Sicilia 2,Chamber of Deputies
686315,Locatelli Pia,Locatelli,Gruppo Misto,Lombardia 1,Chamber of Deputies
280046,Lodolini Emanuele,Lodolini,Partito Democratico,Marche,Chamber of Deputies
687326,Lombardi Roberta,Lombardi,Movimento 5 stelle,Lazio 1,Chamber of Deputies
333166,LONGO Piero,LONGO,Popolo della Libertà,Veneto 1,Chamber of Deputies
686664,Lorefice Marialucia,Lorefice,Movimento 5 stelle,Sicilia 2,Chamber of Deputies
332735,LORENZIN Beatrice,LORENZIN,Area Popolare (NCD-UDC),Lazio 1,Chamber of Deputies
332736,LOSACCO Alberto,LOSACCO,Partito Democratico,Puglia,Chamber of Deputies
241758,LOTTI Luca,LOTTI,Partito Democratico,Toscana,Chamber of Deputies
523,LUPI Maurizio Enzo,LUPI,Area Popolare (NCD-UDC),Lombardia 1,Chamber of Deputies
686535,Lupo Loredana,Lupo,Movimento 5 stelle,Sicilia 1,Chamber of Deputies
332739,MADIA Maria Anna,MADIA,Partito Democratico,Lazio 1,Chamber of Deputies
686203,Maestri Patrizia,Maestri,Partito Democratico,Emilia-Romagna,Chamber of Deputies
120799,MAESTRI Andrea,MAESTRI,Gruppo Misto,Emilia-Romagna,Chamber of Deputies
234144,MAGORNO Ernesto,MAGORNO,Partito Democratico,Calabria,Chamber of Deputies
363415,Maietta Pasquale,Maietta,Fratelli d'Italia - Centrodestra Nazionale,Lazio 2,Chamber of Deputies
168561,MALISANI Gianna,MALISANI,Partito Democratico,Friuli-Venezia Giulia,Chamber of Deputies
631883,MALPEZZI  Simona Flavia,MALPEZZI,Partito Democratico,Lombardia 1,Chamber of Deputies
4818,MANCIULLI Andrea,MANCIULLI,Partito Democratico,Toscana,Chamber of Deputies
686183,Manfredi Massimiliano,Manfredi,Partito Democratico,Campania 1,Chamber of Deputies
686539,Mannino Claudia,Mannino,Movimento 5 stelle,Sicilia 1,Chamber of Deputies
686279,Mantero Matteo,Mantero,Movimento 5 stelle,Liguria,Chamber of Deputies
504405,Manzi Irene,Manzi,Partito Democratico,Marche,Chamber of Deputies
532,MARANTELLI Daniele,MARANTELLI,Partito Democratico,Lombardia 2,Chamber of Deputies
687338,Marazziti Mario,Marazziti,Per L'Italia,Lazio 1,Chamber of Deputies
686417,Marchetti Marco,Marchetti,Partito Democratico,Marche,Chamber of Deputies
535,MARCHI Maino,MARCHI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
165485,MARCOLIN Marco,MARCOLIN,Lega Nord e autonomie,Veneto 2,Chamber of Deputies
685827,Marcon Giulio,Marcon,Sinistra ecologia e libertà,Veneto 2,Chamber of Deputies
687445,Marguerettaz Rudi Franco,Marguerettaz,Gruppo Misto,Valle d'Aosta,Chamber of Deputies
537,MARIANI Raffaella,MARIANI,Partito Democratico,Liguria,Chamber of Deputies
686455,Mariano Elisa,Mariano,Partito Democratico,Puglia,Chamber of Deputies
128890,MAROTTA Antonio,MAROTTA,Area Popolare (NCD-UDC),Campania 1,Chamber of Deputies
275052,MARROCU Siro,MARROCU,Partito Democratico,Sardegna,Chamber of Deputies
125708,MARRONI Umberto,MARRONI,Partito Democratico,Lazio 1,Chamber of Deputies
543,MARTELLA Andrea,MARTELLA,Partito Democratico,Veneto 2,Chamber of Deputies
415790,Martelli Giovanna,Martelli,Partito Democratico,Lombardia 3,Chamber of Deputies
68256,MARTI Roberto,MARTI,Popolo della Libertà,Puglia,Chamber of Deputies
544,MARTINELLI Marco,MARTINELLI,Popolo della Libertà,Toscana,Chamber of Deputies
546,MARTINO Antonio,MARTINO,Popolo della Libertà,Sicilia 2,Chamber of Deputies
332742,MARTINO Pierdomenico,MARTINO,Partito Democratico,Lazio 2,Chamber of Deputies
686662,Marzana Maria,Marzana,Movimento 5 stelle,Sicilia 2,Chamber of Deputies
686294,Marzano Michela,Marzano,Partito Democratico,Lombardia 1,Chamber of Deputies
721561,MASSA Federico,MASSA,Partito Democratico,Puglia,Chamber of Deputies
34065,MATARRELLI Antonio,MATARRELLI,Gruppo Misto,Puglia,Chamber of Deputies
686489,Matarrese Salvatore,Matarrese,Scelta civica per l'Italia,Puglia,Chamber of Deputies
687372,Mattiello Davide,Mattiello,Partito Democratico,Piemonte 1,Chamber of Deputies
7527,MAURI Matteo,MAURI,Partito Democratico,Lombardia 1,Chamber of Deputies
686008,Mazziotti Di Celso Andrea,Mazziotti Di Celso,Scelta civica per l'Italia,Lombardia 3,Chamber of Deputies
9100,MAZZOLI Alessandro,MAZZOLI,Partito Democratico,Lazio 2,Chamber of Deputies
687448,Melilla Gianni,Melilla,Sinistra ecologia e libertà,Abruzzo,Chamber of Deputies
8295,MELILLI Fabio,MELILLI,Partito Democratico,Lazio 2,Chamber of Deputies
556,MELONI Giorgia,MELONI,Fratelli d'Italia - Centrodestra Nazionale,Campania 1,Chamber of Deputies
275049,MELONI Marco,MELONI,Partito Democratico,Liguria,Chamber of Deputies
560,MERLO Ricardo Antonio,MERLO,Gruppo Misto,America meridionale,Chamber of Deputies
562,META Michele Pompeo,META,Partito Democratico,Lazio 1,Chamber of Deputies
364324,Miccoli Marco,Miccoli,Partito Democratico,Lazio 1,Chamber of Deputies
685893,Micillo Salvatore,Micillo,Movimento 5 stelle,Campania 1,Chamber of Deputies
566,MIGLIORE Gennaro,MIGLIORE,Partito Democratico,Campania 1,Chamber of Deputies
569,MILANATO Lorena,MILANATO,Popolo della Libertà,Veneto 1,Chamber of Deputies
332750,MINARDO Antonino,MINARDO,Area Popolare (NCD-UDC),Sicilia 2,Chamber of Deputies
124341,MINNUCCI Emiliano,MINNUCCI,Partito Democratico,Lazio 1,Chamber of Deputies
332751,MIOTTO Anna Margherita,MIOTTO,Partito Democratico,Veneto 1,Chamber of Deputies
573,MISIANI Antonio,MISIANI,Partito Democratico,Lombardia 2,Chamber of Deputies
274982,MISURACA Salvatore,MISURACA,Area Popolare (NCD-UDC),Sicilia 1,Chamber of Deputies
171845,MOGNATO Michele,MOGNATO,Partito Democratico,Veneto 2,Chamber of Deputies
686040,Molea Bruno,Molea,Scelta civica per l'Italia,Emilia-Romagna,Chamber of Deputies
332756,MOLTENI Nicola,MOLTENI,Lega Nord e autonomie,Lombardia 2,Chamber of Deputies
578,MONACO Francesco,MONACO,Partito Democratico,Lombardia 1,Chamber of Deputies
685900,Monchiero Giovanni,Monchiero,Scelta civica per l'Italia,Piemonte 1,Chamber of Deputies
1648,MONGIELLO Colomba,MONGIELLO,Partito Democratico,Puglia,Chamber of Deputies
28162,MONTRONI Daniele,MONTRONI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
89354,MORANI Alessia,MORANI,Partito Democratico,Marche,Chamber of Deputies
313972,Morassut Roberto,Morassut,Partito Democratico,Lazio 1,Chamber of Deputies
171574,MORETTO Sara,MORETTO,Partito Democratico,Veneto 2,Chamber of Deputies
687602,Moscatt Antonino,Moscatt,Partito Democratico,Sicilia 1,Chamber of Deputies
332758,MOTTOLA Giovanni Carlo Francesco,MOTTOLA,Popolo della Libertà,Emilia-Romagna,Chamber of Deputies
686046,Mucci Mara,Mucci,Gruppo Misto,Emilia-Romagna,Chamber of Deputies
34758,MURA Romina,MURA,Partito Democratico,Sardegna,Chamber of Deputies
171881,MURER Delia,MURER,Partito Democratico,Veneto 2,Chamber of Deputies
592,NACCARATO Alessandro,NACCARATO,Partito Democratico,Veneto 1,Chamber of Deputies
300093,Nardi Martina,Nardi,Partito Democratico,Toscana,Chamber of Deputies
687254,Narduolo Giulia,Narduolo,Partito Democratico,Veneto 1,Chamber of Deputies
4409,NASTRI Gaetano,NASTRI,Fratelli d'Italia - Centrodestra Nazionale,Piemonte 2,Chamber of Deputies
685792,Nesci Dalila,Nesci,Movimento 5 stelle,Calabria,Chamber of Deputies
497764,Nesi Edoardo,Nesi,Gruppo Misto,Toscana,Chamber of Deputies
602,NICCHI Marisa,NICCHI,Sinistra ecologia e libertà,Toscana,Chamber of Deputies
687239,Nicoletti Michele,Nicoletti,Partito Democratico,Trentino-Alto Adige,Chamber of Deputies
687604,Nissoli Angela Rosaria Detta Fucsia,Nissoli,Per L'Italia,America settentrionale e centrale,Chamber of Deputies
223058,NIZZI Settimo,NIZZI,Popolo della Libertà,Sardegna,Chamber of Deputies
686529,Nuti Riccardo,Nuti,Movimento 5 stelle,Sicilia 1,Chamber of Deputies
274892,OCCHIUTO Roberto,OCCHIUTO,Popolo della Libertà,Calabria,Chamber of Deputies
686287,Oliaro Roberta,Oliaro,Scelta civica per l'Italia,Liguria,Chamber of Deputies
606,OLIVERIO Nicodemo Nazzareno,OLIVERIO,Partito Democratico,Calabria,Chamber of Deputies
686772,Orfini Matteo,Orfini,Partito Democratico,Lazio 1,Chamber of Deputies
609,ORLANDO Andrea,ORLANDO,Partito Democratico,Liguria,Chamber of Deputies
161948,OTTOBRE Mauro,OTTOBRE,Gruppo Misto,Trentino-Alto Adige,Chamber of Deputies
120760,PAGANI Alberto,PAGANI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
274928,PAGANO Alessandro,PAGANO,Area Popolare (NCD-UDC),Sicilia 1,Chamber of Deputies
687453,Paglia Giovanni,Paglia,Sinistra ecologia e libertà,Emilia-Romagna,Chamber of Deputies
687428,Palazzotto Erasmo,Palazzotto,Sinistra ecologia e libertà,Sicilia 1,Chamber of Deputies
5097,PALESE Rocco,PALESE,Popolo della Libertà,Puglia,Chamber of Deputies
686180,Palma Giovanna,Palma,Partito Democratico,Campania 1,Chamber of Deputies
614,PALMIERI Antonio,PALMIERI,Popolo della Libertà,Lombardia 2,Chamber of Deputies
333220,PALMIZIO Elio Massimo,PALMIZIO,Popolo della Libertà,Emilia-Romagna,Chamber of Deputies
686485,Pannarale Annalisa,Pannarale,Sinistra ecologia e libertà,Puglia,Chamber of Deputies
686114,Parentela Paolo,Parentela,Movimento 5 stelle,Calabria,Chamber of Deputies
20344,PARIS Valentina,PARIS,Partito Democratico,Campania 2,Chamber of Deputies
332768,PARISI Massimo,PARISI,Popolo della Libertà,Toscana,Chamber of Deputies
242166,PARRINI Dario,PARRINI,Partito Democratico,Toscana,Chamber of Deputies
8312,PASTORELLI Oreste,PASTORELLI,Gruppo Misto,Veneto 2,Chamber of Deputies
244605,PASTORINO Luca,PASTORINO,Gruppo Misto,Liguria,Chamber of Deputies
687365,Patriarca Edoardo,Patriarca,Partito Democratico,Piemonte 1,Chamber of Deputies
5102,PELILLO Michele,PELILLO,Partito Democratico,Puglia,Chamber of Deputies
687455,Pellegrino Serena,Pellegrino,Sinistra ecologia e libertà,Friuli-Venezia Giulia,Chamber of Deputies
76353,PELUFFO Vinicio,PELUFFO,Partito Democratico,Lombardia 1,Chamber of Deputies
332771,PES Caterina,PES,Partito Democratico,Sardegna,Chamber of Deputies
686338,Pesco Daniele,Pesco,Movimento 5 stelle,Lombardia 1,Chamber of Deputies
686389,Petraroli Cosimo,Petraroli,Movimento 5 stelle,Lombardia 2,Chamber of Deputies
332772,PETRENGA Giovanna,PETRENGA,Popolo della Libertà,Campania 2,Chamber of Deputies
4889,PETRINI Paolo,PETRINI,Partito Democratico,Marche,Chamber of Deputies
687460,Piazzoni Ileana,Piazzoni,Partito Democratico,Lazio 1,Chamber of Deputies
644,PICCHI Guglielmo,PICCHI,Popolo della Libertà,Europa,Chamber of Deputies
389343,Piccione Teresa,Piccione,Partito Democratico,Sicilia 1,Chamber of Deputies
686554,Piccoli Nardelli Flavia,Piccoli Nardelli,Partito Democratico,Sicilia 2,Chamber of Deputies
332874,PICCOLO Salvatore,PICCOLO,Partito Democratico,Campania 1,Chamber of Deputies
686185,Piccolo Giorgio,Piccolo,Partito Democratico,Campania 1,Chamber of Deputies
1680,PICCONE Filippo,PICCONE,Area Popolare (NCD-UDC),Abruzzo,Chamber of Deputies
686492,Piepoli Gaetano,Piepoli,Per L'Italia,Puglia,Chamber of Deputies
647,PILI Mauro,PILI,Gruppo Misto,Sardegna,Chamber of Deputies
243618,PILOZZI Nazzareno,PILOZZI,Partito Democratico,Lazio 2,Chamber of Deputies
686218,Pini Giuditta,Pini,Partito Democratico,Emilia-Romagna,Chamber of Deputies
648,PINI Gianluca,PINI,Lega Nord e autonomie,Emilia-Romagna,Chamber of Deputies
686509,Pinna Paola,Pinna,Scelta civica per l'Italia,Sardegna,Chamber of Deputies
686503,Piras Michele,Piras,Sinistra ecologia e libertà,Sardegna,Chamber of Deputies
686164,Pisano Girolamo,Pisano,Movimento 5 stelle,Campania 2,Chamber of Deputies
653,PISICCHIO Pino,PISICCHIO,Gruppo Misto,Puglia,Chamber of Deputies
125686,PISO Vincenzo,PISO,Area Popolare (NCD-UDC),Lazio 2,Chamber of Deputies
654,PIZZOLANTE Sergio,PIZZOLANTE,Area Popolare (NCD-UDC),Emilia-Romagna,Chamber of Deputies
119774,PLACIDO Antonio,PLACIDO,Sinistra ecologia e libertà,Basilicata,Chamber of Deputies
29101,PLANGGER Albrecht,PLANGGER,Gruppo Misto,Trentino-Alto Adige,Chamber of Deputies
332878,POLIDORI Catia,POLIDORI,Popolo della Libertà,Veneto 1,Chamber of Deputies
656,POLLASTRINI Barbara,POLLASTRINI,Partito Democratico,Lombardia 1,Chamber of Deputies
494771,POLVERINI Renata,POLVERINI,Popolo della Libertà,Lazio 1,Chamber of Deputies
332880,PORTA Fabio,PORTA,Partito Democratico,America meridionale,Chamber of Deputies
332882,PORTAS Giacomo Antonio,PORTAS,Partito Democratico,Piemonte 1,Chamber of Deputies
418631,PRATAVIERA Emanuele,PRATAVIERA,Gruppo Misto,Veneto 2,Chamber of Deputies
662,PRESTIGIACOMO Stefania,PRESTIGIACOMO,Popolo della Libertà,Sicilia 2,Chamber of Deputies
686351,Preziosi Ernesto,Preziosi,Partito Democratico,Lombardia 2,Chamber of Deputies
4575,PRINA Francesco,PRINA,Partito Democratico,Lombardia 1,Chamber of Deputies
686262,Prodani Aris,Prodani,Gruppo Misto,Friuli-Venezia Giulia,Chamber of Deputies
686277,Quaranta Stefano,Quaranta,Sinistra ecologia e libertà,Liguria,Chamber of Deputies
686297,Quartapelle Procopio Lia,Quartapelle Procopio,Partito Democratico,Lombardia 1,Chamber of Deputies
687289,Quintarelli Stefano,Quintarelli,Scelta civica per l'Italia,Veneto 1,Chamber of Deputies
4445,RABINO Mariano,RABINO,Scelta civica per l'Italia,Piemonte 2,Chamber of Deputies
686560,Raciti Fausto,Raciti,Partito Democratico,Sicilia 2,Chamber of Deputies
5017,RAGOSTA Michele,RAGOSTA,Partito Democratico,Campania 2,Chamber of Deputies
670,RAMPELLI Fabio,RAMPELLI,Fratelli d'Italia - Centrodestra Nazionale,Lazio 1,Chamber of Deputies
325708,Rampi Roberto,Rampi,Partito Democratico,Lombardia 1,Chamber of Deputies
674,RAVETTO Laura,RAVETTO,Popolo della Libertà,Lombardia 2,Chamber of Deputies
676,REALACCI Ermete,REALACCI,Partito Democratico,Lombardia 2,Chamber of Deputies
385100,Ribaudo Francesco,Ribaudo,Partito Democratico,Sicilia 1,Chamber of Deputies
687431,Ricciatti Lara,Ricciatti,Sinistra ecologia e libertà,Marche,Chamber of Deputies
4755,RICHETTI Matteo,RICHETTI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
681,RIGONI Andrea,RIGONI,Partito Democratico,Toscana,Chamber of Deputies
686259,Rizzetto Walter,Rizzetto,Gruppo Misto,Friuli-Venezia Giulia,Chamber of Deputies
686668,Rizzo Gianluca,Rizzo,Movimento 5 stelle,Sicilia 2,Chamber of Deputies
332892,ROCCELLA Eugenia Maria,ROCCELLA,Area Popolare (NCD-UDC),Lazio 1,Chamber of Deputies
686682,Rocchi Maria Grazia,Rocchi,Partito Democratico,Toscana,Chamber of Deputies
85079,ROMANINI Giuseppe,ROMANINI,Partito Democratico,Emilia-Romagna,Chamber of Deputies
686,ROMANO Francesco Saverio,ROMANO,Popolo della Libertà,Sicilia 1,Chamber of Deputies
686720,Romano Andrea,Romano,Partito Democratico,Toscana,Chamber of Deputies
687398,Romano Paolo Nicolò,Romano,Movimento 5 stelle,Piemonte 2,Chamber of Deputies
687,ROMELE Giuseppe,ROMELE,Popolo della Libertà,Lombardia 2,Chamber of Deputies
332894,RONDINI Marco,RONDINI,Lega Nord e autonomie,Lombardia 1,Chamber of Deputies
177665,ROSATO Ettore,ROSATO,Partito Democratico,Friuli-Venezia Giulia,Chamber of Deputies
687340,Rossi Domenico,Rossi,Per L'Italia,Lazio 1,Chamber of Deputies
1707,ROSSI Paolo,ROSSI,Partito Democratico,"",Chamber of Deputies
332898,ROSSOMANDO Anna,ROSSOMANDO,Partito Democratico,Piemonte 1,Chamber of Deputies
686175,Rostan Michela,Rostan,Partito Democratico,Campania 1,Chamber of Deputies
685848,Rostellato Gessica,Rostellato,Partito Democratico,Veneto 1,Chamber of Deputies
1708,ROTONDI Gianfranco,ROTONDI,Popolo della Libertà,Campania 1,Chamber of Deputies
687272,Rotta Alessia,Rotta,Partito Democratico,Veneto 1,Chamber of Deputies
1709,RUBINATO Simonetta,RUBINATO,Partito Democratico,Veneto 2,Chamber of Deputies
686152,Rughetti Angelo,Rughetti,Partito Democratico,Campania 2,Chamber of Deputies
687332,Ruocco Carla,Ruocco,Movimento 5 stelle,Lazio 1,Chamber of Deputies
700,RUSSO Paolo,RUSSO,Popolo della Libertà,Campania 1,Chamber of Deputies
8344,SALTAMARTINI Barbara,SALTAMARTINI,Lega Nord e autonomie,Lazio 2,Chamber of Deputies
274855,SAMMARCO Gianfranco,SAMMARCO,Area Popolare (NCD-UDC),Lazio 1,Chamber of Deputies
707,SANGA Giovanni,SANGA,Partito Democratico,Lombardia 2,Chamber of Deputies
332906,SANI Luca,SANI,Partito Democratico,Toscana,Chamber of Deputies
348294,Sanna Giovanna,Sanna,Partito Democratico,Sardegna,Chamber of Deputies
275029,SANNA Francesco,SANNA,Partito Democratico,Sardegna,Chamber of Deputies
5068,SANNICANDRO Arcangelo,SANNICANDRO,Sinistra ecologia e libertà,Puglia,Chamber of Deputies
710,SANTELLI Jole,SANTELLI,Popolo della Libertà,Calabria,Chamber of Deputies
685978,Santerini Milena,Santerini,Per L'Italia,Lombardia 2,Chamber of Deputies
333276,SARRO Carlo,SARRO,Popolo della Libertà,Campania 2,Chamber of Deputies
686044,Sarti Giulia,Sarti,Movimento 5 stelle,Emilia-Romagna,Chamber of Deputies
177694,SAVINO Sandra,SAVINO,Popolo della Libertà,Friuli-Venezia Giulia,Chamber of Deputies
332912,SAVINO Elvira,SAVINO,Popolo della Libertà,Puglia,Chamber of Deputies
686395,Sberna Mario,Sberna,Per L'Italia,Lombardia 2,Chamber of Deputies
9069,SBROLLINI Daniela,SBROLLINI,Partito Democratico,Veneto 1,Chamber of Deputies
686477,Scagliusi Emanuele,Scagliusi,Movimento 5 stelle,Puglia,Chamber of Deputies
686453,Scalfarotto Ivan,Scalfarotto,Partito Democratico,Puglia,Chamber of Deputies
223060,SCANU Gian Piero,SCANU,Partito Democratico,Sardegna,Chamber of Deputies
686545,Schirò Gea,Schirò,Partito Democratico,Sicilia 1,Chamber of Deputies
28912,SCHULLIAN Manfred,SCHULLIAN,Gruppo Misto,Trentino-Alto Adige,Chamber of Deputies
685790,Scopelliti Rosanna,Scopelliti,Area Popolare (NCD-UDC),Calabria,Chamber of Deputies
718,SCOTTO Arturo,SCOTTO,Sinistra ecologia e libertà,Campania 1,Chamber of Deputies
686407,Scuvera Chiara,Scuvera,Partito Democratico,Lombardia 3,Chamber of Deputies
686714,Segoni Samuele,Segoni,Gruppo Misto,Toscana,Chamber of Deputies
169757,SENALDI Angelo,SENALDI,Partito Democratico,Lombardia 2,Chamber of Deputies
720,SERENI Marina,SERENI,Partito Democratico,Umbria,Chamber of Deputies
687658,Sgambato Camilla,Sgambato,Partito Democratico,Campania 2,Chamber of Deputies
686014,Sibilia Carlo,Sibilia,Movimento 5 stelle,Campania 2,Chamber of Deputies
9270,SIMONETTI Roberto,SIMONETTI,Lega Nord e autonomie,Piemonte 2,Chamber of Deputies
241653,SIMONI Elisa,SIMONI,Partito Democratico,Toscana,Chamber of Deputies
332920,SISTO Francesco Paolo,SISTO,Popolo della Libertà,Puglia,Chamber of Deputies
686385,Sorial Girgis Giorgio,Sorial,Movimento 5 stelle,Lombardia 2,Chamber of Deputies
686750,Sottanelli Giulio,Sottanelli,Scelta civica per l'Italia,Abruzzo,Chamber of Deputies
686234,Spadoni Maria Edera,Spadoni,Movimento 5 stelle,Emilia-Romagna,Chamber of Deputies
119733,SPERANZA Roberto,SPERANZA,Partito Democratico,Basilicata,Chamber of Deputies
685811,Spessotto Arianna,Spessotto,Movimento 5 stelle,Veneto 2,Chamber of Deputies
76488,SQUERI Luca,SQUERI,Popolo della Libertà,Lombardia 1,Chamber of Deputies
686187,Stumpo Nico,Stumpo,Partito Democratico,Calabria,Chamber of Deputies
740,TABACCI Bruno,TABACCI,Per L'Italia,Toscana,Chamber of Deputies
687613,Tacconi Alessio,Tacconi,Partito Democratico,Europa,Chamber of Deputies
741,TAGLIALATELA Marcello,TAGLIALATELA,Fratelli d'Italia - Centrodestra Nazionale,Campania 1,Chamber of Deputies
4927,TANCREDI Paolo,TANCREDI,Area Popolare (NCD-UDC),Abruzzo,Chamber of Deputies
686522,Taranto Luigi,Taranto,Partito Democratico,Sicilia 1,Chamber of Deputies
4466,TARICCO Giacomino,TARICCO,Partito Democratico,Piemonte 2,Chamber of Deputies
685574,Tartaglione Assunta,Tartaglione,Partito Democratico,Campania 1,Chamber of Deputies
686356,Tentori Veronica,Tentori,Partito Democratico,Lombardia 2,Chamber of Deputies
322807,Terrosi Alessandra,Terrosi,Partito Democratico,Lazio 2,Chamber of Deputies
686433,Terzoni Patrizia,Terzoni,Movimento 5 stelle,Marche,Chamber of Deputies
313252,Tidei Marietta,Tidei,Partito Democratico,Lazio 1,Chamber of Deputies
686038,Tinagli Irene,Tinagli,Scelta civica per l'Italia,Emilia-Romagna,Chamber of Deputies
686011,Tofalo Angelo,Tofalo,Movimento 5 stelle,Campania 2,Chamber of Deputies
