id,name__sv,name__it,name__fr,name__en,name,wikipedia__sv,gender,birth_date,given_name,identifier__Riksdagen,original_wikiname,name__nl,name__de,wikipedia__commons,wikipedia__en,image,name__nb,name__uk,name__da,name__nn,name__fi,name__pl,name__pt,name__ru,wikipedia__da,wikipedia__fi,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__uk,identifier__VIAF,identifier__SELIBR,name__es,wikipedia__de,identifier__freebase,name__sco,name__id,wikipedia__fr,wikipedia__id,wikipedia__sco,identifier__ISNI,identifier__LCAuth,family_name,name__mg,wikipedia__mg,name__af,name__an,name__ar,name__az,name__be,name__bg,name__bn,name__br,name__bs,name__ca,name__cs,name__de_ch,name__el,name__en_ca,name__en_gb,name__eo,name__et,name__gl,name__he,name__hi,name__hu,name__io,name__is,name__ja,name__ka,name__ko,name__la,name__lb,name__lt,name__lv,name__mn,name__mr,name__ms,name__oc,name__pt_br,name__qu,name__se,name__sq,name__sr,name__sw,name__tr,name__vi,name__yo,name__zh,name__hr,name__fa,name__fo,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frwikiquote,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__qu,wikipedia__se,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tr,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__parlement,name__be_tarask,wikipedia__be_x_old,website,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__nds,name__vmf,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,name__fit,name__ta,name__sh,name__mk,name__hy,name__ur,wikipedia__cswikiquote,wikipedia__hy,wikipedia__sh,wikipedia__ta,wikipedia__ur,facebook,name__gsw,twitter,identifier__BIBSYS,identifier__BNF,name__ie,wikipedia__ie,name__ast,name__bar,name__co,name__cy,name__eu,name__fur,name__ga,name__gd,name__li,name__lij,name__lmo,name__nap,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sk,name__sl,name__vec,name__vls,name__wa,identifier__FAST,identifier__PACE,identifier__NTA,name__th,wikipedia__th,identifier__GTAA,death_date,identifier__OLID,wikipedia__nds,wikipedia__etwikiquote,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__NNDB,name__sah,wikipedia__sah,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__sk,wikipedia__mk,wikipedia__plwikiquote,birth_name,name__ckb,wikipedia__ckb,identifier__SFDb,wikipedia__eu,last_seen,identifier__elonet,identifier__PORT,identifier__DNF,name__ty,identifier__NLI,wikipedia__gd,wikipedia__hsb,name__hsb,identifier__kinopoisk,identifier__Britannica,identifier__kansallisbiografia,identifier__wikitree,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__min,name__nrm,name__pap,name__prg,name__rgn,name__sr_el,name__vo,name__wo,name__zu,identifier__CSFD,weblog,wikipedia__fawikiquote,occupation,identifier__ne_se,name__dsb,name__pfl,name__frr,identifier__snac,identifier__NLAtrove,identifier__CSPAN,identifier__politifact,identifier__quora,wikipedia__ml,name__kl,name__ml,identifier__omni,name__aa,name__ace,name__ak,name__ang,name__ay,name__bcl,name__bi,name__bjn,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__egl,name__eml,name__ext,name__ff,name__fj,name__fy,name__gag,name__gn,name__gv,name__ha,name__hak,name__hif_latn,name__hil,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kk_latn,name__kk_tr,name__ksh,name__lad,name__nah,name__rup,name__sn,name__su,name__tl,name__tpi,name__uz,name__war,name__zea,wikipedia__itwikiquote,name__te,identifier__LAC,linkedin,wikipedia__ruwikinews,identifier__bigenc_ru,instagram,name__sje,name__sma,name__smj,identifier__NUKAT,wikipedia__ukwikiquote,identifier__dialnet,identifier__CANTIC,wikipedia__ast,name__kn,email,identifier__google_knowledge,identifier__BAV,wikipedia__nlwikinews,identifier__NLA,identifier__NLP,identifier__LNB,identifier__PTBNP,name__als,wikipedia__fy,name__pdc,name__stq,name__ba,wikipedia__ba,identifier__GNC,wikipedia__cy,name__lfn,wikipedia__uz,wikipedia__azb,noble_title,identifier__BNE,name__azb,name__no,identifier__CONOR,wikipedia__wuu,name__wuu,identifier__DBNL,identifier__NDL,wikipedia__eswikiquote,identifier__NKC,identifier__youtube,name__tt,wikipedia__tt,identifier__NSK
Q4981553,Suzanne Svensson,,Suzanne Svensson,Suzanne Svensson,Suzanne Svensson,Suzanne Svensson,female,1958,Suzanne,0916608741910,,Suzanne Svensson,,Category:Suzanne Svensson,,https://upload.wikimedia.org/wikipedia/commons/4/47/Suzanne_Svensson.jpg,Suzanne Svensson,,,,Suzanne Svensson,,,Сюзанна Свенссон,,,Suzanne Svensson,,,,,,,,Suzanne Svensson,,,,,,,,,,Svensson,,,,,,,,,,,,Suzanne Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suzanne Svensson,,,,,,,,,,,,,,,,,,,Suzanne Svensson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4981668,Mia Sydow Mölleby,,Mia Sydow Mölleby,Mia Sydow Mölleby,Mia Sydow Mölleby,Mia Sydow Mölleby,female,1960-10-27,Mia,0415959965211,,Mia Sydow Mölleby,,Category:Mia Sydow Mölleby,,https://upload.wikimedia.org/wikipedia/commons/1/11/Mia_Sydow_Mölleby_2.jpg,,,,,Mia Sydow Mölleby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mia Sydow Mölleby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mia Sydow Mölleby,,,,,,,,,,,,,,,,,,,Mia Sydow Mölleby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4981674,Tullia von Sydow,Tullia von Sydow,Tullia von Sydow,Tullia von Sydow,Tullia von Sydow,Tullia von Sydow,female,1918-11-20,Tullia,0937572393290,,Tullia von Sydow,Tullia von Sydow,,,,Tullia von Sydow,,Tullia von Sydow,Tullia von Sydow,Tullia von Sydow,Tullia von Sydow,Tullia von Sydow,,,,,,,,,,68688905,,Tullia von Sydow,,,,,,,,0000 0000 5188 4935,no2006081270,Sydow,,,,,,,,,,,,Tullia von Sydow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tullia von Sydow,,,,,,,,,,,,,,,,,,,Tullia von Sydow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tullia von Sydow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4981874,Elvy Söderström,,Elvy Söderström,Elvy Söderström,Elvy Söderström,Elvy Söderström,female,1953-10-11,Elvy,0813946968912,,Elvy Söderström,,,,,,,,,Elvy Söderström,,,,,,,,,,,,,,,,,,,,,,,,Söderström,,,,,,,,,,,,Elvy Söderström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elvy Söderström,,,,,,,,,,,,,,,,,,,Elvy Söderström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4981914,Anna-Lena Sörenson,,Anna-Lena Sörenson,Anna-Lena Sörenson,Anna-Lena Sörenson,Anna-Lena Sörenson,female,1954-02-12,Anna-Lena,0483837558914,,Anna-Lena Sörenson,,Category:Anna-Lena Sörenson,,https://upload.wikimedia.org/wikipedia/commons/7/71/Anna-Lena_Sörenson.jpg,Anna-Lena Sörenson,,,,Anna-Lena Sörenson,,,,,,Anna-Lena Sörenson,,,,,,,,,,,,,,,,,,Sörenson,,,,,,,,,,,,Anna-Lena Sörenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna-Lena Sörenson,,,,,,,,,,,,,,,,,,,Anna-Lena Sörenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4982318,Cecilie Tenfjord-Toftby,,Cecilie Tenfjord-Toftby,Cecilie Tenfjord-Toftby,Cecilie Tenfjord-Toftby,Cecilie Tenfjord-Toftby,female,1970,Cecilie,010343930918,,Cecilie Tenfjord-Toftby,,Category:Cecilie Tenfjord-Toftby,Cecilie Tenfjord-Toftby,https://upload.wikimedia.org/wikipedia/commons/8/8c/Cecilie_Tenfjord-Toftby_vid_Nordiska_raoedets_session_i_Helsingfors_2012.jpg,,,,,Cecilie Tenfjord-Toftby,Cecilie Tenfjord-Toftby,,,,,,Cecilie Tenfjord-Toftby,,,,,,,Cecilie Tenfjord-Toftby,,,,,,,,,,,,,,,,,,,,,,Cecilie Tenfjord-Toftby,,,,,,,,,,,Cecilie Tenfjord-Toftby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cecilie Tenfjord-Toftby,,,,,,,,,,,,,,,,,,,Cecilie Tenfjord-Toftby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4982419,Ingela Thalén,Ingela Thalén,Ingela Thalén,Ingela Thalén,Ingela Thalén,Ingela Thalén,female,1943-10-01,Ingela,0181942435301,,Ingela Thalén,Ingela Thalén,Category:Ingela Thalén,Ingela Thalén,https://upload.wikimedia.org/wikipedia/commons/9/96/Ingela_Thalén_2013.JPG,Ingela Thalén,,Ingela Thalén,Ingela Thalén,Ingela Thalén,Ingela Thalén,Ingela Thalén,,,,,Ingela Thalén,,,,,71375474,,Ingela Thalén,,,,,,,,0000 0000 5194 2015,,,,,,,,,,,,,,Ingela Thalén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingela Thalén,,,,,,,,,,,,,,,,,,,Ingela Thalén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingela Thalén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4982713,Mildred Thulin,Mildred Thulin,Mildred Thulin,Mildred Thulin,Mildred Thulin,Mildred Thulin,female,1941,Mildred,0631251014601,,Mildred Thulin,,,,,,,,,Mildred Thulin,,,,,,,,,,,,,,Mildred Thulin,,,,,,,,,,Thulin,,,,,,,,,,,,Mildred Thulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mildred Thulin,,,,,,,,,,,,,,,,,,,Mildred Thulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4982841,Ulla Tillander,Ulla Tillander,Ulla Tillander,Ulla Tillander,Ulla Tillander,Ulla Tillander,female,1931-03-10,Ulla,0252987797901,,Ulla Tillander,,,,,,,,,Ulla Tillander,,,,,,,,,,,,,,Ulla Tillander,,,,,,,,,,Tillander,,,,,,,,,,,,Ulla Tillander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulla Tillander,,,,,,,,,,,,,,,,,,,Ulla Tillander,,,,,,,,,,1994-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,ulla-tillander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4982902,Tone Tingsgård,,Tone Tingsgård,Tone Tingsgård,Tone Tingsgård,Tone Tingsgård,female,1944,Tone,0996403729104,,Tone Tingsgård,Tone Tingsgård,,Tone Tingsgård,,,,,,Tone Tingsgård,,,,,,,,,,,,,,Tone Tingsgård,,,,,,,,,,,,,,,,,,,,,,Tone Tingsgård,,,,,,,,,,,Tone Tingsgård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone Tingsgård,,,,,,,,,,,,,,,,,,,Tone Tingsgård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4982955,Gunilla Tjernberg,,Gunilla Tjernberg,Gunilla Tjernberg,Gunilla Tjernberg,Gunilla Tjernberg,female,1950,Gunilla,0887345842319,,Gunilla Tjernberg,Gunilla Tjernberg,Category:Gunilla Tjernberg,Gunilla Tjernberg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Gunilla_Tjernberg_(KD)_Sverige._Nordiska_radets_session_i_Stockholm_2009.jpg,,,,,Gunilla Tjernberg,,,,,,,,,,,,,,Gunilla Tjernberg,,,,,,,,,,Tjernberg,,,,,,,,,,,,Gunilla Tjernberg,,,,,,,,,,,Gunilla Tjernberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gunilla Tjernberg,,,,,,,,,,,,,,,,,,,Gunilla Tjernberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4983517,Vasiliki Tsouplaki,,Vasiliki Tsouplaki,Vasiliki Tsouplaki,Vasiliki Tsouplaki,Vasiliki Tsouplaki,female,1980-02-27,Vasiliki,0228027853620,,Vasiliki Tsouplaki,,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/Vasiliki_Tsouplaki.jpg,,,,,Vasiliki Tsouplaki,,,,,,,,,,,,,,Vasiliki Tsouplaki,,,,,,,,,,,,,,,,,,,,,,Vasiliki Tsouplaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vasiliki Tsouplaki,,,,,,,,,,,,,,,,,,,Vasiliki Tsouplaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4984124,Ines Uusmann,,Ines Uusmann,Ines Uusmann,Ines Uusmann,Ines Uusmann,female,1948-10-30,Ines,0729734540102,,Ines Uusmann,Ines Uusmann,,Ines Uusmann,,,,,,Ines Uusmann,,,,,,,,,,,,,,Ines Uusmann,,,,,,,,,,,,,,,,,,,,,,Ines Uusmann,,,,,,,,,,,Ines Uusmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ines Uusmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ines Uusmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ines Uusmann,,,,,,,,,,,,,,,,,,,Ines Uusmann,,,,,3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4984508,Iréne Vestlund,,Iréne Vestlund,Iréne Vestlund,Iréne Vestlund,Iréne Vestlund,female,1933,,0288448506702,,Iréne Vestlund,,,,,,,,,Iréne Vestlund,,,,,,,,,,,,,,,,,,,,,,,,Vestlund,,,,,,,,,,,,Iréne Vestlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iréne Vestlund,,,,,,,,,,,,,,,,,,,Iréne Vestlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4984640,Jessika Vilhelmsson,,Jessika Vilhelmsson,Jessika Vilhelmsson,Jessika Vilhelmsson,Jessika Roswall,female,1972-12-18,Jessika,0718034011110,,Jessika Vilhelmsson,,Category:Jessika Vilhelmsson,,https://upload.wikimedia.org/wikipedia/commons/a/a6/Jessika_Vilhelmsson.jpg,,,,,Jessika Vilhelmsson,,,,,,,,,,,,,,Jessika Vilhelmsson,,,,,,,,,,Vilhelmsson,,,,,,,,,,,,Jessika Vilhelmsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jessika Vilhelmsson,,,,,,,,,,,,,,,,,,,Jessika Vilhelmsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4987091,Lena Asplund,,Lena Asplund,Lena Asplund,Lena Asplund,Lena Asplund,female,1956,Lena,088028607414,,Lena Asplund,Lena Asplund,Category:Lena Asplund,Lena Asplund,https://upload.wikimedia.org/wikipedia/commons/f/f9/Lena_Asplund_01.JPG,,,,,Lena Asplund,,,Лена Асплунд,,,,,,,,,,,Lena Asplund,,,,,,,,,,Asplund,,,,,,,,,,,,Lena Asplund,,,,,,,,,,,Lena Asplund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lena Asplund,,,,,,,,,,,,,,,,,,,Lena Asplund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4987718,Charlotte Branting,Charlotte Branting,Charlotte Branting,Charlotte Branting,Charlotte Branting,Charlotte Branting,female,1943,Charlotte,0139582082909,,Charlotte Branting,,,,,,,,,Charlotte Branting,,,,,,,,,,,,,,Charlotte Branting,,,,,,,,,,Branting,,,,,,,,,,,,Charlotte Branting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte Branting,,,,,,,,,,,,,,,,,,,Charlotte Branting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4987905,Lisbet Calner,Lisbet Calner,Lisbet Calner,Lisbet Calner,Lisbet Calner,Lisbet Calner,female,1939,Lisbet,0729731578904,,Lisbet Calner,,,,,,,,,Lisbet Calner,,,,,,,,,,,,,,Lisbet Calner,,,,,,,,,,,,,,,,,,,,,,Lisbet Calner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisbet Calner,,,,,,,,,,,,,,,,,,,Lisbet Calner,,,,,3467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4988425,Gerd Engman,Gerd Engman,Gerd Engman,Gerd Engman,Gerd Engman,Gerd Engman,female,1942-09-20,Gerd,0978492597607,,Gerd Engman,Gerd Engman,,,,,,,,Gerd Engman,,,,,,,,,,,,,,Gerd Engman,,,,,,,,,,Engman,,,,,,,,,,,,Gerd Engman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerd Engman,,,,,,,,,,,,,,,,,,,Gerd Engman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
