id,sort_name,party,email,website,term,name,image,source
06385,Cassart-Mailleux Caroline,MR,caroline.mailleux@lachambre.be,http://www.caroline-cassart.be,54,Caroline Cassart-Mailleux,http://www.lachambre.be/site/wwwroot/images/cv/06385.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06385&lactivity=54
06401,Wouters Veerle,VUWO,veerle.wouters@dekamer.be,http://www.veerlewouters.be,54,Veerle Wouters,http://www.lachambre.be/site/wwwroot/images/cv/06401.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06401&lactivity=54
06423,Piedboeuf Benoît,MR,benoit.piedboeuf@lachambre.be,http://www.benoitpiedboeuf.be,54,Benoît Piedboeuf,http://www.lachambre.be/site/wwwroot/images/cv/06423.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06423&lactivity=54
06435,Dispa Benoît,cdH,benoit.dispa@lachambre.be,"",54,Benoît Dispa,http://www.lachambre.be/site/wwwroot/images/cv/06435.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06435&lactivity=54
06455,Winckel Fabienne,PS,fabienne.winckel@lachambre.be,"",54,Fabienne Winckel,http://www.lachambre.be/site/wwwroot/images/cv/06455.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06455&lactivity=54
06456,Demeyer Willy,PS,willy.demeyer@lachambre.be,http://www.willydemeyer.be,54,Willy Demeyer,http://www.lachambre.be/site/wwwroot/images/cv/06456.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06456&lactivity=54
06461,Laaouej Ahmed,PS,ahmed.laaouej@lachambre.be,http://www.laaouej.be,54,Ahmed Laaouej,http://www.lachambre.be/site/wwwroot/images/cv/06461.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06461&lactivity=54
06497,Janssen Werner,N-VA,werner.janssen@dekamer.be,http://www.wernerjanssen.be,54,Werner Janssen,http://www.lachambre.be/site/wwwroot/images/cv/06497.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06497&lactivity=54
06498,Raskin Wouter,N-VA,wouter.raskin@dekamer.be,"",54,Wouter Raskin,http://www.lachambre.be/site/wwwroot/images/cv/6498.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06498&lactivity=54
06536,Crusnière Stéphane,PS,stephane.crusniere@lachambre.be,"",54,Stéphane Crusnière,http://www.lachambre.be/site/wwwroot/images/cv/6536.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06536&lactivity=54
06588,De Roover Peter,N-VA,peter.deroover@dekamer.be,http://www.peterderoover.be,54,Peter De Roover,http://www.lachambre.be/site/wwwroot/images/cv/06588.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06588&lactivity=54
06589,Van Peel Valerie,N-VA,valerie.vanpeel@dekamer.be,http://www.valerievanpeel.be,54,Valerie Van Peel,http://www.lachambre.be/site/wwwroot/images/cv/06589.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06589&lactivity=54
06590,Van Camp Yoleen,N-VA,yoleen.vancamp@dekamer.be,http://www.yoleenvancamp.be/,54,Yoleen Van Camp,http://www.lachambre.be/site/wwwroot/images/cv/06590.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06590&lactivity=54
06591,Metsu Koen,N-VA,koen.metsu@dekamer.be,http://www.koenmetsu.be,54,Koen Metsu,http://www.lachambre.be/site/wwwroot/images/cv/06591.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06591&lactivity=54
06592,Bellens Rita,N-VA,rita.bellens@dekamer.be,"",54,Rita Bellens,http://www.lachambre.be/site/wwwroot/images/cv/06592.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06592&lactivity=54
06593,Klaps Johan,N-VA,johan.klaps@dekamer.be,http://www.johanklaps.be,54,Johan Klaps,http://www.lachambre.be/site/wwwroot/images/cv/6593.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06593&lactivity=54
06618,Pivin Philippe,MR,philippe.pivin@lachambre.be,http://www.pivin.be,54,Philippe Pivin,http://www.lachambre.be/site/wwwroot/images/cv/06618.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06618&lactivity=54
06619,Wilmès Sophie,MR,eb.erbmahcal@semliw.eihpos,http://www.sophiewilmes.be,54,Sophie Wilmès,http://www.lachambre.be/site/wwwroot/images/cv/6619.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06619&lactivity=54
06620,Calomne Gautier,MR,gautier.calomne@lachambre.be,http://www.gautiercalomne.be,54,Gautier Calomne,http://www.lachambre.be/site/wwwroot/images/cv/06620.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06620&lactivity=54
06627,Caprasse Véronique,DéFI,veronique.caprasse@lachambre.be,"",54,Véronique Caprasse,http://www.lachambre.be/site/wwwroot/images/cv/06627.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06627&lactivity=54
06638,Vanden Burre Gilles,Ecolo-Groen,gilles.vandenburre@lachambre.be,http://www.ecolo.be,54,Gilles Vanden Burre,http://www.lachambre.be/site/wwwroot/images/cv/6638.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06638&lactivity=54
06645,Kir Emir,PS,emir.kir@lachambre.be,http://emirkir.be/,54,Emir Kir,http://www.lachambre.be/site/wwwroot/images/cv/06645.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06645&lactivity=54
06647,Ben Hamou Nawal,PS,nawal.benhamou@lachambre.be,http://www.nawalbenhamou.be/,54,Nawal Ben Hamou,http://www.lachambre.be/site/wwwroot/images/cv/06647.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06647&lactivity=54
06663,Friart Benoît,MR,benoit.friart@lachambre.be,http://www.benoitfriart.be,54,Benoît Friart,http://www.lachambre.be/site/wwwroot/images/cv/06663.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06663&lactivity=54
06664,Miller Richard,MR,richard.miller@lachambre.be,http://millerrichard.be,54,Richard Miller,http://www.lachambre.be/site/wwwroot/images/cv/6664.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06664&lactivity=54
06682,Senesael Daniel,PS,daniel.senesael@lachambre.be,http://www.danielsenesael.be,54,Daniel Senesael,http://www.lachambre.be/site/wwwroot/images/cv/06682.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06682&lactivity=54
06701,Van Hees Marco,PTB-GO!,marco.vanhees@lachambre.be,"",54,Marco Van Hees,http://www.lachambre.be/site/wwwroot/images/cv/06701.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06701&lactivity=54
06712,Foret Gilles,MR,gilles.foret@lachambre.be,http://www.gillesforet.eu,54,Gilles Foret,http://www.lachambre.be/site/wwwroot/images/cv/06712.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06712&lactivity=54
06731,Daerden Frédéric,PS,frederic.daerden@lachambre.be,"",54,Frédéric Daerden,http://www.lachambre.be/site/wwwroot/images/cv/06731.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06731&lactivity=54
06749,Carcaci Aldo,PP,aldo.carcaci@lachambre.be,"",54,Aldo Carcaci,http://www.lachambre.be/site/wwwroot/images/cv/06749.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06749&lactivity=54
06759,Hedebouw Raoul,PTB-GO!,raoul.hedebouw@lachambre.be,http://www.ptb.be,54,Raoul Hedebouw,http://www.lachambre.be/site/wwwroot/images/cv/06759.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06759&lactivity=54
06793,Vermeulen Brecht,N-VA,brecht.vermeulen@dekamer.be,http://www.brechtvermeulen.be,54,Brecht Vermeulen,http://www.lachambre.be/site/wwwroot/images/cv/06793.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06793&lactivity=54
06794,Vercammen Jan,N-VA,jan.vercammen@dekamer.be,http://www.jan-vercammen.be,54,Jan Vercammen,http://www.lachambre.be/site/wwwroot/images/cv/06794.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06794&lactivity=54
06795,Gantois Rita,N-VA,rita.gantois@dekamer.be,"",54,Rita Gantois,http://www.lachambre.be/site/wwwroot/images/cv/06795.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06795&lactivity=54
06796,Capoen An,N-VA,an.capoen@dekamer.be,http://www.ancapoen.be,54,An Capoen,http://www.lachambre.be/site/wwwroot/images/cv/06796.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06796&lactivity=54
06805,Demon Franky,CD&V,franky.demon@dekamer.be,http://www.frankydemon.be,54,Franky Demon,http://www.lachambre.be/site/wwwroot/images/cv/06805.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06805&lactivity=54
06813,Dedry Anne,Ecolo-Groen,anne.dedry@dekamer.be,"",54,Anne Dedry,http://www.lachambre.be/site/wwwroot/images/cv/06813.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06813&lactivity=54
06823,Vandenput Tim,Open Vld,tim.vandenput@dekamer.be,http://www.timvandenput.be,54,Tim Vandenput,http://www.lachambre.be/site/wwwroot/images/cv/06823.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06823&lactivity=54
06824,Janssens Dirk,Open Vld,dirk.janssens@dekamer.be,"",54,Dirk Janssens,http://www.lachambre.be/site/wwwroot/images/cv/6824.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06824&lactivity=54
06840,Vuye Hendrik,VUWO,hendrik.vuye@dekamer.be,http://www.hendrikvuye.be,54,Hendrik Vuye,http://www.lachambre.be/site/wwwroot/images/cv/6840.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06840&lactivity=54
06841,Spooren Jan,N-VA,jan.spooren@dekamer.be,"",54,Jan Spooren,http://www.lachambre.be/site/wwwroot/images/cv/06841.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06841&lactivity=54
06842,De Coninck Inez,N-VA,inez.deconinck@dekamer.be,http://www.inezdeconinck.be,54,Inez De Coninck,http://www.lachambre.be/site/wwwroot/images/cv/06842.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06842&lactivity=54
06843,Hufkens Renate,N-VA,renate.hufkens@dekamer.be,http://www.renatehufkens.be,54,Renate Hufkens,http://www.lachambre.be/site/wwwroot/images/cv/6843.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06843&lactivity=54
06852,Van Hoof Els,CD&V,els.vanhoof@dekamer.be,http://www.elsvanhoof.be,54,Els Van Hoof,http://www.lachambre.be/site/wwwroot/images/cv/6852.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06852&lactivity=54
06861,Willaert Evita,Ecolo-Groen,evita.willaert@dekamer.be,http://www.evitawillaert.be,54,Evita Willaert,http://www.lachambre.be/site/wwwroot/images/cv/06861.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06861&lactivity=54
06884,Lachaert Egbert,Open Vld,egbert.lachaert@dekamer.be,http://www.egbertlachaert.be,54,Egbert Lachaert,http://www.lachambre.be/site/wwwroot/images/cv/06884.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06884&lactivity=54
06885,Gabriëls Katja,Open Vld,katja.gabriels@dekamer.be,http://www.katjagabriels.be,54,Katja Gabriëls,http://www.lachambre.be/site/wwwroot/images/cv/6885.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06885&lactivity=54
06907,D'Haese Christoph,N-VA,christoph.dhaese@dekamer.be,"",54,Christoph D'Haese,http://www.lachambre.be/site/wwwroot/images/cv/06907.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06907&lactivity=54
06918,Claerhout Sarah,CD&V,sarah.claerhout@dekamer.be,"",54,Sarah Claerhout,http://www.lachambre.be/site/wwwroot/images/cv/6918.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06918&lactivity=54
06919,Van Peteghem Vincent,CD&V,Vincent.VanPeteghem@dekamer.be,http://www.vincentvanpeteghem.be,54,Vincent Van Peteghem,http://www.lachambre.be/site/wwwroot/images/cv/6919.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06919&lactivity=54
06929,Thoron Stéphanie,MR,stephanie.thoron@lachambre.be,"",54,Stéphanie Thoron,http://www.lachambre.be/site/wwwroot/images/cv/06929.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=06929&lactivity=54
O1057,Burton Emmanuel,MR,emmanuel.burton@lachambre.be,"",54,Emmanuel Burton,http://www.lachambre.be/site/wwwroot/images/cv/O1057.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O1057&lactivity=54
O1388,Uyttersprot Goedele,N-VA,goedele.uyttersprot@dekamer.be,http://www.goedeleuyttersprot.be,54,Goedele Uyttersprot,http://www.lachambre.be/site/wwwroot/images/cv/O1388.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O1388&lactivity=54
O1846,Delannois Paul-Olivier,PS,paul.delannois@lachambre.be,"",54,Paul-Olivier Delannois,http://www.lachambre.be/site/wwwroot/images/cv/O1846.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O1846&lactivity=54
O2028,de Lamotte Michel,cdH,michel.delamotte@lachambre.be,http://www.micheldelamotte.be,54,Michel de Lamotte,http://www.lachambre.be/site/wwwroot/images/cv/O2028.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O2028&lactivity=54
O2321,Heeren Veerle,CD&V,veerle.heeren@dekamer.be,"",54,Veerle Heeren,http://www.lachambre.be/site/wwwroot/images/cv/O2321.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O2321&lactivity=54
O2466,Poncelet Isabelle,cdH,isabelle.poncelet@lachambre.be,"",54,Isabelle Poncelet,http://www.lachambre.be/site/wwwroot/images/cv/O2466.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O2466&lactivity=54
O2516,Pirlot Sébastian,PS,sebastian.pirlot@lachambre.be,http://www.ps.be/pagetype1/ps/vos-elus/sebastian-pirlot.aspx,54,Sébastian Pirlot,http://www.lachambre.be/site/wwwroot/images/cv/O2516.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O2516&lactivity=54
O937,Ceysens Patricia,Open Vld,patricia.ceysens@dekamer.be,"",54,Patricia Ceysens,http://www.lachambre.be/site/wwwroot/images/cv/O937.gif,http://www.lachambre.be/kvvcr/showpage.cfm?section=/depute&language=fr&cfm=cvview54.cfm?key=O937&lactivity=54
