id,name__en,name__es,name__it,name__nl,name__fr,name__de,name__hu,name,wikipedia__en,gender,birth_date,given_name,original_wikiname,name__nb,name__da,name__nn,name__sv,name__id,wikipedia__fr,wikipedia__id,name__mg,wikipedia__mg,name__rw,wikipedia__rw,wikipedia__de,identifier__VIAF,name__ru,name__et,name__tr,name__pl,name__el,name__pt,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__hu,wikipedia__it,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__tr,image,death_date,wikipedia__sv,name__nds,wikipedia__nds,name__ku,name__yo,name__lt,name__ca,name__oc,wikipedia__ku,wikipedia__lt,wikipedia__yo,identifier__freebase,name__cs,name__sk,name__sr,wikipedia__sr,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__en_ca,name__en_gb,name__fi,name__fo,name__is,name__kl,wikipedia__commons,wikipedia__ar,name__ar,name__ja,name__zh_hant,name__zh_cn,name__zh,name__eu,wikipedia__zh,wikipedia__vi,name__vi,wikipedia__plwikiquote,occupation,name__la,wikipedia__la,identifier__SELIBR,identifier__NTA,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cy,name__de_at,name__de_ch,name__eo,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__simple,name__he,wikipedia__he,identifier__GND,wikipedia__ga,family_name,wikipedia__ml,wikipedia__ca,wikipedia__fi,twitter,name__ml,facebook
Q24572755,Benna Namugwanya,Benna Namugwanya,,Benna Namugwanya,Benna Namugwanya,Benna Namugwanya,,Benna Namugwanya,Benna Namugwanya,female,1974-10-10,,Benna Namugwanya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24572839,Aggrey Bagiire,,,Aggrey Bagiire,,,,Aggrey Bagiire,Aggrey Bagiire,male,,Aggrey,Aggrey Bagiire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24572841,Haruna Kasolo Kyeyune,,,Haruna Kasolo Kyeyune,,,,Haruna Kasolo Kyeyune,Haruna Kasolo Kyeyune,male,,,Haruna Kasolo Kyeyune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24572842,Ismael Orot,,,Ismael Orot,,,,Ismael Orot,Ismael Orot,male,,,Ismael Orot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24668795,Peace Mutuuzo,Peace Mutuuzo,,Peace Mutuuzo,Peace Mutuuzo,Peace Mutuuzo,,Peace Mutuuzo,Peace Mutuuzo,female,1975-05-02,,Peace Mutuuzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24851611,Frederick Ngobi Gume,,,Frederick Ngobi Gume,,,,Frederick Ngobi Gume,Frederick Ngobi Gume,male,,Frederick,Frederick Ngobi Gume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24851613,Godfrey Kiwanda,,,Godfrey Kiwanda,,,,Godfrey Kiwanda,Godfrey Kiwanda,male,,,Godfrey Kiwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24851618,Kania Obiga,,,Kania Obiga,,,,Kania Obiga,Kania Obiga,male,,,Kania Obiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24851651,Charles Engola,,,Charles Engola,,,,Charles Engola,Charles Engola,male,1958-01-10,Charles,Charles Engola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24896277,Herbert Kabafunzaki,,,Herbert Kabafunzaki,,,,Herbert Kabafunzaki,Herbert Kabafunzaki,male,1975-12-09,Herbert,Herbert Kabafunzaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25755641,Felix Kulayigye,,,Felix Kulayigye,,,,Felix Kulayigye,Felix Kulayigye,male,1964,Felix,Felix Kulayigye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27688647,Nabilah Naggayi Sempala,,,Nabilah Naggayi Sempala,,,,Nabilah Naggayi Sempala,Nabilah Naggayi Sempala,female,1971,,Nabilah Naggayi Sempala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27973946,Jacob Oboth-Oboth,,,Jacob Oboth-Oboth,,,,Jacob Oboth-Oboth,Jacob Oboth-Oboth,male,1971-04-13,Jacob,Jacob Oboth-Oboth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29618018,Alex Ruhunda,,,Alex Ruhunda,,,,Alex Ruhunda,Alex Ruhunda,male,1971-12-02,Alex,Alex Ruhunda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29898231,Vincent Woboya,,,Vincent Woboya,,,,Vincent Woboya,Vincent Woboya,male,1974-07-01,Vincent,Vincent Woboya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29913996,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,male,1979-09-02,Andrew,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,,,Andrew Baryayanga,,,,,,,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,,Andrew Baryayanga,,,,,,,,,,,,,Andrew Baryayanga,,,,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,,,,,Andrew Baryayanga,Andrew Baryayanga,,,,,,,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,,,,,,,,,,,Andrew Baryayanga,,,Andrew Baryayanga,,politician,,,,,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,Andrew Baryayanga,,,,,,,,,,,,
Q29917557,Paul Amoru,,,Paul Amoru,,,,Paul Amoru,Paul Amoru,male,1983-10-11,Paul,Paul Amoru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29947195,Makmot Otto,,,Makmot Otto,,,,Makmot Otto,Makmot Otto,male,1978-08-02,,Makmot Otto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29963755,Michael Tusiime,,,Michael Tusiime,,,,Michael Tusiime,Michael Tusiime,male,1972-01-29,Michael,Michael Tusiime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/97/Tusiime.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30070354,Mariam Naigaga,,,Mariam Naigaga,,,,Mariam Naigaga,Mariam Naigaga,female,1979-05-22,Mariam,Mariam Naigaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Mariam_naigaga.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30091390,Allan Ssewanyana,,,Allan Ssewanyana,,,,Allan Ssewanyana,Allan Ssewanyana,male,1986-11-26,Allan,Allan Ssewanyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30110261,Lawrence Akugizibwe,,,Lawrence Akugizibwe,,,,Lawrence Akugizibwe,Lawrence Akugizibwe,male,1985-11-02,Lawrence,Lawrence Akugizibwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30150061,Richard Gafabusa,,,Richard Gafabusa,,,,Richard Gafabusa,Richard Gafabusa,male,1977-08-03,Richard,Richard Gafabusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Gafabusa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30302621,Jack Sabiiti,,,Jack Sabiiti,,,,Jack Sabiiti,Jack Sabiiti,male,1947-04-27,Jack,Jack Sabiiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/87/Jack_Sabiiti.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30323559,Sam Bitangaro,,,Sam Bitangaro,,,,Sam Bitangaro,Sam Bitangaro,male,1959-10-06,,Sam Bitangaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30323636,Sam Byibesho,,,Sam Byibesho,,,,Sam Byibesho,Sam Byibesho,male,1964-04-25,,Sam Byibesho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Byibesho.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30323658,Jacklet Atuhaire,,,Jacklet Atuhaire,,,,Jacklet Atuhaire,Jacklet Atuhaire,female,1981-06-20,,Jacklet Atuhaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/67/Atuhaire.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30323685,Boaz Ninsiima,,,Boaz Ninsiima,,,,Boaz Ninsiima,Boaz Ninsiima,male,1975-12-28,,Boaz Ninsiima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30899710,Justine Ayebazibwe,,,Justine Ayebazibwe,,,,Justine Ayebazibwe,Justine Ayebazibwe,female,1972-07-23,,Justine Ayebazibwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30945317,Rosemary Tumusiime,,,Rosemary Tumusiime,,,,Rosemary Tumusiime,Rosemary Tumusiime,female,1962-05-17,,Rosemary Tumusiime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3105642,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,male,1949-05-08,Gilbert,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,Gilbert Bukenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bukenya,,,,,,
Q31153326,Ismail Ogama,,,Ismail Ogama,,,,Ismail Ogama,Ismail Ogama,male,1985-04-01,,Ismail Ogama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31213353,Moses Adome,,,Moses Adome,,,,Moses Adome,Moses Adome,male,1983-12-28,,Moses Adome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32538609,Beatrice Rwakimari,,,Beatrice Rwakimari,,,,Beatrice Rwakimari,Beatrice Rwakimari,female,1961-05-21,Beatrice,Beatrice Rwakimari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33978057,John Bosco Ikojo,,,,,,,John Bosco Ikojo,John Bosco Ikojo,male,1974-07-21,John,John Bosco Ikojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q34345403,Simon Mulongo,,,,,,,Simon Mulongo,Simon Mulongo,male,1962-06-26,Simon,Simon Mulongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Simon_Mulongo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q36490457,Okin Ojara,,,,,,,Okin Ojara,Okin Ojara,male,1971-05-26,,Okin Ojara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q36824970,Lawrence Mangusho,,,,,,,Lawrence Mangusho,Lawrence Mangusho,male,1961-08-12,Lawrence,Lawrence Mangusho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/10/Mangusho_EBB_278.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37122067,Emma Boona,,,Emma Boona,,,,Emma Boona,Emma Boona,female,1954-02-17,Emma,Emma Boona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b0/HON.BOONA_EMMA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3784984,Henry Oryem Okello,Henry Oryem Okello,Henry Oryem Okello,Henry Oryem Okello,Henry Oryem Okello,Henry Oryem Okello,Henry Oryem Okello,Henry Oryem Okello,Henry Oryem Okello,male,1960-01-21,Henry,Henry Oryem Okello,Henry Oryem Okello,Henry Oryem Okello,Henry Oryem Okello,Henry Oryem Okello,,,,,,,,,,,,,,,,,,,,Henry Oryem Okello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Henry Oryem Okello,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38587500,Andrew Kaluya,,,,,,,Andrew Kaluya,Andrew Kaluya,male,1978-02-08,Andrew,Andrew Kaluya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q39073765,Isaac Mulindwa,,,Isaac Mulindwa,,,,Isaac Mulindwa,Isaac Mulindwa (politician),male,1983-01-26,Isaac,Isaac Mulindwa (Politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q42122025,Doreen Amule,,,,,,,Doreen Amule,Doreen Amule,female,1982-10-28,,Doreen Amule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43375707,Lucy Akello,,,,,,,Lucy Akello,Lucy Akello,female,1980-10-09,Lucy,Lucy Akello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44231567,Lillian Nakate,,,,,,,Lillian Nakate,Lillian Nakate,female,1978-08-11,,Lillian Nakate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4665198,Abdu Katuntu,Abdu Katuntu,,Abdu Katuntu,Abdu Katuntu,Abdu Katuntu,Abdu Katuntu,Abdu Katuntu,Abdu Katuntu,male,1965-03-12,,Abdu Katuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4684139,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,Adolf Mwesige,male,1966-04-04,Adolf,Adolf Mwesige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4693003,Agnes Akiror,,,Agnes Akiror,Agnes Akiror,Agnes Akiror,,Agnes Akiror,Agnes Akiror,female,1968-07-28,Agnes,Agnes Akiror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4696656,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Aidah Nantaba,Idah Nantaba,female,1979-12-20,,Idah Nantaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4717580,Alex Onzima,,,Alex Onzima,Alex Onzima,Alex Onzima,,Alex Onzima,Alex Onzima,male,1952-06-26,Alex,Alex Onzima,Alex Onzima,Alex Onzima,Alex Onzima,Alex Onzima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4742276,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,Amelia Kyambadde,female,1955-06-01,Amelia,Amelia Kyambadde,,,,,,Amelia Kyambadde,,,,,,Amelia Kyambadde,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Aid_for_Trade_Global_Review_2017_–_Day_1_(35705511972).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,അമേലിയ ക്യാംബഡേ,,,,അമേലിയ ക്യാംബഡേ,
Q4810985,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,Aston Kajara,male,1956-09-19,Aston,Aston Kajara,,,,Aston Kajara,,,,,,,,,,,,,,,,,,,,,,,,,,,Aston Kajara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kajara,,,,,,
