id,name__en,name__nl,name__de,name,wikipedia__en,gender,original_wikiname,given_name,name__it,name__fr,birth_date,wikipedia__fr,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__es,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ru,name__el,name__zh,name__ka,wikipedia__de,wikipedia__el,wikipedia__es,wikipedia__fi,wikipedia__gl,wikipedia__id,wikipedia__it,wikipedia__ka,wikipedia__mg,wikipedia__nl,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__zh,death_date,identifier__freebase,last_seen,occupation
Q5493257,François Emile Rakotomalala,François Emile Rakotomalala,François Emile Rakotomalala,François Emile Rakotomalala,François Emile Rakotomalala,male,François Emile Rakotomalala,François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5511632,Félix Ramboahangison,Félix Ramboahangison,Félix Ramboahangison,Félix Ramboahangison,Félix Ramboahangison,male,Félix Ramboahangison,Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5511633,Félix Randriamandimbisoa,Félix Randriamandimbisoa,Félix Randriamandimbisoa,Félix Randriamandimbisoa,Félix Randriamandimbisoa,male,Félix Randriamandimbisoa,Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5526754,Gaston Rakotobezanahary,Gaston Rakotobezanahary,Gaston Rakotobezanahary,Gaston Rakotobezanahary,Gaston Rakotobezanahary,male,Gaston Rakotobezanahary,Gaston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5546775,Georges Clément Ratsimbazafiarison,Georges Clément Ratsimbazafiarison,Georges Clément Ratsimbazafiarison,Georges Clément Ratsimbazafiarison,Georges Clément Ratsimbazafiarison,male,Georges Clément Ratsimbazafiarison,Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5546873,Georges Ratalata,Georges Ratalata,Georges Ratalata,Georges Ratalata,Georges Ratalata,male,Georges Ratalata,Georges,Georges Ratalata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5622255,Guy Francis Randrianjafy,Guy Francis Randrianjafy,Guy Francis Randrianjafy,Guy Francis Randrianjafy,Guy Francis Randrianjafy,male,Guy Francis Randrianjafy,Guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5625979,Gérard Aristote Zaonarivelo,Gérard Aristote Zaonarivelo,Gérard Aristote Zaonarivelo,Gérard Aristote Zaonarivelo,Gérard Aristote Zaonarivelo,male,Gérard Aristote Zaonarivelo,Gérard,,Gérard Aristote Zaonarivelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5657648,Harinjatovo Rakotondramanana,Harinjatovo Rakotondramanana,,Harinjatovo Rakotondramanana,Harinjatovo Rakotondramanana,male,Harinjatovo Rakotondramanana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5679575,Hassan Aly,Hassan Aly,Hassan Aly,Hassan Aly,Hassan Aly,male,Hassan Aly,Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5715470,Henri François Victor Randrianjatovo,Henri François Victor Randrianjatovo,,Henri François Victor Randrianjatovo,Henri François Victor Randrianjatovo,male,Henri François Victor Randrianjatovo,Henri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5745153,Hery Setaharinaivomanjato Raharisaina,Hery Setaharinaivomanjato Raharisaina,Hery Setaharinaivomanjato Raharisaina,Hery Setaharinaivomanjato Raharisaina,Hery Setaharinaivomanjato Raharisaina,male,Hery Setaharinaivomanjato Raharisaina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q5927563,Hubert Rakotoson,Hubert Rakotoson,Hubert Rakotoson,Hubert Rakotoson,Hubert Rakotoson,male,Hubert Rakotoson,Hubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6156185,Janvier Maharangy,Janvier Maharangy,Janvier Maharangy,Janvier Maharangy,Janvier Maharangy,male,Janvier Maharangy,Janvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6169154,Jean-Claude Rakotonirina,Jean-Claude Rakotonirina,,Jean-Claude Rakotonirina,Jean-Claude Rakotonirina,male,Jean Claude Rakotonirina,Jean-Claude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6170096,Jean Adrien Vanovason,Jean Adrien Vanovason,,Jean Adrien Vanovason,Jean Adrien Vanovason,male,Jean Adrien Vanovason,Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6170443,Jean Claude Chan Se,Jean Claude Chan Se,Jean Claude Chan Se,Jean Claude Chan Se,Jean Claude Chan Se,male,Jean Claude Chan Se,Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6170632,Jean Ernest Rakotomiandrisoa,Jean Ernest Rakotomiandrisoa,Jean Ernest Rakotomiandrisoa,Jean Ernest Rakotomiandrisoa,Jean Ernest Rakotomiandrisoa,male,Jean Ernest Rakotomiandrisoa,Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6170633,Jean Ernest Rakotonomenjanahary,Jean Ernest Rakotonomenjanahary,Jean Ernest Rakotonomenjanahary,Jean Ernest Rakotonomenjanahary,Jean Ernest Rakotonomenjanahary,male,Jean Ernest Rakotonomenjanahary,Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6171294,Jean Paul Honoré Andrianantenaina,Jean Paul Honoré Andrianantenaina,Jean Paul Honoré Andrianantenaina,Jean Paul Honoré Andrianantenaina,Jean Paul Honoré Andrianantenaina,male,Jean Paul Honoré Andrianantenaina,Jean,,Jean Paul Honoré Andrianantenaina,1954-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6171786,Jean de la Croix Ramambason,Jean de la Croix Ramambason,Jean de la Croix Ramambason,Jean de la Croix Ramambason,Jean de la Croix Ramambason,male,Jean de la Croix Ramambason,Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6207100,Jocelyn Borida,Jocelyn Borida,Jocelyn Borida,Jocelyn Borida,Jocelyn Borida,male,Jocelyn Borida,Jocelyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6209712,Joe Ernest Rakotonirina,Joe Ernest Rakotonirina,Joe Ernest Rakotonirina,Joe Ernest Rakotonirina,Joe Ernest Rakotonirina,male,Joe Ernest Rakotonirina,Joe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6214130,Joelison Emanoela Rakotoarimanana,Joelison Emanoela Rakotoarimanana,Joelison Emanoela Rakotoarimanana,Joelison Emanoela Rakotoarimanana,Joelison Emanoela Rakotoarimanana,male,Joelison Emanoela Rakotoarimanana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6271889,Jonah Justin Pikulas,Jonah Justin Pikulas,Jonah Justin Pikulas,Jonah Justin Pikulas,Jonah Justin Pikulas,male,Jonah Justin Pikulas,Jonah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6271913,Jonah Parfait Prezaly,Jonah Parfait Prezaly,Jonah Parfait Prezaly,Jonah Parfait Prezaly,Jonah Parfait Prezaly,male,Parfait Jonah,Jonah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6286474,Joseph Rakotomazava,Joseph Rakotomazava,Joseph Rakotomazava,Joseph Rakotomazava,Joseph Rakotomazava,male,Joseph Rakotomazava,Joseph,,Joseph Rakotomazava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6305883,Jules Henri Randriamaholison,Jules Henri Randriamaholison,Jules Henri Randriamaholison,Jules Henri Randriamaholison,Jules Henri Randriamaholison,male,Jules Henri Randriamaholison,Jules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6505763,Lazafeno,Lazafeno,,Lazafeno,Lazafeno,male,Lazafeno,,Lazafeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6554177,Lininy,Lininy,,Lininy,Lininy,male,Lininy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6673928,Longin Louis Fanantera,Longin Louis Fanantera,Longin Louis Fanantera,Longin Louis Fanantera,Longin Louis Fanantera,male,Longin Louis Fanantera,,Longin Louis Fanantera,Longin Louis Fanantera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6686746,Louis Bernard Rakotomanga,,Louis Bernard Rakotomanga,Louis Bernard Rakotomanga,Louis Bernard Rakotomanga,male,Louis Bernard Rakotomanga,Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6689911,Lova Adrien Marie Rakotoniaina,,,Lova Adrien Marie Rakotoniaina,Lova Adrien Marie Rakotoniaina,male,Lova Adrien Marie Rakotoniaina,Lova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6707578,Lydia Aimée Vololona Rahantasoa,,Lydia Aimée Vololona Rahantasoa,Lydia Aimée Vololona Rahantasoa,Lydia Aimée Vololona Rahantasoa,female,Lydia Aimée Vololona Rahantasoa,Lydia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6745692,Mamisoa Rakotomandimbindraibe,,Mamisoa Rakotomandimbindraibe,Mamisoa Rakotomandimbindraibe,Mamisoa Rakotomandimbindraibe,male,Mamisoa Rakotomandimbindraibe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6745962,Mampihao,,,Mampihao,Mampihao,male,Mampihao,,Mampihao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6746039,Mamy Rakotoarivelo,,Mamy Rakotoarivelo,Mamy Rakotoarivelo,Mamy Rakotoarivelo,male,Mamy Rakotoarivelo,,,Mamy Rakotoarivelo,,Mamy Rakotoarivelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-28,,,politician
Q6746763,Manahirana Leriva,,Manahirana Leriva,Manahirana Leriva,Manahirana Leriva,male,Manahirana Leriva,,Manahirana Leriva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6753647,Maolidy,,,Maolidy,Maolidy,male,Maolidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6756241,Marcel Velonirina,,Marcel Velonirina,Marcel Velonirina,Marcel Velonirina,male,Marcel Velonirina,Marcel,Marcel Velonirina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6776433,Martin Rafidison,,Martin Rafidison,Martin Rafidison,Martin Rafidison,male,Martin Rafidison,Martin,Martin Rafidison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6793697,Maurisson Randrianarivony,,Maurisson Randrianarivony,Maurisson Randrianarivony,Maurisson Randrianarivony,male,Maurisson Randrianarivony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6836533,Michel Randrianekena,,Michel Randrianekena,Michel Randrianekena,Michel Randrianekena,male,Michel Randrianekena,Michel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q6918909,Mouhamed Sebany,,Mouhamed Sebany,Mouhamed Sebany,Mouhamed Sebany,male,Mouhamed Sebany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7042170,Nizar Dramsy,Nizar Dramsy,Nizar Dramsy,Nizar Dramsy,Nizar Dramsy,male,Nizar Dramsy,Nizar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7050347,Norbert Mamangy,,Norbert Mamangy,Norbert Mamangy,Norbert Mamangy,male,Norbert Mamangy,Norbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7088116,Olivier Antonny José Randrianantenaina,,Olivier Antonny José Randrianantenaina,Olivier Antonny José Randrianantenaina,Olivier Antonny José Randrianantenaina,male,Olivier Antonny José Randrianantenaina,Olivier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7088145,Olivier Donat Andriamahefaparany,Olivier Donat Andriamahefaparany,Olivier Donat Andriamahefaparany,Olivier Donat Andriamahefaparany,Olivier Donat Andriamahefaparany,male,Olivier Donat Andriamahefaparany,Olivier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7140026,Parson Zazaharivelo Rakotovazaha,,,Parson Zazaharivelo Rakotovazaha,Parson Zazaharivelo Rakotovazaha,male,Parson Zazaharivelo Rakotovazaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7145410,Patrice Rakotoarimanana,,Patrice Rakotoarimanana,Patrice Rakotoarimanana,Patrice Rakotoarimanana,male,Patrice Rakotoarimanana,Patrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7283307,Raharimampionona,,,Raharimampionona,Raharimampionona,female,Raharimampionona,,Raharimampionona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7286719,Rakoto Joseph Nirina Lamboarivel,,Rakoto Joseph Nirina Lamboarivel,Rakoto Joseph Nirina Lamboarivel,Rakoto Joseph Nirina Lamboarivel,male,Rakoto Joseph Nirina Lamboarivel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7286721,Rakotomandimby Stanislas Zafilahy,,Rakotomandimby Stanislas Zafilahy,Rakotomandimby Stanislas Zafilahy,Rakotomandimby Stanislas Zafilahy,male,Rakotomandimby Stanislas Zafilahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7289568,Ramilison Randriamampianina,,Ramilison Randriamampianina,Ramilison Randriamampianina,Ramilison Randriamampianina,male,Ramilison Randriamampianina,,Ramilison Randriamampianina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7295147,Rasoanaivo,,,Rasoanaivo,Rasoanaivo,male,Rasoanaivo,,Rasoanaivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7299091,Raymond Rakotozandry,,Raymond Rakotozandry,Raymond Rakotozandry,Raymond Rakotozandry,male,Raymond Rakotozandry,Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7299458,Razafitiana Auguste Jaonarison,,Razafitiana Auguste Jaonarison,Razafitiana Auguste Jaonarison,Razafitiana Auguste Jaonarison,male,Razafitiana Auguste Jaonarison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7357222,Rodolphe Gabriel Randriamanantena,,Rodolphe Gabriel Randriamanantena,Rodolphe Gabriel Randriamanantena,Rodolphe Gabriel Randriamanantena,male,Rodolphe Gabriel Randriamanantena,Rodolphe,Rodolphe Gabriel Randriamanantena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7386126,Rémi,,,Rémi,Rémi (politician),male,Rémi (politician),,,Rémi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7558511,Solofo Andrianjafimahatratra,Solofo Andrianjafimahatratra,Solofo Andrianjafimahatratra,Solofo Andrianjafimahatratra,Solofo Andrianjafimahatratra,male,Solofo Andrianjafimahatratra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7558513,Solofonantenaina Razoarimihaja,,Solofonantenaina Razoarimihaja,Solofonantenaina Razoarimihaja,Solofonantenaina Razoarimihaja,male,Solofonantenaina Razoarimihaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7660862,Sylvestre Ranaivo,,Sylvestre Ranaivo,Sylvestre Ranaivo,Sylvestre Ranaivo,male,Sylvestre Ranaivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7799865,Théodore Léonard Randriamanga,,Théodore Léonard Randriamanga,Théodore Léonard Randriamanga,Théodore Léonard Randriamanga,male,Théodore Léonard Randriamanga,Théodore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7812778,Todisaina Raymond Ramarolahy,,Todisaina Raymond Ramarolahy,Todisaina Raymond Ramarolahy,Todisaina Raymond Ramarolahy,male,Todisaina Raymond Ramarolahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q7849675,Tsimisotry Ramanantsoa,,Tsimisotry Ramanantsoa,Tsimisotry Ramanantsoa,Tsimisotry Ramanantsoa,male,Tsimisotry Ramanantsoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
Q8017489,William René Rakoto Mahefarinoro,,William René Rakoto Mahefarinoro,William René Rakoto Mahefarinoro,William René Rakoto Mahefarinoro,male,William René Rakoto Mahefarinoro,William,,William René Rakoto Mahefarinoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
