id,name,party,party_id,district,image,website,email,twitter,identifier__represent
71350,Anne Minh-Thu Quach,NDP,ndp,Salaberry—Suroît,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/QuachAnneMinhThu_NDP.jpg,,AnneMinh-Thu.Quach@parl.gc.ca,https://twitter.com/AnneMTQuach,71350
71357,Ruth Ellen Brosseau,NDP,ndp,Berthier—Maskinongé,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BrosseauRuthEllen_NDP.jpg,,RuthEllen.Brosseau@parl.gc.ca,https://twitter.com/RE_Brosseau,71357
71368,Matthew Dubé,NDP,ndp,Beloeil—Chambly,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DubeMatthew_NDP.jpg,,Matthew.Dube@parl.gc.ca,https://twitter.com/MattDube,71368
71395,Marjolaine Boutin-Sweet,NDP,ndp,Hochelaga,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BoutinSweetMarjolaine_NDP.jpg,,Marjolaine.Boutin-Sweet@parl.gc.ca,https://twitter.com/MarjBoutinSweet,71395
71434,Hélène Laverdière,NDP,ndp,Laurier—Sainte-Marie,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LaverdièreHélène_NDP.jpg,http://helenelaverdiere.npd.ca,Helene.Laverdiere@parl.gc.ca,https://twitter.com/HLaverdiereNPD,71434
71447,Pierre Nantel,NDP,ndp,Longueuil—Saint-Hubert,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/NantelPierre_NDP.jpg,,Pierre.Nantel@parl.gc.ca,https://twitter.com/pierrenantel,71447
71454,Pierre Paul-Hus,Conservative,conservative,Charlesbourg—Haute-Saint-Charles,,,Pierre.Paul-Hus@parl.gc.ca,,71454
71482,Romeo Saganash,NDP,ndp,Abitibi—Baie-James—Nunavik—Eeyou,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SaganashRomeo_NDP.jpg,,Romeo.Saganash@parl.gc.ca,https://twitter.com/RomeoSaganash,71482
71529,Michel Picard,Liberal,liberal,Montarville,,,Michel.Picard@parl.gc.ca,https://twitter.com/MPicardLiberal,71529
71553,Pierre-Luc Dusseault,NDP,ndp,Sherbrooke,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DusseaultPierreLuc_NDP.jpg,,Pierre-Luc.Dusseault@parl.gc.ca,https://twitter.com/PLDusseault,71553
71560,Robert Aubin,NDP,ndp,Trois-Rivières,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AubinRobert_NDP.jpg,,Robert.Aubin@parl.gc.ca,https://twitter.com/RobertAubinNPD,71560
71599,Bryan May,Liberal,liberal,Cambridge,,,Bryan.May@parl.gc.ca,https://twitter.com/_BryanMay,71599
71602,Karen McCrimmon,Liberal,liberal,Kanata—Carleton,,,Karen.McCrimmon@parl.gc.ca,https://twitter.com/karenmccrimmon,71602
71692,Peter Fonseca,Liberal,liberal,Mississauga East—Cooksville,,,Peter.Fonseca@parl.gc.ca,https://twitter.com/votefonseca,71692
71702,Kyle Peterson,Liberal,liberal,Newmarket—Aurora,,,Kyle.Peterson@parl.gc.ca,https://twitter.com/kylejpeterson,71702
71718,Kim Rudd,Liberal,liberal,Northumberland—Peterborough South,,,Kim.Rudd@parl.gc.ca,https://twitter.com/RuddKim,71718
71738,Anita Vandenbeld,Liberal,liberal,Ottawa West—Nepean,,,Anita.Vandenbeld@parl.gc.ca,https://twitter.com/anitavandenbeld,71738
71786,K. Kellie Leitch,Conservative,conservative,Simcoe—Grey,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LeitchKellie_CPC.jpg,,Kellie.Leitch@parl.gc.ca,https://twitter.com/KellieLeitch,71786
71902,Michelle Rempel,Conservative,conservative,Calgary Nose Hill,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/RempelMichelle_CPC.jpg,,Michelle.Rempel@parl.gc.ca,https://twitter.com/MichelleRempel,71902
71945,Jim Hillyer,Conservative,conservative,Medicine Hat—Cardston—Warner,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/HillyerJim_CPC.jpg,,Jim.Hillyer@parl.gc.ca,,71945
71986,Mark Strahl,Conservative,conservative,Chilliwack—Hope,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/StrahlMark_CPC.jpg,,Mark.Strahl@parl.gc.ca,https://twitter.com/markstrahl,71986
71995,Randall Garrison,NDP,ndp,Esquimalt—Saanich—Sooke,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GarrisonRandallC_NDP.jpg,,Randall.Garrison@parl.gc.ca,https://twitter.com/r_garrison,71995
72029,Dan Albas,Conservative,conservative,Central Okanagan—Similkameen—Nicola,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AlbasDan_CPC.jpg,,Dan.Albas@parl.gc.ca,https://twitter.com/DanAlbas,72029
72035,Bob Zimmer,Conservative,conservative,Prince George—Peace River—Northern Rockies,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ZimmerBob_CPC.jpg,,Bob.Zimmer@parl.gc.ca,https://twitter.com/bobzimmermp,72035
7251,Larry Maguire,Conservative,conservative,Brandon—Souris,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MaguireLarry_CPC.jpg,http://larrymaguire.ca,Larry.Maguire@parl.gc.ca,https://twitter.com/LarryMaguireMP,7251
72773,Erin O'Toole,Conservative,conservative,Durham,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/O'TooleErin_CPC.jpg,,Erin.OToole@parl.gc.ca,https://twitter.com/ErinOTooleMP,72773
74,Scott Brison,Liberal,liberal,Kings—Hants,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BrisonScott_Lib.jpg,,scott.brison@parl.gc.ca,https://twitter.com/scottbrison,74
764,Irene Mathyssen,NDP,ndp,London—Fanshawe,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MathyssenIrene_NDP.jpg,,irene.mathyssen@parl.gc.ca,https://twitter.com/irenemathyssen,764
820,Rob Nicholson,Conservative,conservative,Niagara Falls,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/NicholsonRob_CPC.jpg,,rob.nicholson@parl.gc.ca,https://twitter.com/HonRobNicholson,820
84660,Emmanuel Dubourg,Liberal,liberal,Bourassa,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DubourgEmmanuel_Lib.jpg,,Emmanuel.Dubourg@parl.gc.ca,https://twitter.com/EmmanuelDubourg,84660
84665,Chrystia Freeland,Liberal,liberal,University—Rosedale,,,Chrystia.Freeland@parl.gc.ca,https://twitter.com/cafreeland,84665
84672,Ted Falk,Conservative,conservative,Provencher,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/FalkTed_CPC.jpg,http://tedfalk.ca,Ted.Falk@parl.gc.ca,https://twitter.com/TedFalkCPC,84672
86249,Arnold Chan,Liberal,liberal,Scarborough—Agincourt,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ChanArnold_Lib.jpg,,Arnold.Chan@parl.gc.ca,https://twitter.com/ArnoldChanLib,86249
86260,David Yurdiga,Conservative,conservative,Fort McMurray—Cold Lake,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/YurdigaDavid_CPC.jpg,,David.Yurdiga@parl.gc.ca,https://twitter.com/DavidYurdiga,86260
86261,John Barlow,Conservative,conservative,Foothills,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BarlowJohn_CPC.jpg,,John.Barlow@parl.gc.ca,https://twitter.com/JohnBarlowMP,86261
86786,Celina Caesar-Chavannes,Liberal,liberal,Whitby,,,Celina.Caesar-Chavannes@parl.gc.ca,https://twitter.com/celinachavannes,86786
873,Mauril Bélanger,Liberal,liberal,Ottawa—Vanier,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BélangerMauril_Lib.jpg,http://www.mauril.ca,mauril.belanger@parl.gc.ca,https://twitter.com/Mauril_Belanger,873
88283,Ken McDonald,Liberal,liberal,Avalon,,,Ken.McDonald@parl.gc.ca,https://twitter.com/avalonMPKen,88283
88292,Gudie Hutchings,Liberal,liberal,Long Range Mountains,,,Gudie.Hutchings@parl.gc.ca,https://twitter.com/Gudie,88292
88296,Nick Whalen,Liberal,liberal,St. John's East,,,Nick.Whalen@parl.gc.ca,https://twitter.com/NickWhalenMP,88296
88299,Seamus O'Regan,Liberal,liberal,St. John's South—Mount Pearl,,,Seamus.ORegan@parl.gc.ca,https://twitter.com/SeamusORegan,88299
88308,Robert Morrissey,Liberal,liberal,Egmont,,,Robert.Morrissey@parl.gc.ca,https://twitter.com/MorrisseyEgmont,88308
88316,Sean Fraser,Liberal,liberal,Central Nova,,,Sean.Fraser@parl.gc.ca,https://twitter.com/electseanfraser,88316
88323,Darren Fisher,Liberal,liberal,Dartmouth—Cole Harbour,,,Darren.Fisher@parl.gc.ca,https://twitter.com/DarrenFisherNS,88323
88325,Andy Fillmore,Liberal,liberal,Halifax,,,Andy.Fillmore@parl.gc.ca,https://twitter.com/AndyFillmoreHFX,88325
88333,Darrell Samson,Liberal,liberal,Sackville—Preston—Chezzetcook,,,Darrell.Samson@parl.gc.ca,https://twitter.com/darrellsamson,88333
88340,Bernadette Jordan,Liberal,liberal,South Shore—St. Margarets,,,Bernadette.Jordan@parl.gc.ca,https://twitter.com/BernJordan2015,88340
88346,Colin Fraser,Liberal,liberal,West Nova,,,Colin.Fraser@parl.gc.ca,https://twitter.com/colinjmfraser,88346
88350,Serge Cormier,Liberal,liberal,Acadie—Bathurst,,,Serge.Cormier@parl.gc.ca,https://twitter.com/sergecormierlib,88350
88355,Matt DeCourcey,Liberal,liberal,Fredericton,,,Matt.DeCourcey@parl.gc.ca,https://twitter.com/MattDeCourcey,88355
88357,Alaina Lockhart,Liberal,liberal,Fundy Royal,,,Alaina.Lockhart@parl.gc.ca,https://twitter.com/AlainaLockhart,88357
88360,Pat Finnigan,Liberal,liberal,Miramichi—Grand Lake,,,Pat.Finnigan@parl.gc.ca,https://twitter.com/PatriceFinnigan,88360
88364,Ginette Petitpas Taylor,Liberal,liberal,Moncton—Riverview—Dieppe,,,Ginette.PetitpasTaylor@parl.gc.ca,https://twitter.com/GPTaylorMRD,88364
88365,Karen Ludwig,Liberal,liberal,New Brunswick Southwest,,,Karen.Ludwig@parl.gc.ca,https://twitter.com/KarenLudwigNB,88365
88368,Wayne Long,Liberal,liberal,Saint John—Rothesay,,,Wayne.Long@parl.gc.ca,https://twitter.com/WayneLongSJ,88368
88370,TJ Harvey,Liberal,liberal,Tobique—Mactaquac,,,TJ.Harvey@parl.gc.ca,https://twitter.com/TJHarveyLib,88370
88384,Mélanie Joly,Liberal,liberal,Ahuntsic-Cartierville,,,Melanie.Joly@parl.gc.ca,https://twitter.com/melaniejoly,88384
88394,Stéphane Lauzon,Liberal,liberal,Argenteuil—La Petite-Nation,,,Stephane.Lauzon@parl.gc.ca,https://twitter.com/stephanelauzon5,88394
88397,Rémi Massé,Liberal,liberal,Avignon—La Mitis—Matane—Matapédia,,,Remi.Masse@parl.gc.ca,https://twitter.com/Remi_Masse1,88397
88404,Alupa Clarke,Conservative,conservative,Beauport—Limoilou,,,Alupa.Clarke@parl.gc.ca,https://twitter.com/Alupa_Clarke,88404
88419,Ramez Ayoub,Liberal,liberal,Thérèse-De Blainville,,,Ramez.Ayoub@parl.gc.ca,https://twitter.com/ramezayoub,88419
88422,Xavier Barsalou-Duval,Bloc Québécois,bloc_québécois,Pierre-Boucher—Les Patriotes—Verchères,,,Xavier.Barsalou-Duval@parl.gc.ca,,88422
88442,Brenda Shanahan,Liberal,liberal,Châteauguay—Lacolle,,,Brenda.Shanahan@parl.gc.ca,https://twitter.com/BShanahanLib,88442
88446,Denis Lemieux,Liberal,liberal,Chicoutimi—Le Fjord,,,Denis.Lemieux@parl.gc.ca,https://twitter.com/DenisLemieuxLib,88446
88449,Marie-Claude Bibeau,Liberal,liberal,Compton—Stanstead,,,Marie-Claude.Bibeau@parl.gc.ca,https://twitter.com/mclaudebibeau,88449
88453,Anju Dhillon,Liberal,liberal,Dorval—Lachine—LaSalle,,,Anju.Dhillon@parl.gc.ca,https://twitter.com/adhillonliberal,88453
88460,Diane Lebouthillier,Liberal,liberal,Gaspésie—Les Îles-de-la-Madeleine,,,Diane.Lebouthillier@parl.gc.ca,https://twitter.com/DiLebouthillier,88460
88468,Steven MacKinnon,Liberal,liberal,Gatineau,,,Steven.MacKinnon@parl.gc.ca,https://twitter.com/stevenmackinnon,88468
88478,Greg Fergus,Liberal,liberal,Hull—Aylmer,,,Greg.Fergus@parl.gc.ca,https://twitter.com/GregFergus,88478
88485,Gabriel Ste-Marie,Bloc Québécois,bloc_québécois,Joliette,,,Gabriel.Ste-Marie@parl.gc.ca,https://twitter.com/Gabriel_SMarie,88485
88488,Karine Trudel,NDP,ndp,Jonquière,,,Karine.Trudel@parl.gc.ca,https://twitter.com/trudel_karine,88488
88493,Jean-Claude Poissant,Liberal,liberal,La Prairie,,,Jean-Claude.Poissant@parl.gc.ca,https://twitter.com/PLCLaPrairieJCP,88493
88501,David Lametti,Liberal,liberal,LaSalle—Émard—Verdun,,,David.Lametti@parl.gc.ca,https://twitter.com/DavidLametti,88501
88504,David Graham,Liberal,liberal,Laurentides—Labelle,,,David.Graham@parl.gc.ca,https://twitter.com/daviddbgraham,88504
88515,Fayçal El-Khoury,Liberal,liberal,Laval—Les Îles,,,Faycal.El-Khoury@parl.gc.ca,https://twitter.com/F_ElKhoury,88515
88521,Sherry Romanado,Liberal,liberal,Longueuil—Charles-LeMoyne,,,Sherry.Romanado@parl.gc.ca,https://twitter.com/SherryRomanado,88521
88532,Joël Lightbound,Liberal,liberal,Louis-Hébert,,,Joel.Lightbound@parl.gc.ca,https://twitter.com/JoelLightbound,88532
88535,Gérard Deltell,Conservative,conservative,Louis-Saint-Laurent,,,Gerard.Deltell@parl.gc.ca,https://twitter.com/gerarddeltell,88535
88538,Marilène Gill,Bloc Québécois,bloc_québécois,Manicouagan,,,Marilene.Gill@parl.gc.ca,,88538
88541,Luc Berthold,Conservative,conservative,Mégantic—L'Érable,,,Luc.Berthold@parl.gc.ca,https://twitter.com/LucBerthold,88541
88544,Simon Marcil,Bloc Québécois,bloc_québécois,Mirabel,,,Simon.Marcil@parl.gc.ca,,88544
88552,Luc Thériault,Bloc Québécois,bloc_québécois,Montcalm,,,Luc.Theriault@parl.gc.ca,https://twitter.com/LucTerjo1,88552
88558,Anthony Housefather,Liberal,liberal,Mount Royal,,,Anthony.Housefather@parl.gc.ca,https://twitter.com/AHousefather,88558
88578,Frank Baylis,Liberal,liberal,Pierrefonds—Dollard,,,Frank.Baylis@parl.gc.ca,https://twitter.com/frankbaylis,88578
88595,Monique Pauzé,Bloc Québécois,bloc_québécois,Repentigny,,,Monique.Pauze@parl.gc.ca,,88595
88600,Alain Rayes,Conservative,conservative,Richmond—Arthabaska,,,Alain.Rayes@parl.gc.ca,https://twitter.com/AlainRayes,88600
88601,Linda Lapointe,Liberal,liberal,Rivière-des-Mille-Îles,,,Linda.Lapointe@parl.gc.ca,https://twitter.com/LapointeLinda,88601
88605,Rhéal Fortin,Bloc Québécois,bloc_québécois,Rivière-du-Nord,,,Rheal.Fortin@parl.gc.ca,https://twitter.com/reloif,88605
88617,Yves Robillard,Liberal,liberal,Marc-Aurèle-Fortin,,,Yves.Robillard@parl.gc.ca,https://twitter.com/YRobillardPLC,88617
88623,Jean Rioux,Liberal,liberal,Saint-Jean,,,Jean.Rioux@parl.gc.ca,https://twitter.com/jeanriouxplc,88623
88627,Nicola Di Iorio,Liberal,liberal,Saint-Léonard—Saint-Michel,,,Nicola.DiIorio@parl.gc.ca,https://twitter.com/DiIorioLiberal,88627
88633,François-Philippe Champagne,Liberal,liberal,Saint-Maurice—Champlain,,,Francois-Philippe.Champagne@parl.gc.ca,https://twitter.com/FP_Champagne,88633
88649,Peter Schiefke,Liberal,liberal,Vaudreuil—Soulanges,,,Peter.Schiefke@parl.gc.ca,https://twitter.com/PeterSchiefke,88649
88651,Michel Boudrias,Bloc Québécois,bloc_québécois,Terrebonne,,,Michel.Boudrias@parl.gc.ca,https://twitter.com/boudrias2015,88651
88660,Marc Miller,Liberal,liberal,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,,,Marc.Miller@parl.gc.ca,https://twitter.com/MarcMillerVM,88660
88671,Leona Alleslev,Liberal,liberal,Aurora—Oak Ridges—Richmond Hill,,,Leona.Alleslev@parl.gc.ca,https://twitter.com/LeonaAlleslev,88671
88674,John Brassard,Conservative,conservative,Barrie—Innisfil,,,John.Brassard@parl.gc.ca,https://twitter.com/JohnBrassardCPC,88674
88679,Alexander Nuttall,Conservative,conservative,Barrie—Springwater—Oro-Medonte,,,Alex.Nuttall@parl.gc.ca,,88679
88683,Neil Ellis,Liberal,liberal,Bay of Quinte,,,Neil.Ellis@parl.gc.ca,https://twitter.com/NeilREllis,88683
88687,Nathaniel Erskine-Smith,Liberal,liberal,Beaches—East York,,,Nathaniel.Erskine-Smith@parl.gc.ca,https://twitter.com/beynate,88687
88692,Ramesh Sangha,Liberal,liberal,Brampton Centre,,,Ramesh.Sangha@parl.gc.ca,https://twitter.com/sangharamesh,88692
88694,Raj Grewal,Liberal,liberal,Brampton East,,,Raj.Grewal@parl.gc.ca,https://twitter.com/RajLiberal,88694
88698,Ruby Sahota,Liberal,liberal,Brampton North,,,Ruby.Sahota@parl.gc.ca,https://twitter.com/MPRubySahota,88698
88703,Sonia Sidhu,Liberal,liberal,Brampton South,,,Sonia.Sidhu@parl.gc.ca,https://twitter.com/SoniaLiberal,88703
88705,Kamal Khera,Liberal,liberal,Brampton West,,,Kamal.Khera@parl.gc.ca,https://twitter.com/KamalKheraLib,88705
88715,Karina Gould,Liberal,liberal,Burlington,,,Karina.Gould@parl.gc.ca,https://twitter.com/karinagould,88715
88721,Julie Dzerowicz,Liberal,liberal,Davenport,,,Julie.Dzerowicz@parl.gc.ca,https://twitter.com/JulieDzerowicz,88721
88726,Geng Tan,Liberal,liberal,Don Valley North,,,Geng.Tan@parl.gc.ca,https://twitter.com/GengTanMP,88726
88738,Marco Mendicino,Liberal,liberal,Eglinton—Lawrence,,,Marco.Mendicino@parl.gc.ca,https://twitter.com/marcomendicino,88738
88742,Karen Vecchio,Conservative,conservative,Elgin—Middlesex—London,,,Karen.Vecchio@parl.gc.ca,https://twitter.com/karen_vecchio,88742
88745,Tracey Ramsey,NDP,ndp,Essex,,http://traceyramsey.ndp.ca,Tracey.Ramsey@parl.gc.ca,https://twitter.com/traceyram,88745
88748,James Maloney,Liberal,liberal,Etobicoke—Lakeshore,,,James.Maloney@parl.gc.ca,https://twitter.com/j_maloney,88748
88756,Francis Drouin,Liberal,liberal,Glengarry—Prescott—Russell,,,Francis.Drouin@parl.gc.ca,https://twitter.com/Francis_Drouin,88756
88761,Lloyd Longfield,Liberal,liberal,Guelph,,,Lloyd.Longfield@parl.gc.ca,https://twitter.com/LloydLongfield,88761
88770,Jamie Schmale,Conservative,conservative,Haliburton—Kawartha Lakes—Brock,,,Jamie.Schmale@parl.gc.ca,https://twitter.com/Jamie_Schmale,88770
88775,Bob Bratina,Liberal,liberal,Hamilton East—Stoney Creek,,,Bob.Bratina@parl.gc.ca,https://twitter.com/BratinaBobHESC,88775
88780,Scott Duvall,NDP,ndp,Hamilton Mountain,,,Scott.Duvall@parl.gc.ca,https://twitter.com/sduvall07,88780
88784,Filomena Tassi,Liberal,liberal,Hamilton West—Ancaster—Dundas,,,Filomena.Tassi@parl.gc.ca,https://twitter.com/votetassi,88784
88786,Mike Bossio,Liberal,liberal,Hastings—Lennox and Addington,,,Mike.Bossio@parl.gc.ca,https://twitter.com/MikeBossio,88786
88799,Deborah Schulte,Liberal,liberal,King—Vaughan,,,Deb.Schulte@parl.gc.ca,https://twitter.com/_DebSchulte,88799
88802,Mark Gerretsen,Liberal,liberal,Kingston and the Islands,,,Mark.Gerretsen@parl.gc.ca,https://twitter.com/MarkGerretsen,88802
88807,Raj Saini,Liberal,liberal,Kitchener Centre,,,Raj.Saini@parl.gc.ca,https://twitter.com/1rajsaini,88807
88813,Marwan Tabbara,Liberal,liberal,Kitchener South—Hespeler,,,Marwan.Tabbara@parl.gc.ca,,88813
88827,Peter Fragiskatos,Liberal,liberal,London North Centre,,,Peter.Fragiskatos@parl.gc.ca,https://twitter.com/pfragiskatos,88827
88832,Kate Young,Liberal,liberal,London West,,,Kate.Young@parl.gc.ca,https://twitter.com/VoteKateYoung,88832
88835,Jane Philpott,Liberal,liberal,Markham—Stouffville,,,Jane.Philpott@parl.gc.ca,https://twitter.com/janephilpott,88835
88849,Iqra Khalid,Liberal,liberal,Mississauga—Erin Mills,,,Iqra.Khalid@parl.gc.ca,https://twitter.com/iamIqraKhalid,88849
88852,Sven Spengemann,Liberal,liberal,Mississauga—Lakeshore,,,Sven.Spengemann@parl.gc.ca,https://twitter.com/SvenTrueNorth,88852
88858,Gagan Sikand,Liberal,liberal,Mississauga—Streetsville,,,Gagan.Sikand@parl.gc.ca,https://twitter.com/gagansikand,88858
88860,Chandra Arya,Liberal,liberal,Nepean,,,Chandra.Arya@parl.gc.ca,https://twitter.com/ChandraNepean,88860
88867,Vance Badawey,Liberal,liberal,Niagara Centre,,,Vance.Badawey@parl.gc.ca,https://twitter.com/VBadawey,88867
88874,Marc Serré,Liberal,liberal,Nickel Belt,,,Marc.Serre@parl.gc.ca,https://twitter.com/marcgserre,88874
88881,John Oliver,Liberal,liberal,Oakville,,,John.Oliver@parl.gc.ca,https://twitter.com/voteoliver,88881
88884,Pam Damoff,Liberal,liberal,Oakville North—Burlington,,,Pam.Damoff@parl.gc.ca,https://twitter.com/PamDamoff,88884
88892,Catherine McKenna,Liberal,liberal,Ottawa Centre,,,Catherine.McKenna@parl.gc.ca,https://twitter.com/cathmckenna,88892
88894,Andrew Leslie,Liberal,liberal,Orléans,,,Andrew.Leslie@parl.gc.ca,,88894
88910,Arif Virani,Liberal,liberal,Parkdale—High Park,,,Arif.Virani@parl.gc.ca,https://twitter.com/viraniarif,88910
88917,John Nater,Conservative,conservative,Perth—Wellington,,,John.Nater@parl.gc.ca,https://twitter.com/JLNater,88917
88922,Maryam Monsef,Liberal,liberal,Peterborough—Kawartha,,,Maryam.Monsef@parl.gc.ca,https://twitter.com/MaryamMonsef,88922
88925,Jennifer O'Connell,Liberal,liberal,Pickering—Uxbridge,,,Jennifer.OConnell@parl.gc.ca,https://twitter.com/jenoconnell_,88925
88929,Majid Jowhari,Liberal,liberal,Richmond Hill,,,Majid.Jowhari@parl.gc.ca,https://twitter.com/MajidJowhari,88929
88934,Chris Bittle,Liberal,liberal,St. Catharines,,,Chris.Bittle@parl.gc.ca,https://twitter.com/Chris_Bittle,88934
88938,Marilyn Gladu,Conservative,conservative,Sarnia—Lambton,,,Marilyn.Gladu@parl.gc.ca,,88938
88944,Terry Sheehan,Liberal,liberal,Sault Ste. Marie,,,Terry.Sheehan@parl.gc.ca,https://twitter.com/VoteTerry,88944
88950,Salma Zahid,Liberal,liberal,Scarborough Centre,,,Salma.Zahid@parl.gc.ca,https://twitter.com/SalmaZahid15,88950
88953,Shaun Chen,Liberal,liberal,Scarborough North,,,Shaun.Chen@parl.gc.ca,https://twitter.com/Shaun_Chen,88953
88961,William Blair,Liberal,liberal,Scarborough Southwest,,,Bill.Blair@parl.gc.ca,https://twitter.com/BillBlair,88961
88973,Paul Lefebvre,Liberal,liberal,Sudbury,,,Paul.Lefebvre@parl.gc.ca,https://twitter.com/LefebvrePaul,88973
88982,Don Rusnak,Liberal,liberal,Thunder Bay—Rainy River,,,Don.Rusnak@parl.gc.ca,https://twitter.com/DonRusnakMP,88982
88984,Patty Hajdu,Liberal,liberal,Thunder Bay—Superior North,,,Patty.Hajdu@parl.gc.ca,,88984
88992,Bill Morneau,Liberal,liberal,Toronto Centre,,,Bill.Morneau@parl.gc.ca,https://twitter.com/Bill_Morneau,88992
88994,Julie Dabrusin,Liberal,liberal,Toronto—Danforth,,,Julie.Dabrusin@parl.gc.ca,https://twitter.com/juliedabrusin,88994
88999,Francesco Sorbara,Liberal,liberal,Vaughan—Woodbridge,,,Francesco.Sorbara@parl.gc.ca,https://twitter.com/fsorbara,88999
89000,Bardish Chagger,Liberal,liberal,Waterloo,,,Bardish.Chagger@parl.gc.ca,https://twitter.com/BardishKW,89000
89010,Ali Ehsassi,Liberal,liberal,Willowdale,,,Ali.Ehsassi@parl.gc.ca,https://twitter.com/AliEhsassi,89010
89012,Cheryl Hardcastle,NDP,ndp,Windsor—Tecumseh,,,Cheryl.Hardcastle@parl.gc.ca,https://twitter.com/CHardcastleNDP,89012
89018,Michael Levitt,Liberal,liberal,York Centre,,,Michael.Levitt@parl.gc.ca,https://twitter.com/LevittMichael,89018
89020,Ahmed Hussen,Liberal,liberal,York South—Weston,,,Ahmed.Hussen@parl.gc.ca,https://twitter.com/AhmedHussenMP,89020
89027,Doug Eyolfson,Liberal,liberal,Charleswood—St. James—Assiniboia—Headingley,,,Doug.Eyolfson@parl.gc.ca,https://twitter.com/DougEyolfson,89027
89032,Daniel Blaikie,NDP,ndp,Elmwood—Transcona,,,Daniel.Blaikie@parl.gc.ca,https://twitter.com/DBlaikieNDP,89032
89037,MaryAnn Mihychuk,Liberal,liberal,Kildonan—St. Paul,,,MaryAnn.Mihychuk@parl.gc.ca,https://twitter.com/MPMihychuk,89037
89045,Dan Vandal,Liberal,liberal,Saint Boniface—Saint Vital,,,Dan.Vandal@parl.gc.ca,https://twitter.com/stbdan,89045
89059,Jim Carr,Liberal,liberal,Winnipeg South Centre,,,Jim.Carr@parl.gc.ca,https://twitter.com/jimcarr_wpg,89059
89065,Georgina Jolibois,NDP,ndp,Desnethé—Missinippi—Churchill River,,,Georgina.Jolibois@parl.gc.ca,https://twitter.com/GeorginaNDP,89065
89084,Kevin Waugh,Conservative,conservative,Saskatoon—Grasswood,,,Kevin.Waugh@parl.gc.ca,https://twitter.com/KevinWaugh_CPC,89084
89090,Sheri Benson,NDP,ndp,Saskatoon West,,http://sheribenson.ndp.ca,Sheri.Benson@parl.gc.ca,https://twitter.com/sherirbenson,89090
89095,Robert Kitchen,Conservative,conservative,Souris—Moose Mountain,,,Robert.Kitchen@parl.gc.ca,,89095
89098,Cathay Wagantall,Conservative,conservative,Yorkton—Melville,,,Cathay.Wagantall@parl.gc.ca,,89098
891,Dave MacKenzie,Conservative,conservative,Oxford,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MacKenzieDave_CPC.jpg,,dave.mackenzie@parl.gc.ca,https://twitter.com/DaveMacKenzieMP,891
89109,Martin Shields,Conservative,conservative,Bow River,,,Martin.Shields@parl.gc.ca,https://twitter.com/MartinBowRiver,89109
89111,Kent Hehr,Liberal,liberal,Calgary Centre,,,Kent.Hehr@parl.gc.ca,https://twitter.com/kenthehr,89111
89116,Len Webber,Conservative,conservative,Calgary Confederation,,,Len.Webber@parl.gc.ca,https://twitter.com/Webber4Confed,89116
89130,Pat Kelly,Conservative,conservative,Calgary Rocky Ridge,,,Pat.Kelly@parl.gc.ca,https://twitter.com/votepatkelly,89130
89136,Tom Kmiec,Conservative,conservative,Calgary Shepard,,,Tom.Kmiec@parl.gc.ca,https://twitter.com/tomaszkmiec,89136
89139,Ron Liepert,Conservative,conservative,Calgary Signal Hill,,,Ron.Liepert@parl.gc.ca,https://twitter.com/RonLiepert,89139
