id,name,party,party_id,district,image,website,email,twitter,identifier__represent
71270,Sean Casey,Liberal,liberal,Charlottetown,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/CaseySean_Lib.jpg,http://seancasey.ca,Sean.Casey@parl.gc.ca,,71270
71337,Angelo Iacono,Liberal,liberal,Alfred-Pellan,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/IaconoAngelo_Lib.jpg,http://aiacono.liberal.ca/en,Angelo.Iacono@parl.gc.ca,,71337
71350,Anne Minh-Thu Quach,NDP,ndp,Salaberry—Suroît,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/QuachAnneMinhThu_NDP.jpg,http://anneminhthuquach.ndp.ca,AnneMinh-Thu.Quach@parl.gc.ca,,71350
71357,Ruth Ellen Brosseau,NDP,ndp,Berthier—Maskinongé,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BrosseauRuthEllen_NDP.jpg,http://ruthellenbrosseau.ndp.ca,RuthEllen.Brosseau@parl.gc.ca,,71357
71368,Matthew Dubé,NDP,ndp,Beloeil—Chambly,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DubéMatthew_NDP.jpg,http://matthewdube.ndp.ca,Matthew.Dube@parl.gc.ca,,71368
71395,Marjolaine Boutin-Sweet,NDP,ndp,Hochelaga,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BoutinSweetMarjolaine_NDP.jpg,http://marjolaineboutinsweet.ndp.ca,Marjolaine.Boutin-Sweet@parl.gc.ca,,71395
71434,Hélène Laverdière,NDP,ndp,Laurier—Sainte-Marie,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LaverdièreHélène_NDP.jpg,http://helenelaverdiere.ndp.ca,Helene.Laverdiere@parl.gc.ca,,71434
71447,Pierre Nantel,NDP,ndp,Longueuil—Saint-Hubert,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/NantelPierre_NDP.jpg,http://pierrenantel.ndp.ca,Pierre.Nantel@parl.gc.ca,,71447
71454,Pierre Paul-Hus,Conservative,conservative,Charlesbourg—Haute-Saint-Charles,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/PaulHusPierre_CPC.jpg,http://www.pierrepaul-hus.ca/en,Pierre.Paul-Hus@parl.gc.ca,,71454
71482,Romeo Saganash,NDP,ndp,Abitibi—Baie-James—Nunavik—Eeyou,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SaganashRomeo_NDP.jpg,http://romeosaganash.ndp.ca,Romeo.Saganash@parl.gc.ca,,71482
71529,Michel Picard,Liberal,liberal,Montarville,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/PicardMichel_Lib.jpg,http://mpicard.liberal.ca/en,Michel.Picard@parl.gc.ca,,71529
71553,Pierre-Luc Dusseault,NDP,ndp,Sherbrooke,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DusseaultPierreLuc_NDP.jpg,http://pierrelucdusseault.ndp.ca,Pierre-Luc.Dusseault@parl.gc.ca,,71553
71560,Robert Aubin,NDP,ndp,Trois-Rivières,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/AubinRobert_NDP.jpg,http://robertaubin.ndp.ca,Robert.Aubin@parl.gc.ca,,71560
71599,Bryan May,Liberal,liberal,Cambridge,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MayBryan_Lib.jpg,http://bryanmaymp.ca,Bryan.May@parl.gc.ca,https://twitter.com/Bryanmay17,71599
71602,Karen McCrimmon,Liberal,liberal,Kanata—Carleton,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/McCrimmonKaren_Lib.jpg,http://kmccrimmon.liberal.ca,Karen.McCrimmon@parl.gc.ca,,71602
71692,Peter Fonseca,Liberal,liberal,Mississauga East—Cooksville,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FonsecaPeter_Lib.jpg,http://www.peterfonseca.ca,Peter.Fonseca@parl.gc.ca,,71692
71702,Kyle Peterson,Liberal,liberal,Newmarket—Aurora,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/PetersonKyle_Lib.jpg,http://kpeterson.liberal.ca,Kyle.Peterson@parl.gc.ca,,71702
71718,Kim Rudd,Liberal,liberal,Northumberland—Peterborough South,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RuddKim_Lib.jpg,http://kimrudd.ca,Kim.Rudd@parl.gc.ca,,71718
71738,Anita Vandenbeld,Liberal,liberal,Ottawa West—Nepean,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/VandenbeldAnita_Lib.jpg,http://www.anitamp.ca,Anita.Vandenbeld@parl.gc.ca,,71738
71786,K. Kellie Leitch,Conservative,conservative,Simcoe—Grey,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LeitchKKellie_CPC.jpg,http://kellieleitchmp.com,Kellie.Leitch@parl.gc.ca,https://twitter.com/KellieLeitch,71786
71902,Michelle Rempel,Conservative,conservative,Calgary Nose Hill,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RempelMichelle_CPC.jpg,http://michellerempel.ca,Michelle.Rempel@parl.gc.ca,https://twitter.com/MichelleRempel,71902
71945,Jim Hillyer,Conservative,conservative,Medicine Hat—Cardston—Warner,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/42/HillyerJim_CPC.jpg,http://jimhillyer.com,Jim.Hillyer@parl.gc.ca,,71945
71986,Mark Strahl,Conservative,conservative,Chilliwack—Hope,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/StrahlMark_CPC.jpg,http://markstrahl.com,Mark.Strahl@parl.gc.ca,,71986
71995,Randall Garrison,NDP,ndp,Esquimalt—Saanich—Sooke,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/GarrisonRandall_NDP.jpg,http://randallgarrison.ndp.ca,Randall.Garrison@parl.gc.ca,,71995
72029,Dan Albas,Conservative,conservative,Central Okanagan—Similkameen—Nicola,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/AlbasDan_CPC.jpg,http://www.danalbas.com,Dan.Albas@parl.gc.ca,,72029
72035,Bob Zimmer,Conservative,conservative,Prince George—Peace River—Northern Rockies,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ZimmerBob_CPC.jpg,http://www.bobzimmer.ca,Bob.Zimmer@parl.gc.ca,,72035
7251,Larry Maguire,Conservative,conservative,Brandon—Souris,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MaguireLarry_CPC.jpg,http://larrymaguire.ca,Larry.Maguire@parl.gc.ca,https://twitter.com/LarryMaguireMP,7251
72773,Erin O'Toole,Conservative,conservative,Durham,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/OTooleErin_CPC.jpg,http://www.erinotoolemp.ca,Erin.OToole@parl.gc.ca,https://twitter.com/ErinOTooleMP,72773
74,Scott Brison,Liberal,liberal,Kings—Hants,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BrisonScott_Lib.jpg,http://www.scottbrison.ca,scott.brison@parl.gc.ca,,74
764,Irene Mathyssen,NDP,ndp,London—Fanshawe,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MathyssenIrene_NDP.jpg,http://irenemathyssen.ca,irene.mathyssen@parl.gc.ca,,764
820,Rob Nicholson,Conservative,conservative,Niagara Falls,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/NicholsonRob_CPC.jpg,http://www.robnicholson.ca,rob.nicholson@parl.gc.ca,,820
84660,Emmanuel Dubourg,Liberal,liberal,Bourassa,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DubourgEmmanuel_Lib.jpg,http://emmanueldubourg.ca/en,Emmanuel.Dubourg@parl.gc.ca,,84660
84665,Chrystia Freeland,Liberal,liberal,University—Rosedale,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FreelandChrystia_LIB.jpg,http://chrystiafreeland.ca,Chrystia.Freeland@parl.gc.ca,,84665
84672,Ted Falk,Conservative,conservative,Provencher,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FalkTed_CPC.jpg,http://tedfalk.ca,Ted.Falk@parl.gc.ca,,84672
86249,Arnold Chan,Liberal,liberal,Scarborough—Agincourt,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ChanArnold_Lib.jpg,http://arnoldchan.liberal.ca,Arnold.Chan@parl.gc.ca,,86249
86260,David Yurdiga,Conservative,conservative,Fort McMurray—Cold Lake,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/YurdigaDavid_CPC.jpg,http://davidyurdigamp.ca,David.Yurdiga@parl.gc.ca,,86260
86261,John Barlow,Conservative,conservative,Foothills,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BarlowJohn_CPC.jpg,http://johnbarlowmp.ca,John.Barlow@parl.gc.ca,https://twitter.com/JohnBarlowMP,86261
86786,Celina Caesar-Chavannes,Liberal,liberal,Whitby,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/CaesarChavannesCelina_Lib.jpg,http://celinamp.ca,Celina.Caesar-Chavannes@parl.gc.ca,,86786
873,Mauril Bélanger,Liberal,liberal,Ottawa—Vanier,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/42/BélangerMauril_Lib.jpg,http://mauril.ca/language/en,mauril.belanger@parl.gc.ca,,873
88283,Ken McDonald,Liberal,liberal,Avalon,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/McDonaldKen_Lib.jpg,http://kmcdonald.liberal.ca,Ken.McDonald@parl.gc.ca,,88283
88292,Gudie Hutchings,Liberal,liberal,Long Range Mountains,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/HutchingsGudie_Lib.jpg,http://ghutchings.liberal.ca,Gudie.Hutchings@parl.gc.ca,,88292
88296,Nick Whalen,Liberal,liberal,St. John's East,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/WhalenNick_Lib.jpg,http://nwhalen.liberal.ca,Nick.Whalen@parl.gc.ca,,88296
88299,Seamus O'Regan,Liberal,liberal,St. John's South—Mount Pearl,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/OReganSeamus_Lib.jpg,,Seamus.ORegan@parl.gc.ca,,88299
88308,Robert Morrissey,Liberal,liberal,Egmont,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MorrisseyRobert_Lib.jpg,,Robert.Morrissey@parl.gc.ca,,88308
88316,Sean Fraser,Liberal,liberal,Central Nova,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FraserSean_Lib.jpg,http://www.seanfrasermp.ca,Sean.Fraser@parl.gc.ca,,88316
88323,Darren Fisher,Liberal,liberal,Dartmouth—Cole Harbour,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FisherDarren_Lib.jpg,http://darrenfisher.ca,Darren.Fisher@parl.gc.ca,,88323
88325,Andy Fillmore,Liberal,liberal,Halifax,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FillmoreAndy_Lib.jpg,http://afillmore.liberal.ca,Andy.Fillmore@parl.gc.ca,,88325
88333,Darrell Samson,Liberal,liberal,Sackville—Preston—Chezzetcook,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SamsonDarrell_Lib.jpg,http://dsamson.liberal.ca,Darrell.Samson@parl.gc.ca,,88333
88340,Bernadette Jordan,Liberal,liberal,South Shore—St. Margarets,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/JordanBernadette_Lib.jpg,http://bernadettejordan.ca,Bernadette.Jordan@parl.gc.ca,,88340
88346,Colin Fraser,Liberal,liberal,West Nova,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FraserColin_Lib.jpg,http://colinfrasermp.ca,Colin.Fraser@parl.gc.ca,,88346
88350,Serge Cormier,Liberal,liberal,Acadie—Bathurst,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/CormierSerge_LIB.jpg,http://scormier.liberal.ca/en,Serge.Cormier@parl.gc.ca,,88350
88355,Matt DeCourcey,Liberal,liberal,Fredericton,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DeCourceyMatt_Lib.jpg,http://mattdecourceymp.ca,Matt.DeCourcey@parl.gc.ca,,88355
88357,Alaina Lockhart,Liberal,liberal,Fundy Royal,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LockhartAlaina_Lib.jpg,http://fundyroyal.ca,Alaina.Lockhart@parl.gc.ca,,88357
88360,Pat Finnigan,Liberal,liberal,Miramichi—Grand Lake,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FinniganPat_Lib.jpg,,Pat.Finnigan@parl.gc.ca,,88360
88364,Ginette Petitpas Taylor,Liberal,liberal,Moncton—Riverview—Dieppe,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/PetitpasTaylorGinette_Lib.jpg,http://gpetitpastaylor.ca,Ginette.PetitpasTaylor@parl.gc.ca,,88364
88365,Karen Ludwig,Liberal,liberal,New Brunswick Southwest,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LudwigKaren_Lib.jpg,http://karenludwigmp.ca,Karen.Ludwig@parl.gc.ca,,88365
88368,Wayne Long,Liberal,liberal,Saint John—Rothesay,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LongWayne_Lib.jpg,,Wayne.Long@parl.gc.ca,,88368
88370,T.J. Harvey,Liberal,liberal,Tobique—Mactaquac,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/HarveyTJ_Lib.jpg,http://tjharveyparl.liberal.ca,TJ.Harvey@parl.gc.ca,,88370
88384,Mélanie Joly,Liberal,liberal,Ahuntsic-Cartierville,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/JolyMélanie_Lib.jpg,http://mjoly.liberal.ca/en,Melanie.Joly@parl.gc.ca,,88384
88394,Stéphane Lauzon,Liberal,liberal,Argenteuil—La Petite-Nation,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LauzonStéphane_Lib.jpg,,Stephane.Lauzon@parl.gc.ca,,88394
88397,Rémi Massé,Liberal,liberal,Avignon—La Mitis—Matane—Matapédia,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MasséRémi_Lib.jpg,,Remi.Masse@parl.gc.ca,,88397
88404,Alupa Clarke,Conservative,conservative,Beauport—Limoilou,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ClarkeAlupa_CPC.jpg,,Alupa.Clarke@parl.gc.ca,,88404
88419,Ramez Ayoub,Liberal,liberal,Thérèse-De Blainville,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/AyoubRamez_Lib.jpg,,Ramez.Ayoub@parl.gc.ca,,88419
88422,Xavier Barsalou-Duval,Bloc Québécois,bloc_québécois,Pierre-Boucher—Les Patriotes—Verchères,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BarsalouDuvalXavier_BQ.jpg,,Xavier.Barsalou-Duval@parl.gc.ca,,88422
88442,Brenda Shanahan,Liberal,liberal,Châteauguay—Lacolle,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ShanahanBrenda_Lib.jpg,http://bshanahan.liberal.ca/en,Brenda.Shanahan@parl.gc.ca,,88442
88446,Denis Lemieux,Liberal,liberal,Chicoutimi—Le Fjord,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LemieuxDenis_Lib.jpg,,Denis.Lemieux@parl.gc.ca,,88446
88449,Marie-Claude Bibeau,Liberal,liberal,Compton—Stanstead,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BibeauMarieClaude_Lib.jpg,http://mcbibeau.liberal.ca/en,Marie-Claude.Bibeau@parl.gc.ca,,88449
88453,Anju Dhillon,Liberal,liberal,Dorval—Lachine—LaSalle,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DhillonAnju_Lib.jpg,http://anjudhillon.com/en,Anju.Dhillon@parl.gc.ca,,88453
88460,Diane Lebouthillier,Liberal,liberal,Gaspésie—Les Îles-de-la-Madeleine,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LebouthillierDiane_Lib.jpg,http://dlebouthillier.liberal.ca/en,Diane.Lebouthillier@parl.gc.ca,,88460
88468,Steven MacKinnon,Liberal,liberal,Gatineau,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MacKinnonSteven_Lib.jpg,http://smackinnon.liberal.ca/en,Steven.MacKinnon@parl.gc.ca,,88468
88478,Greg Fergus,Liberal,liberal,Hull—Aylmer,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FergusGreg_Lib.jpg,http://gregfergusparl.ca,Greg.Fergus@parl.gc.ca,,88478
88485,Gabriel Ste-Marie,Bloc Québécois,bloc_québécois,Joliette,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SteMarieGabriel_BQ.jpg,http://gabrielstemarie.quebec,Gabriel.Ste-Marie@parl.gc.ca,,88485
88488,Karine Trudel,NDP,ndp,Jonquière,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/TrudelKarine_NDP.jpg,http://karinetrudel.ndp.ca,Karine.Trudel@parl.gc.ca,,88488
88493,Jean-Claude Poissant,Liberal,liberal,La Prairie,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/PoissantJeanClaude_Lib.jpg,,Jean-Claude.Poissant@parl.gc.ca,,88493
88501,David Lametti,Liberal,liberal,LaSalle—Émard—Verdun,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LamettiDavid_Lib.jpg,http://dlametti.liberal.ca/en,David.Lametti@parl.gc.ca,,88501
88504,David de Burgh Graham,Liberal,liberal,Laurentides—Labelle,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/GrahamDavid_Lib.jpg,http://dgraham.liberal.ca/en,David.Graham@parl.gc.ca,,88504
88515,Fayçal El-Khoury,Liberal,liberal,Laval—Les Îles,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ElKhouryFayçal_Lib.jpg,http://fel-khoury.liberal.ca/en,Faycal.El-Khoury@parl.gc.ca,,88515
88521,Sherry Romanado,Liberal,liberal,Longueuil—Charles-LeMoyne,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RomanadoSherry_Lib.jpg,,Sherry.Romanado@parl.gc.ca,,88521
88532,Joël Lightbound,Liberal,liberal,Louis-Hébert,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LightboundJoël_Lib.jpg,,Joel.Lightbound@parl.gc.ca,,88532
88535,Gérard Deltell,Conservative,conservative,Louis-Saint-Laurent,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DeltellGérard_CPC.jpg,,Gerard.Deltell@parl.gc.ca,,88535
88538,Marilène Gill,Bloc Québécois,bloc_québécois,Manicouagan,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/GillMarilène_BQ.jpg,,Marilene.Gill@parl.gc.ca,,88538
88541,Luc Berthold,Conservative,conservative,Mégantic—L'Érable,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BertholdLuc_CPC.jpg,,Luc.Berthold@parl.gc.ca,,88541
88544,Simon Marcil,Bloc Québécois,bloc_québécois,Mirabel,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MarcilSimon_BQ.jpg,,Simon.Marcil@parl.gc.ca,,88544
88552,Luc Thériault,Bloc Québécois,bloc_québécois,Montcalm,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ThériaultLuc_BQ.jpg,http://https://facebook.com/deputedemontcalm,Luc.Theriault@parl.gc.ca,,88552
88558,Anthony Housefather,Liberal,liberal,Mount Royal,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/HousefatherAnthony_Lib.jpg,http://ahousefather.liberal.ca,Anthony.Housefather@parl.gc.ca,,88558
88578,Frank Baylis,Liberal,liberal,Pierrefonds—Dollard,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BaylisFrank_Lib.jpg,http://fbaylis.liberal.ca/en,Frank.Baylis@parl.gc.ca,,88578
88595,Monique Pauzé,Bloc Québécois,bloc_québécois,Repentigny,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/PauzéMonique_BQ.jpg,,Monique.Pauze@parl.gc.ca,,88595
88600,Alain Rayes,Conservative,conservative,Richmond—Arthabaska,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RayesAlain_CPC.jpg,http://www.alainrayes.ca,Alain.Rayes@parl.gc.ca,https://twitter.com/AlainRayes,88600
88601,Linda Lapointe,Liberal,liberal,Rivière-des-Mille-Îles,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LapointeLinda_Lib.jpg,http://llapointe.liberal.ca/en,Linda.Lapointe@parl.gc.ca,,88601
88605,Rhéal Fortin,Bloc Québécois,bloc_québécois,Rivière-du-Nord,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FortinRhéal_BQ.jpg,,Rheal.Fortin@parl.gc.ca,,88605
88617,Yves Robillard,Liberal,liberal,Marc-Aurèle-Fortin,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RobillardYves_Lib.jpg,http://www.yvesrobillard.com,Yves.Robillard@parl.gc.ca,,88617
88623,Jean Rioux,Liberal,liberal,Saint-Jean,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RiouxJean_Lib.jpg,http://jrioux.liberal.ca,Jean.Rioux@parl.gc.ca,,88623
88627,Nicola Di Iorio,Liberal,liberal,Saint-Léonard—Saint-Michel,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DiIorioNicola_Lib.jpg,http://ndiiorio.liberal.ca/en,Nicola.Diiorio@parl.gc.ca,,88627
88633,François-Philippe Champagne,Liberal,liberal,Saint-Maurice—Champlain,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ChampagneFrançoisPhilippe_Lib.jpg,http://francoisphilippechampagne.ca,Francois-Philippe.Champagne@parl.gc.ca,,88633
88649,Peter Schiefke,Liberal,liberal,Vaudreuil—Soulanges,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SchiefkePeter_Lib.jpg,http://www.peterschiefke.ca,Peter.Schiefke@parl.gc.ca,,88649
88651,Michel Boudrias,Bloc Québécois,bloc_québécois,Terrebonne,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BoudriasMichel_BQ.jpg,http://michelboudrias.quebec,Michel.Boudrias@parl.gc.ca,,88651
88660,Marc Miller,Liberal,liberal,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MillerMarc_Lib.jpg,http://mmiller.liberal.ca/en,Marc.Miller@parl.gc.ca,,88660
88671,Leona Alleslev,Liberal,liberal,Aurora—Oak Ridges—Richmond Hill,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/AlleslevLeona_Lib.jpg,http://leonaalleslevmp.ca,Leona.Alleslev@parl.gc.ca,,88671
88674,John Brassard,Conservative,conservative,Barrie—Innisfil,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BrassardJohn_CPC.jpg,http://johnbrassard.com,John.Brassard@parl.gc.ca,https://twitter.com/JohnBrassardCPC,88674
88679,Alexander Nuttall,Conservative,conservative,Barrie—Springwater—Oro-Medonte,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/NuttallAlex_CPC.jpg,http://www.alexnuttallmp.ca,Alex.Nuttall@parl.gc.ca,,88679
88683,Neil Ellis,Liberal,liberal,Bay of Quinte,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/EllisNeil_Lib.jpg,http://nellis.liberal.ca,Neil.Ellis@parl.gc.ca,,88683
88687,Nathaniel Erskine-Smith,Liberal,liberal,Beaches—East York,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ErskineSmithNathaniel_Lib.jpg,http://beynate.ca,Nathaniel.Erskine-Smith@parl.gc.ca,,88687
88692,Ramesh Sangha,Liberal,liberal,Brampton Centre,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SanghaRamesh_Lib.jpg,http://rameshsangha.ca,Ramesh.Sangha@parl.gc.ca,,88692
88694,Raj Grewal,Liberal,liberal,Brampton East,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/GrewalRaj_Lib.jpg,http://rajgrewalmp.ca,Raj.Grewal@parl.gc.ca,,88694
88698,Ruby Sahota,Liberal,liberal,Brampton North,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SahotaRuby_Lib.jpg,http://www.rubysahotamp.ca,Ruby.Sahota@parl.gc.ca,,88698
88703,Sonia Sidhu,Liberal,liberal,Brampton South,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SidhuSonia_Lib.jpg,http://soniasidhu.ca,Sonia.Sidhu@parl.gc.ca,,88703
88705,Kamal Khera,Liberal,liberal,Brampton West,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/KheraKamal_Lib.jpg,http://kamalkheramp.ca,Kamal.Khera@parl.gc.ca,,88705
88715,Karina Gould,Liberal,liberal,Burlington,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/GouldKarina_Lib.jpg,http://karinagouldmp.ca,Karina.Gould@parl.gc.ca,,88715
88721,Julie Dzerowicz,Liberal,liberal,Davenport,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DzerowiczJulie_Lib.jpg,http://jdzerowicz.liberal.ca,Julie.Dzerowicz@parl.gc.ca,,88721
88726,Geng Tan,Liberal,liberal,Don Valley North,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/TanGeng_Lib.jpg,http://gtan.liberal.ca,Geng.Tan@parl.gc.ca,,88726
88738,Marco Mendicino,Liberal,liberal,Eglinton—Lawrence,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MendicinoMarco_Lib.jpg,http://marcomendicinomp.ca,Marco.Mendicino@parl.gc.ca,,88738
88742,Karen Vecchio,Conservative,conservative,Elgin—Middlesex—London,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/VecchioKaren_CPC.jpg,http://karenvecchiomp.ca,Karen.Vecchio@parl.gc.ca,https://twitter.com/karen_vecchio,88742
88745,Tracey Ramsey,NDP,ndp,Essex,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RamseyTracey_NDP.jpg,http://traceyramsey.ca,Tracey.Ramsey@parl.gc.ca,,88745
