id,name,party,district,website,email,twitter,party_id
58877,Kirsty Duncan,Liberal,Etobicoke North,http://kirstyduncan.liberal.ca,kirsty.duncan@parl.gc.ca,https://twitter.com/KirstyDuncanMP,liberal
58890,Frank Valeriote,Liberal,Guelph,http://www.frankvaleriotemp.ca,Frank.valeriote@parl.gc.ca,https://twitter.com/FrankValeriote,liberal
58914,Greg Rickford,Conservative,Kenora,http://www.gregrickford.ca/?language_id=0,greg.rickford@parl.gc.ca,https://twitter.com/HonGregRickford,conservative
58919,Stephen Woodworth,Conservative,Kitchener Centre,http://www.stephenwoodworth.ca,stephen.woodworth@parl.gc.ca,https://twitter.com/WoodworthMP,conservative
58922,Peter Braid,Conservative,Kitchener—Waterloo,http://peterbraid.ca,peter.braid@parl.gc.ca,https://twitter.com/peterbraid,conservative
58939,Ed Holder,Conservative,London West,http://www.edholdermp.ca,ed.holder@parl.gc.ca,https://twitter.com/EdHolder_MP,conservative
59068,Malcolm Allen,NDP,Welland,http://malcolmallen.ndp.ca,malcolm.allen@parl.gc.ca,https://twitter.com/Malcolm_AllenMP,ndp
59087,Mike Sullivan,NDP,York South—Weston,http://www.mikesullivan.ca,Mike.Sullivan@parl.gc.ca,https://twitter.com/MikeSullivanMP,ndp
59110,Candice Bergen,Conservative,Portage—Lisgar,http://www.candicebergen.ca,candice.bergen@parl.gc.ca,https://twitter.com/CandiceBergenMP,conservative
59115,Shelly Glover,Conservative,Saint Boniface,http://www.shellyglover.ca,shelly.glover@parl.gc.ca,https://twitter.com/ShellyGloverMIN,conservative
59143,Ray Boughen,Conservative,Palliser,http://www.rayboughen.ca,ray.boughen@parl.gc.ca,https://twitter.com/RayBoughenMP,conservative
59148,Randy Hoback,Conservative,Prince Albert,http://www.mprandyhoback.ca,randy.hoback@parl.gc.ca,https://twitter.com/MPRandyHoback,conservative
59156,Kelly Block,Conservative,Saskatoon—Rosetown—Biggar,http://www.kellyblockmp.ca,kelly.block@parl.gc.ca,https://twitter.com/KellyBlockmp,conservative
59182,Devinder Shory,Conservative,Calgary Northeast,http://devindershory.ca,devinder.shory@parl.gc.ca,https://twitter.com/NortheastShory,conservative
59203,Brent Rathgeber,Independent,Edmonton—St. Albert,http://www.brentrathgeber.ca,brent.rathgeber@parl.gc.ca,https://twitter.com/brentrathgeber,independent
59217,LaVar Payne,Conservative,Medicine Hat,http://www.lavarpayne.ca,lavar.payne@parl.gc.ca,https://twitter.com/LaVarMP,conservative
59226,Earl Dreeshen,Conservative,Red Deer,http://www.earldreeshen.ca,earl.dreeshen@parl.gc.ca,https://twitter.com/earl_dreeshen,conservative
59235,Blake Richards,Conservative,Wild Rose,http://www.blakerichards.ca,blake.richards@parl.gc.ca,https://twitter.com/BlakeRichardsMP,conservative
59265,Cathy McLeod,Conservative,Kamloops—Thompson—Cariboo,http://www.cathymcleod.ca,cathy.mcleod@parl.gc.ca,https://twitter.com/Cathy_McLeod,conservative
59287,Andrew Saxton,Conservative,North Vancouver,http://www.andrewsaxton.ca,andrew.saxton@parl.gc.ca,https://twitter.com/AndrewSaxton1,conservative
59325,Don Davies,NDP,Vancouver Kingsway,http://www.dondavies.ca,don.davies@parl.gc.ca,https://twitter.com/DonDavies,ndp
59331,Wai Young,Conservative,Vancouver South,http://waiyoung.ca,Wai.Young@parl.gc.ca,https://twitter.com/WaiYoung,conservative
59346,Scott Andrews,Independent,Avalon,http://www.scottandrews.ca,scott.andrews@parl.gc.ca,https://twitter.com/ScottAndrewsMP,independent
60078,Murray Rankin,NDP,Victoria,http://www.murrayrankin.ca,Murray.Rankin@parl.gc.ca,https://twitter.com/MurrayRankin,ndp
63577,Scott Armstrong,Conservative,Cumberland—Colchester—Musquodoboit Valley,http://www.scottarmstrongmp.ca,scott.armstrong@parl.gc.ca,https://twitter.com/Armstrong_MP,conservative
63589,François Lapointe,NDP,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,,Francois.Lapointe@parl.gc.ca,https://twitter.com/F_Lapointe,ndp
63592,Fin Donnelly,NDP,New Westminster—Coquitlam,http://www.findonnelly.ca,fin.donnelly@parl.gc.ca,https://twitter.com/FinDonnelly,ndp
69482,Julian Fantino,Conservative,Vaughan,http://www.julianfantino.ca,julian.fantino@parl.gc.ca,https://twitter.com/JulianFantino,conservative
69488,Robert Sopuck,Conservative,Dauphin—Swan River—Marquette,http://www.robertsopuck.ca,robert.sopuck@parl.gc.ca,https://twitter.com/RobertSopuck,conservative
71270,Sean Casey,Liberal,Charlottetown,http://www.seancasey.ca,Sean.Casey@parl.gc.ca,https://twitter.com/SeanCaseyMP,liberal
71285,Robert Chisholm,NDP,Dartmouth—Cole Harbour,http://www.robertchisholm.ca,Robert.Chisholm@parl.gc.ca,https://twitter.com/RobertNDP,ndp
71319,Robert Goguen,Conservative,Moncton—Riverview—Dieppe,http://www.robertgoguen.ca,Robert.Goguen@parl.gc.ca,,conservative
71323,John Williamson,Conservative,New Brunswick Southwest,http://johnwilliamsonmp.com,John.Williamson@parl.gc.ca,https://twitter.com/JohnW_MP,conservative
71338,Rosane Doré Lefebvre,NDP,Alfred-Pellan,,Rosane.DoreLefebvre@parl.gc.ca,https://twitter.com/RosaneDL,ndp
71341,Mylène Freeman,NDP,Argenteuil—Papineau—Mirabel,,Mylene.Freeman@parl.gc.ca,https://twitter.com/MyleneFreeman,ndp
71350,Anne Minh-Thu Quach,NDP,Beauharnois—Salaberry,,AnneMinh-Thu.Quach@parl.gc.ca,https://twitter.com/AnneMTQuach,ndp
71357,Ruth Ellen Brosseau,NDP,Berthier—Maskinongé,,RuthEllen.Brosseau@parl.gc.ca,https://twitter.com/RE_Brosseau,ndp
71362,Pierre Jacob,NDP,Brome—Missisquoi,,Pierre.Jacob@parl.gc.ca,https://twitter.com/PJacobNPD,ndp
71368,Matthew Dubé,NDP,Chambly—Borduas,,Matthew.Dube@parl.gc.ca,https://twitter.com/MattDube,ndp
71377,Sylvain Chicoine,NDP,Châteauguay—Saint-Constant,,Sylvain.Chicoine@parl.gc.ca,https://twitter.com/sylvainchicoine,ndp
71380,Dany Morin,NDP,Chicoutimi—Le Fjord,,Dany.Morin@parl.gc.ca,https://twitter.com/drdanymorin,ndp
71395,Marjolaine Boutin-Sweet,NDP,Hochelaga,,Marjolaine.Boutin-Sweet@parl.gc.ca,https://twitter.com/MarjBoutinSweet,ndp
71398,Paulina Ayala,NDP,Honoré-Mercier,,Paulina.Ayala@parl.gc.ca,https://twitter.com/paulinaayalaNPD,ndp
71401,Nycole Turmel,NDP,Hull—Aylmer,,Nycole.Turmel@parl.gc.ca,https://twitter.com/nycole_turmel,ndp
71407,Tyrone Benskin,NDP,Jeanne-Le Ber,,Tyrone.Benskin@parl.gc.ca,https://twitter.com/tbenskin,ndp
71413,Claude Patry,Bloc Québécois,Jonquière—Alma,,Claude.Patry@parl.gc.ca,https://twitter.com/claude_patry,bloc_québécois
71420,Ève Péclet,NDP,La Pointe-de-l'Île,,Eve.Peclet@parl.gc.ca,https://twitter.com/evepeclet,ndp
71424,Hélène LeBlanc,NDP,LaSalle—Émard,,Helene.LeBlanc@parl.gc.ca,https://twitter.com/HeleneLeBlanc,ndp
71430,Marc-André Morin,NDP,Laurentides—Labelle,,Marc-Andre.Morin@parl.gc.ca,,ndp
71434,Hélène Laverdière,NDP,Laurier—Sainte-Marie,,Helene.Laverdiere@parl.gc.ca,https://twitter.com/HLaverdiereNPD,ndp
71436,José Nunez-Melo,NDP,Laval,,Jose.Nunez-Melo@parl.gc.ca,,ndp
71439,François Pilon,NDP,Laval—Les Îles,,Francois.Pilon@parl.gc.ca,https://twitter.com/francoispilon,ndp
71447,Pierre Nantel,NDP,Longueuil—Pierre-Boucher,,Pierre.Nantel@parl.gc.ca,https://twitter.com/pierrenantel,ndp
71458,Jonathan Genest-Jourdain,NDP,Manicouagan,,Jonathan.Genest-Jourdain@parl.gc.ca,https://twitter.com/GenestJourdain,ndp
71465,Jean-François Fortin,Forces et Démocratie,Haute-Gaspésie—La Mitis—Matane—Matapédia,,Jean-Francois.Fortin@parl.gc.ca,https://twitter.com/fortjf,forces_et_démocratie
71471,Manon Perreault,Independent,Montcalm,,Manon.Perreault@parl.gc.ca,https://twitter.com/MPerreaultQC,independent
71477,Isabelle Morin,NDP,Notre-Dame-de-Grâce—Lachine,,Isabelle.Morin@parl.gc.ca,https://twitter.com/IsabelleMorinMP,ndp
71482,Romeo Saganash,NDP,Abitibi—Baie-James—Nunavik—Eeyou,,Romeo.Saganash@parl.gc.ca,https://twitter.com/RomeoSaganash,ndp
71490,Lysane Blanchette-Lamothe,NDP,Pierrefonds—Dollard,,Lysane.Blanchette-Lamothe@parl.gc.ca,,ndp
71496,Élaine Michaud,NDP,Portneuf—Jacques-Cartier,,Elaine.Michaud@parl.gc.ca,https://twitter.com/Elaine_Michaud,ndp
71499,Annick Papillon,NDP,Québec,,Annick.Papillon@parl.gc.ca,https://twitter.com/AnnickPapillon,ndp
71503,Jean-François Larose,Forces et Démocratie,Repentigny,,Jean-Francois.Larose@parl.gc.ca,https://twitter.com/jflarose,forces_et_démocratie
71517,Laurin Liu,NDP,Rivière-des-Mille-Îles,,Laurin.Liu@parl.gc.ca,https://twitter.com/laurinliu,ndp
71522,Pierre Dionne Labelle,NDP,Rivière-du-Nord,,Pierre.DionneLabelle@parl.gc.ca,https://twitter.com/DionneLabelleMP,ndp
71530,Djaouida Sellah,NDP,Saint-Bruno—Saint-Hubert,,Djaouida.Sellah@parl.gc.ca,https://twitter.com/DSellahNPD,ndp
71533,Marie-Claude Morin,NDP,Saint-Hyacinthe—Bagot,,Marie-Claude.Morin@parl.gc.ca,https://twitter.com/MC_Morin_NPD,ndp
71537,Tarik Brahmi,NDP,Saint-Jean,,Tarik.Brahmi@parl.gc.ca,https://twitter.com/TarikBrahmi,ndp
71538,Sadia Groguhé,NDP,Saint-Lambert,,Sadia.Groguhe@parl.gc.ca,https://twitter.com/Sadia_Groguhe,ndp
71549,Réjean Genest,NDP,Shefford,,Rejean.Genest@parl.gc.ca,,ndp
71553,Pierre-Luc Dusseault,NDP,Sherbrooke,,Pierre-Luc.Dusseault@parl.gc.ca,https://twitter.com/PLDusseault,ndp
71557,Charmaine Borg,NDP,Terrebonne—Blainville,,Charmaine.Borg@parl.gc.ca,https://twitter.com/mpcharmaineborg,ndp
71560,Robert Aubin,NDP,Trois-Rivières,,Robert.Aubin@parl.gc.ca,https://twitter.com/RobertAubinNPD,ndp
71566,Jamie Nicholls,NDP,Vaudreuil-Soulanges,,Jamie.Nicholls.C1A@parl.gc.ca,https://twitter.com/JPNichollsNPD,ndp
71569,Sana Hassainia,Independent,Verchères—Les Patriotes,,Sana.Hassainia@parl.gc.ca,https://twitter.com/SanaHassainia,independent
71576,Chris Alexander,Conservative,Ajax—Pickering,http://www.chrisalexandermp.ca,Chris.Alexander@parl.gc.ca,https://twitter.com/calxandr,conservative
71585,Matthew Kellway,NDP,Beaches—East York,http://matthewkellway.ndp.ca,Matthew.Kellway@parl.gc.ca,https://twitter.com/MatthewKellway,ndp
71611,Andrew Cash,NDP,Davenport,http://andrewcash.ca,Andrew.Cash@parl.gc.ca,https://twitter.com/AndrewCash,ndp
71613,Joe Daniel,Conservative,Don Valley East,http://www.joedaniel.ca,Joe.Daniel@parl.gc.ca,,conservative
71625,Ted Opitz,Conservative,Etobicoke Centre,http://www.tedopitz.ca,Ted.Opitz@parl.gc.ca,https://twitter.com/TedOpitz,conservative
71627,Bernard Trottier,Conservative,Etobicoke—Lakeshore,http://www.bernardtrottiermp.ca,Bernard.Trottier@parl.gc.ca,https://twitter.com/btrottier,conservative
71660,Ted Hsu,Liberal,Kingston and the Islands,http://www.tedhsu.ca,Ted.Hsu@parl.gc.ca,https://twitter.com/tedhsu,liberal
71680,Susan Truppe,Conservative,London North Centre,http://www.susantruppemp.ca,Susan.Truppe@parl.gc.ca,https://twitter.com/SusanTruppe,conservative
71688,Eve Adams,Liberal,Mississauga—Brampton South,http://eveadams.ca,Eve.Adams@parl.gc.ca,https://twitter.com/MPEveAdams,liberal
71693,Wladyslaw Lizon,Conservative,Mississauga East—Cooksville,http://wladyslawlizon.ca,Wladyslaw.Lizon@parl.gc.ca,https://twitter.com/wladyslawlizon,conservative
71717,Jay Aspin,Conservative,Nipissing—Timiskaming,http://www.jayaspin.ca,Jay.Aspin@parl.gc.ca,https://twitter.com/JayAspinMP,conservative
71755,Corneliu Chisu,Conservative,Pickering—Scarborough East,http://www.corneliuchisu.ca,Corneliu.Chisu@parl.gc.ca,https://twitter.com/cchisu,conservative
71762,Costas Menegakis,Conservative,Richmond Hill,http://www.costasmenegakis.ca,Costas.Menegakis@parl.gc.ca,https://twitter.com/CostasMenegakis,conservative
71772,Bryan Hayes,Conservative,Sault Ste. Marie,http://www.bryanhayes.ca,Bryan.Hayes@parl.gc.ca,https://twitter.com/BryanHayesMP,conservative
71780,Rathika Sitsabaiesan,NDP,Scarborough—Rouge River,http://rathikasitsabaiesan.ndp.ca,Rathika.Sitsabaiesan@parl.gc.ca,https://twitter.com/RathikaS,ndp
71786,K. Kellie Leitch,Conservative,Simcoe—Grey,http://www.kellieleitchmp.com,Kellie.Leitch@parl.gc.ca,https://twitter.com/KellieLeitch,conservative
71824,Mark Adler,Conservative,York Centre,http://www.markadler.ca,Mark.Adler@parl.gc.ca,https://twitter.com/MarkAdlerMP,conservative
71839,Lawrence Toet,Conservative,Elmwood—Transcona,http://lawrencetoet.ca,Lawrence.Toet@parl.gc.ca,https://twitter.com/lawrencetoetMP,conservative
71861,Joyce Bateman,Conservative,Winnipeg South Centre,http://www.joycebateman.ca,Joyce.Bateman@parl.gc.ca,https://twitter.com/JoyceBatemanMP,conservative
71902,Michelle Rempel,Conservative,Calgary Centre-North,http://www.michellerempel.ca,Michelle.Rempel@parl.gc.ca,https://twitter.com/MichelleRempel,conservative
71945,Jim Hillyer,Conservative,Lethbridge,http://www.jimhillyer.com,Jim.Hillyer@parl.gc.ca,https://twitter.com/JimHillyerMP,conservative
71986,Mark Strahl,Conservative,Chilliwack—Fraser Canyon,http://www.markstrahl.com,Mark.Strahl@parl.gc.ca,https://twitter.com/markstrahl,conservative
71995,Randall Garrison,NDP,Esquimalt—Juan de Fuca,http://randallgarrison.ndp.ca,Randall.Garrison@parl.gc.ca,https://twitter.com/r_garrison,ndp
72006,David Wilks,Conservative,Kootenay—Columbia,http://www.david-wilks.ca,David.Wilks@parl.gc.ca,https://twitter.com/DavidJohnWilks,conservative
72018,Jinny Jogindera Sims,NDP,Newton—North Delta,http://www.jinnysims.ndp.ca,Jinny.Sims@parl.gc.ca,https://twitter.com/jinnysims,ndp
72029,Dan Albas,Conservative,Okanagan—Coquihalla,http://www.danalbas.com,Dan.Albas@parl.gc.ca,https://twitter.com/DanAlbas,conservative
72035,Bob Zimmer,Conservative,Prince George—Peace River,http://www.bobzimmer.ca,Bob.Zimmer@parl.gc.ca,https://twitter.com/bobzimmermp,conservative
72052,Jasbir Sandhu,NDP,Surrey North,http://www.jasbirsandhu.ca,Jasbir.Sandhu@parl.gc.ca,https://twitter.com/jasbirsandhu,ndp
72079,Ryan Leef,Conservative,Yukon,http://www.ryanleef.ca,Ryan.Leef@parl.gc.ca,https://twitter.com/ryanleefmp,conservative
72773,Erin O'Toole,Conservative,Durham,http://www.erinotoolemp.ca,Erin.OToole@parl.gc.ca,https://twitter.com/ErinOTooleMP,conservative
75006,Craig Scott,NDP,Toronto—Danforth,http://craigscott.ndp.ca,craig.scott@parl.gc.ca,https://twitter.com/CraigScottNDP,ndp
77515,Joan Crockatt,Conservative,Calgary Centre,http://joancrockatt.ca,Joan.Crockatt@parl.gc.ca,https://twitter.com/Crockatteer,conservative
84660,Emmanuel Dubourg,Liberal,Bourassa,,Emmanuel.Dubourg@parl.gc.ca,https://twitter.com/EmmanuelDubourg,liberal
84665,Chrystia Freeland,Liberal,Toronto Centre,http://www.chrystiafreeland.liberal.ca,Chrystia.Freeland@parl.gc.ca,https://twitter.com/cafreeland,liberal
84672,Ted Falk,Conservative,Provencher,http://www.tedfalk.ca,Ted.Falk@parl.gc.ca,https://twitter.com/MPTedFalk,conservative
86249,Arnold Chan,Liberal,Scarborough—Agincourt,http://www.arnoldchan.liberal.ca,Arnold.Chan@parl.gc.ca,https://twitter.com/ArnoldChanLib,liberal
86260,David Yurdiga,Conservative,Fort McMurray—Athabasca,http://www.davidyurdiga.ca,David.Yurdiga@parl.gc.ca,https://twitter.com/DavidYurdiga,conservative
86261,John Barlow,Conservative,Macleod,http://www.johnbarlowmp.ca,John.Barlow@parl.gc.ca,,conservative
86788,Pat Perkins,Conservative,Whitby—Oshawa,http://www.patperkins.ca,Pat.Perkins@parl.gc.ca,,conservative
